Nrand,region,Python,RapidMiner,R Language,SQL Language,Excel,Anaconda,Tensorflow,Tableau,scikit-learn,Keras,Apache Spark,with DL,with BD,ntools,Votes
136,euro,1,0,0,1,0,1,1,0,1,0,1,1,1,10,Anaconda;scikit-learn;Python;SQL Language;Unix shell/awk/gawk;Apache Spark;Open Source Hadoop Tools;SQL on Hadoop tools;Spark SQL;Tensorflow
1741,euro,0,0,0,1,0,0,0,0,0,0,0,1,1,4,KNIME;SQL Language;Open Source Hadoop Tools;Other Deep Learning Tools
1392,euro,0,0,1,0,0,1,1,0,0,0,0,1,0,4,Anaconda;C4.5/C5.0/See5;R Language;Tensorflow
2035,usca,1,0,0,0,1,1,0,0,1,0,0,0,0,8,Anaconda;Excel;KNIME;SAS Base;SAS Enterprise Miner;scikit-learn;Python;Other programming and data languages
364,euro,0,0,1,0,0,0,0,0,0,1,1,1,1,3,R Language;Apache Spark;Keras
1134,euro,1,0,0,1,1,0,0,1,0,0,0,0,0,6,Excel;Microsoft Power BI;Microsoft SQL Server;Tableau;Python;SQL Language
2001,euro,0,1,1,0,0,0,0,0,0,0,0,0,0,2,RapidMiner;R Language
2031,usca,0,1,0,0,0,0,0,1,0,0,0,0,0,3,RapidMiner;SAP Analytics/Predictive Analytics;Tableau
1089,asia,0,1,1,0,1,0,0,0,0,0,0,0,0,7,C4.5/C5.0/See5;Excel;IBM SPSS Statistics;RapidMiner;Weka;Java;R Language
1190,usca,0,1,0,0,0,0,0,1,0,0,0,0,0,2,RapidMiner;Tableau
417,asia,1,1,1,1,0,0,1,0,0,0,1,1,1,12,RapidMiner;Java;Python;R Language;Scala;SQL Language;Unix shell/awk/gawk;Apache Spark;Spark SQL;Apache MXnet;PyTorch;Tensorflow
1472,afme,0,0,0,0,0,0,0,0,0,0,0,1,0,7,IBM Cognos;Microsoft Power BI;Microsoft SQL Server;Weka;Other paid analytics/data mining/data science software;Other programming and data languages;Other Deep Learning Tools
119,euro,1,1,0,0,0,0,1,0,0,1,0,1,0,7,PyCharm;RapidMiner;Other free analytics/data mining tools;C/C++;Python;Keras;Tensorflow
1341,usca,1,0,1,0,0,1,1,0,1,1,0,1,0,9,Anaconda;PyCharm;scikit-learn;Weka;Python;R Language;Unix shell/awk/gawk;Keras;Tensorflow
602,usca,0,0,1,1,1,0,0,1,0,0,0,0,0,7,Excel;Microsoft Power BI;Microsoft SQL Server;Tableau;C/C++;R Language;SQL Language
1152,usca,1,0,0,1,0,1,0,1,1,0,0,1,0,8,Anaconda;scikit-learn;Tableau;Other free analytics/data mining tools;Python;SQL Language;Unix shell/awk/gawk;Theano
1147,euro,0,1,1,0,0,0,0,0,0,0,0,0,0,2,RapidMiner;R Language
1145,euro,1,1,1,0,1,1,0,1,0,0,0,0,0,8,Anaconda;Excel;Microsoft Power BI;Microsoft SQL Server;RapidMiner;Tableau;Python;R Language
569,usca,1,1,0,0,1,0,1,1,0,0,0,1,0,5,Excel;RapidMiner;Tableau;Python;Tensorflow
1965,euro,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Excel;KNIME
1662,usca,1,1,1,0,0,1,0,0,1,0,0,0,0,8,Anaconda;IBM SPSS Statistics;Orange;RapidMiner;scikit-learn;Weka;Python;R Language
1966,usca,0,1,0,1,0,0,0,1,0,0,0,0,0,4,Microsoft SQL Server;RapidMiner;Tableau;SQL Language
751,euro,0,1,1,1,1,0,0,0,0,0,0,0,0,7,Excel;IBM SPSS Statistics;Microsoft SQL Server;RapidMiner;Rattle;R Language;SQL Language
284,euro,0,1,0,0,0,0,0,0,0,0,0,0,0,3,IBM SPSS Statistics;Microsoft SQL Server;RapidMiner
149,euro,1,1,0,0,0,0,0,0,0,1,1,1,1,6,RapidMiner;Java;Python;Apache Spark;DeepLearning4J;Keras
1206,usca,1,0,0,0,0,1,1,0,0,0,1,1,1,10,Alteryx;Anaconda;H2O.ai;MLlib;QlikView;Python;Apache Spark;Commercial Hadoop Tools;Open Source Hadoop Tools;Tensorflow
1329,ltam,1,1,0,0,1,1,1,0,1,0,1,1,1,14,Anaconda;Excel;KNIME;Orange;RapidMiner;scikit-learn;Weka;Java;Python;Scala;Unix shell/awk/gawk;Apache Spark;Tensorflow;Other Deep Learning Tools
817,usca,1,0,1,1,1,0,1,1,0,1,1,1,1,16,Dataiku;Excel;IBM SPSS Modeler;IBM SPSS Statistics;Microsoft SQL Server;Solver (former XLMiner);Tableau;Python;R Language;SQL Language;Apache Spark;Commercial Hadoop Tools;SQL on Hadoop tools;Spark SQL;Keras;Tensorflow
1793,usca,1,1,0,0,0,0,1,0,0,0,1,1,1,4,RapidMiner;Python;Apache Spark;Tensorflow
1060,usca,1,1,1,1,0,1,1,1,0,1,0,1,1,9,Anaconda;RapidMiner;Tableau;Python;R Language;SQL Language;Open Source Hadoop Tools;Keras;Tensorflow
486,aunz,1,0,0,0,0,0,1,1,0,0,0,1,1,4,Tableau;Python;Open Source Hadoop Tools;Tensorflow
221,usca,0,0,0,0,1,0,0,0,0,0,0,0,0,6,Excel;IBM SPSS Modeler;KNIME;Rattle;Weka;Perl
1862,usca,1,0,1,1,1,1,1,0,1,1,0,1,0,13,Anaconda;Excel;MATLAB;scikit-learn;C/C++;Python;R Language;SQL Language;Unix shell/awk/gawk;Keras;PyTorch;Tensorflow;Torch
1384,usca,1,0,0,1,0,1,1,1,1,1,0,1,0,12,Anaconda;PyCharm;SAS Base;SAS Enterprise Miner;scikit-learn;Tableau;Python;SQL Language;Unix shell/awk/gawk;Keras;PyTorch;Tensorflow
1011,usca,0,1,0,0,1,0,0,1,0,0,0,0,0,3,Excel;RapidMiner;Tableau
1117,euro,0,0,0,0,0,0,0,0,0,0,1,0,1,4,KNIME;Scala;Apache Spark;Spark SQL
1709,ltam,1,0,1,1,0,1,0,1,1,1,0,1,1,10,Anaconda;scikit-learn;Tableau;Python;R Language;SQL Language;Open Source Hadoop Tools;SQL on Hadoop tools;Keras;Theano
500,afme,1,1,0,0,0,0,0,0,0,0,0,0,0,2,RapidMiner;Python
1200,asia,0,1,0,0,0,0,1,0,0,0,0,1,1,4,RapidMiner;C/C++;Commercial Hadoop Tools;Tensorflow
966,usca,0,1,0,1,1,0,0,1,0,0,0,0,0,4,Excel;RapidMiner;Tableau;SQL Language
1119,usca,1,0,1,1,0,1,0,1,1,1,1,1,1,13,Amazon Machine Learning;Anaconda;MLlib;scikit-learn;Tableau;Python;R Language;SQL Language;Unix shell/awk/gawk;Apache Spark;Spark SQL;Keras;TFLearn
1813,euro,1,0,1,1,0,1,0,1,1,1,1,1,1,13,Anaconda;Databricks Unified Analytics Platform;Microsoft Machine Learning Server (former R Server);PyCharm;scikit-learn;Tableau;Python;R Language;SQL Language;Apache Spark;Open Source Hadoop Tools;Spark SQL;Keras
1951,ltam,1,0,0,0,1,1,1,0,0,1,0,1,0,8,Anaconda;Excel;Weka;Python;Keras;PyTorch;Tensorflow;Theano
1411,euro,0,1,1,0,0,1,0,1,0,0,0,0,0,4,Anaconda;RapidMiner;Tableau;R Language
2028,usca,0,1,1,0,1,0,0,0,0,0,0,0,0,4,Excel;IBM SPSS Statistics;RapidMiner;R Language
541,usca,0,0,0,0,0,0,0,0,0,0,0,0,0,2,SAS Base;SAS Enterprise Miner
1372,usca,1,1,1,1,0,0,0,0,0,0,1,1,1,7,RapidMiner;SAS Enterprise Miner;Python;R Language;SQL Language;Apache Spark;Other Deep Learning Tools
1277,euro,1,1,0,0,0,0,0,0,0,0,0,1,1,4,RapidMiner;Python;Open Source Hadoop Tools;Other Deep Learning Tools
130,ltam,1,1,0,0,0,0,0,0,0,0,0,0,0,3,RapidMiner;Weka;Python
1247,euro,1,0,0,1,1,1,0,1,0,0,0,0,0,10,Anaconda;Excel;Microsoft Power BI;Microsoft SQL Server;Oracle Advanced Analytics;PyCharm;Tableau;TIBCO Spotfire;Python;SQL Language
1720,euro,0,1,0,0,0,0,0,0,0,0,0,0,0,3,RapidMiner;Stata;Other free analytics/data mining tools
1913,euro,1,1,0,0,0,1,1,0,1,1,0,1,0,8,Anaconda;RapidMiner;scikit-learn;Weka;Python;Keras;Tensorflow;Theano
553,ltam,1,1,0,0,0,0,0,1,0,1,1,1,1,6,RapidMiner;Tableau;Python;Apache Spark;Open Source Hadoop Tools;Keras
889,euro,1,1,0,0,0,0,0,0,1,0,0,0,0,7,MATLAB;Orange;RapidMiner;scikit-learn;Weka;Python;Other programming and data languages
190,usca,0,1,1,0,0,1,0,1,0,0,0,0,0,9,Anaconda;KNIME;Mathematica;Microsoft Power BI;Orange;RapidMiner;Tableau;Weka;R Language
367,usca,0,1,1,1,1,0,0,0,0,0,0,0,1,8,Excel;Microsoft Power BI;Microsoft SQL Server;RapidMiner;R Language;SQL Language;Other programming and data languages;SQL on Hadoop tools
264,usca,0,1,0,0,0,0,0,0,0,0,1,0,1,9,Microsoft Azure Machine Learning;Microsoft Power BI;Microsoft SQL Server;RapidMiner;SAP HANA;Apache Spark;Commercial Hadoop Tools;SQL on Hadoop tools;Spark SQL
1935,usca,0,0,1,1,0,0,0,0,1,0,0,1,0,6,MATLAB;Microsoft SQL Server;scikit-learn;R Language;SQL Language;Other Deep Learning Tools
54,afme,0,1,0,1,0,0,0,0,0,0,0,0,0,4,RapidMiner;Weka;Java;SQL Language
1706,ltam,1,1,1,0,0,1,1,0,1,1,0,1,0,8,Anaconda;Orange;RapidMiner;scikit-learn;Python;R Language;Keras;Tensorflow
977,usca,0,0,1,0,0,0,1,0,0,0,1,1,1,5,Other free analytics/data mining tools;Java;R Language;Apache Spark;Tensorflow
143,asia,0,1,0,0,1,0,0,1,0,0,0,0,0,3,Excel;RapidMiner;Tableau
430,euro,1,0,1,1,0,0,0,0,0,0,0,0,0,14,IBM SPSS Modeler;IBM SPSS Statistics;KNIME;Microsoft Azure Machine Learning;Microsoft Machine Learning Server (former R Server);Microsoft Power BI;Microsoft SQL Server;Weka;C/C++;Java;Python;R Language;SQL Language;Unix shell/awk/gawk
485,usca,0,1,1,1,0,0,0,1,0,0,0,1,0,7,IBM SPSS Statistics;RapidMiner;Rattle;Tableau;R Language;SQL Language;Other Deep Learning Tools
468,asia,1,1,1,0,1,1,1,1,0,0,0,1,1,12,Anaconda;Excel;Orange;PyCharm;RapidMiner;Rattle;Tableau;Other free analytics/data mining tools;Python;R Language;Open Source Hadoop Tools;Tensorflow
197,usca,0,1,1,1,0,1,1,0,0,0,1,1,1,9,Anaconda;MATLAB;RapidMiner;Weka;Java;R Language;SQL Language;Apache Spark;Tensorflow
796,usca,1,0,1,1,1,1,1,1,1,1,1,1,1,20,Anaconda;Excel;IBM Watson / Watson Analytics;MATLAB;Microsoft Azure Machine Learning;PyCharm;scikit-learn;Tableau;Weka;Java;Python;R Language;SQL Language;Apache Spark;SQL on Hadoop tools;Spark SQL;DeepLearning4J;Keras;Tensorflow;Theano
2025,usca,1,1,1,1,1,1,0,0,0,0,0,0,0,8,Anaconda;Excel;RapidMiner;SAS Enterprise Miner;Weka;Python;R Language;SQL Language
354,aunz,0,1,0,0,0,0,0,1,0,0,0,0,0,3,Microsoft SQL Server;RapidMiner;Tableau
512,ltam,0,1,0,0,0,0,0,0,0,0,0,1,0,2,RapidMiner;DeepLearning4J
1351,usca,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Microsoft Power BI;RapidMiner
1686,usca,0,1,0,1,1,0,0,0,0,0,0,0,0,4,Excel;RapidMiner;Other paid analytics/data mining/data science software;SQL Language
1187,euro,1,0,1,1,0,1,0,0,0,0,0,0,0,4,Anaconda;Python;R Language;SQL Language
1082,asia,1,0,0,0,1,1,0,0,1,0,0,0,0,4,Anaconda;Excel;scikit-learn;Python
2007,usca,0,1,0,0,0,0,0,0,0,0,0,0,0,2,RapidMiner;Weka
1196,usca,1,1,1,1,0,0,0,0,0,0,0,0,0,9,MATLAB;Microsoft Power BI;RapidMiner;Weka;C/C++;Java;Python;R Language;SQL Language
1725,asia,0,1,0,1,0,0,0,0,0,0,0,0,0,2,RapidMiner;SQL Language
1575,asia,0,0,1,1,1,0,0,0,0,0,1,0,1,7,Excel;IBM SPSS Statistics;Microsoft Power BI;SAS Base;R Language;SQL Language;Apache Spark
1016,euro,1,0,1,0,0,1,0,0,1,1,0,1,0,7,Anaconda;PyCharm;scikit-learn;Other free analytics/data mining tools;Python;R Language;Keras
56,usca,1,1,0,0,1,1,0,1,0,0,0,0,0,5,Anaconda;Excel;RapidMiner;Tableau;Python
999,asia,1,1,0,1,0,1,0,0,0,0,0,0,0,7,Anaconda;PyCharm;RapidMiner;Java;Python;SQL Language;Unix shell/awk/gawk
432,usca,0,1,0,1,0,0,0,0,0,0,0,1,1,4,RapidMiner;SQL Language;Open Source Hadoop Tools;Microsoft Cognitive Toolkit (Prev. CNTK) 
1486,usca,1,1,0,0,0,0,0,0,0,0,0,0,0,5,JMP;KNIME;RapidMiner;TIBCO Spotfire;Python
1684,euro,1,1,1,0,0,0,1,0,0,1,0,1,1,13,BigML;Gnu Octave;MATLAB;PyCharm;RapidMiner;Java;Lisp;Python;R Language;Open Source Hadoop Tools;Apache MXnet;Keras;Tensorflow
382,euro,0,0,1,0,1,0,0,0,0,0,0,0,0,5,Excel;Microsoft Azure Machine Learning;Microsoft other ML/Data Science tools;Other free analytics/data mining tools;R Language
1921,euro,0,1,0,0,1,0,0,0,0,0,0,0,0,4,Excel;IBM SPSS Statistics;RapidMiner;Other paid analytics/data mining/data science software
129,euro,0,1,0,0,1,0,0,0,0,0,0,0,0,5,Excel;MATLAB;RapidMiner;Java;Unix shell/awk/gawk
1380,euro,0,1,0,0,0,0,0,0,0,0,0,0,0,3,H2O.ai;Microsoft Azure Machine Learning;RapidMiner
3,euro,0,1,0,1,0,0,0,0,0,0,0,0,0,4,Alteryx;RapidMiner;Java;SQL Language
1315,euro,0,1,0,0,0,0,0,1,0,0,0,0,0,2,RapidMiner;Tableau
1765,ltam,1,0,1,1,1,1,1,1,1,0,1,1,1,15,Anaconda;Dataiku;Excel;PyCharm;scikit-learn;Tableau;Weka;Python;R Language;Scala;SQL Language;Apache Spark;Open Source Hadoop Tools;Spark SQL;Tensorflow
1829,usca,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Java;R Language
1107,asia,0,1,0,0,0,0,0,1,0,0,0,0,0,2,RapidMiner;Tableau
66,asia,1,0,1,0,1,1,0,0,1,0,0,0,0,7,Anaconda;DataScience[.]com;Excel;scikit-learn;Java;Python;R Language
1138,usca,1,0,1,1,0,1,0,0,1,0,0,0,0,7,Anaconda;MATLAB;scikit-learn;Python;R Language;SQL Language;Other programming and data languages
896,euro,0,1,0,0,0,0,0,0,0,0,0,0,0,3,Microsoft Azure Machine Learning;RapidMiner;Other programming and data languages
1997,aunz,0,1,1,0,1,0,0,1,0,0,0,0,0,6,BayesiaLab ;Excel;IBM SPSS Statistics;RapidMiner;Tableau;R Language
207,ltam,0,1,0,1,0,0,0,0,0,0,0,0,1,5,MicroStrategy;RapidMiner;Teradata;SQL Language;SQL on Hadoop tools
1897,usca,1,0,0,1,1,1,1,0,1,1,0,1,0,11,Anaconda;DataRobot;Excel;Microsoft SQL Server;scikit-learn;Teradata;TIBCO Spotfire;Python;SQL Language;Keras;Tensorflow
287,usca,1,0,1,0,0,0,0,0,0,0,0,0,0,9,IBM Cognos;IBM Data Science Experience;IBM SPSS Modeler;IBM SPSS Statistics;IBM Watson / Watson Analytics;Java;Perl;Python;R Language
1915,euro,1,0,0,1,0,1,0,0,0,0,1,0,1,7,Anaconda;Dataiku;Python;SQL Language;Unix shell/awk/gawk;Apache Spark;Spark SQL
1805,usca,0,0,0,0,0,0,0,0,0,0,0,0,0,3,SAS Base;SAS Enterprise Miner;Other programming and data languages
653,ltam,0,1,1,0,0,0,0,1,0,0,0,0,0,5,Orange;RapidMiner;Tableau;Weka;R Language
842,usca,1,0,0,0,0,1,1,0,0,1,0,1,0,6,Anaconda;KNIME;Java;Python;Keras;Tensorflow
1423,euro,0,1,0,1,0,0,0,0,0,0,0,0,0,6,Microsoft Power BI;Microsoft SQL Server;RapidMiner;Weka;C/C++;SQL Language
1469,euro,1,0,1,0,0,1,1,0,1,0,0,1,0,10,Anaconda;H2O.ai;KNIME;PyCharm;scikit-learn;Weka;Java;Python;R Language;Tensorflow
705,asia,1,1,0,0,0,0,1,0,0,0,1,1,1,5,RapidMiner;C/C++;Python;Apache Spark;Tensorflow
707,asia,0,1,0,0,0,0,0,0,0,0,0,0,0,2,MATLAB;RapidMiner
37,euro,0,1,1,0,0,0,0,0,0,0,0,0,0,2,RapidMiner;R Language
1363,usca,0,0,1,1,0,0,0,1,0,0,0,0,0,6,Microsoft Azure Machine Learning;Microsoft Power BI;Microsoft SQL Server;Tableau;R Language;SQL Language
971,usca,0,0,1,0,1,0,0,0,0,0,0,0,0,6,Excel;JMP;Rattle;SAS Base;SAS Enterprise Miner;R Language
159,euro,1,0,0,0,1,1,0,0,1,1,1,1,1,12,Anaconda;C4.5/C5.0/See5;Excel;Gnu Octave;Ontotext GraphDB;PyCharm;scikit-learn;Weka;Python;Apache Spark;Keras;PyTorch
1085,euro,0,1,0,0,0,0,1,0,0,0,0,1,0,3,Minitab/Salford Systems;RapidMiner;Tensorflow
163,euro,1,0,1,1,0,1,1,0,1,1,0,1,0,13,Anaconda;Microsoft Azure Machine Learning;Microsoft Machine Learning Server (former R Server);Microsoft other ML/Data Science tools;PyCharm;scikit-learn;Python;R Language;SQL Language;Keras;Microsoft Cognitive Toolkit (Prev. CNTK) ;PyTorch;Tensorflow
1755,euro,1,1,0,0,1,1,1,0,0,0,0,1,0,8,Anaconda;Excel;MATLAB;RapidMiner;C/C++;Python;Unix shell/awk/gawk;Tensorflow
597,usca,1,1,0,0,0,0,0,0,0,0,0,0,0,3,RapidMiner;TIBCO Spotfire;Python
1811,ltam,1,0,1,0,0,1,1,1,1,0,0,1,0,11,Anaconda;Gnu Octave;KNIME;Orange;scikit-learn;Tableau;Other free analytics/data mining tools;Python;R Language;Apache MXnet;Tensorflow
431,ltam,1,0,1,1,0,1,1,0,1,1,0,1,0,11,Anaconda;Microsoft Azure Machine Learning;Microsoft Power BI;Microsoft other ML/Data Science tools;scikit-learn;Python;R Language;SQL Language;Unix shell/awk/gawk;Keras;Tensorflow
992,euro,1,1,1,1,0,0,1,0,1,1,1,1,1,11,MATLAB;MLlib;PyCharm;RapidMiner;scikit-learn;Python;R Language;SQL Language;Apache Spark;Keras;Tensorflow
776,usca,0,0,1,1,0,0,0,0,0,1,0,1,0,3,R Language;SQL Language;Keras
1445,usca,1,0,1,1,1,1,0,1,1,0,0,0,0,16,Alteryx;Anaconda;DataRobot;Excel;H2O.ai;Microsoft Machine Learning Server (former R Server);Microsoft Power BI;Microsoft SQL Server;SAS Base;scikit-learn;Tableau;Teradata;Python;R Language;SQL Language;Other programming and data languages
1125,usca,1,0,0,0,1,1,0,0,1,0,0,0,0,4,Anaconda;Excel;scikit-learn;Python
828,usca,1,0,0,0,0,0,0,0,1,0,1,0,1,4,scikit-learn;C/C++;Python;Apache Spark
1947,euro,0,1,0,0,1,0,0,0,0,0,0,0,0,4,Excel;MATLAB;RapidMiner;Unix shell/awk/gawk
2010,usca,1,0,1,0,0,0,1,0,0,1,1,1,1,8,Dataiku;Python;R Language;Scala;Apache Spark;Spark SQL;Keras;Tensorflow
822,euro,1,1,0,0,0,0,1,0,0,0,1,1,1,5,RapidMiner;Python;Apache Spark;Open Source Hadoop Tools;Tensorflow
65,asia,0,0,0,1,0,0,0,1,0,0,0,0,0,4,SAP Analytics/Predictive Analytics;SAP HANA;Tableau;SQL Language
1288,usca,1,1,1,1,0,0,1,0,0,1,0,1,1,14,RapidMiner;Java;Python;R Language;Scala;SQL Language;Commercial Hadoop Tools;Open Source Hadoop Tools;SQL on Hadoop tools;Spark SQL;Caffe2;Keras;Tensorflow;TFLearn
1409,euro,1,0,0,0,0,1,0,0,1,1,0,1,0,5,Anaconda;Orange;scikit-learn;Python;Keras
230,usca,1,1,0,0,0,1,0,0,1,0,0,0,0,4,Anaconda;RapidMiner;scikit-learn;Python
1422,usca,1,0,1,1,0,1,1,1,1,1,0,1,1,12,Alteryx;Anaconda;DataRobot;scikit-learn;Tableau;Python;R Language;SQL Language;SQL on Hadoop tools;Keras;PyTorch;Tensorflow
566,usca,0,0,0,1,1,0,0,0,0,0,0,0,0,6,Excel;Microsoft SQL Server;SAS Base;Stata;SQL Language;Other programming and data languages
59,usca,0,1,1,0,1,0,0,1,0,0,0,0,0,5,Excel;IBM SPSS Statistics;RapidMiner;Tableau;R Language
769,usca,1,1,1,0,1,1,0,1,0,0,0,0,0,11,Anaconda;Excel;IBM Watson / Watson Analytics;Microsoft SQL Server;QlikView;RapidMiner;SAS Base;SAS Enterprise Miner;Tableau;Python;R Language
679,euro,1,0,0,0,0,0,0,0,1,0,0,1,0,4,PyCharm;scikit-learn;Python;Other Deep Learning Tools
1383,usca,1,0,1,1,1,1,0,1,0,0,0,0,0,13,Anaconda;Excel;Microsoft Azure Machine Learning;Microsoft Machine Learning Server (former R Server);Microsoft Power BI;Microsoft SQL Server;Oracle Advanced Analytics;Tableau;Perl;Python;R Language;SQL Language;Other programming and data languages
1273,euro,1,1,1,1,1,0,0,0,0,0,0,0,0,7,Excel;Pentaho;RapidMiner;Perl;Python;R Language;SQL Language
1077,asia,1,0,1,0,0,0,1,0,0,1,0,1,0,8,KNIME;PyCharm;QlikView;Weka;Python;R Language;Keras;Tensorflow
1424,usca,1,0,1,1,0,0,0,0,0,0,0,0,1,6,SAS Base;SAS Enterprise Miner;Python;R Language;SQL Language;Commercial Hadoop Tools
862,euro,1,0,0,1,0,0,0,0,0,0,1,0,1,7,Dataiku;Python;SQL Language;Apache Spark;Open Source Hadoop Tools;SQL on Hadoop tools;Spark SQL
1941,euro,1,0,0,0,1,1,1,0,0,0,0,1,0,8,Anaconda;Excel;H2O.ai;KNIME;PyCharm;Java;Python;Tensorflow
161,euro,1,0,1,0,0,0,1,0,0,0,1,1,1,9,Dataiku;QlikView;SAP HANA;Python;R Language;Apache Spark;Open Source Hadoop Tools;Caffe2;Tensorflow
934,usca,0,1,0,0,1,0,0,1,1,0,0,0,0,8,DataRobot;Excel;JMP;PyCharm;RapidMiner;scikit-learn;Tableau;Weka
448,usca,0,1,1,1,1,0,0,1,0,0,0,0,0,7,Excel;Microsoft SQL Server;Pentaho;RapidMiner;Tableau;R Language;SQL Language
1310,euro,0,1,0,0,0,0,0,0,0,0,0,0,0,3,Minitab/Salford Systems;QlikView;RapidMiner
1301,usca,0,1,1,0,1,0,0,1,0,0,0,0,0,5,Excel;KNIME;RapidMiner;Tableau;R Language
274,usca,1,0,1,0,0,1,1,0,0,0,1,1,1,9,Anaconda;IBM SPSS Modeler;IBM SPSS Statistics;Java;Python;R Language;Scala;Apache Spark;Tensorflow
1759,euro,0,0,1,0,1,0,0,1,0,0,0,0,0,3,Excel;Tableau;R Language
148,usca,1,1,0,0,0,0,0,0,1,0,0,0,0,5,RapidMiner;scikit-learn;Weka;C/C++;Python
1364,euro,1,1,0,0,0,0,0,0,0,0,0,0,0,2,RapidMiner;Python
1004,euro,0,0,1,0,0,0,0,0,0,0,1,1,1,6,MATLAB;Rattle;C/C++;R Language;Apache Spark;DeepLearning4J
1234,usca,0,0,0,0,0,0,0,0,0,0,0,0,0,3,SAS Base;SAS Enterprise Miner;Other programming and data languages
477,euro,1,0,0,1,1,1,0,0,0,0,0,0,1,8,Anaconda;Excel;IBM Cognos;Microsoft Power BI;Python;SQL Language;SQL on Hadoop tools;Spark SQL
1888,usca,0,1,1,1,1,0,0,0,0,0,0,0,0,8,Alteryx;Excel;Microsoft Power BI;Microsoft SQL Server;RapidMiner;SAS Base;R Language;SQL Language
404,ltam,1,0,0,1,0,1,1,0,1,1,0,1,0,8,Anaconda;PyCharm;scikit-learn;Python;SQL Language;Keras;PyTorch;Tensorflow
1432,ltam,0,1,0,0,0,0,0,0,0,0,0,0,0,2,H2O.ai;RapidMiner
215,ltam,0,1,0,0,1,0,0,1,0,0,0,0,0,5,Excel;Microsoft SQL Server;RapidMiner;Rattle;Tableau
34,aunz,0,0,0,0,0,0,0,0,0,0,0,0,0,2,IBM SPSS Statistics;Minitab/Salford Systems
1044,euro,1,0,1,1,1,0,0,0,0,1,1,1,1,13,Excel;H2O.ai;KNIME;Microsoft SQL Server;Python;R Language;SQL Language;Apache Spark;Open Source Hadoop Tools;SQL on Hadoop tools;Spark SQL;DeepLearning4J;Keras
1961,euro,1,1,0,0,0,0,1,0,0,0,0,1,0,4,PyCharm;RapidMiner;Python;Tensorflow
1905,ltam,0,1,1,0,1,0,0,0,0,0,0,0,0,5,Excel;IBM SPSS Statistics;Microsoft SQL Server;RapidMiner;R Language
300,usca,1,0,0,1,0,0,0,1,1,0,0,0,0,6,Microsoft SQL Server;SAS Enterprise Miner;scikit-learn;Tableau;Python;SQL Language
48,ltam,0,1,0,0,0,0,0,0,0,0,0,0,0,2,RapidMiner;Other free analytics/data mining tools
1284,usca,1,1,0,0,0,0,1,0,0,0,1,1,1,7,RapidMiner;Weka;Other free analytics/data mining tools;Java;Python;Apache Spark;Tensorflow
969,euro,1,1,1,0,0,0,0,0,0,0,0,0,0,7,KNIME;Microsoft Power BI;QlikView;RapidMiner;Weka;Python;R Language
1881,usca,0,0,0,1,1,0,0,0,0,0,0,0,0,6,Excel;Gnu Octave;SAS Base;SAS Enterprise Miner;SQL Language;Unix shell/awk/gawk
1223,asia,1,1,0,0,0,0,0,0,0,0,0,0,1,5,RapidMiner;Weka;C/C++;Python;SQL on Hadoop tools
1554,euro,1,0,1,1,0,1,1,0,1,1,1,1,1,14,Anaconda;scikit-learn;Other free analytics/data mining tools;Python;R Language;Scala;SQL Language;Unix shell/awk/gawk;Apache Spark;Open Source Hadoop Tools;Spark SQL;Keras;PyTorch;Tensorflow
831,ltam,0,0,0,0,1,0,0,0,0,0,0,0,0,3,Alteryx;Excel;QlikView
1233,euro,1,1,0,0,0,0,1,0,0,0,0,1,0,9,IBM SPSS Statistics;MATLAB;RapidMiner;C/C++;Java;Python;Tensorflow;Theano;Torch
585,usca,1,1,1,1,1,0,0,1,0,0,0,0,0,7,Excel;RapidMiner;Solver (former XLMiner);Tableau;Python;R Language;SQL Language
1845,usca,1,0,1,0,0,0,0,1,1,0,0,0,0,6,Dataiku;Rattle;scikit-learn;Tableau;Python;R Language
1744,ltam,1,0,0,0,0,1,1,0,0,0,0,1,1,6,Anaconda;IBM Watson / Watson Analytics;MATLAB;Python;SQL on Hadoop tools;Tensorflow
481,usca,1,1,0,0,1,0,0,0,0,0,0,1,0,5,Excel;KNIME;RapidMiner;Python;DeepLearning4J
950,usca,1,0,1,1,1,1,1,1,1,1,1,1,1,17,Alteryx;Anaconda;Excel;Microsoft Power BI;Microsoft SQL Server;PyCharm;scikit-learn;Tableau;Teradata;Python;R Language;SQL Language;Apache Spark;Spark SQL;Keras;PyTorch;Tensorflow
859,usca,1,1,0,0,0,0,0,0,0,0,0,1,1,4,RapidMiner;Python;SQL on Hadoop tools;DeepLearning4J
504,usca,0,1,0,0,1,0,0,0,0,0,0,0,0,2,Excel;RapidMiner
423,usca,0,0,1,1,0,1,1,1,0,1,1,1,1,10,Anaconda;Tableau;R Language;SQL Language;Unix shell/awk/gawk;Apache Spark;Open Source Hadoop Tools;Keras;PyTorch;Tensorflow
688,ltam,0,0,0,1,0,0,0,0,0,0,0,0,0,3,IBM SPSS Modeler;IBM SPSS Statistics;SQL Language
1428,usca,0,0,0,0,1,0,0,0,0,0,0,0,0,4,Excel;Microsoft Power BI;Microsoft SQL Server;TIBCO Spotfire
