Type,Name,Address,Grade,District,AGA Division,PS/MC/UC,Full_Add,Lat,Lon
Travel Agents,CEYLINE TRAVELS (PVT) LTD,"NO.01, ALFRED HOUSE AVENUE, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.01, ALFRED HOUSE AVENUE, COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,BENCHMARK HOLIDAYS,"NO. 290, D. K. WIJEWARDANA MW, COLOMBO 10",,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 290, D. K. WIJEWARDANA MW, COLOMBO 10, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,A BAUR & CO. (TRAVEL) LTD,"NO. 05, UPPER CHATHAM STREET, COLOMBO 01",,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 05, UPPER CHATHAM STREET, COLOMBO 01, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,AIR MARK TRAVELS & TOURS (PVT) LTD,"NO.94, CHATHAM STREET, COLOMBO 01",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.94, CHATHAM STREET, COLOMBO 01, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,LUXE ASIA (PVT) LTD,"NO.272,VAUXHALL STREET,COLOMBO 02.",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.272,VAUXHALL STREET,COLOMBO 02., Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,I TRAVEL (PVT) LTD,"NO.66/12, GREEN PATH, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.66/12, GREEN PATH, COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,MALDIVIANA HOLIDAYS (PVT) LTD,"NO. 64A/1, MODARAWELLA, MARAWILA",,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 64A/1, MODARAWELLA, MARAWILA, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,L.T.O. HOLIDAYS (PVT) LTD,"01-02, WEST GROUND FLOOR, WORLD TRADE CENTER, COLOMBO 01",,Colombo,Colombo,Colombo Divisional Secretariat,"01-02, WEST GROUND FLOOR, WORLD TRADE CENTER, COLOMBO 01, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,AR TRAVELS & TOURS,"NO.310/2A1/1, GEORGE R DE SILVA MAWATHA, COLOMBO 13",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.310/2A1/1, GEORGE R DE SILVA MAWATHA, COLOMBO 13, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,COUNTRY FEELING HOLIDAYS (PVT) LTD,"NO.58A, CAHRLES PLACE, RAWATHAWATTE, MORATUWA",,Colombo,Moratuwa,Moratuwa Divisional Secretariat,"NO.58A, CAHRLES PLACE, RAWATHAWATTE, MORATUWA, Colombo, Sri Lanka",79.888881,6.790527
Travel Agents,N P S TRAVELS (PVT) LTD,"2ND FLOOR, LANKAMATHA BUILDING, CHILAW ROAD, WENNAPPUWA",,Gampaha,Wennappuwa Pradeshiya Sabha,Wennappuwa Divisional Secretariat,"2ND FLOOR, LANKAMATHA BUILDING, CHILAW ROAD, WENNAPPUWA, Gampaha, Sri Lanka",80.0,7.13333
Travel Agents,M P S HAJ TRAVELS,"NO.14, MAIN STREET, MADURANKULI",,Puttalam,Puttalam Pradeshiya Sabha,Puttalam Divisional Secretariat,"NO.14, MAIN STREET, MADURANKULI, Puttalam, Sri Lanka",80.0,8.0
Travel Agents,ROYAL AL FATHIMA TRAVELS,"NO.271, KUDDIKARACH, KINNIYA - 04, TRINCOMALEE",,Trincomalee,Kinniya,Kinniya Divisional Secretariat,"NO.271, KUDDIKARACH, KINNIYA - 04, TRINCOMALEE, Trincomalee, Sri Lanka",81.216793,8.578088
Travel Agents,LIFE LEISURE HOLIDAYS (PVT) LTD,"NO.31, LAYARDS ROAD, COLOMBO 05",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.31, LAYARDS ROAD, COLOMBO 05, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,TGL LANKA TRAVELS (PTE) LTD,"NO.43/03, THIRD FLOOR, BODHIRAJA MAWATHA, KURUNEGALA",,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,"NO.43/03, THIRD FLOOR, BODHIRAJA MAWATHA, KURUNEGALA, Kurunegala, Sri Lanka",80.366868,7.486218
Travel Agents,DREAM VACATIONS (PVT) LTD,"NO.288/12T,ROYAL GARDENS,RAJAGIRIYA.",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.288/12T,ROYAL GARDENS,RAJAGIRIYA., Colombo, Sri Lanka",79.896217547,6.909504175
Travel Agents,AJWA TRAVELS,"NO. 20/2A/1, GOTHAMI MAWATHA, KITTHAMPAHUWA, WELLAMPITIYA",,Colombo,Kolonnawa,Kolonnawa Divisional Secretariat,"NO. 20/2A/1, GOTHAMI MAWATHA, KITTHAMPAHUWA, WELLAMPITIYA, Colombo, Sri Lanka",79.896185528,6.93722362
Travel Agents,UNIGLOBE LEISURE WORLD TRAVEL (PVT) LTD,"NO. 61, ANANDA COOMARASWAMY MAWATHA, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 61, ANANDA COOMARASWAMY MAWATHA, COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,SERENDIVUS INTERNATIONAL (PRIVATE) LIMITED,"NO.243, 3/1, HAVLOCK ROAD, COLOMBO 06",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"NO.243, 3/1, HAVLOCK ROAD, COLOMBO 06, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,AMADIV HOLIDAYS LANKA (PVT) LTD,"NO. 150, 2ND FLOOR, GREENS ROAD, NEGOMBO",,Gampaha,Negombo,Negombo Divisional Secretariat,"NO. 150, 2ND FLOOR, GREENS ROAD, NEGOMBO, Gampaha, Sri Lanka",79.843249,7.206416
Travel Agents,WALKSONS TOURIST (PRIVATE) LIMITED,"BLOCK 03, NEW RENIL ESTATE, HINDAGOLLA, KURUNEGALA",,Kurunegala,Mawathagama Pradeshiya Sabha,Mawathagama Divisional Secretariat,"BLOCK 03, NEW RENIL ESTATE, HINDAGOLLA, KURUNEGALA, Kurunegala, Sri Lanka",80.366868,7.486218
Travel Agents,JNW LANKA TOURS,"JNW BUILDING, NO. 67, MALIGAKANDA ROAD, COLOMBO 10",,Colombo,Colombo,Colombo Divisional Secretariat,"JNW BUILDING, NO. 67, MALIGAKANDA ROAD, COLOMBO 10, Colombo, Sri Lanka",79.8676304798573,6.92784153555009
Travel Agents,INTERNATIONAL TRAVEL BUREAU (PVT) LTD,"NO.83, 1ST FLOOR, MALIGAKANDA ROAD, MARADANA, COLOMBO 10",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.83, 1ST FLOOR, MALIGAKANDA ROAD, MARADANA, COLOMBO 10, Colombo, Sri Lanka",79.8676304798573,6.92784153555009
Travel Agents,LETS TRAVEL (PRIVATE ) LIMITED,"CP 04, HOTEL GALADARI, LOTUS ROAD, COLOMBO 01",,Colombo,Colombo,Colombo Divisional Secretariat,"CP 04, HOTEL GALADARI, LOTUS ROAD, COLOMBO 01, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,EXOTIC HOLIDAYS INTERNATIONAL (PVT) LTD,"NO.7 BARNES AVENUE, MOUNT LAVINIA",,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,"NO.7 BARNES AVENUE, MOUNT LAVINIA, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,AIRWING TOURS (PVT) LTD,"NO.68, COLOMBO ROAD, NEGOMBO",,Gampaha,Negombo,Negombo Divisional Secretariat,"NO.68, COLOMBO ROAD, NEGOMBO, Gampaha, Sri Lanka",79.843249,7.206416
Travel Agents,EXOTIC GLOBAL HOLIDAYS (PRIVATE) LIMITED,"NO.40, VISAKA ROAD, COLOMBO 04",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.40, VISAKA ROAD, COLOMBO 04, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,KHAIRAZ INTERNATIONAL TRAVELS & TOURS,"NO. 298, GEORGE R DE SILVA MAWATHA, COLOMBO 13",,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 298, GEORGE R DE SILVA MAWATHA, COLOMBO 13, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,WHITTALL BOUSTEAD (TRAVEL) LTD,"NO.117 SIR CHITHAMPALAM A GARDINER MW, COLOMBO 02",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.117 SIR CHITHAMPALAM A GARDINER MW, COLOMBO 02, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,PRIME VACATIONS (PVT) LTD,"NO.432 1/1, PANNIPITIYA ROAD, PELAWATTA, BATTARAMULLA",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.432 1/1, PANNIPITIYA ROAD, PELAWATTA, BATTARAMULLA, Colombo, Sri Lanka",79.913892,6.897711
Travel Agents,LION ROYAL (PVT) LTD,"NO.45, BRAYBROOK STREET, COLOMBO 02",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.45, BRAYBROOK STREET, COLOMBO 02, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,LANKA VISION HOLIDAYS (PVT) LTD,"L-2, REALITY PLAZA, COLOMBO ROAD, JA-ELA",,Gampaha,Ja-Ela Pradeshiya Sabha,Ja-Ela Divisional Secretariat,"L-2, REALITY PLAZA, COLOMBO ROAD, JA-ELA, Gampaha, Sri Lanka",80.01667,6.86667
Travel Agents,WAYAMBA LANKA TRAVELS & TOURS CO-OPERATIVE SOCIETY LIMITED,"RUBANK HOUSE, N0. 107, DAMBULL ROAD, KURUNEGALA",,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,"RUBANK HOUSE, N0. 107, DAMBULL ROAD, KURUNEGALA, Kurunegala, Sri Lanka",80.366868,7.486218
Travel Agents,HAJARA TRAVELS (PVT) LTD,"NO.1D-1/1,01ST FLOOR,CHARLEMONT ROAD,COLOMBO 06.",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.1D-1/1,01ST FLOOR,CHARLEMONT ROAD,COLOMBO 06., Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,I-TECH TOURS & TRAVELS (PVT) LTD,"NO.56/1/1, FIRST FLOOR, KANDY ROAD, KIRIBATHGODA",,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,"NO.56/1/1, FIRST FLOOR, KANDY ROAD, KIRIBATHGODA, Gampaha, Sri Lanka",79.927390767,6.978059805
Travel Agents,WORLD LANKA TOURS (PVT) LTD,"NO.60, COTTA ROAD, BORELLA, COLOMBO 08",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.60, COTTA ROAD, BORELLA, COLOMBO 08, Colombo, Sri Lanka",79.8775897733867,6.9148169552909
Travel Agents,SEE LANKA TRAVELS (PVT) LTD,"4TH FLOOR, NO.77, DHARMAPALA MAWATHA, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat,"4TH FLOOR, NO.77, DHARMAPALA MAWATHA, COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,AERO LANKA TOURS AND TRAVELS (PVT) LTD,"NO.24, COL. T.G. JAYAWARDENA MAWATHA, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.24, COL. T.G. JAYAWARDENA MAWATHA, COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,HOLIDAY PARK (PVT) LTD,"NO. 26, 2/1, SECOND FLOOR, HILL STREET , DEHIWALA",,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,"NO. 26, 2/1, SECOND FLOOR, HILL STREET , DEHIWALA, Colombo, Sri Lanka",79.880242,6.838232
Travel Agents,SHAN TOURS INTERNATIONAL (PVT) LTD,"NO.250, GALLE ROAD, HIKKADUWA",,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,"NO.250, GALLE ROAD, HIKKADUWA, Galle, Sri Lanka",80.223192,6.043279
Travel Agents,MINA TRAVELS & TOURS (PVT) LTD,"G / L/ G 3, DIAS PLACE, GUNASINGHAPURA, COLOMBO 12",,Colombo,Colombo,Colombo Divisional Secretariat,"G / L/ G 3, DIAS PLACE, GUNASINGHAPURA, COLOMBO 12, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,AL- ZAAMIL LANKA TOURS & TRAVELS (PVT) LTD,"NO. 38 1/2 & 38 1/2A, SECOND FLOOR, SYMONDS ROAD, MARADANA COLOMBO",,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 38 1/2 & 38 1/2A, SECOND FLOOR, SYMONDS ROAD, MARADANA COLOMBO, Colombo, Sri Lanka",79.8640038818121,6.92647202862442
Travel Agents,ELEVEN TOURS DMC (PVT) LTD,"M-15, GALADARAI HOTEL, NO.64, LOTUS ROAD, ECHELON SQUARE, COLOMBO 01",,Colombo,Colombo,Colombo Divisional Secretariat,"M-15, GALADARAI HOTEL, NO.64, LOTUS ROAD, ECHELON SQUARE, COLOMBO 01, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,ECO TEAM (PVT) LTD,"NO.20/63, FAIRFIELD GARDENS, COLOMBO 08",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.20/63, FAIRFIELD GARDENS, COLOMBO 08, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,CEYLON SUNNY HOLIDAYS (PVT) LTD,"NO.487, FOUR WAY JUNCTION, NAGODA, KALUTARA SOUTH",,Kalutara,Kalutara Pradeshiya Sabha,Nagoda Divisional Secretariat,"NO.487, FOUR WAY JUNCTION, NAGODA, KALUTARA SOUTH, Kalutara, Sri Lanka",79.989157934,6.568683873
Travel Agents,INNO VENTURES (PVT) LTD,"NO.11/4, ARCADIA GARDENS, ROSMEAD PLACE, COLOMBO 07",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.11/4, ARCADIA GARDENS, ROSMEAD PLACE, COLOMBO 07, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,AL RAHAMATH TRAVELS & TOURS,"NO.194/A4, BANDARANAYAKE MAWATHA, COLOMBO 12",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.194/A4, BANDARANAYAKE MAWATHA, COLOMBO 12, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,SEASONS TRAVELS,"NO.07, NORTH LAKE ROAD, KURUNEGALA",,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,"NO.07, NORTH LAKE ROAD, KURUNEGALA, Kurunegala, Sri Lanka",80.366868,7.486218
Travel Agents,HORNBILL HOLIDAYS CEYLON (PVT) LTD,"82, TEMPLERS ROAD, MOUNT LAVINIA",,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,"82, TEMPLERS ROAD, MOUNT LAVINIA, Colombo, Sri Lanka",79.866418,6.842919
Travel Agents,LANKA HOLIDAYS NET (PVT) LTD,"NO. 39,2/2, GALLE FACE TERRACE, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 39,2/2, GALLE FACE TERRACE, COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,ROSEN TOURS (PVT) LTD,"15A, DE FONSEKA ROAD, COLOMBO 05",,Colombo,Colombo,Colombo Divisional Secretariat,"15A, DE FONSEKA ROAD, COLOMBO 05, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,HERITAGE EXPEDICIONES (PVT) LTD,"NO-106/3, THIMBIRIGASYAYA RD, COLOMBO 05.",,Colombo,Colombo,Colombo Divisional Secretariat,"NO-106/3, THIMBIRIGASYAYA RD, COLOMBO 05., Colombo, Sri Lanka",79.8696080222726,6.89790460161294
Travel Agents,H.M.H. HAJ TRAVELS,"MAL / 8TH STREET, BLOCK ""J"" , WEST SAMANTHURAI",,Ampara,Ampara,Samanthurai Divisional Secretariat,"MAL / 8TH STREET, BLOCK ""J"" , WEST SAMANTHURAI, Ampara, Sri Lanka",81.75,7.08333
Travel Agents,BARAKATH TRAVELS & TOURS (PVT) LTD,"66-1/ 15, MALWATTA ROAD, COLOMBO 11",,Colombo,Colombo,Colombo Divisional Secretariat,"66-1/ 15, MALWATTA ROAD, COLOMBO 11, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,ADHVAN TOURS (PVT) LTD,"NO.129, DUTUGAMUNU STREET, DEHIWALA",,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,"NO.129, DUTUGAMUNU STREET, DEHIWALA, Colombo, Sri Lanka",79.880242,6.838232
Travel Agents,PAN LANKA TRAVELS & TOURS (PVT) LTD,"NO. 06, PALMYRAH AVENUE, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 06, PALMYRAH AVENUE, COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,ALDRICH TRAVELS & TOURS,"NO. 07, GALLE FACE COURT - 02, GALLE FACE, GALLE ROAD, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 07, GALLE FACE COURT - 02, GALLE FACE, GALLE ROAD, COLOMBO 03, Colombo, Sri Lanka",80.214954922,6.03281393
Travel Agents,GO VACATION LANKA CO. (PVT) LTD,"NO. 46/26, JETWING HOUSE, NAVAM MAWATHA, COLOMBO 02",,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 46/26, JETWING HOUSE, NAVAM MAWATHA, COLOMBO 02, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,B.O.C. TRAVELS (PVT) LTD,"1ST FLORR, BANK OF CEYLON SUPER GRADE BRANCH BUILDING, BASELINE ROAD, COLOMBO 08",,Colombo,Colombo,Colombo Divisional Secretariat,"1ST FLORR, BANK OF CEYLON SUPER GRADE BRANCH BUILDING, BASELINE ROAD, COLOMBO 08, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,BG AIR SERVICES (PVT) LTD,"NO.02, ELIBANK ROAD, COLOMBO 05",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.02, ELIBANK ROAD, COLOMBO 05, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,JETWING TRAVELS (PVT) LTD,"""JETWING HOUSE"" NO.46/26, NAVAM MAWATHA, COLOMBO 02",,Colombo,Colombo,Colombo Divisional Secretariat,"""JETWING HOUSE"" NO.46/26, NAVAM MAWATHA, COLOMBO 02, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,IMARAH TRAVELS & TOURS (PVT) LTD,"NO40/1,HOSPITAL ROAD, KALUBOWILA,DEHIWELA.",,Colombo,Colombo,Colombo Divisional Secretariat,"NO40/1,HOSPITAL ROAD, KALUBOWILA,DEHIWELA., Colombo, Sri Lanka",79.877308644,6.866502725
Travel Agents,SUMMER VOYAGES (PVT) LTD,"NO. 133/14 B, DUWA ROAD, BADDAGANA KOTTE",,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,"NO. 133/14 B, DUWA ROAD, BADDAGANA KOTTE, Colombo, Sri Lanka",79.909164319,6.903166337
Travel Agents,FLEX TRAVELS & TOURS,"NO.04, IBC ROAD, COLOMBO 06",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.04, IBC ROAD, COLOMBO 06, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,AYSHA TRAVELS & TOURS (PVT) LTD,"NO.36, 02ND FLOOR, DAMBULLA ROAD, KURUNEGALA",,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,"NO.36, 02ND FLOOR, DAMBULLA ROAD, KURUNEGALA, Kurunegala, Sri Lanka",80.366868,7.486218
Travel Agents,MADINA HAJJ TRAVELS & TOURS,"NO. 323, MACCAMADY ROAD,MARUNTHAMUNAI",,Ampara,Kalmunai,Kalmunai Divisional Secretariat,"NO. 323, MACCAMADY ROAD,MARUNTHAMUNAI, Ampara, Sri Lanka",81.8129664380103,7.43435840009084
Travel Agents,JETWING ECO HOLIDAYS (PVT) LTD,"""JETWING HOUSE"" NO. 46/26, NAWAM MAWATHA, COLOMBO 02",,Colombo,Colombo,Colombo Divisional Secretariat,"""JETWING HOUSE"" NO. 46/26, NAWAM MAWATHA, COLOMBO 02, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,JETWING EVENTS (PVT) LTD,"""JETWING HOUSE"" N0. 46/26, NAWAM MAWATHA, COLOMBO 02",,Colombo,Colombo,Colombo Divisional Secretariat,"""JETWING HOUSE"" N0. 46/26, NAWAM MAWATHA, COLOMBO 02, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,SCENIC VENTURES (PVT) LTD,"NO. 225, GALLE ROAD, COLOMBO 04",,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 225, GALLE ROAD, COLOMBO 04, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,ROYAL HOLIDAYS,"NO.70, SECOND FLOOR, LUCKY PLAZA, ST. ANTHONYS ROAD, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.70, SECOND FLOOR, LUCKY PLAZA, ST. ANTHONYS ROAD, COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,ASMA TRAVELS,"MAIN STREET , U.C. ROAD, KINNIYA - 04",,Trincomalee,Kinniya,Kinniya Divisional Secretariat,"MAIN STREET , U.C. ROAD, KINNIYA - 04, Trincomalee, Sri Lanka",81.191217899,8.501649407
Travel Agents,RIF -RAA TRAVELS,"MO.102, MAIN STREET, NINTAVUR - 20",,Ampara,Ampara,Ninthavur Divisional Secretariat,"MO.102, MAIN STREET, NINTAVUR - 20, Ampara, Sri Lanka",81.846120217815,7.35420536462392
Travel Agents,HIMAYA TRAVELS & TOURS (PVT) LTD,"NO.551 A, MAIN STREET, KALMUNAI",,Ampara,Kalmunai,Kalmunai Divisional Secretariat,"NO.551 A, MAIN STREET, KALMUNAI, Ampara, Sri Lanka",81.822554,7.422049
Travel Agents,GEMINI TOURS & TRAVELS (PVT) LTD,"NO. 347, RAJAMAHA VIHARA ROAD, PINNIYARA, PITAKOTTE.",,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 347, RAJAMAHA VIHARA ROAD, PINNIYARA, PITAKOTTE., Colombo, Sri Lanka",79.902048167,6.884074428
Travel Agents,KARUSAN TRAVELS (PVT) LTD,"NO.124, KANDY ROAD, MAHARA, KADAWATHA",,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,"NO.124, KANDY ROAD, MAHARA, KADAWATHA, Gampaha, Sri Lanka",79.939375045,6.991302851
Travel Agents,DUS LANKA TRAVELS (PVT) LTD,"NO.560, GALLE ROAD, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.560, GALLE ROAD, COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,GEORGE STEUART TRAVEL LIMITED,"NO. 94A, DHARMAPALA MAWATHA, COLOMBO 07",,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 94A, DHARMAPALA MAWATHA, COLOMBO 07, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,GET INTO LANKA TRAVELS & TOURS (PVT) LTD,"NO.87, MAKOLA SOUTH, MAKOLA",,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,"NO.87, MAKOLA SOUTH, MAKOLA, Gampaha, Sri Lanka",80.0,7.13333
Travel Agents,PARADISE TRAVELS (PVT) LTD,"NO. 8-2/1, OLD KOTTAWA ROAD, MIRIHANA, NUGEGODA",,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 8-2/1, OLD KOTTAWA ROAD, MIRIHANA, NUGEGODA, Colombo, Sri Lanka",79.893438,6.877014
Travel Agents,TADA LANKA TRAVELS (PVT) LTD,"NO.732, MARADANA ROAD, COLOMBO 10",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.732, MARADANA ROAD, COLOMBO 10, Colombo, Sri Lanka",79.8640038818121,6.92647202862442
Travel Agents,TAJ TRAVEL SERVICES (PVT) LTD,"NO. 86-1, 03RD FLOOR, CHATHAM STREET, COLOMBO 01",,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 86-1, 03RD FLOOR, CHATHAM STREET, COLOMBO 01, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,AL - HUDA TRAVELS & TOURS,"NO. 83/ G1, MALIGAKANDA ROAD, MARADANA, COLOMBO 10",,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 83/ G1, MALIGAKANDA ROAD, MARADANA, COLOMBO 10, Colombo, Sri Lanka",79.8676304798573,6.92784153555009
Travel Agents,AIR EXPRESS TRAVELS,"NO. 5-1/ 21, FIRST FLOOR. KOTAHENA SUPER MARKET, COLOMBO 13",,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 5-1/ 21, FIRST FLOOR. KOTAHENA SUPER MARKET, COLOMBO 13, Colombo, Sri Lanka",79.8598245810717,6.94801640164505
Travel Agents,TRUST GULF MAN POWER TRAVELS AND TOURS,"NO.28, JAIL STREET, HAMBANTOTA.",,Hambantota,Hambantota,Hambantota Divisional Secretariat,"NO.28, JAIL STREET, HAMBANTOTA., Hambantota, Sri Lanka",81.16667,6.25
Travel Agents,SURREXI TRAVELS (PVT) LTD,"NO.125, GONGAMPALA ROAD, KELANIYA",,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,"NO.125, GONGAMPALA ROAD, KELANIYA, Gampaha, Sri Lanka",79.914926,6.951178
Travel Agents,PRASHATHI TOURS & TRAVELS,"""SEWWANDI"" PALLEWELA",,Gampaha,Gampaha,Mirigama Divisional Secretariat,"""SEWWANDI"" PALLEWELA, Gampaha, Sri Lanka",80.0,7.13333
Travel Agents,BEST OF LANKA (PVT) LTD,"NO 295/1/2, 2ND FLOOR STANLY THILAKARATHNA MAWATHA,JUBILIE POST, NUGEGODA",,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura,"NO 295/1/2, 2ND FLOOR STANLY THILAKARATHNA MAWATHA,JUBILIE POST, NUGEGODA, Colombo, Sri Lanka",79.893438,6.877014
Travel Agents,IBRAHIM TRAVELS & TOURS (PVT) LTD,"NO.52, 01ST FLOOR, HOSPITAL STREET, COLOMBO 01",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.52, 01ST FLOOR, HOSPITAL STREET, COLOMBO 01, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,MIRACULOUS ESCAPES (PVT) LTD,"NO.437, GALLE ROAD, RATMALANA",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.437, GALLE ROAD, RATMALANA, Colombo, Sri Lanka",79.874891471,6.81773117
Travel Agents,KUBAA TRAVELS (PVT) LTD,"476, C-3, MARADANA, COLOMBO - 10",,Colombo,Colombo,Colombo Divisional Secretariat,"476, C-3, MARADANA, COLOMBO - 10, Colombo, Sri Lanka",79.8640038818121,6.92647202862442
Travel Agents,N.M. TRAVELS & TOURS (PVT) LTD,"NO.569, GALLE ROAD, COLOMBO 06",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.569, GALLE ROAD, COLOMBO 06, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,ZAM ZAM HAJJ TRAVELS,"158, ARABIC COLLEGE ROAD, AKKARAIPATTU - 05",,Ampara,AKKARAIPATTU,Akkaraipattu Divisional Secretariat,"158, ARABIC COLLEGE ROAD, AKKARAIPATTU - 05, Ampara, Sri Lanka",81.849685879,7.218416352
Travel Agents,NKAR TRAVELS & TOURS (PVT) LTD,"NO.45, ANANDA COOMARASWAMY MAWATHA, COLOMBO 07",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.45, ANANDA COOMARASWAMY MAWATHA, COLOMBO 07, Colombo, Sri Lanka",80.01667,6.86667
