Type,Name,Address,Grade,District,AGA Division,PS/MC/UC,Full_Add,Lat,Lon
Restaurants,KANDOORI RESTAURANT (COLOMBO),"17,CHARLIMONT ROAD,COLOMBO 06",A,Colombo,Colombo,Colombo Divisional Secretariat,"17,CHARLIMONT ROAD,COLOMBO 06, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,THE SUSHIBAR SAMURAI,"ETHUKALE,PORUTOTA ROAD,NEGOMBO",A,Gampaha,Negombo,Negombo Divisional Secretariat,"ETHUKALE,PORUTOTA ROAD,NEGOMBO, Gampaha, Sri Lanka",79.843249,7.206416
Restaurants,TSUKIJI UOICHI,"WP 07,NO 30, ARCADE INDEPENDANCE SQUARE,COLOMBO 07",A,Colombo,Colombo,Colombo Divisional Secretariat,"WP 07,NO 30, ARCADE INDEPENDANCE SQUARE,COLOMBO 07, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,YUZHENGE RESTAURANT,"51C,ALEXANDRA PLACE,COLOMBO 07",A,Colombo,Colombo,Colombo Divisional Secretariat,"51C,ALEXANDRA PLACE,COLOMBO 07, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,SINGHARAJA,"120,GALLE ROAD KALUEAMODARA,ALUTHGAMA",A,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,"120,GALLE ROAD KALUEAMODARA,ALUTHGAMA, Kalutara, Sri Lanka",79.998898543,6.43264941
Restaurants,CITY RESTAURANT,"MANATKUDIYIRUPPU,MULLAITIVU",B,Mullaitivu,Mulatiyana Pradeshiya Sabha,Mulatiyana Divisional Secretariat,"MANATKUDIYIRUPPU,MULLAITIVU, Mullaitivu, Sri Lanka",80.814012894,9.269227958
Restaurants,TAPHOUSE BY RNR,"SHOP NO- GF 07,DUTCH HOSPITAL SHOPPING PRECINT,GALLE FORT,GALLE",A,Galle,Galle,Galle Divisional Secretariat,"SHOP NO- GF 07,DUTCH HOSPITAL SHOPPING PRECINT,GALLE FORT,GALLE, Galle, Sri Lanka",80.2170195523649,6.02717486325089
Restaurants,RASARA RESTAURANT,"NO 35 POTUVIL ROAD,DOMBAGAHAWELA,MONARAGALA",B,Moneragala,Siyambalanduwa,Siyambalanduwa Divisional Secretariat,"NO 35 POTUVIL ROAD,DOMBAGAHAWELA,MONARAGALA, Moneragala, Sri Lanka",81.33333,6.66667
Restaurants,TANG DYNASTY CHINESE RESTAURANT,"NO 75,DICKMANS ROAD,COLOMBO 05",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO 75,DICKMANS ROAD,COLOMBO 05, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,DAFFODIL HOTEL,"KOYIL KUDIYIRUPPU, MULLATIVU.",A,Mullaitivu,Maritimepattu Divisional Secretariat,Mullaitivu Divisional Secretariat,"KOYIL KUDIYIRUPPU, MULLATIVU., Mullaitivu, Sri Lanka",80.814012894,9.269227958
Restaurants,KAMLO SEA FOOD RESTAURANT,"62,PORUTHOTA ROAD,ETTUKALA,NEGOMBO",B,Gampaha,Negombo,Negombo Divisional Secretariat,"62,PORUTHOTA ROAD,ETTUKALA,NEGOMBO, Gampaha, Sri Lanka",79.843249,7.206416
Restaurants,ROSANDA RESTAURANT,"NO.107/4 KURUNEGALA ROAD,KOTADENIYAWA",B,Gampaha,Divulapitiya Pradeshiya Sabha,Divulapitiya Divisional Secretariat,"NO.107/4 KURUNEGALA ROAD,KOTADENIYAWA, Gampaha, Sri Lanka",80.0553451292217,7.28163494811905
Restaurants,HOTEL PARAMA,"NO.370,DELGAHAWATTA,MEETIYAGODA.",B,Galle,Ambalangoda,Ambalangoda Divisional Secretariat,"NO.370,DELGAHAWATTA,MEETIYAGODA., Galle, Sri Lanka",80.29806,6.25361
Restaurants,WANAPETHA RESTAURANT,"129/1, HORANA ROAD, KESBEWA.",B,Colombo,Kesbewa,Kesbewa Divisional Secretariat,"129/1, HORANA ROAD, KESBEWA., Colombo, Sri Lanka",79.940788569,6.795683175
Restaurants,THE WHITE HOUSE RESTAURANT.,"NO 31 GALLE ROAD, AMBALANGODA.",A,Galle,Ambalangoda,Ambalangoda Divisional Secretariat,"NO 31 GALLE ROAD, AMBALANGODA., Galle, Sri Lanka",80.223192,6.043279
Restaurants,ANKARA TURKISH RESTAURANT,25 MILAGIRIYA AVENUE COLOMBO 04,A,Colombo,Colombo,Colombo Divisional Secretariat,"25 MILAGIRIYA AVENUE COLOMBO 04, Colombo, Sri Lanka",79.8577187955379,6.89018043757707
Restaurants,LA ROZA RESTAURANT,"400/1, AVISSAWELLA ROAD, IHALA BOMIRIYA, KADUWELA.",B,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,"400/1, AVISSAWELLA ROAD, IHALA BOMIRIYA, KADUWELA., Colombo, Sri Lanka",79.984292323,6.935757206
Restaurants,THE GRAND TOURIST HOLIDAY RESORT,"4/B/2,STAGE 1,LAKE ROAD,HARISCHANDRA MAWATHA,ANURADHAPURA.",B,Anuradhapura,Anuradhapura,Anuradhapura East,"4/B/2,STAGE 1,LAKE ROAD,HARISCHANDRA MAWATHA,ANURADHAPURA., Anuradhapura, Sri Lanka",80.5,8.33333
Restaurants,DKN CAFE,"475/C,SRI JAYAWARDENAPURA MAWATHA,WELIKADA,RAJAGIRIYA.",A,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura,"475/C,SRI JAYAWARDENAPURA MAWATHA,WELIKADA,RAJAGIRIYA., Colombo, Sri Lanka",79.898096,6.893707
Restaurants,GAMMANAYA ECO TOURISM RESTAURANT.,"MURAPOLA JUNCTION,SINHARAJA ROAD,DENIYAYA.",B,Matara,Matara,Kotapola Divisional Secretariat,"MURAPOLA JUNCTION,SINHARAJA ROAD,DENIYAYA., Matara, Sri Lanka",80.560617987,6.342563726
Restaurants,GRAND BEIJING SEAFOOD CHINESE RESTAURANT,"NO.62 A,DHARMAPALA MAWATHA,COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO.62 A,DHARMAPALA MAWATHA,COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,GRAND LAKE HOTEL,"NO.04, LOYIDS AVENUE,BATTICALOA.",B,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,"NO.04, LOYIDS AVENUE,BATTICALOA., Batticaloa, Sri Lanka",81.701831,7.718471
Restaurants,SRI SIAM AUTHENTIC THAI RESTAURANT,"68,W.A SILVA MAWATHA, WELLAWATTE,COLOMBO 06",B,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"68,W.A SILVA MAWATHA, WELLAWATTE,COLOMBO 06, Colombo, Sri Lanka",79.8591175675392,6.874384470013
Restaurants,10 10 KRUA THAI,"NO.446,PANNIPITIYA ROAD, PELAWATTA.",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO.446,PANNIPITIYA ROAD, PELAWATTA., Colombo, Sri Lanka",79.945297,6.834129
Restaurants,THE CLUB,"NO.3B2, SHOPPING COMPLEX, GREENS ROAD, NEGOMBO.",B,Gampaha,Negombo,Negombo Divisional Secretariat,"NO.3B2, SHOPPING COMPLEX, GREENS ROAD, NEGOMBO., Gampaha, Sri Lanka",79.843249,7.206416
Restaurants,CAFE FRANCAIS BY POURCEL,"NO.48, GROUND FLOOR, PARK STREET, COLOMBO 02.",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO.48, GROUND FLOOR, PARK STREET, COLOMBO 02., Colombo, Sri Lanka",80.01667,6.86667
Restaurants,PEDLARS INN CAFE,"NO.92,PEDLARS STREET,FORT,GALLE.",A,Galle,Galle,Galle Divisional Secretariat,"NO.92,PEDLARS STREET,FORT,GALLE., Galle, Sri Lanka",80.223192,6.043279
Restaurants,SILK ROAD CHINESE RESTAURANT,"NO.7A, SIR EARNEST DE SILVA MAWATHA, COLOMBO 07.",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"NO.7A, SIR EARNEST DE SILVA MAWATHA, COLOMBO 07., Colombo, Sri Lanka",80.01667,6.86667
Restaurants,CLEMENTS,"NO.21,STATION ROAD,WATTALA.",A,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,"NO.21,STATION ROAD,WATTALA., Gampaha, Sri Lanka",79.883006,6.9889
Restaurants,RED ORCHIDS,"NO.35,CASTLE LANE,COLOMBO 04",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO.35,CASTLE LANE,COLOMBO 04, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,PANACEA RESTAURANT,"NO.179/5,HIGH LEVEL ROAD,PANNIPITIYA",B,Colombo,Maharagama,Maharagama Divisional Secretariat,"NO.179/5,HIGH LEVEL ROAD,PANNIPITIYA, Colombo, Sri Lanka",79.945297,6.834129
Restaurants,MONTE ZITA RESTAURANT,"39A,HORTON PLACE, COLOMBO 07",A,Colombo,MC,Thimbirigasyaya Divisional Secretariat,"39A,HORTON PLACE, COLOMBO 07, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,SEOUL,"NO.28/1,HORTON PLACE,COLOMBO 07",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO.28/1,HORTON PLACE,COLOMBO 07, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,ANARGAYA RESTAURENT,"BATADUWA,BATAPOLA",B,Galle,Ambalangoda,Ambalangoda Divisional Secretariat,"BATADUWA,BATAPOLA, Galle, Sri Lanka",80.29806,6.25361
Restaurants,GOLDEN RIVER HOLIDAY RESORT,"GORAKAGAHA JUNCTION,BORALLA ROAD,WENNAPPUWA.",B,Puttalam,Wennappuwa Pradeshiya Sabha,Wennappuwa Divisional Secretariat,"GORAKAGAHA JUNCTION,BORALLA ROAD,WENNAPPUWA., Puttalam, Sri Lanka",79.841307867,7.342640734
Restaurants,XIANG YUN CHINESE RESTAURANT,"NO:935,PERADENIYA ROAD,KANDY",A,Kandy,Kandy,Kandy Divisional Secretariat,"NO:935,PERADENIYA ROAD,KANDY, Kandy, Sri Lanka",80.625828,7.295044
Restaurants,OFF THE HOOK,"NO:180,PARK ROAD,COLOMBO 05",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"NO:180,PARK ROAD,COLOMBO 05, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,ENJOLA RESTAURANT,"ALUGOLLA ROOD, KATUKENDA, BADALGAMA",B,Gampaha,Divulapitiya Pradeshiya Sabha,Divulapitiya Divisional Secretariat,"ALUGOLLA ROOD, KATUKENDA, BADALGAMA, Gampaha, Sri Lanka",79.985843394,7.286360441
Restaurants,DIO JEY RESTAURENT,"NO.145/1A, GIRIDARA, KAPUGODA",B,Gampaha,Dompe Pradeshiya Sabha,Dompe Divisional Secretariat,"NO.145/1A, GIRIDARA, KAPUGODA, Gampaha, Sri Lanka",80.095952768,6.950891739
Restaurants,WAAHALKADA RESTAURANT,"NO:322,KANDY ROAD,AMBEPUSSA,WARAKAPOLA",B,Kegalle,WARAKAPOLA,Warakapola Divisional Secretariat,"NO:322,KANDY ROAD,AMBEPUSSA,WARAKAPOLA, Kegalle, Sri Lanka",80.196539126,7.224960913
Restaurants,MISS SUGAR,"NO:246,LEWIS PLACE,NEGOMBO,SRILANKA",A,Gampaha,Negombo,Negombo Divisional Secretariat,"NO:246,LEWIS PLACE,NEGOMBO,SRILANKA, Gampaha, Sri Lanka",79.843249,7.206416
Restaurants,GARTONS ARK RESTAURANT,"09/47, 06TH LANE, PAGODA ROAD, NUGEGODA.",A,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,"09/47, 06TH LANE, PAGODA ROAD, NUGEGODA., Colombo, Sri Lanka",79.893438,6.877014
Restaurants,TURF RESTAURANT,"NO. 08, GRAND STAND RACE COURSE, REID AVENUE, COLOMBO 07",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 08, GRAND STAND RACE COURSE, REID AVENUE, COLOMBO 07, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,SHANDONG THE CHINESE KITCHEN,"NO. 1092, SRI JAYAWARDENAPURA MAWATHA, WELIKADA, RAJAGIRIYA",A,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,"NO. 1092, SRI JAYAWARDENAPURA MAWATHA, WELIKADA, RAJAGIRIYA, Colombo, Sri Lanka",79.898096,6.893707
Restaurants,BERLIN SKY LOUNGE,"NO. 101/11, HUNUPITIYA LAKE ROAD, COLOMBO 02",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 101/11, HUNUPITIYA LAKE ROAD, COLOMBO 02, Colombo, Sri Lanka",79.8558870982379,6.92387944851548
Restaurants,THE TUNA AND THE CRAB,"GF 01-OLD DUTCH HOSPITAL,GALEE FORT, GALLE",A,Galle,Galle,Galle Divisional Secretariat,"GF 01-OLD DUTCH HOSPITAL,GALEE FORT, GALLE, Galle, Sri Lanka",80.223192,6.043279
Restaurants,KANDY KITCHEN,"NO 483,WILLIAM GOPALLAWA MAWATHA,KANDY",A,Kandy,Kandy,Kandy Divisional Secretariat,"NO 483,WILLIAM GOPALLAWA MAWATHA,KANDY, Kandy, Sri Lanka",80.625828,7.295044
Restaurants,PST RESTAURANT,"NO 48/A, PARK STREET,COLOMBO 02",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO 48/A, PARK STREET,COLOMBO 02, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,BLUE SKY RESTAURANT,"NO 85/2/1 OLCOTT MAWATHA, COLOMBO 11",B,Colombo,Colombo,Colombo Divisional Secretariat,"NO 85/2/1 OLCOTT MAWATHA, COLOMBO 11, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,CHAPTER ONE,"931C,KOTTE ROAD,KOTTE",A,Colombo,Kotte Muncipal Council,Sri jayawadanapura,"931C,KOTTE ROAD,KOTTE, Colombo, Sri Lanka",79.909164319,6.903166337
Restaurants,SUDARSHAN RESTAURANT,"NO 08,FRANKFORT PLACE,COLOMBO 04.",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO 08,FRANKFORT PLACE,COLOMBO 04., Colombo, Sri Lanka",80.01667,6.86667
Restaurants,ROYAL SIGIRIYA RESTAURANT,"POTHANA KIBISSA, SIGIRIYA",B,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,"POTHANA KIBISSA, SIGIRIYA, Matale, Sri Lanka",80.746205,7.942106
Restaurants,HERITAGE RESTAURANT,"NO 13O, CENTRAL GARDEN LAND, MADAWALA ULPATHA.",A,Matale,Matale,Pallepola Divisional Secretariat,"NO 13O, CENTRAL GARDEN LAND, MADAWALA ULPATHA., Matale, Sri Lanka",80.75,7.66667
Restaurants,NALLUR BHAVAN,"250, TEMPLE ROAD, NALLUR, JAFFNA",B,Jaffna,Jaffna,Jaffna Divisional Secretariat,"250, TEMPLE ROAD, NALLUR, JAFFNA, Jaffna, Sri Lanka",80.02902763,9.67349082
Restaurants,MATHURA MADRAS WOODLANDS,"16, MELBOURNE AVENUE, COLOMBO 04",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"16, MELBOURNE AVENUE, COLOMBO 04, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,THE RE-PUB.LK,"57, HOSPITAL STREET, COLOMBO 01.",A,Colombo,Colombo,Colombo Divisional Secretariat,"57, HOSPITAL STREET, COLOMBO 01., Colombo, Sri Lanka",80.01667,6.86667
Restaurants,BLUE SAPPHIRE RESTAURANT,"NO:156/158, HAPUTHALE ROAD, WELLAWAYA",B,Moneragala,Wellawaya,Wellawaya Divisional Secretariat,"NO:156/158, HAPUTHALE ROAD, WELLAWAYA, Moneragala, Sri Lanka",81.101835882,6.731780406
Restaurants,SUGAR,"G05, OLD DUTCH HOSPITAL, FORT, GALLE",B,Galle,Galle,Galle Divisional Secretariat,"G05, OLD DUTCH HOSPITAL, FORT, GALLE, Galle, Sri Lanka",80.223192,6.043279
Restaurants,TONG NI ROAST MEAT RESTAURANT,"NO.59, WALUKARAMA ROAD, COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO.59, WALUKARAMA ROAD, COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,THE MANHATTAN FISH MARKET,"997/1,SRI JAYAWARDANAPURA ROAD,RAJAGIRIYA.",A,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura,"997/1,SRI JAYAWARDANAPURA ROAD,RAJAGIRIYA., Colombo, Sri Lanka",79.898096,6.893707
Restaurants,BARRACUDA SEA FOOD & GRILL,"41/2AWASALA ROAD,DEHIWALA",B,Colombo,Colombo,Dehiwala Divisional Secretariat,"41/2AWASALA ROAD,DEHIWALA, Colombo, Sri Lanka",79.880242,6.838232
Restaurants,VOC CAFE,"DUTCH BURGHER UNION, NO 114, REID AVENUE, COLOMBO 04",B,Colombo,Colombo,Colombo Divisional Secretariat,"DUTCH BURGHER UNION, NO 114, REID AVENUE, COLOMBO 04, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,SKY BOLLYWOOD LOUNGE,"NO-9,STATION ROAD,COLOMBO-04",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO-9,STATION ROAD,COLOMBO-04, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,LAVINIA RESTAURANT & HOTEL,"NO 43, BEACH ROAD, MT. LAVINIA",B,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,"NO 43, BEACH ROAD, MT. LAVINIA, Colombo, Sri Lanka",79.867435852,6.833082021
Restaurants,LOBBY BISTRO PLATINUM 1,"NO:1, BAGATALLE ROAD, COLOMBO 03",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"NO:1, BAGATALLE ROAD, COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,DOMINANT RAJAGIRIYA,"RECEPTION HALL, WELIKADA, RAJAGIRIYA",A,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,"RECEPTION HALL, WELIKADA, RAJAGIRIYA, Colombo, Sri Lanka",79.896217547,6.909504175
Restaurants,OSTERIA ROMANA INDURUWA,"MUDIYANSE RALAHAMY'S ESTATE, YALEGAMA, INDURUWA",A,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,"MUDIYANSE RALAHAMY'S ESTATE, YALEGAMA, INDURUWA, Galle, Sri Lanka",80.010555843,6.373973957
Restaurants,KUURAKU JAPANESE RESTAURANT,"48B, PARK STREET, COLOMBO02",A,Colombo,Colombo,Colombo Divisional Secretariat,"48B, PARK STREET, COLOMBO02, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,MAKYE AME RESTAURANT,"NO 4 1/1, VAJIRA ROAD, COLOMBO 04",B,Colombo,Colombo,Colombo Divisional Secretariat,"NO 4 1/1, VAJIRA ROAD, COLOMBO 04, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,MOMO,"NO.11, NEGOMBO ROAD, WATTALA",A,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,"NO.11, NEGOMBO ROAD, WATTALA, Gampaha, Sri Lanka",79.843249,7.206416
Restaurants,THE REGENT COUNTRY CLUB,"5/1,21ST LANE, ISURUPURA,MALABE",A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,"5/1,21ST LANE, ISURUPURA,MALABE, Colombo, Sri Lanka",79.954618877,6.904072342
Restaurants,CANTEN CHINESE RESTAURANT,"NO.21SOMADAVI PL, KIRULAPONE AV COLOMBO 05",B,Colombo,Colombo,Colombo Divisional Secretariat,"NO.21SOMADAVI PL, KIRULAPONE AV COLOMBO 05, Colombo, Sri Lanka",79.874707236886,6.87855184847498
Restaurants,COCKPIT COLOMBO,"NO 7, 07A, 07/1B, FIFE ROAD, COLOMBO 04",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO 7, 07A, 07/1B, FIFE ROAD, COLOMBO 04, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,CEYLON TEA FACTORY RESTAURANT,"NO 05, WATHTHIRIYAWA WATTA, PASSARA ROAD, ELLA",A,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,"NO 05, WATHTHIRIYAWA WATTA, PASSARA ROAD, ELLA, Badulla, Sri Lanka",81.156992745,6.93540042
Restaurants,HOTEL INDOORA,"PUTTALAM ROAD, THITTAWELLA, KURUNAGALA",A,Kurunegala,Kurunegala,Maspotha Divisional Secretariat,"PUTTALAM ROAD, THITTAWELLA, KURUNAGALA, Kurunegala, Sri Lanka",80.366868,7.486218
Restaurants,DINE INN REATAURANT,"NO 47, W. A SILVA MAWATHA, COLOMBO 06",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO 47, W. A SILVA MAWATHA, COLOMBO 06, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,THE SIZZLE,"29/1,STATION ROAD,DEHIWALA",A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,"29/1,STATION ROAD,DEHIWALA, Colombo, Sri Lanka",79.880242,6.838232
Restaurants,FILL FAMILY RESTAURANT,"NO 83, COLOMBO ROAD, KANDANA",B,Gampaha,MC,Ja-Ela Divisional Secretariat,"NO 83, COLOMBO ROAD, KANDANA, Gampaha, Sri Lanka",79.894797,7.053406
Restaurants,SUSHI BAR SAMURAI,"226 1/1 SRI JAYAWARDANA PURA MW, RAJAGIRIYA",A,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,"226 1/1 SRI JAYAWARDANA PURA MW, RAJAGIRIYA, Colombo, Sri Lanka",79.896217547,6.909504175
Restaurants,H.BROTHER'S BROASTED CHICKEN,"NO- 163 DEANS ROAD, COLOMBO-10",A,Colombo,MC,Colombo Divisional Secretariat,"NO- 163 DEANS ROAD, COLOMBO-10, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,GOLDEN SPOON SPICES,"27E, HOSPITAL ROAD, DEHIWELA",A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,"27E, HOSPITAL ROAD, DEHIWELA, Colombo, Sri Lanka",79.880242,6.838232
Restaurants,FREE TRADE ZONE LIANA,"BOI SPORT COMPLEX,AWERIWATTA,KATUNAYAKE",B,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,"BOI SPORT COMPLEX,AWERIWATTA,KATUNAYAKE, Gampaha, Sri Lanka",79.87166754,7.156773068
Restaurants,SILK LOUNGE AND RESTAURANT,"41-,3/1,MAITLAND CRESCENT,COLOMBO 7",A,Colombo,Colombo,Colombo Divisional Secretariat,"41-,3/1,MAITLAND CRESCENT,COLOMBO 7, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,LAK LAGUNA RESTAURANT,"78 MAIN ROAD,KALPITIYA,",B,Puttalam,Kalpitiya Pradeshiya Sabha,Puttalam Divisional Secretariat,"78 MAIN ROAD,KALPITIYA,, Puttalam, Sri Lanka",79.766150778,8.23680624
Restaurants,THE EXCHANGE RESTAURANT,"NO. 39/4/1,CANAL RAW,COLOMBO 01.",B,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 39/4/1,CANAL RAW,COLOMBO 01., Colombo, Sri Lanka",80.01667,6.86667
Restaurants,MATHURA MADRAS WOODLANDS,"165,MAIN STREET,BATHTHARAMULLA",A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,"165,MAIN STREET,BATHTHARAMULLA, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,K.D.K.RESTAURANT,"KOMBAVIL,W.N.4,PUTHUKUDIYUPPU,MULAITIVU",B,Mullaitivu,Mulatiyana Pradeshiya Sabha,Mullaitivu Divisional Secretariat,"KOMBAVIL,W.N.4,PUTHUKUDIYUPPU,MULAITIVU, Mullaitivu, Sri Lanka",80.814012894,9.269227958
Restaurants,FAT PANDA,"31A,SEA AVENUE,COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat,"31A,SEA AVENUE,COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,BLUE GINGER RESTAURANT,"356,CHILAW ROAD,PERIYAMULLA,NEGOMBO",A,Gampaha,Negombo,Negombo Divisional Secretariat,"356,CHILAW ROAD,PERIYAMULLA,NEGOMBO, Gampaha, Sri Lanka",79.8453598469496,7.21941113050424
Restaurants,LIKOORI,"NO 25/1/2,STATION ROAD,BAMBALAPITIYA",B,Colombo,Colombo,Colombo Divisional Secretariat,"NO 25/1/2,STATION ROAD,BAMBALAPITIYA, Colombo, Sri Lanka",79.8552362434566,6.89529655366947
Restaurants,GREEN VILLA FAMILY RESTAURANT,"NO 737/7 , THALANGAMA NORTH , MALABE.",A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,"NO 737/7 , THALANGAMA NORTH , MALABE., Colombo, Sri Lanka",79.954618877,6.904072342
Restaurants,HE PING RESTAURANT,"440,GALLE ROAD,RATHMALANA",A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,"440,GALLE ROAD,RATHMALANA, Colombo, Sri Lanka",79.874891471,6.81773117
Restaurants,MONSOON COLOMBO,"MONSSON COLOMBO,PARK STREET MEWS, PARK STREET,COLOMBO 2",A,Colombo,Colombo,Colombo Divisional Secretariat,"MONSSON COLOMBO,PARK STREET MEWS, PARK STREET,COLOMBO 2, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,SHAN CITY CHINEESE RESTAURANT,"27/3/1,,KOTUGODELLA VEEDIYA,,KANDY.",B,Kandy,Kandy,Kandy Divisional Secretariat,"27/3/1,,KOTUGODELLA VEEDIYA,,KANDY., Kandy, Sri Lanka",80.625828,7.295044
Restaurants,CHINESE DELIGHT RESTAURANT,"41-A,RIDGEWAY PLACE, MARINE DRIVE,COLOMBO 04",A,Colombo,Colombo,Colombo Divisional Secretariat,"41-A,RIDGEWAY PLACE, MARINE DRIVE,COLOMBO 04, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,SAMEEHA FAMILY RESTAURANT,"NO. 390,CHILAW ROAD, PERIYAMULLA,NEGOMBO",A,Gampaha,Negombo,Negombo Divisional Secretariat,"NO. 390,CHILAW ROAD, PERIYAMULLA,NEGOMBO, Gampaha, Sri Lanka",79.8453598469496,7.21941113050424
Restaurants,SEA PORT RESTAURANT,"70,PORUTHOTA ROAD,ETHUKALA,NEGOMBO",A,Gampaha,Negombo,Negombo Divisional Secretariat,"70,PORUTHOTA ROAD,ETHUKALA,NEGOMBO, Gampaha, Sri Lanka",79.843249,7.206416
Restaurants,AMUSEUM,"9TH FLOOR, GREEN LANKA BUILDING,NAWAM MAWATHA,COLOMBO 02",A,Colombo,Colombo,Colombo Divisional Secretariat,"9TH FLOOR, GREEN LANKA BUILDING,NAWAM MAWATHA,COLOMBO 02, Colombo, Sri Lanka",80.01667,6.86667
Spa & Wellness Centers,AZMARA SPA - CINNAMON LAKESIDE,"NO.115, 01 FLOOR, SIR CHITHAMPALAM A. GARDNIER MAWATHA, COLOMBO 02",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.115, 01 FLOOR, SIR CHITHAMPALAM A. GARDNIER MAWATHA, COLOMBO 02, Colombo, Sri Lanka",80.01667,6.86667
Spa & Wellness Centers,AZMARA SPA - BENTOTA BEACH HOTEL,"BENTOTA BEACH HOTEL, BENTOTA",,Kalutara,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,"BENTOTA BEACH HOTEL, BENTOTA, Kalutara, Sri Lanka",80.16667,6.58333
Spa & Wellness Centers,AZMAARA SPA - CINNAMON LODGE,"P.O BOX, 02, HABARANA",,Polonnaruwa,Polonnaruwa,Polonnaruwa Divisional Secretariat,"P.O BOX, 02, HABARANA, Polonnaruwa, Sri Lanka",80.755499667,8.03988765
