seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,fg_percent,avg_dist_fga,percent_fga_from_x2p_range,percent_fga_from_x0_3_range,percent_fga_from_x3_10_range,percent_fga_from_x10_16_range,percent_fga_from_x16_3p_range,percent_fga_from_x3p_range,fg_percent_from_x2p_range,fg_percent_from_x0_3_range,fg_percent_from_x3_10_range,fg_percent_from_x10_16_range,fg_percent_from_x16_3p_range,fg_percent_from_x3p_range,percent_assisted_x2p_fg,percent_assisted_x3p_fg,percent_dunks_of_fga,num_of_dunks,percent_corner_3s_of_3pa,corner_3_point_percent,num_heaves_attempted,num_heaves_made
30395,2022,4793,Tremont Waters,NA,PG,24,3,NBA,WAS,1,8,0.5,7.6,1,0,0.5,0.5,0,0,0.5,NA,1,0,NA,NA,0,NA,0,0,NA,NA,0,0
30396,2022,5014,Trendon Watford,NA,SF,21,1,NBA,POR,48,869,0.532,8,0.858,0.371,0.337,0.135,0.015,0.142,0.581,0.768,0.478,0.361,0.25,0.237,0.579,0.889,0.03,7,0.237,0.111,0,0
30397,2022,4888,Trent Forrest,NA,PG,23,2,NBA,UTA,60,765,0.49,8.8,0.826,0.316,0.439,0.058,0.013,0.174,0.555,0.592,0.529,0.556,0.5,0.185,0.225,1,0.026,3,0.63,0.235,2,0
30398,2022,5015,Trevelin Queen,NA,SG,24,1,NBA,HOU,10,74,0.455,19.6,0.273,0.242,0.03,0,0,0.727,0.667,0.75,0,NA,NA,0.375,0.5,0.556,0.03,1,0.167,0.5,0,0
30399,2022,3563,Trevor Ariza,NA,SF,36,18,NBA,LAL,24,462,0.333,19.3,0.253,0.162,0.081,0.01,0,0.747,0.52,0.688,0.25,0,NA,0.27,0.769,1,0.01,1,0.365,0.185,0,0
30400,2022,4214,Trey Burke,NA,PG,29,9,NBA,DAL,42,441,0.391,17,0.619,0.098,0.163,0.126,0.233,0.381,0.436,0.714,0.429,0.444,0.32,0.317,0.259,0.846,0,0,0.146,0.583,0,0
30401,2022,4369,Trey Lyles,NA,PF,26,7,NBA,TOT,75,1537,0.466,12.8,0.628,0.292,0.224,0.077,0.036,0.372,0.552,0.671,0.516,0.279,0.4,0.321,0.6,1,0.046,23,0.239,0.38,1,0
30402,2022,4369,Trey Lyles,NA,PF,26,7,NBA,DET,51,990,0.456,13.2,0.62,0.284,0.216,0.073,0.047,0.38,0.55,0.651,0.53,0.321,0.389,0.301,0.588,1,0.039,14,0.205,0.333,1,0
30403,2022,4369,Trey Lyles,NA,PF,26,7,NBA,SAC,24,547,0.489,11.8,0.646,0.309,0.242,0.084,0.011,0.354,0.557,0.709,0.488,0.2,0.5,0.365,0.625,1,0.062,9,0.317,0.45,0,0
30404,2022,5016,Trey Murphy III,NA,SF,21,1,NBA,NOP,62,864,0.394,18.5,0.329,0.199,0.087,0.018,0.025,0.671,0.418,0.582,0.167,0.2,0.143,0.382,0.579,0.972,0.072,17,0.392,0.466,1,0
30405,2022,4058,Tristan Thompson,NA,PF,30,11,NBA,TOT,57,897,0.528,4.3,0.989,0.487,0.464,0.034,0.004,0.011,0.53,0.608,0.452,0.556,0,0.333,0.657,1,0.157,33,0,NA,2,0
30406,2022,4058,Tristan Thompson,NA,PF,30,11,NBA,SAC,30,455,0.503,3.9,0.993,0.497,0.47,0.026,0,0.007,0.5,0.56,0.423,0.75,NA,1,0.64,1,0.172,18,0,NA,0,0
30407,2022,4058,Tristan Thompson,NA,PF,30,11,NBA,IND,4,66,0.542,4.9,1,0.292,0.667,0.042,0,0,0.542,0.857,0.375,1,NA,NA,0.846,NA,0.083,2,NA,NA,0,0
30408,2022,4058,Tristan Thompson,NA,PF,30,11,NBA,CHI,23,376,0.565,4.8,0.978,0.522,0.402,0.043,0.011,0.022,0.578,0.646,0.541,0.25,0,0,0.635,NA,0.152,13,0,NA,2,0
30409,2022,4678,Troy Brown Jr.,NA,SF,22,4,NBA,CHI,66,1055,0.419,15,0.484,0.283,0.132,0.027,0.043,0.516,0.488,0.562,0.412,0.143,0.455,0.353,0.672,0.957,0.027,5,0.594,0.342,2,0
30410,2022,4794,Ty Jerome,NA,SG,24,3,NBA,OKC,48,801,0.378,18.3,0.433,0.07,0.235,0.113,0.015,0.567,0.493,0.478,0.481,0.568,0.2,0.29,0.3,0.796,0,0,0.161,0.433,1,0
30411,2022,4795,Tyler Cook,NA,PF,24,3,NBA,CHI,20,200,0.605,2.2,1,0.684,0.316,0,0,0,0.605,0.692,0.417,NA,NA,NA,0.783,NA,0.395,14,NA,NA,0,0
30412,2022,5017,Tyler Hall,NA,SG,24,1,NBA,NYK,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
30413,2022,4796,Tyler Herro,NA,SG,22,3,NBA,MIA,66,2151,0.447,16,0.609,0.137,0.193,0.156,0.123,0.391,0.477,0.688,0.407,0.446,0.391,0.399,0.334,0.709,0.014,14,0.207,0.385,5,0
30414,2022,4297,Tyler Johnson,NA,PG,29,8,NBA,TOT,6,91,0.3,22.2,0.35,0,0,0.15,0.2,0.65,0.143,NA,NA,0,0.25,0.385,1,1,0,0,0.308,0.25,0,0
30415,2022,4297,Tyler Johnson,NA,PG,29,8,NBA,PHI,3,38,0.4,23.6,0.3,0,0,0.1,0.2,0.7,0.333,NA,NA,0,0.5,0.429,1,1,0,0,0,NA,0,0
30416,2022,4297,Tyler Johnson,NA,PG,29,8,NBA,SAS,3,53,0.2,20.8,0.4,0,0,0.2,0.2,0.6,0,NA,NA,0,0,0.333,NA,1,0,0,0.667,0.25,0,0
30417,2022,4891,Tyrell Terry,NA,PG,21,2,NBA,MEM,2,3,1,15.2,1,0,0,1,0,0,1,NA,NA,1,NA,NA,0,NA,0,0,NA,NA,0,0
30418,2022,4892,Tyrese Haliburton,NA,SG-PG,21,2,NBA,TOT,77,2695,0.473,16.7,0.572,0.13,0.183,0.158,0.101,0.428,0.517,0.712,0.41,0.521,0.457,0.414,0.279,0.584,0.028,25,0.139,0.444,9,0
30419,2022,4892,Tyrese Haliburton,NA,SG,21,2,NBA,SAC,51,1757,0.457,16.8,0.57,0.118,0.183,0.164,0.106,0.43,0.491,0.739,0.355,0.458,0.5,0.413,0.238,0.587,0.02,12,0.147,0.486,3,0
30420,2022,4892,Tyrese Haliburton,NA,PG,21,2,NBA,IND,26,938,0.502,16.6,0.576,0.152,0.183,0.149,0.093,0.424,0.565,0.673,0.508,0.646,0.367,0.416,0.343,0.579,0.04,13,0.124,0.353,6,0
30421,2022,4893,Tyrese Maxey,NA,PG,21,2,NBA,PHI,75,2650,0.485,12.9,0.689,0.258,0.237,0.121,0.073,0.311,0.512,0.654,0.466,0.317,0.479,0.427,0.45,0.712,0.017,14,0.181,0.589,2,0
30422,2022,4575,Tyrone Wallace,NA,SG,27,4,NBA,NOP,6,75,0.35,13,0.6,0.35,0.15,0.05,0.05,0.4,0.417,0.714,0,0,0,0.25,1,1,0,0,0.375,0.333,0,0
30423,2022,4370,Tyus Jones,NA,PG,25,7,NBA,MEM,73,1549,0.451,15.2,0.629,0.1,0.241,0.243,0.045,0.371,0.487,0.6,0.496,0.455,0.36,0.39,0.367,0.838,0,0,0.21,0.395,0,0
30424,2022,4894,Udoka Azubuike,NA,C,22,2,NBA,UTA,17,195,0.755,2.8,1,0.694,0.286,0.02,0,0,0.755,0.824,0.643,0,NA,NA,0.892,NA,0.571,26,NA,NA,0,0
30425,2022,3491,Udonis Haslem,NA,C,41,19,NBA,MIA,13,83,0.452,9.4,0.871,0.419,0.161,0.194,0.097,0.129,0.481,0.692,0,0.5,0.333,0.25,0.769,1,0,0,0.75,0.333,0,0
30426,2022,5018,Usman Garuba,NA,PF,19,1,NBA,HOU,24,239,0.432,12.6,0.545,0.5,0.023,0.023,0,0.455,0.583,0.636,0,0,NA,0.25,0.571,1,0.136,5,0.25,0,0,0
30427,2022,4895,Vernon Carey Jr.,NA,C,20,2,NBA,TOT,7,44,0.538,8.2,1,0.615,0,0.077,0.308,0,0.538,0.75,NA,0,0.25,NA,0.286,NA,0,0,NA,NA,0,0
30428,2022,4895,Vernon Carey Jr.,NA,C,20,2,NBA,CHO,4,17,0.5,7.6,1,0.667,0,0,0.333,0,0.5,0.75,NA,NA,0,NA,0.333,NA,0,0,NA,NA,0,0
30429,2022,4895,Vernon Carey Jr.,NA,C,20,2,NBA,WAS,3,27,0.571,8.6,1,0.571,0,0.143,0.286,0,0.571,0.75,NA,0,0.5,NA,0.25,NA,0,0,NA,NA,0,0
30430,2022,4217,Victor Oladipo,NA,SG,29,9,NBA,MIA,8,173,0.479,16.9,0.507,0.247,0.096,0.082,0.082,0.493,0.541,0.667,0.286,0.667,0.333,0.417,0.25,0.467,0.027,2,0.139,0.8,1,0
30431,2022,5019,Vit Krejci,NA,SG,21,1,NBA,OKC,30,690,0.407,17.5,0.413,0.102,0.257,0.012,0.042,0.587,0.522,0.824,0.442,0,0.429,0.327,0.556,0.906,0.03,5,0.194,0.474,1,0
30432,2022,4799,Vlatko Čančar,NA,PF,24,3,NBA,DEN,15,176,0.561,10.6,0.707,0.39,0.195,0.098,0.024,0.293,0.552,0.75,0.375,0.25,0,0.583,0.938,1,0.049,2,0.417,0.4,0,0
30433,2022,3913,Wayne Ellington,NA,SG,34,13,NBA,LAL,43,810,0.414,23.4,0.11,0.042,0.025,0.03,0.013,0.89,0.615,0.8,0.667,0.429,0.333,0.389,0.875,0.951,0,0,0.28,0.475,0,0
30434,2022,4459,Wayne Selden,NA,SG,27,4,NBA,NYK,3,19,0.25,15.9,0.5,0,0.5,0,0,0.5,0,NA,0,NA,NA,0.5,NA,1,0,0,0.5,0,0,0
30435,2022,4682,Wendell Carter Jr.,NA,C,22,4,NBA,ORL,62,1852,0.525,12.1,0.687,0.327,0.202,0.101,0.057,0.313,0.615,0.781,0.457,0.478,0.462,0.327,0.609,1,0.143,90,0.103,0.364,1,0
30436,2022,4800,Wenyen Gabriel,NA,PF,24,3,NBA,TOT,26,358,0.491,8.5,0.745,0.473,0.245,0.018,0.009,0.255,0.561,0.692,0.37,0,0,0.286,0.543,1,0.136,13,0.571,0.25,0,0
30437,2022,4800,Wenyen Gabriel,NA,PF,24,3,NBA,BRK,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
30438,2022,4800,Wenyen Gabriel,NA,PF,24,3,NBA,LAC,6,46,0.385,11.2,0.615,0.385,0.231,0,0,0.385,0.375,0.4,0.333,NA,NA,0.4,0,1,0,0,0.2,0,0,0
30439,2022,4800,Wenyen Gabriel,NA,PF,24,3,NBA,LAL,19,311,0.505,8.1,0.763,0.485,0.247,0.021,0.01,0.237,0.581,0.723,0.375,0,0,0.261,0.581,1,0.155,13,0.652,0.267,0,0
30440,2022,4578,Wesley Iwundu,NA,SF,27,5,NBA,ATL,3,82,0.444,12.3,0.722,0.278,0.167,0.111,0.167,0.278,0.385,0.4,0.333,0,0.667,0.6,0.6,0.667,0,0,0.6,0.333,0,0
30441,2022,3914,Wesley Matthews,NA,SG,35,13,NBA,MIL,49,1002,0.395,19.1,0.286,0.155,0.091,0.041,0,0.714,0.54,0.676,0.4,0.333,NA,0.338,0.647,0.981,0,0,0.382,0.367,0,0
30442,2022,4140,Will Barton,NA,SG,31,10,NBA,DEN,71,2277,0.438,16,0.52,0.186,0.18,0.067,0.087,0.48,0.504,0.701,0.398,0.433,0.359,0.365,0.498,0.771,0.027,23,0.216,0.441,1,0
30443,2022,4371,Willie Cauley-Stein,NA,C,28,7,NBA,TOT,20,183,0.457,5.3,0.943,0.629,0.2,0.057,0.057,0.057,0.455,0.545,0.143,1,0,0.5,0.8,1,0.257,7,0,NA,0,0
30444,2022,4371,Willie Cauley-Stein,NA,C,28,7,NBA,DAL,18,177,0.457,5.3,0.943,0.629,0.2,0.057,0.057,0.057,0.455,0.545,0.143,1,0,0.5,0.8,1,0.257,7,0,NA,0,0
30445,2022,4371,Willie Cauley-Stein,NA,C,28,7,NBA,PHI,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
30446,2022,4460,Willy Hernangómez,NA,C,27,6,NBA,NOP,50,839,0.52,4.2,0.963,0.563,0.352,0.043,0.006,0.037,0.527,0.63,0.391,0.357,0,0.333,0.687,1,0.098,30,0.083,0,1,0
30447,2022,5020,Xavier Moon,NA,SG,27,1,NBA,LAC,10,137,0.49,16.4,0.725,0.098,0.137,0.176,0.314,0.275,0.541,0.4,0.286,0.556,0.688,0.357,0.15,0.6,0,0,0.071,0,0,0
30448,2022,5021,Xavier Sneed,NA,SF,24,1,NBA,TOT,9,39,0.2,20.9,0.2,0.1,0,0.1,0,0.8,0.5,1,NA,0,NA,0.125,0,1,0,0,0.5,0,0,0
30449,2022,5021,Xavier Sneed,NA,SF,24,1,NBA,MEM,2,8,0,24.3,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0.5,0,0,0
30450,2022,5021,Xavier Sneed,NA,SF,24,1,NBA,UTA,7,31,0.25,20.1,0.25,0.125,0,0.125,0,0.75,0.5,1,NA,0,NA,0.167,0,1,0,0,0.5,0,0,0
30451,2022,4897,Xavier Tillman Sr.,NA,PF,23,2,NBA,MEM,53,701,0.454,9.6,0.773,0.389,0.245,0.106,0.032,0.227,0.527,0.595,0.472,0.478,0.286,0.204,0.67,0.9,0.093,16,0.286,0.357,0,0
30452,2022,4684,Yuta Watanabe,NA,SF,27,4,NBA,TOR,38,445,0.406,17.2,0.428,0.167,0.13,0.101,0.029,0.572,0.492,0.565,0.333,0.571,0.5,0.342,0.655,1,0.029,2,0.43,0.382,0,0
30453,2022,5022,Yves Pons,NA,SF,22,1,NBA,MEM,12,71,0.313,15,0.438,0.25,0.125,0.063,0,0.563,0.286,0.25,0,1,NA,0.333,0,1,0.313,1,0.556,0.6,0,0
30454,2022,4580,Zach Collins,NA,PF,24,4,NBA,SAS,28,502,0.49,11,0.735,0.29,0.316,0.065,0.065,0.265,0.544,0.756,0.347,0.5,0.6,0.341,0.742,1,0.039,6,0.049,0.5,0,0
30455,2022,4299,Zach LaVine,NA,SF,26,8,NBA,CHI,67,2328,0.476,15.2,0.599,0.264,0.103,0.086,0.147,0.401,0.534,0.7,0.451,0.343,0.408,0.389,0.35,0.568,0.055,62,0.139,0.53,0,0
30456,2022,5023,Zavier Simpson,NA,PG,24,1,NBA,OKC,4,174,0.365,9.1,0.846,0.25,0.442,0.096,0.058,0.154,0.409,0.538,0.391,0.4,0,0.125,0.222,1,0,0,0,NA,0,0
30457,2022,4898,Zeke Nnaji,NA,PF,21,2,NBA,DEN,41,698,0.516,13.1,0.57,0.355,0.156,0.005,0.054,0.43,0.557,0.727,0.241,0,0.4,0.463,0.576,0.946,0.124,20,0.425,0.5,0,0
30458,2022,5024,Ziaire Williams,NA,SF,20,1,NBA,MEM,62,1346,0.45,17.2,0.429,0.179,0.108,0.083,0.059,0.571,0.632,0.855,0.478,0.343,0.64,0.314,0.8,0.961,0.104,44,0.471,0.325,2,0
30459,2022,4804,Zylan Cheatham,NA,SF,26,2,NBA,UTA,1,5,0,17.2,0.333,0.333,0,0,0,0.667,0,0,NA,NA,NA,0,NA,NA,0,0,0.5,0,0,0
28943,2021,4219,Aaron Gordon,NA,PF,25,7,NBA,TOT,50,1384,0.463,13.5,0.647,0.283,0.166,0.132,0.066,0.353,0.533,0.709,0.398,0.439,0.303,0.335,0.494,0.831,0.114,52,0.188,0.333,3,0
28944,2021,4219,Aaron Gordon,NA,PF,25,7,NBA,ORL,25,736,0.437,14.9,0.618,0.225,0.157,0.147,0.089,0.382,0.475,0.667,0.326,0.442,0.308,0.375,0.384,0.81,0.072,19,0.107,0.333,2,0
28945,2021,4219,Aaron Gordon,NA,PF,25,7,NBA,DEN,25,648,0.5,11.6,0.689,0.364,0.18,0.112,0.034,0.311,0.606,0.747,0.486,0.435,0.286,0.266,0.605,0.882,0.175,33,0.328,0.333,1,0
28946,2021,4582,Aaron Holiday,NA,PG,24,3,NBA,IND,66,1176,0.39,14.5,0.583,0.239,0.218,0.076,0.05,0.417,0.406,0.481,0.316,0.333,0.545,0.368,0.456,0.925,0,0,0.17,0.581,1,0
28947,2021,4805,Aaron Nesmith,NA,SF,21,1,NBA,BOS,46,669,0.438,17.1,0.393,0.169,0.163,0.051,0.011,0.607,0.543,0.667,0.448,0.444,0.5,0.37,0.447,1,0.034,4,0.398,0.372,0,0
28948,2021,4463,Abdel Nader,NA,SF,27,4,NBA,PHO,24,355,0.491,11.7,0.629,0.353,0.224,0.043,0.009,0.371,0.534,0.683,0.385,0.2,0,0.419,0.718,1,0.052,6,0.349,0.467,0,0
28949,2021,4687,Adam Mokoka,NA,SG,22,2,NBA,CHI,14,56,0.368,13.7,0.474,0.421,0.053,0,0,0.526,0.667,0.75,0,NA,NA,0.1,0.333,1,0,0,0.3,0.333,0,0
28950,2021,3734,Al Horford,NA,C,34,14,NBA,OKC,28,782,0.45,15.2,0.578,0.169,0.225,0.1,0.083,0.422,0.51,0.672,0.444,0.444,0.433,0.368,0.566,0.929,0.031,9,0.118,0.222,0,0
28951,2021,3915,Al-Farouq Aminu,NA,PF,30,11,NBA,TOT,23,434,0.384,13.2,0.626,0.273,0.242,0.03,0.081,0.374,0.484,0.519,0.417,0,0.75,0.216,0.467,0.875,0.03,3,0.216,0.5,0,0
28952,2021,3915,Al-Farouq Aminu,NA,PF,30,11,NBA,ORL,17,367,0.404,12.7,0.652,0.281,0.247,0.034,0.09,0.348,0.5,0.56,0.409,0,0.75,0.226,0.448,0.857,0.034,3,0.194,0.667,0,0
28953,2021,3915,Al-Farouq Aminu,NA,PF,30,11,NBA,CHI,6,67,0.2,17.2,0.4,0.2,0.2,0,0,0.6,0.25,0,0.5,NA,NA,0.167,1,1,0,0,0.333,0,0,0
28954,2021,3982,Alec Burks,NA,SG,29,10,NBA,NYK,49,1255,0.42,16.8,0.508,0.146,0.138,0.128,0.096,0.492,0.425,0.507,0.377,0.422,0.375,0.415,0.426,0.686,0,0,0.301,0.473,0,0
28955,2021,4806,Aleksej Pokusevski,NA,PF,19,1,NBA,OKC,45,1090,0.341,17.5,0.493,0.137,0.147,0.12,0.088,0.507,0.403,0.554,0.333,0.408,0.278,0.28,0.432,0.914,0.032,11,0.193,0.325,1,0
28956,2021,4689,Alen Smailagić,NA,PF,20,2,NBA,GSW,15,84,0.407,11.9,0.63,0.37,0.259,0,0,0.37,0.412,0.5,0.286,NA,NA,0.4,0.429,1,0,0,0.3,0.333,0,0
28957,2021,4465,Alex Caruso,NA,PG,26,4,NBA,LAL,58,1216,0.436,14.8,0.551,0.246,0.144,0.102,0.059,0.449,0.464,0.653,0.341,0.323,0.222,0.401,0.487,0.927,0.039,9,0.409,0.393,1,0
28958,2021,4142,Alex Len,NA,C,27,8,NBA,TOT,64,979,0.615,5.6,0.91,0.432,0.432,0.047,0,0.09,0.644,0.792,0.55,0.154,NA,0.32,0.755,1,0.281,75,0.64,0.313,0,0
28959,2021,4142,Alex Len,NA,C,27,8,NBA,TOR,7,76,0.5,14.8,0.4,0.3,0.1,0,0,0.6,0.5,0.667,0,NA,NA,0.5,1,1,0.2,1,0.667,0.5,0,0
28960,2021,4142,Alex Len,NA,C,27,8,NBA,WAS,57,903,0.619,5.3,0.929,0.437,0.444,0.049,0,0.071,0.647,0.795,0.555,0.154,NA,0.263,0.752,1,0.284,74,0.632,0.25,0,0
28961,2021,4466,Alfonzo McKinnie,NA,SF,28,4,NBA,LAL,39,258,0.516,13.5,0.581,0.323,0.151,0.043,0.065,0.419,0.593,0.7,0.429,0.5,0.5,0.41,0.594,0.938,0.097,8,0.333,0.462,0,0
28962,2021,4583,Alize Johnson,NA,PF,24,3,NBA,BRK,18,189,0.588,6.3,0.912,0.397,0.412,0.103,0,0.088,0.629,0.815,0.429,0.714,NA,0.167,0.615,1,0.015,1,0.333,0,0,0
28963,2021,4807,Amida Brimah,NA,C,26,1,NBA,IND,5,29,0.625,3,1,0.625,0.375,0,0,0,0.625,0.8,0.333,NA,NA,NA,0.8,NA,0.5,3,NA,NA,0,0
28964,2021,4690,Amir Coffey,NA,SG,23,2,NBA,LAC,44,394,0.437,16.2,0.456,0.214,0.146,0.058,0.039,0.544,0.468,0.682,0.2,0.5,0.25,0.411,0.636,0.87,0.019,2,0.375,0.524,0,0
28965,2021,3497,Anderson Varejão,NA,C,38,14,NBA,CLE,5,36,0.25,8.9,0.938,0.438,0.125,0.125,0.25,0.063,0.267,0.286,0,0,0.5,0,0.75,NA,0,0,1,0,0,0
28966,2021,4064,Andre Drummond,NA,C,27,9,NBA,TOT,46,1242,0.493,3.6,0.986,0.589,0.364,0.026,0.007,0.014,0.5,0.576,0.409,0.2,0,0,0.571,NA,0.14,64,0,NA,1,0
28967,2021,4064,Andre Drummond,NA,C,27,9,NBA,CLE,25,722,0.474,3.7,0.979,0.613,0.332,0.024,0.011,0.021,0.484,0.545,0.397,0.333,0,0,0.533,NA,0.129,38,0,NA,1,0
28968,2021,4064,Andre Drummond,NA,C,27,9,NBA,LAL,21,520,0.531,3.5,1,0.542,0.427,0.031,0,0,0.531,0.644,0.427,0,NA,NA,0.637,NA,0.161,26,NA,NA,0,0
28969,2021,3500,Andre Iguodala,NA,SF,37,17,NBA,MIA,63,1339,0.383,20.3,0.266,0.149,0.048,0.032,0.036,0.734,0.53,0.649,0.5,0.25,0.333,0.33,0.8,0.933,0.077,17,0.478,0.391,5,0
28970,2021,4144,Andre Roberson,NA,SG,29,7,NBA,BRK,5,63,0.143,14.7,0.429,0.357,0.071,0,0,0.571,0.167,0.2,0,NA,NA,0.125,0,1,0,0,0.5,0,0,0
28971,2021,4223,Andrew Wiggins,NA,PF,25,7,NBA,GSW,71,2364,0.477,14.2,0.652,0.218,0.197,0.108,0.129,0.348,0.529,0.706,0.5,0.404,0.38,0.38,0.479,0.829,0.065,65,0.247,0.418,0,0
28972,2021,4586,Anfernee Simons,NA,SG,21,3,NBA,POR,64,1104,0.419,20.7,0.297,0.08,0.11,0.042,0.065,0.703,0.403,0.531,0.295,0.412,0.423,0.426,0.125,0.683,0.01,3,0.152,0.535,0,0
28973,2021,4066,Anthony Davis,NA,PF,27,9,NBA,LAL,36,1162,0.491,11.7,0.837,0.243,0.204,0.232,0.158,0.163,0.536,0.785,0.536,0.415,0.33,0.26,0.575,0.962,0.098,54,0.16,0.625,1,0
28974,2021,4808,Anthony Edwards,NA,SG,19,1,NBA,MIN,72,2314,0.417,14.2,0.571,0.306,0.145,0.047,0.072,0.429,0.483,0.647,0.318,0.246,0.276,0.329,0.392,0.632,0.066,70,0.14,0.301,3,0
28975,2021,4809,Anthony Gill,NA,PF,28,1,NBA,WAS,26,218,0.5,12.4,0.6,0.267,0.317,0,0.017,0.4,0.639,0.813,0.526,NA,0,0.292,0.783,0.857,0.05,2,0.375,0.111,0,0
28976,2021,4810,Anthony Lamb,NA,SF,23,1,NBA,HOU,24,415,0.39,16.5,0.398,0.246,0.153,0,0,0.602,0.489,0.586,0.333,NA,NA,0.324,0.522,1,0.034,4,0.225,0.438,0,0
28977,2021,3798,Anthony Tolliver,NA,PF,35,13,NBA,PHI,11,99,0.235,23,0.176,0.059,0.059,0,0.059,0.824,0,0,0,NA,0,0.286,NA,1,0,0,0.214,0.667,0,0
28978,2021,4691,Anžejs Pasečņiks,NA,C,25,2,NBA,WAS,1,6,0,25.2,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0
28979,2021,4811,Armoni Brooks,NA,SG,22,1,NBA,HOU,20,520,0.406,22.1,0.182,0.099,0.057,0.026,0,0.818,0.514,0.579,0.545,0.2,NA,0.382,0.722,0.85,0.016,3,0.153,0.417,0,0
28980,2021,4068,Aron Baynes,NA,C,34,9,NBA,TOR,53,980,0.441,11.4,0.661,0.385,0.181,0.056,0.039,0.339,0.532,0.59,0.473,0.471,0.333,0.262,0.738,1,0.118,31,0.155,0.188,0,0
28981,2021,4812,Ashton Hagans,NA,PG,21,1,NBA,MIN,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
28982,2021,4069,Austin Rivers,NA,SG,28,9,NBA,TOT,36,845,0.424,17.5,0.392,0.171,0.163,0.049,0.008,0.608,0.51,0.714,0.3,0.5,0.5,0.369,0.286,0.764,0,0,0.208,0.29,1,0
28983,2021,4069,Austin Rivers,NA,SG,28,9,NBA,NYK,21,442,0.43,17,0.43,0.178,0.185,0.059,0.007,0.57,0.517,0.708,0.28,0.625,1,0.364,0.3,0.643,0,0,0.195,0.267,1,0
28984,2021,4069,Austin Rivers,NA,SG,28,9,NBA,DEN,15,403,0.418,18.1,0.345,0.164,0.136,0.036,0.009,0.655,0.5,0.722,0.333,0.25,0,0.375,0.263,0.889,0,0,0.222,0.313,0,0
28985,2021,3918,Avery Bradley,NA,SG,30,11,NBA,TOT,27,602,0.374,18.2,0.409,0.158,0.099,0.035,0.117,0.591,0.443,0.741,0.353,0.167,0.2,0.327,0.71,0.939,0,0,0.396,0.375,0,0
28986,2021,3918,Avery Bradley,NA,SG,30,11,NBA,MIA,10,211,0.47,17.8,0.424,0.136,0.121,0.061,0.106,0.576,0.536,0.889,0.375,0.25,0.429,0.421,0.733,1,0,0,0.5,0.421,0,0
28987,2021,3918,Avery Bradley,NA,SG,30,11,NBA,HOU,17,391,0.314,18.5,0.4,0.171,0.086,0.019,0.124,0.6,0.381,0.667,0.333,0,0.077,0.27,0.688,0.882,0,0,0.333,0.333,0,0
28988,2021,4305,Axel Toupane,NA,SF,28,3,NBA,MIL,8,61,0.364,10.3,0.818,0.455,0.091,0.091,0.182,0.182,0.333,0.6,0,0,0,0.5,1,0,0,0,0.5,0,0,0
28989,2021,4472,Bam Adebayo,NA,C,23,4,NBA,MIA,64,2143,0.57,7.6,0.99,0.353,0.303,0.225,0.11,0.01,0.573,0.794,0.471,0.456,0.386,0.25,0.656,1,0.188,137,0.125,0,0,0
28990,2021,4148,Ben McLemore,NA,SG,27,8,NBA,TOT,53,905,0.37,21.6,0.233,0.099,0.041,0.022,0.071,0.767,0.447,0.639,0.333,0.25,0.308,0.346,0.816,0.959,0.014,4,0.236,0.5,2,0
28991,2021,4148,Ben McLemore,NA,SG,27,8,NBA,HOU,32,537,0.357,20.8,0.259,0.129,0.04,0.031,0.058,0.741,0.431,0.621,0.333,0.143,0.231,0.331,0.76,0.945,0.013,2,0.235,0.487,1,0
28992,2021,4148,Ben McLemore,NA,SG,27,8,NBA,LAL,21,368,0.39,23,0.191,0.05,0.043,0.007,0.092,0.809,0.481,0.714,0.333,1,0.385,0.368,0.923,0.976,0.014,2,0.237,0.519,1,0
28993,2021,4474,Ben Simmons,NA,PG,24,4,NBA,PHI,58,1877,0.557,4.3,0.983,0.527,0.383,0.07,0.003,0.017,0.562,0.687,0.426,0.366,0.5,0.3,0.407,1,0.153,85,0.3,0.333,0,0
28994,2021,3984,Bismack Biyombo,NA,C,28,10,NBA,CHO,66,1349,0.587,2.8,0.996,0.698,0.256,0.037,0.004,0.004,0.589,0.692,0.355,0.333,0,0,0.873,NA,0.318,70,1,0,0,0
28995,2021,3920,Blake Griffin,NA,PF,31,11,NBA,TOT,46,1186,0.423,15.1,0.501,0.265,0.175,0.029,0.032,0.499,0.505,0.633,0.431,0.167,0.154,0.341,0.5,0.757,0.046,18,0.18,0.27,1,0
