seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,fg_percent,avg_dist_fga,percent_fga_from_x2p_range,percent_fga_from_x0_3_range,percent_fga_from_x3_10_range,percent_fga_from_x10_16_range,percent_fga_from_x16_3p_range,percent_fga_from_x3p_range,fg_percent_from_x2p_range,fg_percent_from_x0_3_range,fg_percent_from_x3_10_range,fg_percent_from_x10_16_range,fg_percent_from_x16_3p_range,fg_percent_from_x3p_range,percent_assisted_x2p_fg,percent_assisted_x3p_fg,percent_dunks_of_fga,num_of_dunks,percent_corner_3s_of_3pa,corner_3_point_percent,num_heaves_attempted,num_heaves_made
28996,2021,3920,Blake Griffin,NA,PF,31,11,NBA,DET,20,626,0.365,17.3,0.441,0.144,0.207,0.045,0.045,0.559,0.429,0.656,0.391,0.2,0.1,0.315,0.286,0.615,0,0,0.169,0.238,0,0
28997,2021,3920,Blake Griffin,NA,PF,31,11,NBA,BRK,26,560,0.492,12.5,0.571,0.407,0.138,0.011,0.016,0.429,0.574,0.623,0.5,0,0.333,0.383,0.645,0.935,0.101,18,0.198,0.313,1,0
28998,2021,4306,Boban Marjanović,NA,C,32,6,NBA,DAL,33,271,0.508,6.3,0.934,0.443,0.352,0.098,0.041,0.066,0.535,0.741,0.349,0.333,0.4,0.125,0.607,1,0.156,17,0,NA,0,0
28999,2021,4307,Bobby Portis,NA,C,25,6,NBA,MIL,66,1372,0.523,12.4,0.737,0.264,0.194,0.162,0.117,0.263,0.542,0.671,0.457,0.495,0.457,0.471,0.536,1,0.062,27,0.382,0.467,0,0
29000,2021,4475,Bogdan Bogdanović,NA,SG,28,4,NBA,ATL,44,1305,0.473,18.7,0.411,0.11,0.108,0.122,0.071,0.589,0.522,0.629,0.459,0.464,0.55,0.438,0.397,0.836,0,0,0.216,0.556,0,0
29001,2021,4224,Bojan Bogdanović,NA,SF,31,7,NBA,UTA,72,2216,0.439,15.4,0.502,0.181,0.226,0.079,0.016,0.498,0.487,0.635,0.411,0.438,0.133,0.39,0.412,0.961,0.015,11,0.406,0.444,0,0
29002,2021,4692,Bol Bol,NA,PF,21,2,NBA,DEN,32,160,0.431,16.1,0.586,0.172,0.172,0.121,0.121,0.414,0.471,0.9,0.3,0.286,0.286,0.375,0.625,0.667,0.086,5,0.125,0.333,0,0
29003,2021,4591,Brad Wanamaker,NA,PG,31,3,NBA,TOT,61,1053,0.385,12.2,0.716,0.311,0.227,0.064,0.114,0.284,0.463,0.602,0.338,0.316,0.412,0.188,0.545,0.688,0.017,5,0.047,0,0,0
29004,2021,4591,Brad Wanamaker,NA,PG,31,3,NBA,GSW,39,625,0.353,14,0.647,0.231,0.249,0.052,0.116,0.353,0.429,0.6,0.302,0.222,0.45,0.213,0.542,0.692,0.017,3,0.049,0,0,0
29005,2021,4591,Brad Wanamaker,NA,PG,31,3,NBA,CHO,22,428,0.429,9.9,0.81,0.421,0.198,0.079,0.111,0.19,0.5,0.604,0.4,0.4,0.357,0.125,0.549,0.667,0.016,2,0.042,0,0,0
29006,2021,4072,Bradley Beal,NA,SG,27,9,NBA,WAS,60,2147,0.485,13.3,0.73,0.177,0.274,0.143,0.136,0.27,0.535,0.66,0.53,0.47,0.452,0.349,0.43,0.723,0.021,24,0.169,0.381,0,0
29007,2021,4693,Brandon Clarke,NA,PF,24,2,NBA,MEM,59,1415,0.517,8,0.844,0.412,0.279,0.131,0.022,0.156,0.565,0.725,0.428,0.385,0.364,0.26,0.814,1,0.145,59,0.597,0.261,0,0
29008,2021,4592,Brandon Goodwin,NA,PG,25,3,NBA,ATL,47,620,0.377,16.1,0.538,0.233,0.157,0.099,0.049,0.462,0.433,0.481,0.4,0.455,0.273,0.311,0.269,0.688,0,0,0.107,0.455,2,0
29009,2021,4379,Brandon Ingram,NA,SF,23,5,NBA,NOP,61,2093,0.466,15.9,0.659,0.144,0.115,0.224,0.176,0.341,0.51,0.677,0.417,0.449,0.51,0.381,0.368,0.79,0.027,26,0.165,0.306,3,0
29010,2021,4694,Brian Bowen,NA,SF,22,2,NBA,IND,6,15,0.25,16.6,0.75,0,0.25,0,0.5,0.25,0.333,NA,1,NA,0,0,1,NA,0,0,0,NA,0,0
29011,2021,4813,Brodric Thomas,NA,SG,24,1,NBA,TOT,32,399,0.361,17.4,0.454,0.231,0.074,0.019,0.13,0.546,0.469,0.72,0.125,0,0.286,0.271,0.478,0.813,0.056,6,0.22,0.231,0,0
29012,2021,4813,Brodric Thomas,NA,SG,24,1,NBA,HOU,4,24,0.286,22.3,0.143,0.143,0,0,0,0.857,1,1,NA,NA,NA,0.167,0,1,0,0,0,NA,0,0
29013,2021,4813,Brodric Thomas,NA,SG,24,1,NBA,CLE,28,375,0.366,17.1,0.475,0.238,0.079,0.02,0.139,0.525,0.458,0.708,0.125,0,0.286,0.283,0.5,0.8,0.059,6,0.245,0.231,0,0
29014,2021,3801,Brook Lopez,NA,C,32,13,NBA,MIL,70,1902,0.503,14.2,0.561,0.263,0.211,0.064,0.023,0.439,0.632,0.774,0.511,0.488,0.533,0.338,0.692,0.958,0.111,66,0.27,0.408,0,0
29015,2021,4594,Bruce Brown,NA,PG,24,3,NBA,BRK,65,1451,0.556,6.4,0.861,0.513,0.286,0.057,0.005,0.139,0.599,0.7,0.479,0.292,0.5,0.288,0.752,1,0.054,22,0.746,0.295,0,0
29016,2021,4225,Bruno Caboclo,NA,PF,25,7,NBA,HOU,6,36,0.471,9.6,0.706,0.353,0.353,0,0,0.294,0.667,1,0.333,NA,NA,0,0.625,NA,0.235,4,0.4,0,0,0
29017,2021,4695,Bruno Fernando,NA,C,22,2,NBA,ATL,33,226,0.409,4.5,0.955,0.659,0.182,0.068,0.045,0.045,0.429,0.586,0,0.333,0,0,0.833,NA,0.205,6,0.5,0,0,0
29018,2021,4381,Bryn Forbes,NA,SG,27,5,NBA,MIL,70,1354,0.473,21,0.355,0.045,0.078,0.091,0.142,0.645,0.511,0.542,0.39,0.604,0.507,0.452,0.667,0.968,0.002,1,0.229,0.449,0,0
29019,2021,4382,Buddy Hield,NA,SG,28,5,NBA,SAC,71,2433,0.406,21.2,0.273,0.087,0.06,0.064,0.063,0.727,0.446,0.64,0.267,0.444,0.355,0.391,0.331,0.812,0.009,8,0.136,0.469,1,0
29020,2021,4696,Caleb Martin,NA,SF,25,2,NBA,CHO,53,818,0.375,16,0.512,0.285,0.094,0.012,0.121,0.488,0.496,0.575,0.375,0.333,0.419,0.248,0.6,0.871,0.039,7,0.248,0.258,1,0
29021,2021,4697,Cam Reddish,NA,SF,21,2,NBA,ATL,26,750,0.365,15.1,0.521,0.243,0.16,0.068,0.049,0.479,0.46,0.656,0.262,0.278,0.385,0.262,0.603,0.939,0.053,11,0.27,0.324,2,0
29022,2021,4698,Cameron Johnson,NA,PF,24,2,NBA,PHO,60,1437,0.42,19.5,0.306,0.143,0.066,0.054,0.043,0.694,0.581,0.754,0.5,0.346,0.429,0.349,0.837,0.983,0.046,20,0.379,0.425,1,0
29023,2021,4814,Cameron Oliver,NA,SF,24,1,NBA,HOU,4,87,0.576,12.6,0.606,0.394,0.121,0.091,0,0.394,0.75,0.769,0.75,0.667,NA,0.308,0.867,1,0.152,5,0,NA,0,0
29024,2021,4311,Cameron Payne,NA,PG,26,6,NBA,PHO,60,1079,0.484,15.1,0.58,0.159,0.253,0.124,0.043,0.42,0.515,0.667,0.43,0.49,0.529,0.44,0.28,0.685,0,0,0.133,0.455,2,0
29025,2021,4595,Cameron Reynolds,NA,SF,25,2,NBA,TOT,5,40,0.333,18.7,0.333,0.111,0.111,0.111,0,0.667,0.5,0.5,0.5,0.5,NA,0.25,1,0.667,0.056,1,0.5,0.167,0,0
29026,2021,4595,Cameron Reynolds,NA,SF,25,2,NBA,SAS,3,6,0.5,8.5,1,0,1,0,0,0,0.5,NA,0.5,NA,NA,NA,1,NA,0,0,NA,NA,0,0
29027,2021,4595,Cameron Reynolds,NA,SF,25,2,NBA,HOU,2,34,0.313,20,0.25,0.125,0,0.125,0,0.75,0.5,0.5,NA,0.5,NA,0.25,1,0.667,0.063,1,0.5,0.167,0,0
29028,2021,4383,Caris LeVert,NA,SG,26,5,NBA,TOT,47,1486,0.441,13.4,0.683,0.224,0.206,0.189,0.064,0.317,0.495,0.659,0.345,0.513,0.346,0.326,0.375,0.56,0.021,17,0.143,0.297,1,0
29029,2021,4383,Caris LeVert,NA,SG,26,5,NBA,BRK,12,334,0.435,13.2,0.685,0.235,0.21,0.17,0.07,0.315,0.474,0.66,0.381,0.441,0.214,0.349,0.369,0.318,0.03,6,0.127,0.25,0,0
29030,2021,4383,Caris LeVert,NA,SG,26,5,NBA,IND,35,1152,0.443,13.5,0.682,0.22,0.205,0.195,0.062,0.318,0.501,0.659,0.333,0.533,0.395,0.318,0.376,0.645,0.018,11,0.149,0.31,1,0
29031,2021,3435,Carmelo Anthony,NA,PF,36,18,NBA,POR,69,1690,0.421,18.1,0.582,0.062,0.08,0.236,0.205,0.418,0.429,0.5,0.403,0.448,0.396,0.409,0.278,0.782,0.012,8,0.197,0.438,0,0
29032,2021,4699,Carsen Edwards,NA,SG,22,2,NBA,BOS,31,276,0.423,17.7,0.432,0.216,0.072,0.018,0.126,0.568,0.604,0.792,0.375,0.5,0.429,0.286,0.586,0.667,0.009,1,0.27,0.235,0,0
29033,2021,4815,Cassius Stanley,NA,SG,21,1,NBA,IND,24,93,0.302,10.4,0.698,0.419,0.233,0.047,0,0.302,0.333,0.444,0.2,0,NA,0.231,0.6,1,0.116,3,0.154,0.5,0,0
29034,2021,4816,Cassius Winston,NA,PG,22,1,NBA,WAS,22,98,0.424,19.6,0.485,0.061,0.121,0.121,0.182,0.515,0.375,0.5,0.25,0.75,0.167,0.471,0.167,0.875,0,0,0.118,0.5,0,0
29035,2021,4479,Cedi Osman,NA,SF,25,4,NBA,CLE,59,1510,0.374,16.3,0.447,0.234,0.147,0.051,0.015,0.553,0.458,0.569,0.314,0.4,0.333,0.306,0.617,0.859,0.012,7,0.191,0.323,0,0
29036,2021,4596,Chandler Hutchison,NA,SF,24,3,NBA,TOT,25,346,0.379,9.4,0.786,0.252,0.437,0.068,0.029,0.214,0.383,0.346,0.422,0.286,0.333,0.364,0.871,1,0.058,4,0.818,0.389,1,0
29037,2021,4596,Chandler Hutchison,NA,SF,24,3,NBA,CHI,7,64,0.278,7.8,0.833,0.5,0.278,0.056,0,0.167,0.267,0.222,0.4,0,NA,0.333,1,1,0.111,2,0.333,1,1,0
29038,2021,4596,Chandler Hutchison,NA,SF,24,3,NBA,WAS,18,282,0.4,9.8,0.776,0.2,0.471,0.071,0.035,0.224,0.409,0.412,0.425,0.333,0.333,0.368,0.852,1,0.047,2,0.895,0.353,0,0
29039,2021,4700,Charlie Brown,NA,SG,23,2,NBA,OKC,9,152,0.302,16.6,0.512,0.116,0.186,0.093,0.116,0.488,0.364,0.6,0.25,0.25,0.4,0.238,0.75,1,0.047,1,0.333,0.286,0,0
29040,2021,4384,Chasson Randle,NA,PG,27,4,NBA,ORL,41,837,0.388,17.5,0.451,0.203,0.131,0.051,0.068,0.549,0.449,0.708,0.258,0.167,0.25,0.338,0.271,0.682,0,0,0.138,0.278,2,0
29041,2021,4597,Chimezie Metu,NA,C,23,3,NBA,SAC,36,488,0.508,11,0.793,0.318,0.212,0.151,0.112,0.207,0.549,0.789,0.368,0.333,0.5,0.351,0.731,0.923,0.19,29,0.081,0.667,0,0
29042,2021,4481,Chris Boucher,NA,C,28,4,NBA,TOR,60,1453,0.514,12.8,0.58,0.382,0.154,0.014,0.03,0.42,0.609,0.692,0.465,0.5,0.353,0.383,0.687,0.978,0.096,46,0.14,0.333,0,0
29043,2021,4598,Chris Chiozza,NA,PG,25,3,NBA,BRK,22,232,0.352,16.4,0.523,0.193,0.159,0.08,0.091,0.477,0.391,0.529,0.286,0.286,0.375,0.31,0.389,0.462,0,0,0.024,0,1,0
29044,2021,3585,Chris Paul,NA,PG,35,16,NBA,PHO,70,2199,0.499,16.9,0.706,0.058,0.114,0.327,0.208,0.294,0.543,0.667,0.55,0.516,0.546,0.395,0.083,0.412,0,0,0.097,0.4,4,0
29045,2021,4702,Chris Silva,NA,PF,24,2,NBA,TOT,15,92,0.625,6.8,0.938,0.5,0.25,0.125,0.063,0.063,0.6,0.75,0.5,0.5,0,1,0.778,1,0.25,4,0,NA,0,0
29046,2021,4702,Chris Silva,NA,PF,24,2,NBA,MIA,11,83,0.692,6.1,0.923,0.538,0.231,0.154,0,0.077,0.667,0.857,0.333,0.5,NA,1,0.75,1,0.308,4,0,NA,0,0
29047,2021,4702,Chris Silva,NA,PF,24,2,NBA,SAC,4,9,0.333,9.6,1,0.333,0.333,0,0.333,0,0.333,0,1,NA,0,NA,1,NA,0,0,NA,NA,0,0
29048,2021,4313,Christian Wood,NA,C,25,5,NBA,HOU,41,1326,0.514,12.3,0.678,0.336,0.195,0.069,0.078,0.322,0.581,0.805,0.352,0.455,0.3,0.374,0.687,0.87,0.158,91,0.155,0.406,0,0
29049,2021,4817,Chuma Okeke,NA,PF,22,1,NBA,ORL,45,1133,0.417,16.9,0.565,0.154,0.157,0.117,0.136,0.435,0.47,0.68,0.333,0.447,0.409,0.348,0.407,0.98,0.022,7,0.149,0.381,3,0
29050,2021,4818,CJ Elleby,NA,SF,20,1,NBA,POR,30,192,0.379,16.4,0.485,0.242,0.091,0.076,0.076,0.515,0.563,0.75,0,0.6,0.6,0.206,0.444,0.714,0.045,3,0.176,0.5,0,0
29051,2021,4154,CJ McCollum,NA,SG,29,8,NBA,POR,47,1600,0.458,17.5,0.525,0.106,0.152,0.14,0.127,0.475,0.509,0.596,0.455,0.5,0.509,0.402,0.301,0.615,0.003,2,0.143,0.45,0,0
29052,2021,4230,Clint Capela,NA,C,26,7,NBA,ATL,63,1898,0.594,2.4,1,0.709,0.269,0.017,0.004,0,0.594,0.684,0.385,0.25,0.333,NA,0.668,NA,0.259,168,NA,NA,0,0
29053,2021,4703,Coby White,NA,PG,20,2,NBA,CHI,69,2156,0.416,16.6,0.497,0.221,0.109,0.063,0.104,0.503,0.473,0.558,0.347,0.456,0.436,0.359,0.292,0.785,0.008,7,0.163,0.473,1,0
29054,2021,4704,Cody Martin,NA,SF,25,2,NBA,CHO,52,849,0.441,11.2,0.691,0.436,0.117,0.074,0.064,0.309,0.515,0.561,0.636,0.214,0.333,0.276,0.597,0.875,0.085,15,0.586,0.265,1,0
29055,2021,4155,Cody Zeller,NA,C,28,8,NBA,CHO,48,1005,0.559,4.9,0.914,0.605,0.269,0.028,0.012,0.086,0.598,0.684,0.414,0.556,0.5,0.143,0.751,1,0.173,52,0.179,0,0,0
29056,2021,4819,Cole Anthony,NA,PG,20,1,NBA,ORL,47,1273,0.397,13.3,0.688,0.185,0.292,0.129,0.083,0.312,0.424,0.588,0.298,0.493,0.391,0.337,0.112,0.621,0.013,4,0.093,0.313,0,0
29057,2021,4599,Collin Sexton,NA,SG,22,3,NBA,CLE,60,2115,0.475,11.7,0.761,0.273,0.251,0.163,0.074,0.239,0.508,0.619,0.455,0.483,0.329,0.371,0.422,0.684,0.01,9,0.102,0.407,0,0
29058,2021,3992,Cory Joseph,NA,PG,29,10,NBA,TOT,63,1446,0.469,13,0.69,0.218,0.254,0.143,0.075,0.31,0.527,0.753,0.463,0.328,0.469,0.341,0.335,0.889,0,0,0.303,0.4,0,0
29059,2021,3992,Cory Joseph,NA,PG,29,10,NBA,SAC,44,944,0.444,14.3,0.624,0.2,0.196,0.14,0.088,0.376,0.513,0.74,0.51,0.2,0.5,0.33,0.413,0.968,0,0,0.362,0.441,0,0
29060,2021,3992,Cory Joseph,NA,PG,29,10,NBA,DET,19,502,0.506,11.2,0.784,0.244,0.335,0.148,0.057,0.216,0.543,0.767,0.424,0.5,0.4,0.368,0.253,0.714,0,0,0.158,0.167,0,0
29061,2021,4316,Cristiano Felício,NA,C,28,6,NBA,CHI,18,84,0.538,7.4,0.846,0.692,0.077,0,0.077,0.154,0.636,0.778,0,NA,0,0,0.429,NA,0.077,1,0,NA,0,0
29062,2021,3805,D.J. Augustin,NA,PG,33,13,NBA,TOT,57,1129,0.394,19,0.367,0.146,0.102,0.073,0.047,0.633,0.413,0.54,0.371,0.28,0.313,0.382,0.212,0.711,0,0,0.194,0.31,0,0
29063,2021,3805,D.J. Augustin,NA,PG,33,13,NBA,MIL,37,713,0.37,20,0.328,0.109,0.094,0.073,0.052,0.672,0.349,0.476,0.333,0.214,0.3,0.38,0.136,0.755,0,0,0.24,0.355,0,0
29064,2021,3805,D.J. Augustin,NA,PG,33,13,NBA,HOU,20,416,0.424,17.8,0.417,0.192,0.113,0.073,0.04,0.583,0.476,0.586,0.412,0.364,0.333,0.386,0.267,0.647,0,0,0.125,0.182,0,0
29065,2021,4482,D.J. Wilson,NA,PF,24,4,NBA,TOT,35,433,0.405,16.9,0.482,0.202,0.119,0.083,0.077,0.518,0.469,0.529,0.45,0.429,0.385,0.345,0.763,0.933,0.06,7,0.287,0.36,1,0
29066,2021,4482,D.J. Wilson,NA,PF,24,4,NBA,MIL,12,105,0.372,19.9,0.349,0.07,0.07,0.163,0.047,0.651,0.4,0,0.333,0.571,0.5,0.357,1,0.9,0,0,0.393,0.545,0,0
29067,2021,4482,D.J. Wilson,NA,PF,24,4,NBA,HOU,23,328,0.416,15.9,0.528,0.248,0.136,0.056,0.088,0.472,0.485,0.581,0.471,0.286,0.364,0.339,0.719,0.95,0.08,7,0.237,0.214,1,0
29068,2021,4317,D'Angelo Russell,NA,PG,24,6,NBA,MIN,42,1196,0.431,17.9,0.525,0.121,0.118,0.124,0.161,0.475,0.471,0.658,0.481,0.346,0.419,0.387,0.286,0.592,0.002,1,0.084,0.538,1,0
29069,2021,4820,Dakota Mathias,NA,SG,25,1,NBA,PHI,8,123,0.396,21,0.458,0.042,0.042,0.104,0.271,0.542,0.5,0.5,0.5,0.6,0.462,0.308,0.545,0.875,0,0,0.269,0.429,0,0
29070,2021,4387,Damian Jones,NA,C,25,5,NBA,TOT,39,547,0.68,6.1,0.951,0.631,0.184,0.087,0.049,0.049,0.704,0.769,0.632,0.667,0.2,0.2,0.884,1,0.35,31,0.2,1,2,0
29071,2021,4387,Damian Jones,NA,C,25,5,NBA,PHO,14,94,0.5,9.5,0.938,0.625,0.188,0.063,0.063,0.063,0.533,0.6,0.333,1,0,0,1,NA,0.313,3,0,NA,1,0
29072,2021,4387,Damian Jones,NA,C,25,5,NBA,LAL,8,112,0.941,1.8,1,0.765,0.235,0,0,0,0.941,0.923,1,NA,NA,NA,0.75,NA,0.647,10,NA,NA,0,0
29073,2021,4387,Damian Jones,NA,C,25,5,NBA,SAC,17,341,0.657,6.4,0.943,0.6,0.171,0.114,0.057,0.057,0.682,0.762,0.583,0.625,0.25,0.25,0.911,1,0.286,18,0.25,1,1,0
29074,2021,4077,Damian Lillard,NA,PG,30,9,NBA,POR,67,2398,0.451,17.9,0.472,0.238,0.096,0.044,0.094,0.528,0.519,0.631,0.359,0.441,0.437,0.391,0.177,0.393,0.015,19,0.038,0.185,4,0
29075,2021,4484,Damion Lee,NA,SG,28,4,NBA,GSW,57,1079,0.467,20.3,0.292,0.08,0.091,0.091,0.029,0.708,0.638,0.773,0.68,0.52,0.5,0.397,0.863,0.961,0.007,2,0.309,0.45,0,0
29076,2021,4485,Damyean Dotson,NA,SG,26,4,NBA,CLE,46,907,0.406,18.4,0.457,0.174,0.075,0.072,0.137,0.543,0.545,0.667,0.591,0.333,0.475,0.289,0.493,0.891,0.007,2,0.208,0.333,2,0
29077,2021,4705,Daniel Gafford,NA,PF-C,22,2,NBA,TOT,54,791,0.684,3.2,1,0.573,0.382,0.027,0.018,0,0.684,0.791,0.57,0.333,0.25,NA,0.714,NA,0.338,71,NA,NA,0,0
29078,2021,4705,Daniel Gafford,NA,PF,22,2,NBA,CHI,31,383,0.69,3.2,1,0.644,0.264,0.046,0.046,0,0.69,0.786,0.565,0.5,0.25,NA,0.65,NA,0.368,29,NA,NA,0,0
29079,2021,4705,Daniel Gafford,NA,C,22,2,NBA,WAS,23,408,0.681,3.3,1,0.529,0.457,0.014,0,0,0.681,0.795,0.571,0,NA,NA,0.755,NA,0.319,42,NA,NA,0,0
29080,2021,4821,Daniel Oturu,NA,C,21,1,NBA,LAC,30,161,0.423,7.2,0.904,0.462,0.269,0.096,0.077,0.096,0.447,0.583,0.214,0.6,0.25,0.2,0.381,1,0.115,5,0.2,0,0,0
29081,2021,4487,Daniel Theis,NA,C,28,4,NBA,TOT,65,1601,0.541,12.6,0.674,0.315,0.157,0.124,0.077,0.326,0.646,0.776,0.548,0.5,0.556,0.322,0.818,1,0.165,71,0.217,0.273,1,0
29082,2021,4487,Daniel Theis,NA,C,28,4,NBA,BOS,42,1027,0.552,12.9,0.67,0.299,0.163,0.125,0.083,0.33,0.653,0.756,0.553,0.611,0.542,0.347,0.825,1,0.16,41,0.221,0.333,1,0
29083,2021,4487,Daniel Theis,NA,C,28,4,NBA,CHI,23,574,0.522,12.1,0.68,0.343,0.146,0.124,0.067,0.32,0.636,0.803,0.538,0.318,0.583,0.281,0.805,1,0.174,30,0.211,0.167,0,0
29084,2021,3807,Danilo Gallinari,NA,PF,32,12,NBA,ATL,51,1222,0.434,19.4,0.465,0.084,0.088,0.152,0.141,0.535,0.466,0.65,0.405,0.472,0.388,0.406,0.515,0.932,0.017,6,0.094,0.333,2,0
29085,2021,3867,Danny Green,NA,SF,33,12,NBA,PHI,69,1934,0.412,21.5,0.206,0.059,0.072,0.042,0.033,0.794,0.438,0.5,0.333,0.565,0.389,0.405,0.673,0.92,0.004,2,0.456,0.442,2,0
29086,2021,4233,Dante Exum,NA,SG,25,6,NBA,CLE,6,116,0.385,13.1,0.577,0.269,0.231,0.077,0,0.423,0.533,0.857,0.333,0,NA,0.182,0.625,1,0.077,2,0.182,0.5,0,0
29087,2021,4389,Danuel House,NA,SF,27,5,NBA,HOU,36,932,0.404,17,0.426,0.224,0.103,0.037,0.063,0.574,0.483,0.557,0.464,0.3,0.353,0.346,0.643,0.815,0.074,16,0.353,0.291,1,1
29088,2021,4706,DaQuan Jeffries,NA,SG,23,2,NBA,TOT,31,493,0.417,16.3,0.442,0.2,0.167,0.025,0.05,0.558,0.566,0.792,0.35,0,0.667,0.299,0.6,0.95,0.108,10,0.388,0.346,0,0
29089,2021,4706,DaQuan Jeffries,NA,SG,23,2,NBA,SAC,18,232,0.421,14.6,0.509,0.228,0.211,0.053,0.018,0.491,0.517,0.769,0.333,0,1,0.321,0.8,1,0.105,4,0.429,0.333,0,0
29090,2021,4706,DaQuan Jeffries,NA,SG,23,2,NBA,HOU,13,261,0.413,17.8,0.381,0.175,0.127,0,0.079,0.619,0.625,0.818,0.375,NA,0.6,0.282,0.4,0.909,0.111,6,0.359,0.357,0,0
29091,2021,4390,Dario Šarić,NA,C,26,5,NBA,PHO,50,871,0.447,13.5,0.605,0.269,0.228,0.073,0.035,0.395,0.512,0.674,0.359,0.52,0.25,0.348,0.736,1,0,0,0.119,0.563,0,0
29092,2021,4707,Darius Bazley,NA,PF,20,2,NBA,OKC,55,1714,0.396,13.3,0.586,0.306,0.197,0.039,0.043,0.414,0.47,0.621,0.287,0.37,0.333,0.29,0.5,0.831,0.072,44,0.217,0.242,1,0
29093,2021,4708,Darius Garland,NA,PG,21,2,NBA,CLE,54,1790,0.451,13.1,0.668,0.238,0.269,0.111,0.05,0.332,0.479,0.586,0.444,0.393,0.35,0.395,0.307,0.705,0.001,1,0.173,0.435,0,0
29094,2021,4079,Darius Miller,NA,SF,30,6,NBA,OKC,18,197,0.458,25,0.125,0,0.021,0.042,0.063,0.875,0.833,NA,0,1,1,0.405,0.6,0.765,0,0,0.167,0.429,1,0
29095,2021,4391,David Nwaba,NA,SF,28,5,NBA,HOU,30,679,0.486,9.2,0.711,0.482,0.206,0.023,0,0.289,0.574,0.667,0.422,0,NA,0.27,0.562,1,0.06,12,0.46,0.207,0,0
29096,2021,4392,Dāvis Bertāns,NA,PF,28,5,NBA,WAS,57,1464,0.404,24.8,0.105,0.036,0.04,0.013,0.017,0.895,0.48,0.706,0.474,0.167,0.25,0.395,0.75,0.97,0.01,4,0.143,0.443,3,0
29097,2021,4489,De'Aaron Fox,NA,PG,23,4,NBA,SAC,58,2036,0.477,12.9,0.712,0.233,0.232,0.151,0.095,0.288,0.539,0.761,0.426,0.482,0.362,0.322,0.16,0.524,0.015,17,0.094,0.367,1,0
29098,2021,4709,De'Andre Hunter,NA,SF,23,2,NBA,ATL,23,678,0.484,14.8,0.617,0.226,0.129,0.153,0.109,0.383,0.582,0.661,0.563,0.474,0.593,0.326,0.629,0.903,0.044,10,0.326,0.29,1,0
29099,2021,4602,De'Anthony Melton,NA,PG,22,3,NBA,MEM,52,1045,0.438,16.9,0.463,0.163,0.155,0.104,0.041,0.537,0.467,0.609,0.295,0.561,0.313,0.412,0.412,0.793,0.033,12,0.213,0.467,0,0
29100,2021,4710,Dean Wade,NA,PF,24,2,NBA,CLE,63,1212,0.431,18.7,0.315,0.209,0.048,0.032,0.026,0.685,0.571,0.662,0.333,0.5,0.375,0.366,0.696,0.974,0.035,10,0.235,0.5,0,0
29101,2021,4603,Deandre Ayton,NA,C,22,3,NBA,PHO,69,2115,0.626,5.5,0.971,0.53,0.259,0.137,0.045,0.029,0.639,0.766,0.517,0.479,0.323,0.2,0.714,1,0.166,109,0,NA,0,0
29102,2021,3810,DeAndre Jordan,NA,C,32,13,NBA,BRK,57,1246,0.763,1.7,0.996,0.876,0.108,0.004,0.008,0.004,0.766,0.826,0.37,0,0,0,0.8,NA,0.61,137,0,NA,0,0
29103,2021,4393,DeAndre' Bembry,NA,SF,26,5,NBA,TOR,51,972,0.513,8.9,0.768,0.377,0.342,0.035,0.013,0.232,0.589,0.767,0.436,0.375,0,0.264,0.583,0.929,0.132,23,0.226,0.333,0,0
29104,2021,4822,Deividas Sirvydis,NA,SG,20,1,NBA,DET,20,133,0.35,19.1,0.3,0.175,0.075,0.025,0.025,0.7,0.333,0.571,0,0,0,0.357,1,0.7,0,0,0.393,0.273,0,0
29105,2021,4394,Dejounte Murray,NA,PG,24,4,NBA,SAS,67,2139,0.453,12.6,0.796,0.193,0.205,0.266,0.131,0.204,0.488,0.649,0.39,0.452,0.477,0.317,0.275,0.857,0.013,12,0.206,0.293,0,0
29106,2021,4320,Delon Wright,NA,SG-PG,28,6,NBA,TOT,63,1748,0.463,11.5,0.668,0.332,0.259,0.064,0.014,0.332,0.509,0.645,0.373,0.364,0.429,0.372,0.301,0.781,0.01,5,0.198,0.353,1,0
29107,2021,4320,Delon Wright,NA,SG,28,6,NBA,DET,36,1052,0.464,10.5,0.696,0.392,0.249,0.041,0.014,0.304,0.515,0.661,0.342,0.167,0.5,0.348,0.314,0.839,0.01,3,0.202,0.333,1,0
29108,2021,4320,Delon Wright,NA,PG,28,6,NBA,SAC,27,696,0.462,12.7,0.631,0.253,0.271,0.093,0.013,0.369,0.5,0.614,0.41,0.476,0.333,0.398,0.282,0.727,0.009,2,0.193,0.375,0,0
29109,2021,3872,DeMar DeRozan,NA,PF,31,12,NBA,SAS,61,2056,0.495,11,0.92,0.191,0.268,0.282,0.178,0.08,0.515,0.636,0.51,0.459,0.482,0.257,0.248,0.947,0.021,17,0.324,0.292,0,0
29110,2021,3926,DeMarcus Cousins,NA,C,30,10,NBA,TOT,41,713,0.426,13.5,0.557,0.348,0.17,0.013,0.026,0.443,0.488,0.547,0.404,0.25,0.375,0.348,0.47,0.979,0.056,13,0.067,0.333,0,0
