seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,gs,mp,fg_per_100_poss,fga_per_100_poss,fg_percent,x3p_per_100_poss,x3pa_per_100_poss,x3p_percent,x2p_per_100_poss,x2pa_per_100_poss,x2p_percent,ft_per_100_poss,fta_per_100_poss,ft_percent,orb_per_100_poss,drb_per_100_poss,trb_per_100_poss,ast_per_100_poss,stl_per_100_poss,blk_per_100_poss,tov_per_100_poss,pf_per_100_poss,pts_per_100_poss,o_rtg,d_rtg
29386,2021,4539,Luke Kornet,NA,C,25,4,NBA,BOS,18,2,254,6.7,14.2,0.473,1.7,6.9,0.25,5,7.3,0.684,0.2,0.4,0.5,2.5,7.5,10,3.8,0.4,4.8,1.2,3.7,15.4,117,110
29387,2021,4860,Malachi Flynn,NA,PG,22,1,NBA,TOR,47,14,928,6.6,17.7,0.374,2.8,8.8,0.321,3.8,9,0.424,2.3,2.9,0.804,0.5,5.5,6,7.1,2,0.4,2.2,3.5,18.4,103,114
29388,2021,4424,Malcolm Brogdon,NA,PG,28,5,NBA,IND,56,56,1930,10.9,24,0.453,3.6,9.2,0.388,7.3,14.8,0.493,3.7,4.3,0.864,1.4,5.8,7.2,8.1,1.2,0.4,2.8,2.7,29,113,115
29389,2021,4426,Malik Beasley,NA,SG,24,5,NBA,MIN,37,36,1214,10.3,23.3,0.44,5,12.5,0.399,5.3,10.9,0.487,2.6,3.1,0.85,1.1,5.2,6.3,3.4,1.2,0.3,2.3,2.4,28.2,109,118
29390,2021,4861,Malik Fitts,NA,PF,23,1,NBA,LAC,3,0,11,4.5,13.5,0.333,4.5,9,0.5,0,4.5,0,0,0,NA,0,13.5,13.5,0,0,0,0,13.5,13.5,102,112
29391,2021,4541,Malik Monk,NA,SG,22,4,NBA,CHO,42,0,878,9.6,22.2,0.434,4.7,11.8,0.401,4.9,10.4,0.471,3.3,4,0.819,0.8,4.8,5.6,4.8,1.1,0.2,3.1,2.6,27.3,108,116
29392,2021,4862,Mamadi Diakite,NA,PF,24,1,NBA,MIL,14,1,141,5.3,13.3,0.4,0.3,2.7,0.125,5,10.7,0.469,3.7,4.7,0.786,2.7,8.7,11.3,2.7,2.3,2,1,5.3,14.7,110,108
29393,2021,3835,Marc Gasol,NA,C,36,13,NBA,LAL,52,42,993,4.3,9.5,0.454,2.4,6,0.41,1.9,3.5,0.528,1.8,2.4,0.72,1.9,8.7,10.5,5.3,1.3,2.8,2.6,5.6,12.8,115,105
29394,2021,4042,Marcus Morris,NA,PF,31,10,NBA,LAC,57,29,1502,9.1,19.3,0.473,4.6,9.8,0.473,4.5,9.5,0.472,2.4,2.9,0.82,1.2,6.6,7.7,1.9,1.1,0.5,1.9,3.9,25.2,117,113
29395,2021,4275,Marcus Smart,NA,PG,26,7,NBA,BOS,48,45,1581,6.3,15.8,0.398,2.9,8.7,0.33,3.4,7,0.482,4,5,0.79,1.1,4,5.2,8.4,2.2,0.7,3,3.9,19.4,114,113
29396,2021,4544,Markelle Fultz,NA,PG,22,4,NBA,ORL,8,8,215,9.3,23.5,0.394,0.9,3.6,0.25,8.4,19.9,0.42,3.8,4.3,0.895,1.1,4.5,5.7,9.7,1.8,0.5,4.1,4.1,23.3,96,116
29397,2021,4043,Markieff Morris,NA,PF,31,10,NBA,LAL,61,27,1200,6.2,15.3,0.405,2.6,8.5,0.311,3.6,6.9,0.521,1.5,2,0.72,1.9,8.8,10.8,3,0.9,0.8,2.2,4.3,16.5,101,108
29398,2021,4863,Markus Howard,NA,SG,21,1,NBA,DEN,37,1,205,9.6,25.6,0.377,4.3,15.7,0.277,5.3,9.9,0.537,1.7,2.2,0.778,0.2,4.8,5.1,4.3,1,0.2,4.3,5.5,25.3,89,116
29399,2021,4759,Marques Bolden,NA,C,22,2,NBA,CLE,6,0,29,1.7,5.1,0.333,0,0,NA,1.7,5.1,0.333,8.5,13.6,0.625,5.1,5.1,10.2,0,3.4,3.4,3.4,0,11.9,101,108
29400,2021,4428,Marquese Chriss,NA,PF,23,5,NBA,GSW,2,0,27,8.7,24.4,0.357,1.7,8.7,0.2,7,15.7,0.444,3.5,7,0.5,5.2,17.4,22.6,3.5,0,3.5,3.5,5.2,22.6,88,104
29401,2021,4656,Marvin Bagley III,NA,PF,21,3,NBA,SAC,43,42,1112,10.7,21.2,0.504,1.6,4.7,0.343,9.1,16.5,0.55,3.3,5.8,0.575,4.6,9.2,13.7,1.9,0.9,0.9,2.5,4.3,26.2,109,117
29402,2021,4864,Mason Jones,NA,SG,22,1,NBA,TOT,32,1,334,7.4,17.5,0.423,3.4,9.4,0.364,4,8.1,0.491,5.7,9.1,0.625,1,6.8,7.8,6,1,0.1,4.1,3.4,23.8,104,117
29403,2021,4864,Mason Jones,NA,SG,22,1,NBA,HOU,26,1,307,7.2,17.6,0.412,3.5,9.9,0.359,3.7,7.7,0.48,5.4,8.8,0.614,0.6,7.2,7.9,6,0.9,0.2,4.3,3.4,23.4,101,117
29404,2021,4864,Mason Jones,NA,SG,22,1,NBA,PHI,6,0,27,8.9,16.1,0.556,1.8,3.6,0.5,7.1,12.5,0.571,8.9,12.5,0.714,5.4,1.8,7.1,5.4,1.8,0,1.8,3.6,28.6,140,112
29405,2021,4180,Mason Plumlee,NA,C,30,8,NBA,DET,56,56,1499,7.7,12.5,0.614,0,0.2,0,7.7,12.2,0.626,3.7,5.5,0.669,4.7,12.2,17,6.6,1.4,1.6,3.4,6.1,19,122,109
29406,2021,4760,Matisse Thybulle,NA,SG,23,2,NBA,PHI,65,8,1298,3.8,9,0.42,1.6,5.3,0.301,2.2,3.7,0.59,0.3,0.7,0.444,1.1,3.5,4.6,2.3,3.9,2.6,1.2,4.7,9.5,104,103
29407,2021,4762,Matt Thomas,NA,SG,26,2,NBA,TOT,45,0,326,7.4,18.9,0.394,4,11.9,0.338,3.4,7,0.489,1.8,2.1,0.857,1,5.5,6.5,2.8,0.6,0,2.1,2.7,20.7,103,115
29408,2021,4762,Matt Thomas,NA,SG,26,2,NBA,TOR,26,0,192,6,15.6,0.387,4.3,10.3,0.415,1.8,5.3,0.333,1.5,1.8,0.857,0.8,4.5,5.3,2.3,0.5,0,1.5,2.5,17.9,106,118
29409,2021,4762,Matt Thomas,NA,SG,26,2,NBA,UTA,19,0,134,9.5,23.6,0.4,3.6,14.2,0.256,5.8,9.5,0.615,2.2,2.5,0.857,1.5,6.9,8.4,3.6,0.7,0,2.9,2.9,24.7,100,112
29410,2021,4181,Matthew Dellavedova,NA,PG,30,8,NBA,CLE,13,1,224,3.1,12.3,0.25,0.9,5.5,0.16,2.2,6.8,0.323,0.9,0.9,1,1.3,4,5.3,12.8,0.9,0.2,1.3,4.6,7.9,101,118
29411,2021,4115,Maurice Harkless,NA,PF-SF,27,9,NBA,TOT,37,23,772,4.3,10.3,0.418,1.4,5.3,0.274,2.9,5.1,0.568,2.1,2.7,0.767,0.8,4.8,5.6,2.8,1.9,1.3,1.4,5.4,12.1,106,116
29412,2021,4115,Maurice Harkless,NA,SF,27,9,NBA,MIA,11,3,124,2,5.2,0.385,2,4.4,0.455,0,0.8,0,0,0.8,0,0.8,4.4,5.2,2.8,0.8,1.6,1.2,5.6,6,105,114
29413,2021,4115,Maurice Harkless,NA,PF,27,9,NBA,SAC,26,20,648,4.7,11.3,0.421,1.3,5.4,0.247,3.4,5.9,0.582,2.4,3,0.805,0.8,4.8,5.6,2.7,2.1,1.2,1.4,5.3,13.3,107,117
29414,2021,4763,Max Strus,NA,SF,24,2,NBA,MIA,39,0,507,8.3,18.3,0.455,4.9,14.5,0.338,3.4,3.8,0.897,1.6,2.4,0.667,0.5,3.5,4,2.4,1.1,0.2,0.8,4.2,23.1,115,115
29415,2021,4547,Maxi Kleber,NA,PF,29,4,NBA,DAL,50,40,1341,4.3,10.1,0.422,3.2,7.8,0.41,1.1,2.3,0.46,1.3,1.4,0.919,1.7,7.8,9.6,2.5,0.9,1.3,1.1,3.9,13,123,113
29416,2021,4116,Meyers Leonard,NA,C,28,9,NBA,MIA,3,2,29,5.1,12,0.429,5.1,12,0.429,0,0,NA,1.7,3.4,0.5,0,12,12,3.4,0,0,3.4,8.6,17.1,101,113
29417,2021,4764,Mfiondu Kabengele,NA,PF,23,2,NBA,TOT,39,0,280,5.8,15.7,0.371,2.3,8.8,0.26,3.5,6.9,0.513,2.8,3.5,0.8,2.1,8.5,10.6,3,1.4,2.3,2.6,6.3,16.8,97,111
29418,2021,4764,Mfiondu Kabengele,NA,PF,23,2,NBA,LAC,23,0,94,4.7,16.9,0.281,2.1,9.5,0.222,2.6,7.4,0.357,2.6,3.2,0.833,0.5,6.8,7.4,2.6,1.1,1.6,3.2,9.5,14.2,78,111
29419,2021,4764,Mfiondu Kabengele,NA,PF,23,2,NBA,CLE,16,0,186,6.4,15.1,0.421,2.4,8.5,0.281,4,6.6,0.6,2.9,3.7,0.786,2.9,9.3,12.2,3.2,1.6,2.7,2.4,4.8,18,107,111
29420,2021,4182,Michael Carter-Williams,NA,SG,29,8,NBA,ORL,31,25,800,6.4,16.4,0.389,0.9,3.7,0.246,5.5,12.7,0.431,3,4.9,0.613,2.4,6.1,8.5,7.8,1.5,1,4.2,4.9,16.7,93,115
29421,2021,4766,Michael Porter Jr.,NA,SF,22,2,NBA,DEN,61,54,1912,11.5,21.1,0.542,4.4,9.9,0.445,7.1,11.2,0.628,2.7,3.5,0.791,2.4,9.2,11.5,1.8,1,1.4,2,3.3,30,125,112
29422,2021,4658,Mikal Bridges,NA,SF,24,3,NBA,PHO,72,72,2348,7.6,14.1,0.543,2.8,6.6,0.425,4.8,7.4,0.647,2.3,2.8,0.84,1.6,4.9,6.5,3.2,1.6,1.3,1.2,2.4,20.4,131,112
29423,2021,3779,Mike Conley,NA,PG,33,14,NBA,UTA,51,51,1498,9.2,20.8,0.444,4.5,10.9,0.412,4.7,9.9,0.479,3.9,4.6,0.852,1.2,4.6,5.8,9.9,2.3,0.3,3.2,3.2,26.9,123,109
29424,2021,4548,Mike James,1990,PG,30,2,NBA,BRK,13,1,236,6.9,18.8,0.37,2.2,6.3,0.355,4.7,12.5,0.377,4.3,5.5,0.778,0.6,5.9,6.5,11,1.2,0.2,4.1,2,20.4,103,116
29425,2021,4183,Mike Muscala,NA,C,29,8,NBA,OKC,35,0,645,8.8,19.7,0.446,5,13.6,0.37,3.8,6.1,0.614,2.4,2.7,0.917,1.4,8.3,9.7,2.1,0.6,0.8,1.5,4,25,116,115
29426,2021,4118,Mike Scott,NA,PF,32,9,NBA,PHI,51,12,852,4.3,11.9,0.36,3,8.8,0.342,1.3,3.2,0.411,0.5,0.7,0.667,0.6,6.2,6.8,2.3,1.4,0.8,1.1,4.1,12.1,101,110
29427,2021,4659,Miles Bridges,NA,PF,22,3,NBA,CHO,66,19,1932,7.9,15.7,0.503,2.9,7.3,0.4,5,8.4,0.593,2.5,2.9,0.867,2,8,10,3.7,1.1,1.3,2.7,3.6,21.2,116,113
29428,2021,4661,Mitchell Robinson,NA,C,22,3,NBA,NYK,31,29,853,6.7,10.3,0.653,0,0,NA,6.7,10.3,0.653,1.5,3.1,0.491,6.6,8.2,14.8,1,2.1,2.6,1.5,5,15,131,104
29429,2021,4767,Miye Oni,NA,SG,23,2,NBA,UTA,54,0,519,3.3,9.3,0.354,2.8,8.3,0.341,0.5,1,0.455,0.5,0.6,0.833,2.2,5.7,7.9,2.6,1,0.8,1.5,5.7,9.9,110,110
29430,2021,4662,Mo Bamba,NA,C,22,3,NBA,ORL,46,5,725,9.5,20.2,0.472,2.6,7.9,0.322,7,12.3,0.568,3,4.4,0.682,5.1,12.7,17.8,2.3,0.9,3.9,2.4,5.8,24.6,111,109
29431,2021,4551,Monte Morris,NA,PG,25,4,NBA,DEN,47,13,1196,7.7,16,0.481,2.1,5.5,0.381,5.6,10.5,0.534,2.4,3,0.795,0.5,3.5,4,6.2,1.4,0.5,1.4,2,19.9,121,115
29432,2021,4349,Montrezl Harrell,NA,C,27,6,NBA,LAL,69,1,1580,11.5,18.6,0.622,0,0.3,0,11.5,18.3,0.632,5.6,7.9,0.707,4.9,8.3,13.2,2.2,1.4,1.5,2.3,3.9,28.7,127,106
29433,2021,4663,Moritz Wagner,NA,C,23,3,NBA,TOT,45,24,722,6.8,15,0.454,2,6,0.341,4.8,9,0.529,4.7,5.7,0.816,1.8,7.8,9.6,3.3,1.7,1.2,2.8,7.1,20.3,110,112
29434,2021,4663,Moritz Wagner,NA,C,23,3,NBA,WAS,25,13,375,7.6,15,0.508,1.6,5.2,0.31,6,9.8,0.613,5,6.4,0.788,1.6,7.4,9,3.9,2.7,1,2.6,7.6,21.9,117,109
29435,2021,4663,Moritz Wagner,NA,C,23,3,NBA,BOS,9,1,61,3.2,11.2,0.286,1.6,4.8,0.333,1.6,6.4,0.25,0.8,1.6,0.5,2.4,12.8,15.2,4.8,0,0.8,7.2,8,8.8,66,113
29436,2021,4663,Moritz Wagner,NA,C,23,3,NBA,ORL,11,10,286,6.5,15.8,0.409,2.7,7.3,0.372,3.7,8.5,0.44,4.9,5.6,0.879,1.9,7.3,9.2,2,0.7,1.5,2.2,6.1,20.6,109,115
29437,2021,4768,Moses Brown,NA,C,21,2,NBA,OKC,43,32,920,7.5,13.8,0.545,0,0,NA,7.5,13.8,0.545,4,6.5,0.619,8,11.8,19.8,0.5,1.6,2.4,2.2,4.8,19.1,117,109
29438,2021,4769,Mychal Mulder,NA,PG,26,2,NBA,GSW,60,6,766,7.3,16.2,0.449,5.2,13.1,0.397,2.1,3.1,0.667,0.9,1.3,0.636,0.5,3.2,3.7,1.6,0.7,0.7,1,3.4,20.7,113,115
29439,2021,4350,Myles Turner,NA,C,24,6,NBA,IND,47,47,1455,6.7,14,0.477,2.2,6.7,0.335,4.5,7.3,0.606,3.6,4.6,0.782,2,7.9,9.9,1.6,1.3,5.2,2.2,5.4,19.2,112,108
29440,2021,4865,Naji Marshall,NA,SF,23,1,NBA,NOP,32,10,700,5.6,14.3,0.392,2,5.7,0.349,3.6,8.6,0.421,3.6,5.1,0.707,1,9.1,10.1,6,1.8,0.7,2.6,4,16.9,106,113
29441,2021,4770,Nassir Little,NA,PF,20,2,NBA,POR,48,2,640,5.9,12.7,0.467,2.1,6.1,0.35,3.8,6.6,0.575,2.7,3.4,0.8,2.4,7.3,9.8,1.8,0.4,1,1.4,3.9,16.8,121,118
29442,2021,4866,Nate Darling,NA,SG,22,1,NBA,CHO,7,0,26,3.8,13.1,0.286,3.8,13.1,0.286,0,0,NA,5.6,5.6,1,1.9,0,1.9,1.9,0,1.9,1.9,1.9,16.9,110,120
29443,2021,4867,Nate Hinton,NA,SG,21,1,NBA,DAL,21,0,93,8,22.3,0.357,2.1,10.1,0.211,5.8,12.2,0.478,3.7,5.3,0.7,0.5,4.2,4.8,4.2,3.7,1.1,2.7,4.2,21.7,91,109
29444,2021,4868,Nathan Knight,NA,PF,23,1,NBA,ATL,33,0,279,6.5,17.6,0.37,1.1,5.8,0.182,5.5,11.8,0.463,7.8,9.7,0.8,4.8,7.9,12.7,1.4,1.6,1.8,2.6,3.9,21.9,106,112
29445,2021,4771,Naz Reid,NA,C,21,2,NBA,MIN,70,15,1347,10.7,20.4,0.523,2.1,6.1,0.351,8.5,14.3,0.597,4,5.8,0.693,2.9,8.4,11.3,2.5,1.2,2.7,2.4,6.3,27.5,115,113
29446,2021,4351,Nemanja Bjelica,NA,PF,32,6,NBA,TOT,37,3,595,7.2,16,0.454,2.2,6.9,0.318,5,9,0.559,3,4.2,0.725,2.4,8,10.3,5.6,1.2,0.4,2.7,5.5,19.7,111,116
29447,2021,4351,Nemanja Bjelica,NA,PF,32,6,NBA,SAC,26,1,439,7.5,16.4,0.46,1.9,6.3,0.293,5.7,10.1,0.565,3.5,4.6,0.762,2.6,8.3,10.9,5.4,0.9,0.2,3.1,5.2,20.4,110,119
29448,2021,4351,Nemanja Bjelica,NA,PF,32,6,NBA,MIA,11,2,156,6.4,14.6,0.435,3.2,8.6,0.37,3.2,6.1,0.526,1.6,2.9,0.556,1.6,7,8.6,6.4,2.2,1,1.6,6.4,17.5,116,110
29449,2021,4278,Nerlens Noel,NA,C,26,7,NBA,NYK,64,41,1547,4.4,7.2,0.614,0,0.1,0,4.4,7.1,0.623,1.6,2.3,0.714,4.6,8.6,13.2,1.5,2.3,4.6,2.1,5.7,10.5,121,101
29450,2021,4869,Nick Richards,NA,PF,23,1,NBA,CHO,18,0,63,3.1,7,0.444,0,0.8,0,3.1,6.2,0.5,5.4,8.5,0.636,3.1,5.4,8.5,1.6,0,0,2.3,5.4,11.6,107,119
29451,2021,4772,Nickeil Alexander-Walker,NA,SG,22,2,NBA,NOP,46,13,1007,9.1,21.8,0.419,3.6,10.4,0.347,5.5,11.4,0.485,2.3,3.1,0.727,0.6,6.2,6.9,4.9,2.2,1,3.3,4.2,24.2,101,112
29452,2021,4870,Nico Mannion,NA,PG,19,1,NBA,GSW,30,1,364,5,14.7,0.342,2.8,7.7,0.367,2.2,7,0.315,3,3.6,0.821,0.8,5.2,5.9,9,2.1,0.1,4,3.7,15.9,99,111
29453,2021,3841,Nicolas Batum,NA,SF,32,13,NBA,LAC,67,38,1835,5.2,11.1,0.464,3,7.3,0.404,2.2,3.8,0.579,1.3,1.6,0.828,1.3,7.2,8.5,4,1.9,1,1.4,2.8,14.6,124,110
29454,2021,4773,Nicolas Claxton,NA,C,21,2,NBA,BRK,32,1,594,7.3,11.8,0.621,0.1,0.4,0.2,7.2,11.4,0.636,2.5,5.2,0.484,3.5,10,13.5,2.3,1.9,3.2,1.5,5.5,17.2,124,108
29455,2021,4774,Nicolò Melli,NA,PF,30,2,NBA,TOT,45,4,566,4,12.1,0.326,2,7.3,0.271,2,4.8,0.411,1.6,2.2,0.76,2.5,8,10.5,3.8,1.2,0.3,1,5,11.5,106,114
29456,2021,4774,Nicolò Melli,NA,PF,30,2,NBA,NOP,22,0,241,3,11.7,0.254,1.4,7.4,0.189,1.6,4.4,0.364,1.2,1.4,0.857,2.4,9,11.3,5,1.8,0.2,1.4,5.6,8.6,93,113
29457,2021,4774,Nicolò Melli,NA,PF,30,2,NBA,DAL,23,4,325,4.7,12.4,0.378,2.4,7.3,0.333,2.3,5.2,0.441,2,2.7,0.722,2.6,7.3,9.9,2.9,0.8,0.3,0.8,4.6,13.8,115,115
29458,2021,4352,Nikola Jokić,NA,C,25,6,NBA,DEN,72,72,2488,14.5,25.7,0.566,1.8,4.7,0.388,12.7,21,0.606,6.8,7.8,0.868,4.1,11.4,15.5,11.9,1.9,1,4.4,3.8,37.7,130,109
29459,2021,4047,Nikola Vučević,NA,C,30,10,NBA,TOT,70,70,2348,13.8,28.9,0.477,3.6,9.1,0.4,10.1,19.8,0.513,2.7,3.2,0.84,3,13.9,16.9,5.6,1.3,1,2.6,2.8,33.9,112,110
29460,2021,4047,Nikola Vučević,NA,C,30,10,NBA,ORL,44,44,1500,14.1,29.5,0.48,3.8,9.3,0.406,10.3,20.1,0.515,3,3.6,0.827,2.8,13.9,16.8,5.4,1.4,0.9,2.7,2.6,35,112,111
29461,2021,4047,Nikola Vučević,NA,C,30,10,NBA,CHI,26,26,848,13.1,27.9,0.471,3.4,8.7,0.388,9.8,19.2,0.509,2.3,2.6,0.87,3.4,13.8,17.1,5.8,1.3,1.1,2.5,3.3,32,112,109
29462,2021,4282,Noah Vonleh,NA,PF,25,7,NBA,BRK,4,0,11,0,13.2,0,0,8.8,0,0,4.4,0,0,0,NA,0,4.4,4.4,4.4,0,0,8.8,8.8,0,14,120
29463,2021,4353,Norman Powell,NA,SG-SF,27,6,NBA,TOT,69,58,2205,9.6,20.2,0.477,3.8,9.2,0.411,5.9,11.1,0.532,5.2,6,0.871,0.9,3.8,4.7,2.8,1.8,0.4,2.6,3.5,28.3,116,116
29464,2021,4353,Norman Powell,NA,SG,27,6,NBA,TOR,42,31,1277,10.7,21.5,0.498,4.5,10.2,0.439,6.2,11.3,0.552,5.3,6.2,0.865,0.7,4.1,4.8,2.9,1.8,0.3,2.9,3.7,31.2,117,115
29465,2021,4353,Norman Powell,NA,SF,27,6,NBA,POR,27,27,928,8.2,18.5,0.443,2.8,7.7,0.361,5.4,10.8,0.502,5,5.7,0.88,1.2,3.5,4.7,2.7,1.8,0.5,2.2,3.3,24.2,114,118
29466,2021,4776,Norvel Pelle,NA,C,27,2,NBA,TOT,13,0,84,4.7,8.8,0.533,0,0,NA,4.7,8.8,0.533,2.3,3.5,0.667,3.5,7.6,11.2,1.2,0.6,5.3,1.8,8.2,11.7,113,107
29467,2021,4776,Norvel Pelle,NA,C,27,2,NBA,BRK,3,0,28,5.2,12.1,0.429,0,0,NA,5.2,12.1,0.429,0,0,NA,5.2,6.9,12.1,0,0,5.2,5.2,15.5,10.3,76,111
29468,2021,4776,Norvel Pelle,NA,C,27,2,NBA,SAC,1,0,4,0,12,0,0,0,NA,0,12,0,36,48,0.75,12,0,12,12,0,0,0,12,36,145,125
29469,2021,4776,Norvel Pelle,NA,C,27,2,NBA,NYK,9,0,52,4.8,6.7,0.714,0,0,NA,4.8,6.7,0.714,1,1.9,0.5,1.9,8.7,10.6,1,1,5.8,0,3.8,10.6,150,103
29470,2021,4871,Obi Toppin,NA,PF,22,1,NBA,NYK,62,0,683,7.6,15.3,0.498,1.9,6.2,0.306,5.7,9.1,0.629,1.4,1.9,0.731,1.9,8.2,10.1,2.1,1.2,1.1,1.7,4,18.5,112,108
29471,2021,4555,OG Anunoby,NA,SF,23,4,NBA,TOR,43,43,1433,8.4,17.5,0.48,3.5,8.8,0.398,4.9,8.7,0.562,2.7,3.4,0.784,1.8,6.2,8,3.2,2.2,1.1,2.5,3.9,23,113,112
29472,2021,4872,Onyeka Okongwu,NA,C,20,1,NBA,ATL,50,4,601,7.9,12.2,0.644,0,0.2,0,7.9,12,0.658,2.9,4.7,0.632,5.1,8.3,13.3,1.5,1.9,2.7,2.4,8.2,18.7,125,109
29473,2021,4777,Oshae Brissett,NA,SF,22,2,NBA,IND,21,16,519,6.6,13.8,0.483,3,7.1,0.423,3.6,6.6,0.548,4.6,5.9,0.769,2.6,7.8,10.5,1.6,1.7,1.8,0.9,2.9,20.9,129,111
29474,2021,4189,Otto Porter,NA,SF-PF,27,8,NBA,TOT,28,6,606,7.8,18.2,0.432,3.1,8.3,0.375,4.7,9.8,0.48,2.9,3.4,0.857,2.2,9.9,12.2,4.4,1.3,0.3,2,3.3,21.7,113,112
29475,2021,4189,Otto Porter,NA,SF,27,8,NBA,CHI,25,6,540,8,18.1,0.441,3.4,8.5,0.4,4.6,9.6,0.477,2.8,3.3,0.838,2.5,9.9,12.4,4.5,1.1,0.4,2.2,3.3,22.2,114,112
29476,2021,4189,Otto Porter,NA,PF,27,8,NBA,ORL,3,0,66,6.6,18.4,0.36,0.7,6.6,0.111,5.9,11.8,0.5,3.7,3.7,1,0,10.3,10.3,3.7,2.9,0,0,2.9,17.7,101,111
29477,2021,3698,P.J. Tucker,NA,PF,35,10,NBA,TOT,52,33,1356,2.3,6.2,0.373,1.4,4.1,0.336,0.9,2,0.448,0.7,1,0.75,1.8,5.3,7.1,2.1,1.4,0.7,1.4,4.4,6.7,104,116
29478,2021,3698,P.J. Tucker,NA,PF,35,10,NBA,HOU,32,32,959,2.4,6.5,0.366,1.3,4.2,0.314,1,2.2,0.467,0.9,1.1,0.783,1.6,5.7,7.3,2.2,1.4,0.9,1.6,4.5,7,99,116
29479,2021,3698,P.J. Tucker,NA,PF,35,10,NBA,MIL,20,1,397,2.1,5.4,0.391,1.5,3.9,0.394,0.6,1.5,0.385,0.4,0.6,0.6,2.1,4.5,6.6,1.9,1.2,0.2,0.8,4,6.2,120,115
29480,2021,4778,P.J. Washington,NA,PF,22,2,NBA,CHO,64,61,1954,7.5,17.1,0.44,2.8,7.2,0.386,4.7,9.9,0.48,2.7,3.6,0.745,2.3,8.1,10.4,4,1.7,2,3.2,4.3,20.6,105,111
29481,2021,4437,Pascal Siakam,NA,PF,26,5,NBA,TOR,56,56,2006,10.5,23.2,0.455,1.8,5.9,0.297,8.8,17.3,0.509,6,7.3,0.827,2.3,7.5,9.8,6,1.5,0.9,3.1,4.2,28.9,111,113
29482,2021,4354,Pat Connaughton,NA,SG,28,6,NBA,MIL,69,4,1575,5,11.5,0.434,3,8.1,0.371,2,3.4,0.583,0.9,1.2,0.775,1.9,8,9.9,2.4,1.5,0.7,1,3,14,121,112
29483,2021,4124,Patrick Beverley,NA,PG,32,9,NBA,LAC,37,34,832,5.5,13.1,0.423,3.3,8.4,0.397,2.2,4.7,0.468,2.1,2.7,0.8,1.7,5.4,7.1,4.5,1.7,1.7,2,6.4,16.5,118,110
29484,2021,4439,Patrick McCaw,NA,SF,25,5,NBA,TOR,5,0,33,1.5,1.5,1,0,0,NA,1.5,1.5,1,4.4,4.4,1,1.5,2.9,4.4,5.9,2.9,0,0,8.8,7.3,233,113
29485,2021,3968,Patrick Patterson,NA,PF,31,11,NBA,LAC,38,5,582,6.1,14,0.436,3.4,9.5,0.357,2.7,4.5,0.604,1.1,1.4,0.765,1.6,4.8,6.4,2.5,1.2,0.7,0.9,3.8,16.8,119,113
29486,2021,4873,Patrick Williams,NA,PF,19,1,NBA,CHI,71,71,1983,6.2,12.9,0.483,1.3,3.4,0.391,4.9,9.5,0.515,2.2,3.1,0.728,1.6,6.4,8,2.4,1.6,1.1,2.4,3.1,16,105,112
29487,2021,3898,Patty Mills,NA,PG,32,12,NBA,SAS,68,1,1685,7.3,17.6,0.412,4.6,12.4,0.375,2.6,5.2,0.5,2,2.2,0.91,0.5,2.8,3.3,4.7,1.2,0.1,1.9,2.3,21.2,111,117
29488,2021,3969,Paul George,NA,SF,30,11,NBA,LAC,54,54,1821,12.1,25.9,0.467,4.6,11.3,0.411,7.4,14.6,0.51,5.4,6.2,0.868,1.2,8.5,9.8,7.6,1.7,0.7,4.9,3.6,34.2,113,110
29489,2021,3701,Paul Millsap,NA,PF,35,15,NBA,DEN,56,36,1162,8.1,17.1,0.476,2.1,6.1,0.343,6,11,0.55,3,4.2,0.724,3.2,7.9,11.1,4.2,2.2,1.5,2.2,4.7,21.4,117,110
29490,2021,4874,Paul Reed,NA,PF,21,1,NBA,PHI,26,0,177,11.4,21.3,0.538,0,1.6,0,11.4,19.6,0.583,1.1,2.2,0.5,8.2,8.4,16.6,3.3,2.7,3.5,3.3,7.9,24,111,102
29491,2021,4779,Paul Watson,NA,SF,26,2,NBA,TOR,27,2,297,6.2,13.4,0.463,4.9,10.4,0.469,1.3,2.9,0.444,0.8,1.3,0.625,0.7,6.7,7.3,2.8,1,0.5,1.5,5.9,18.1,120,115
29492,2021,4875,Payton Pritchard,NA,SG,23,1,NBA,BOS,66,4,1268,7.1,16.1,0.44,3.9,9.6,0.411,3.2,6.5,0.482,1.5,1.7,0.889,1.3,4.8,6.1,4.6,1.4,0.3,2,4,19.6,117,115
29493,2021,4557,PJ Dozier,NA,SG,24,4,NBA,DEN,50,6,1088,6.7,16.1,0.417,2.1,6.8,0.315,4.6,9.4,0.49,1.9,3,0.636,1.6,6.7,8.3,4.2,1.4,1,2.1,3.9,17.5,104,113
29494,2021,4876,Precious Achiuwa,NA,PF,21,1,NBA,MIA,61,4,737,8.4,15.4,0.544,0,0.1,0,8.4,15.3,0.546,3.8,7.4,0.509,4.9,9.1,14,2,1.3,1.9,2.9,6.1,20.5,107,109
29495,2021,4442,Quinn Cook,NA,PG,27,5,NBA,TOT,23,0,157,9.1,21.2,0.426,3.4,8.1,0.423,5.6,13.1,0.429,2.2,2.5,0.875,0.6,4.7,5.3,5.6,1.2,0.3,2.2,3.1,23.7,107,114
