seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,gs,mp_per_game,fg_per_game,fga_per_game,fg_percent,x3p_per_game,x3pa_per_game,x3p_percent,x2p_per_game,x2pa_per_game,x2p_percent,e_fg_percent,ft_per_game,fta_per_game,ft_percent,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,pts_per_game
30011,2022,4957,Jaysean Paige,NA,PG,27,1,NBA,DET,1,0,7,0,3,0,0,2,0,0,1,0,0,0,0,NA,0,1,1,1,0,0,1,2,0
30012,2022,4518,Jayson Tatum,NA,SF,23,5,NBA,BOS,76,76,35.9,9.3,20.6,0.453,3,8.6,0.353,6.3,12,0.524,0.526,5.3,6.2,0.853,1.1,6.9,8,4.4,1,0.6,2.9,2.3,26.9
30013,2022,4958,Jeff Dowtin,NA,PG,24,1,NBA,TOT,9,0,12,0.9,2.9,0.308,0.1,1,0.111,0.8,1.9,0.412,0.327,0.2,0.2,1,0.9,1.1,2,1.1,0.6,0.1,0.6,0.6,2.1
30014,2022,4958,Jeff Dowtin,NA,PG,24,1,NBA,GSW,4,0,7,0.8,1.5,0.5,0,0.3,0,0.8,1.3,0.6,0.5,0,0,NA,0.3,1.5,1.8,0.8,0,0.3,0.3,0.5,1.5
30015,2022,4958,Jeff Dowtin,NA,PG,24,1,NBA,MIL,1,0,3,0,1,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
30016,2022,4958,Jeff Dowtin,NA,PG,24,1,NBA,ORL,4,0,19.3,1.3,4.8,0.263,0.3,1.8,0.143,1,3,0.333,0.289,0.5,0.5,1,1.8,1,2.8,1.8,1.3,0,1,0.8,3.3
30017,2022,3761,Jeff Green,NA,C,35,14,NBA,DEN,75,63,24.7,3.7,7.1,0.524,0.7,2.2,0.315,3,4.8,0.62,0.574,2.2,2.6,0.833,0.5,2.5,3.1,1.3,0.4,0.4,0.9,2,10.3
30018,2022,4636,Jemerrio Jones,NA,SF,26,2,NBA,LAL,2,0,7.5,1,1.5,0.667,0,0,NA,1,1.5,0.667,0.667,0,0,NA,1,0.5,1.5,0,0.5,0,0,1,2
30019,2022,4257,Jerami Grant,NA,PF,27,8,NBA,DET,47,47,31.9,6.3,14.9,0.426,1.9,5.4,0.358,4.4,9.5,0.465,0.491,4.6,5.5,0.838,0.6,3.5,4.1,2.4,0.9,1,1.8,2.3,19.2
30020,2022,4959,Jeremiah Robinson-Earl,NA,C,21,1,NBA,OKC,49,36,22.2,2.7,6.6,0.414,1.2,3.4,0.352,1.6,3.2,0.478,0.503,0.8,1.1,0.741,1.5,4.1,5.6,1,0.6,0.3,0.8,1.5,7.5
30021,2022,4096,Jeremy Lamb,NA,SF-SG,29,10,NBA,TOT,56,0,16.7,2.4,6.2,0.383,1,3,0.324,1.4,3.2,0.441,0.463,1.6,1.9,0.84,0.5,2.3,2.8,1.4,0.6,0.4,0.7,1.1,7.3
30022,2022,4096,Jeremy Lamb,NA,SF,29,10,NBA,IND,39,0,15.7,2.2,5.8,0.373,1,3,0.333,1.2,2.8,0.414,0.458,1.7,2.1,0.838,0.4,2,2.4,1.3,0.6,0.4,0.6,1.1,7.1
30023,2022,4096,Jeremy Lamb,NA,SG,29,10,NBA,SAC,17,0,18.9,2.8,7,0.403,0.9,3.1,0.302,1.9,3.9,0.485,0.471,1.3,1.5,0.846,0.6,2.9,3.5,1.8,0.5,0.5,0.8,0.9,7.9
30024,2022,4960,Jericho Sims,NA,PF,23,1,NBA,NYK,41,5,13.5,1,1.3,0.722,0,0,NA,1,1.3,0.722,0.722,0.3,0.7,0.414,1.5,2.6,4.1,0.5,0.3,0.5,0.5,1.6,2.2
30025,2022,4638,Jevon Carter,NA,PG,26,4,NBA,TOT,66,3,13.7,1.5,3.8,0.387,1,2.6,0.388,0.5,1.3,0.386,0.518,0.2,0.3,0.833,0.2,1.5,1.7,1.5,0.4,0.2,0.5,1,4.2
30026,2022,4638,Jevon Carter,NA,PG,26,4,NBA,BRK,46,1,12,1.3,3.8,0.333,0.9,2.8,0.331,0.3,1,0.34,0.454,0.2,0.2,0.7,0.2,1.3,1.5,1,0.3,0.2,0.6,1,3.6
30027,2022,4638,Jevon Carter,NA,PG,26,4,NBA,MIL,20,2,17.7,2,4,0.506,1.2,2.2,0.558,0.8,1.8,0.444,0.658,0.4,0.4,1,0.3,1.9,2.2,2.5,0.5,0.2,0.4,1.1,5.6
30028,2022,4023,Jimmy Butler,NA,SF,32,11,NBA,MIA,57,57,33.9,7,14.5,0.48,0.5,2,0.233,6.5,12.5,0.52,0.496,6.9,8,0.87,1.8,4.1,5.9,5.5,1.6,0.5,2.1,1.5,21.4
30029,2022,4961,Jock Landale,NA,C,26,1,NBA,SAS,54,1,10.9,1.9,3.8,0.495,0.5,1.6,0.326,1.3,2.1,0.626,0.566,0.6,0.8,0.829,1.2,1.4,2.6,0.8,0.2,0.3,0.6,1,4.9
30030,2022,4260,Joe Harris,NA,SF,30,8,NBA,BRK,14,14,30.2,4,8.9,0.452,2.9,6.3,0.466,1.1,2.6,0.417,0.617,0.4,0.4,0.833,0.4,3.6,4,1,0.5,0.1,1.1,2.2,11.3
30031,2022,4261,Joe Ingles,NA,SF,34,8,NBA,UTA,45,15,24.9,2.6,6.3,0.404,1.7,5,0.347,0.8,1.3,0.617,0.54,0.4,0.5,0.773,0.3,2.6,2.9,3.5,0.5,0.1,1,1.8,7.2
30032,2022,3327,Joe Johnson,NA,SG,40,18,NBA,BOS,1,0,2,1,1,1,0,0,NA,1,1,1,1,0,0,NA,0,0,0,0,0,0,0,0,2
30033,2022,4962,Joe Wieskamp,NA,SG,22,1,NBA,SAS,29,0,7.1,0.7,1.9,0.357,0.5,1.5,0.326,0.2,0.4,0.462,0.482,0.2,0.4,0.538,0.1,0.3,0.5,0.3,0.1,0.1,0.1,0.5,2.1
30034,2022,4963,Joel Ayayi,NA,SG,21,1,NBA,WAS,7,0,2.9,0.1,0.9,0.167,0,0.1,0,0.1,0.7,0.2,0.167,0,0,NA,0.1,0.3,0.4,0.6,0,0,0,0,0.3
30035,2022,4417,Joel Embiid,NA,C,27,6,NBA,PHI,68,68,33.8,9.8,19.6,0.499,1.4,3.7,0.371,8.4,15.9,0.529,0.534,9.6,11.8,0.814,2.1,9.6,11.7,4.2,1.1,1.5,3.1,2.7,30.6
30036,2022,4519,John Collins,NA,PF,24,5,NBA,ATL,54,53,30.8,6.3,11.9,0.526,1.2,3.3,0.364,5.1,8.7,0.588,0.576,2.5,3.1,0.793,1.7,6.1,7.8,1.8,0.6,1,1.1,3,16.2
30037,2022,4734,John Konchar,NA,SG,25,3,NBA,MEM,72,7,17.9,1.9,3.6,0.515,0.7,1.8,0.413,1.2,1.9,0.61,0.615,0.4,0.7,0.551,1.2,3.4,4.6,1.5,0.6,0.3,0.4,1.3,4.8
30038,2022,4964,Jon Teske,NA,C,24,1,NBA,MEM,3,0,2.7,0,0.3,0,0,0,NA,0,0.3,0,0,0,0.7,0,0,0.7,0.7,0.3,0.3,0,0,0.3,0
30039,2022,4100,Jonas Valančiūnas,NA,C,29,10,NBA,NOP,74,74,30.3,6.9,12.7,0.544,0.8,2.1,0.361,6.1,10.5,0.581,0.574,3.2,3.9,0.82,3.1,8.3,11.4,2.6,0.6,0.8,2.4,3.3,17.8
30040,2022,4965,Jonathan Kuminga,NA,SF,19,1,NBA,GSW,70,12,16.9,3.4,6.6,0.513,0.7,2.1,0.336,2.7,4.4,0.598,0.567,1.9,2.7,0.684,0.8,2.6,3.3,0.9,0.4,0.3,1.1,2.1,9.3
30041,2022,4523,Jordan Bell,NA,C,27,5,NBA,CHI,1,0,2,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,1,0,1,0,1,0,0,2,0
30042,2022,4265,Jordan Clarkson,NA,SG,29,8,NBA,UTA,79,1,27.1,5.9,14.1,0.419,2.4,7.6,0.318,3.5,6.5,0.535,0.504,1.8,2.2,0.828,0.8,2.6,3.5,2.5,0.8,0.2,1.6,1.9,16
30043,2022,4966,Jordan Goodwin,NA,SG,23,1,NBA,WAS,2,0,3,0,1.5,0,0,0.5,0,0,1,0,0,0,0,NA,0,0.5,0.5,0,0,0,0,0.5,0
30044,2022,4736,Jordan McLaughlin,NA,PG,25,3,NBA,MIN,62,3,14.5,1.4,3.2,0.44,0.4,1.4,0.318,1,1.9,0.53,0.508,0.5,0.6,0.75,0.4,1.2,1.5,2.9,0.9,0.2,0.6,0.9,3.8
30045,2022,4849,Jordan Nwora,NA,SF,23,2,NBA,MIL,62,13,19.1,3,7.5,0.403,1.3,3.7,0.348,1.7,3.8,0.455,0.488,0.6,0.7,0.837,0.6,3,3.6,1,0.4,0.3,0.9,1.3,7.9
30046,2022,4737,Jordan Poole,NA,SG,22,3,NBA,GSW,76,51,30,6.2,13.9,0.448,2.8,7.6,0.364,3.5,6.3,0.55,0.548,3.2,3.5,0.925,0.4,3,3.4,4,0.8,0.3,2.5,2.7,18.5
30047,2022,4967,Jordan Schakel,NA,SG,23,1,NBA,WAS,4,0,7.5,0.3,2.8,0.091,0.3,1.5,0.167,0,1.3,0,0.136,0.5,0.5,1,0.5,1.5,2,0,0.3,0,0.3,0,1.3
30048,2022,4968,Jose Alvarado,NA,PG,23,1,NBA,NOP,54,1,15.4,2.4,5.4,0.446,0.6,2,0.291,1.8,3.4,0.538,0.5,0.7,1,0.679,0.5,1.4,1.9,2.8,1.3,0.1,0.7,1.4,6.1
30049,2022,4969,Josh Christopher,NA,SG,20,1,NBA,HOU,74,2,18,3,6.8,0.448,0.8,2.6,0.296,2.3,4.2,0.54,0.504,1.1,1.5,0.735,0.7,1.8,2.5,2,0.9,0.2,1.5,1.3,7.9
30050,2022,4970,Josh Giddey,NA,SG,19,1,NBA,OKC,54,54,31.5,5.2,12.4,0.419,1,3.9,0.263,4.2,8.5,0.492,0.461,1,1.5,0.709,1.8,6,7.8,6.4,0.9,0.4,3.2,1.6,12.5
30051,2022,4850,Josh Green,NA,SG,21,2,NBA,DAL,67,3,15.5,1.9,3.8,0.508,0.4,1.2,0.359,1.5,2.7,0.573,0.563,0.5,0.7,0.689,0.8,1.6,2.4,1.2,0.7,0.2,0.7,1.7,4.8
30052,2022,4525,Josh Hart,NA,SG-SF,26,5,NBA,TOT,54,53,33.2,5.3,10.5,0.504,1.4,3.9,0.343,4,6.6,0.601,0.569,3,3.9,0.758,1.1,6,7.2,4.1,1.1,0.2,2.1,2.8,14.9
30053,2022,4525,Josh Hart,NA,SG,26,5,NBA,NOP,41,40,33.5,4.8,9.4,0.505,1,3.2,0.323,3.7,6.2,0.598,0.56,2.8,3.8,0.753,1.3,6.5,7.8,4.1,1.1,0.3,2,2.9,13.4
30054,2022,4525,Josh Hart,NA,SF,26,5,NBA,POR,13,13,32.1,7.1,14.1,0.503,2.4,6.4,0.373,4.7,7.7,0.61,0.587,3.4,4.4,0.772,0.7,4.7,5.4,4.3,1.2,0.2,2.5,2.5,19.9
30055,2022,4526,Josh Jackson,NA,SF,24,5,NBA,TOT,51,3,16.3,2.4,5.9,0.4,0.6,2.5,0.254,1.7,3.3,0.512,0.455,1.1,1.5,0.714,0.4,2.4,2.8,1.1,0.5,0.4,0.9,1.7,6.4
30056,2022,4526,Josh Jackson,NA,SF,24,5,NBA,DET,39,3,18.1,2.6,6.4,0.41,0.8,2.9,0.265,1.9,3.5,0.529,0.47,1,1.4,0.714,0.4,2.7,3.2,1.3,0.5,0.5,1,1.8,7.1
30057,2022,4526,Josh Jackson,NA,SF,24,5,NBA,SAC,12,0,10.3,1.4,4.1,0.347,0.3,1.4,0.176,1.2,2.7,0.438,0.378,1.3,1.8,0.714,0.3,1.2,1.5,0.4,0.4,0.3,0.8,1.4,4.3
30058,2022,4644,Josh Okogie,NA,SG,23,4,NBA,MIN,49,6,10.5,0.9,2.1,0.404,0.3,1,0.298,0.6,1.2,0.491,0.471,0.7,1,0.686,0.6,0.8,1.4,0.5,0.5,0.2,0.5,1.1,2.7
30059,2022,4336,Josh Richardson,NA,SG,28,7,NBA,TOT,65,7,24.6,3.6,8.2,0.438,1.6,3.8,0.415,2,4.4,0.458,0.534,1.5,1.7,0.889,0.6,2.2,2.8,1.8,0.9,0.4,1,1.8,10.2
30060,2022,4336,Josh Richardson,NA,SG,28,7,NBA,BOS,44,0,24.7,3.5,7.8,0.443,1.4,3.5,0.397,2,4.3,0.481,0.534,1.4,1.6,0.859,0.6,2.3,2.8,1.5,0.8,0.5,0.9,1.9,9.7
30061,2022,4336,Josh Richardson,NA,SG,28,7,NBA,SAS,21,7,24.4,3.9,9.1,0.429,1.9,4.3,0.444,2,4.8,0.416,0.534,1.7,1.8,0.946,0.8,2.1,2.9,2.3,1,0.3,1.3,1.6,11.4
30062,2022,4971,Joshua Primo,NA,SG,19,1,NBA,SAS,50,16,19.3,2,5.4,0.374,0.8,2.7,0.307,1.2,2.7,0.444,0.452,0.9,1.2,0.746,0.6,1.6,2.3,1.6,0.4,0.5,1.1,1.6,5.8
30063,2022,3891,Jrue Holiday,NA,PG,31,13,NBA,MIL,67,64,32.9,7.1,14.2,0.501,2,4.8,0.411,5.2,9.4,0.547,0.57,2,2.7,0.761,1,3.5,4.5,6.8,1.6,0.4,2.7,2,18.3
30064,2022,4972,JT Thor,NA,PF,19,1,NBA,CHO,33,0,7.9,0.7,1.7,0.436,0.2,0.8,0.259,0.5,0.8,0.607,0.5,0.4,0.6,0.6,0.3,1,1.3,0.6,0.2,0.3,0.3,0.8,2
30065,2022,4419,Juan Hernangómez,NA,PF,26,6,NBA,TOT,40,9,11.1,1.1,2.7,0.415,0.6,1.7,0.348,0.5,0.9,0.541,0.528,0.5,0.9,0.559,0.7,1.8,2.5,0.5,0.4,0.3,0.4,0.6,3.3
30066,2022,4419,Juan Hernangómez,NA,PF,26,6,NBA,BOS,18,0,5.3,0.3,1.5,0.185,0.2,1,0.167,0.1,0.5,0.222,0.241,0.3,0.5,0.667,0.5,0.9,1.4,0.2,0.2,0.1,0.3,0.4,1.1
30067,2022,4419,Juan Hernangómez,NA,PF,26,6,NBA,SAS,5,0,10.2,0.4,1.2,0.333,0,0.6,0,0.4,0.6,0.667,0.333,0.6,0.8,0.75,0.8,2.2,3,0.6,0.2,0.2,0.4,0,1.4
30068,2022,4419,Juan Hernangómez,NA,PF,26,6,NBA,UTA,17,9,17.5,2.2,4.3,0.507,1.2,2.8,0.438,0.9,1.5,0.64,0.651,0.6,1.2,0.476,0.9,2.6,3.5,0.8,0.5,0.4,0.5,1.1,6.2
30069,2022,4739,Juan Toscano-Anderson,NA,SF,28,3,NBA,GSW,73,6,13.6,1.6,3.2,0.489,0.4,1.2,0.322,1.2,2,0.588,0.549,0.5,1,0.571,0.4,2,2.4,1.7,0.7,0.2,0.9,1.6,4.1
30070,2022,4266,Julius Randle,NA,PF,27,8,NBA,NYK,72,72,35.3,7.1,17.3,0.411,1.7,5.4,0.308,5.4,11.9,0.458,0.459,4.2,5.6,0.756,1.7,8.2,9.9,5.1,0.7,0.5,3.4,2.8,20.1
30071,2022,4337,Justin Anderson,NA,SF,28,6,NBA,TOT,16,6,19.8,2.3,5.9,0.379,0.9,3.7,0.254,1.3,2.3,0.583,0.458,0.9,1.2,0.789,0.3,2.6,2.9,2.1,0.5,0.4,0.5,1.4,6.4
30072,2022,4337,Justin Anderson,NA,SF,28,6,NBA,CLE,3,0,15.7,1.3,2.7,0.5,0.7,2,0.333,0.7,0.7,1,0.625,1,1.3,0.75,0,2,2,2,0.3,0,0.7,1.3,4.3
30073,2022,4337,Justin Anderson,NA,SF,28,6,NBA,IND,13,6,20.7,2.5,6.7,0.368,1,4.1,0.245,1.5,2.6,0.559,0.443,0.9,1.2,0.8,0.3,2.8,3.1,2.1,0.5,0.5,0.5,1.4,6.8
30074,2022,4973,Justin Champagnie,NA,SF,20,1,NBA,TOR,36,0,7.8,0.9,1.9,0.463,0.3,0.8,0.357,0.6,1.1,0.538,0.537,0.3,0.3,1,1,1,2,0.3,0.2,0.1,0.2,0.9,2.3
30075,2022,4102,Justin Holiday,NA,SF-SG,32,9,NBA,TOT,74,65,27.8,3.5,8.9,0.394,2.4,6.5,0.367,1.1,2.4,0.467,0.528,0.7,0.8,0.806,0.4,2.2,2.6,1.7,0.8,0.4,0.9,2.1,10.1
30076,2022,4102,Justin Holiday,NA,SF,32,9,NBA,IND,49,40,28.9,3.9,9.3,0.415,2.6,6.9,0.378,1.3,2.5,0.516,0.553,0.7,0.8,0.829,0.4,2.4,2.8,1.8,0.7,0.4,1,2.1,11
30077,2022,4102,Justin Holiday,NA,SG,32,9,NBA,SAC,25,25,25.6,2.8,8.2,0.348,2,5.8,0.342,0.8,2.3,0.362,0.471,0.6,0.8,0.762,0.4,1.8,2.2,1.5,0.8,0.6,0.8,2,8.3
30078,2022,4528,Justin Jackson,NA,SF,26,5,NBA,TOT,7,0,5.3,0.7,2.1,0.333,0.4,1.3,0.333,0.3,0.9,0.333,0.433,0.3,0.3,1,0.1,0.9,1,0.3,0,0,0.1,0.4,2.1
30079,2022,4528,Justin Jackson,NA,SF,26,5,NBA,BOS,1,0,2,0,1,0,0,0,NA,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,2
30080,2022,4528,Justin Jackson,NA,SF,26,5,NBA,PHO,6,0,5.8,0.8,2.3,0.357,0.5,1.5,0.333,0.3,0.8,0.4,0.464,0,0,NA,0.2,1,1.2,0.3,0,0,0.2,0.5,2.2
30081,2022,4741,Justin Robinson,NA,PG,24,3,NBA,TOT,25,0,12.2,1.1,3.7,0.301,0.7,2.4,0.295,0.4,1.3,0.313,0.398,0.2,0.3,0.5,0.2,0.7,0.8,1.3,0.4,0,0.7,1.1,3.1
30082,2022,4741,Justin Robinson,NA,PG,24,3,NBA,MIL,17,0,11.6,1.1,3.4,0.316,0.6,2.2,0.27,0.5,1.2,0.4,0.404,0.1,0.1,1,0.1,0.6,0.8,1.2,0.5,0,0.6,1,2.8
30083,2022,4741,Justin Robinson,NA,PG,24,3,NBA,SAC,3,0,5,0.3,2.7,0.125,0,1,0,0.3,1.7,0.2,0.125,0,0,NA,0,0.3,0.3,0.7,0,0,0.3,0.7,0.7
30084,2022,4741,Justin Robinson,NA,PG,24,3,NBA,DET,5,0,18.2,1.8,5.6,0.321,1.6,4.2,0.381,0.2,1.4,0.143,0.464,0.4,1.2,0.333,0.4,1,1.4,1.8,0.2,0.2,1,1.6,5.6
30085,2022,4338,Justise Winslow,NA,SF,25,7,NBA,TOT,48,11,16.1,2.3,5.4,0.428,0.3,1.4,0.227,2,4,0.497,0.457,0.8,1.4,0.591,1,3.2,4.2,1.8,0.7,0.5,1,1.4,5.7
30086,2022,4338,Justise Winslow,NA,SF,25,7,NBA,LAC,37,1,12.9,1.7,3.8,0.447,0.1,0.8,0.172,1.6,3,0.518,0.465,0.7,1.1,0.61,0.8,2.8,3.6,1.4,0.6,0.5,1,1.2,4.2
30087,2022,4338,Justise Winslow,NA,SF,25,7,NBA,POR,11,10,26.8,4.3,10.5,0.405,0.9,3.4,0.27,3.4,7.2,0.468,0.448,1.3,2.3,0.56,1.8,4.5,6.3,2.9,1.3,0.6,1.1,1.9,10.7
30088,2022,4267,Jusuf Nurkić,NA,C,27,8,NBA,POR,56,56,28.2,5.7,10.7,0.535,0.3,1,0.268,5.5,9.7,0.563,0.548,3.3,4.8,0.69,3,8.1,11.1,2.8,1.1,0.6,2.6,3.4,15
30089,2022,4743,Juwan Morgan,NA,PF,24,3,NBA,TOT,2,0,15.5,1,1.5,0.667,0.5,1,0.5,0.5,0.5,1,0.833,0,0,NA,1,1,2,0.5,0,0,0,1.5,2.5
30090,2022,4743,Juwan Morgan,NA,PF,24,3,NBA,TOR,1,0,27,2,3,0.667,1,2,0.5,1,1,1,0.833,0,0,NA,2,2,4,1,0,0,0,3,5
30091,2022,4743,Juwan Morgan,NA,PF,24,3,NBA,BOS,1,0,4,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0
30092,2022,4974,Kai Jones,NA,C,21,1,NBA,CHO,21,0,3,0.4,0.7,0.643,0,0.1,0.5,0.4,0.6,0.667,0.679,0.1,0.4,0.375,0.1,0.4,0.5,0.2,0,0.1,0.3,0.4,1
30093,2022,4339,Karl-Anthony Towns,NA,C,26,7,NBA,MIN,74,74,33.5,8.7,16.4,0.529,2,4.9,0.41,6.6,11.5,0.58,0.591,5.2,6.3,0.822,2.6,7.2,9.8,3.6,1,1.1,3.1,3.6,24.6
30094,2022,4975,Keifer Sykes,NA,PG,28,1,NBA,IND,32,11,17.7,2.2,5.9,0.363,0.8,2.8,0.3,1.3,3.1,0.42,0.434,0.5,0.5,0.882,0.3,1.2,1.4,1.9,0.4,0.1,1,1.6,5.6
30095,2022,4646,Keita Bates-Diop,NA,SF,26,4,NBA,SAS,59,14,16.2,2.3,4.5,0.517,0.3,0.9,0.309,2,3.5,0.572,0.549,0.8,1,0.754,1.1,2.9,3.9,0.7,0.5,0.2,0.8,1,5.7
30096,2022,4744,Kelan Martin,NA,SF,26,3,NBA,TOT,30,1,15,2.3,5.7,0.409,0.7,2.5,0.293,1.6,3.2,0.5,0.474,0.3,0.4,0.692,0.6,1.3,1.8,0.7,0.4,0.3,0.5,1.2,5.7
30097,2022,4744,Kelan Martin,NA,SF,26,3,NBA,IND,27,1,16.4,2.6,6.2,0.417,0.8,2.7,0.297,1.8,3.5,0.511,0.482,0.3,0.5,0.692,0.6,1.4,2,0.8,0.5,0.3,0.5,1.3,6.3
30098,2022,4744,Kelan Martin,NA,SF,26,3,NBA,BOS,3,0,2,0,1,0,0,0.3,0,0,0.7,0,0,0,0,NA,0.3,0.3,0.7,0,0,0,0,0,0
30099,2022,4745,Keldon Johnson,NA,SF,22,3,NBA,SAS,75,74,31.9,6.3,13.5,0.466,2.1,5.3,0.398,4.2,8.2,0.51,0.545,2.4,3.1,0.756,1.1,5,6.1,2.1,0.8,0.2,1.2,2,17
30100,2022,4853,Keljin Blevins,NA,SF,26,2,NBA,POR,31,1,11.3,1.1,3.6,0.306,0.7,2.3,0.292,0.4,1.3,0.333,0.401,0.2,0.4,0.545,0.5,0.9,1.5,0.6,0.4,0,0.5,0.9,3.1
30101,2022,4177,Kelly Olynyk,NA,C,30,9,NBA,DET,40,1,19.1,3.2,7.2,0.448,1,3,0.336,2.2,4.2,0.527,0.517,1.7,2.2,0.775,1.4,3.1,4.4,2.8,0.8,0.5,1.5,2.5,9.1
30102,2022,4341,Kelly Oubre Jr.,NA,SF,26,7,NBA,CHO,76,13,26.3,5.4,12.3,0.44,2.5,7.3,0.345,2.9,5,0.578,0.542,1.7,2.5,0.667,1,2.9,4,1.1,1,0.4,0.9,2.5,15
30103,2022,4034,Kemba Walker,NA,PG,31,11,NBA,NYK,37,37,25.6,4,10,0.403,2,5.4,0.367,2.1,4.6,0.444,0.501,1.6,1.9,0.845,0.4,2.6,3,3.5,0.7,0.2,1.3,1,11.6
30104,2022,4647,Kenrich Williams,NA,SF,27,4,NBA,OKC,49,0,21.9,3,6.5,0.461,0.8,2.5,0.339,2.1,4,0.536,0.525,0.6,1.1,0.545,1.5,3,4.5,2.2,0.9,0.2,0.9,1.7,7.4
30105,2022,4104,Kent Bazemore,NA,SF,32,10,NBA,LAL,39,14,14,1.2,3.6,0.324,0.7,2.1,0.363,0.4,1.5,0.271,0.428,0.3,0.4,0.765,0.3,1.4,1.8,0.9,0.6,0.2,0.5,1.8,3.4
30106,2022,4178,Kentavious Caldwell-Pope,NA,SG,28,9,NBA,WAS,77,77,30.2,4.7,10.8,0.435,2.1,5.3,0.39,2.6,5.5,0.48,0.531,1.8,2,0.89,0.5,2.9,3.4,1.9,1.1,0.3,1.3,1.8,13.2
30107,2022,4854,Kenyon Martin Jr.,NA,SF,21,2,NBA,HOU,79,2,21,3.5,6.6,0.533,0.8,2.1,0.357,2.8,4.5,0.617,0.591,1,1.6,0.634,1,2.7,3.8,1.3,0.4,0.5,0.8,1.4,8.8
30108,2022,4976,Keon Johnson,NA,SG,19,1,NBA,TOT,37,12,18.8,2.6,7.4,0.353,0.9,2.7,0.34,1.7,4.6,0.36,0.415,1.1,1.4,0.804,0.6,1.5,2.2,2.1,0.8,0.3,1.2,1.9,7.2
30109,2022,4976,Keon Johnson,NA,SG,19,1,NBA,LAC,15,0,9,1.1,3.4,0.333,0.2,0.7,0.273,0.9,2.7,0.35,0.363,1.1,1.4,0.762,0.4,1,1.4,0.9,0.5,0.1,0.5,1.4,3.5
30110,2022,4976,Keon Johnson,NA,SG,19,1,NBA,POR,22,12,25.5,3.6,10,0.357,1.4,4,0.348,2.2,6,0.364,0.428,1.1,1.4,0.833,0.8,1.9,2.7,2.9,1,0.5,1.8,2.2,9.7
30111,2022,4977,Kessler Edwards,NA,SF,21,1,NBA,BRK,48,23,20.6,2.3,5.6,0.412,1,2.8,0.353,1.3,2.7,0.473,0.502,0.3,0.4,0.842,0.9,2.7,3.6,0.6,0.6,0.5,0.9,1.8,5.9
30112,2022,3770,Kevin Durant,NA,PF,33,14,NBA,BRK,55,55,37.2,10.5,20.3,0.518,2.1,5.5,0.383,8.4,14.8,0.568,0.57,6.8,7.4,0.91,0.5,6.9,7.4,6.4,0.9,0.9,3.5,2.1,29.9
30113,2022,4648,Kevin Huerter,NA,SG,23,4,NBA,ATL,74,60,29.6,4.7,10.3,0.454,2.2,5.6,0.389,2.5,4.7,0.53,0.559,0.6,0.7,0.808,0.4,3,3.4,2.7,0.7,0.4,1.2,2.5,12.1
30114,2022,4649,Kevin Knox,NA,SF,22,4,NBA,TOT,30,0,7.4,1,2.8,0.365,0.5,1.8,0.278,0.5,1,0.516,0.453,0.5,0.7,0.727,0.5,1,1.5,0.3,0.1,0.1,0.2,0.6,3.1
30115,2022,4649,Kevin Knox,NA,SF,22,4,NBA,NYK,13,0,8.5,1.2,3.1,0.375,0.8,2.2,0.357,0.4,0.9,0.417,0.5,0.5,0.8,0.7,0.6,1.1,1.7,0.2,0.2,0.1,0.4,0.4,3.6
30116,2022,4649,Kevin Knox,NA,SF,22,4,NBA,ATL,17,0,6.5,0.9,2.6,0.356,0.3,1.5,0.192,0.6,1.1,0.579,0.411,0.5,0.7,0.75,0.4,0.9,1.3,0.4,0.1,0.1,0.1,0.8,2.7
30117,2022,3830,Kevin Love,NA,PF,33,14,NBA,CLE,74,4,22.5,4.4,10.3,0.43,2.5,6.4,0.392,1.9,3.8,0.493,0.553,2.2,2.7,0.838,1.2,6.1,7.2,2.2,0.4,0.2,1.3,1.4,13.6
30118,2022,4978,Kevin Pangos,NA,PG,29,1,NBA,CLE,24,3,6.9,0.6,1.9,0.326,0.3,1.1,0.231,0.4,0.8,0.45,0.391,0.1,0.2,0.75,0.1,0.4,0.5,1.3,0.1,0,0.3,0.5,1.6
30119,2022,4748,Kevin Porter Jr.,NA,PG,21,3,NBA,HOU,61,61,31.3,5.5,13.2,0.415,2.5,6.8,0.375,3,6.5,0.456,0.511,2,3.2,0.642,0.7,3.7,4.4,6.2,1.1,0.4,3.1,2.6,15.6
30120,2022,4342,Kevon Looney,NA,C,25,7,NBA,GSW,82,80,21.1,2.5,4.4,0.571,0,0,0,2.5,4.4,0.573,0.571,0.9,1.5,0.6,2.5,4.7,7.3,2,0.6,0.6,0.8,2.6,6
30121,2022,4531,Khem Birch,NA,C,29,5,NBA,TOR,55,28,18,1.8,3.6,0.485,0,0.3,0,1.8,3.4,0.522,0.485,1,1.3,0.746,2.2,2.1,4.3,1,0.5,0.5,0.5,1.9,4.5
