season,seas_id,player_id,player,birth_year,pos,age,lg,tm,experience
1964,2712,751,Tom Meschery,NA,SF,25,NBA,SFW,3
1964,2713,718,Tom Sanders,NA,PF,25,NBA,BOS,4
1964,2714,814,Tom Thacker,1939,PG,24,NBA,CIN,1
1964,2715,752,Walt Bellamy,NA,C,24,NBA,BAL,3
1964,2716,680,Wayne Embry,NA,C,26,NBA,CIN,6
1964,2717,790,Wayne Hightower,1940,PF,24,NBA,SFW,2
1964,2718,719,Willie Jones,NA,PG,27,NBA,DET,4
1964,2719,634,Willie Naulls,NA,SF,29,NBA,BOS,8
1964,2720,699,Wilt Chamberlain,NA,C,27,NBA,SFW,5
1964,2721,791,Zelmo Beaty,1939,C,24,NBA,STL,2
1965,2722,720,Adrian Smith,1936,SG,28,NBA,CIN,4
1965,2723,700,Al Attles,NA,PG,28,NBA,SFW,5
1965,2724,609,Al Bianchi,NA,PG,32,NBA,PHI,9
1965,2725,721,Al Butler,NA,PG,26,NBA,BAL,4
1965,2726,792,Art Heyman,1941,SG,23,NBA,NYK,2
1965,2727,681,Bailey Howell,NA,PF,28,NBA,BAL,6
1965,2728,815,Barry Kramer,1942,SF,22,NBA,TOT,1
1965,2729,815,Barry Kramer,1942,SF,22,NBA,SFW,1
1965,2730,815,Barry Kramer,1942,SF,22,NBA,NYK,1
1965,2731,756,Ben Warley,1936,SF,28,NBA,PHI,3
1965,2732,722,Bevo Nordmann,NA,C,25,NBA,BOS,4
1965,2733,757,Bill Bridges,NA,PF,25,NBA,STL,3
1965,2734,758,Bill McGill,1939,C,25,NBA,TOT,3
1965,2735,758,Bill McGill,1939,C,25,NBA,STL,3
1965,2736,758,Bill McGill,1939,C,25,NBA,LAL,3
1965,2737,610,Bill Russell,NA,C,30,NBA,BOS,9
1965,2738,701,Bob Boozer,NA,SF,27,NBA,NYK,5
1965,2739,759,Bob Duffy,1940,PG,24,NBA,DET,3
1965,2740,683,Bob Ferry,NA,PF,27,NBA,BAL,6
1965,2741,549,Bob Pettit,NA,PF,32,NBA,STL,11
1965,2742,661,Bucky Bockhorn,NA,SG,31,NBA,CIN,7
1965,2743,816,Bud Koper,NA,SG,22,NBA,SFW,1
1965,2744,760,Bud Olsen,1940,PF,24,NBA,CIN,3
1965,2745,761,Charlie Hardnett,NA,PF,26,NBA,BAL,3
1965,2746,762,Chet Walker,NA,SF,24,NBA,PHI,3
1965,2747,763,Chico Vaughn,1940,SG,24,NBA,STL,3
1965,2748,615,Cliff Hagan,1931,SF,33,NBA,STL,9
1965,2749,662,Connie Dierking,NA,C,28,NBA,TOT,4
1965,2750,662,Connie Dierking,NA,C,28,NBA,PHI,4
1965,2751,662,Connie Dierking,NA,C,28,NBA,SFW,4
1965,2752,817,Cotton Nash,1942,SF,22,NBA,TOT,1
1965,2753,817,Cotton Nash,1942,SF,22,NBA,LAL,1
1965,2754,817,Cotton Nash,1942,SF,22,NBA,SFW,1
1965,2755,703,Darrall Imhoff,NA,C,26,NBA,LAL,5
1965,2756,704,Dave Budd,NA,SF,26,NBA,NYK,5
1965,2757,767,Dave DeBusschere,NA,PF,24,NBA,DET,3
1965,2758,663,Dave Gambee,NA,SF,27,NBA,PHI,7
1965,2759,686,Dick Barnett,NA,SG,28,NBA,LAL,5
1965,2760,793,Don Kojis,NA,SF,26,NBA,DET,2
1965,2761,770,Don Nelson,NA,SF,24,NBA,LAL,3
1965,2762,705,Don Ohl,NA,SG,28,NBA,BAL,5
1965,2763,730,Donnie Butcher,NA,PG,28,NBA,DET,4
1965,2764,732,Ed Burton,NA,F,25,NBA,STL,2
1965,2765,794,Eddie Miles,NA,PG,24,NBA,DET,2
1965,2766,664,Elgin Baylor,NA,SF,30,NBA,LAL,7
1965,2767,818,Em Bryant,NA,PG,26,NBA,NYK,1
1965,2768,819,Gary Bradds,1942,SF,22,NBA,BAL,1
1965,2769,795,Gary Hill,NA,SG,23,NBA,TOT,2
1965,2770,795,Gary Hill,NA,SG,23,NBA,SFW,2
1965,2771,795,Gary Hill,NA,SG,23,NBA,BAL,2
1965,2772,734,Gary Phillips,NA,SG,25,NBA,SFW,4
1965,2773,772,Gene Wiley,1937,C,27,NBA,LAL,3
1965,2774,707,George Lee,NA,SF,28,NBA,SFW,5
1965,2775,820,George Wilson,NA,C,22,NBA,CIN,1
1965,2776,796,Gerry Ward,NA,SG,23,NBA,BOS,2
1965,2777,797,Gus Johnson,1938,SF,26,NBA,BAL,2
1965,2778,665,Guy Rodgers,NA,SG,29,NBA,SFW,7
1965,2779,666,Hal Greer,NA,SG,28,NBA,PHI,7
1965,2780,821,Happy Hairston,NA,PF,22,NBA,CIN,1
1965,2781,822,Howard Komives,NA,PG,23,NBA,NYK,1
1965,2782,667,Hub Reed,NA,C,28,NBA,DET,7
1965,2783,596,Jack Twyman,NA,SF,30,NBA,CIN,10
1965,2784,709,Jackie Moreland,1938,PF,26,NBA,DET,5
1965,2785,798,Jay Arnette,NA,SG,26,NBA,CIN,2
1965,2786,823,Jeff Mullins,NA,SG,22,NBA,STL,1
1965,2787,799,Jerry Greenspan,NA,SG,23,NBA,PHI,2
1965,2788,824,Jerry Grote,NA,G,24,NBA,LAL,1
1965,2789,801,Jerry Lucas,NA,PF,24,NBA,CIN,2
1965,2790,710,Jerry West,NA,PG,26,NBA,LAL,5
1965,2791,825,Jim Barnes,NA,PF,23,NBA,NYK,1
1965,2792,802,Jim King,NA,PG,23,NBA,LAL,2
1965,2793,826,Joe Caldwell,1941,SF,23,NBA,DET,1
1965,2794,777,John Barnhill,1938,SG,26,NBA,STL,3
1965,2795,778,John Havlicek,NA,SG,24,NBA,BOS,3
1965,2796,779,John Rudometkin,NA,SF,24,NBA,TOT,3
1965,2797,779,John Rudometkin,NA,SF,24,NBA,NYK,3
1965,2798,779,John Rudometkin,NA,SF,24,NBA,SFW,3
1965,2799,827,John Thompson,NA,PF,23,NBA,BOS,1
1965,2800,828,John Tresvant,NA,PF,25,NBA,STL,1
1965,2801,742,Johnny Egan,NA,PG,26,NBA,NYK,4
1965,2802,691,Johnny Green,NA,PF,31,NBA,NYK,6
1965,2803,671,K.C. Jones,NA,PG,32,NBA,BOS,7
1965,2804,781,Kevin Loughery,NA,PG,24,NBA,BAL,3
1965,2805,570,Larry Costello,NA,PG,33,NBA,PHI,10
1965,2806,829,Larry Jones,1942,SG,22,NBA,PHI,1
1965,2807,806,Larry Siegfried,NA,SG,25,NBA,BOS,2
1965,2808,782,Len Chappell,1941,C,24,NBA,NYK,3
1965,2809,712,Lenny Wilkens,NA,PG,27,NBA,STL,5
1965,2810,783,Leroy Ellis,NA,C,24,NBA,LAL,3
1965,2811,830,Les Hunter,1942,PF,22,NBA,BAL,1
1965,2812,831,Luke Jackson,1941,PF,23,NBA,PHI,1
1965,2813,832,McCoy McLemore,NA,SF,22,NBA,SFW,1
1965,2814,833,Mel Counts,NA,C,23,NBA,BOS,1
1965,2815,673,Mike Farmer,NA,SF,28,NBA,STL,6
1965,2816,809,Nate Thurmond,NA,PF,23,NBA,SFW,2
1965,2817,713,Oscar Robertson,NA,PG,26,NBA,CIN,5
1965,2818,744,Paul Neumann,NA,PG,27,NBA,TOT,4
1965,2819,744,Paul Neumann,NA,PG,27,NBA,PHI,4
1965,2820,744,Paul Neumann,NA,PG,27,NBA,SFW,4
1965,2821,834,Paul Silas,NA,PF,21,NBA,STL,1
1965,2822,745,Ray Scott,1938,PF,26,NBA,DET,4
1965,2823,573,Red Kerr,NA,C,32,NBA,PHI,11
1965,2824,810,Reggie Harding,1942,C,22,NBA,DET,2
1965,2825,628,Richie Guerin,NA,SG,32,NBA,STL,9
1965,2826,811,Rod Thorn,NA,SG,23,NBA,DET,2
1965,2827,835,Ron Bonham,1942,SF,22,NBA,BOS,1
1965,2828,694,Rudy LaRusso,NA,PF,27,NBA,LAL,6
1965,2829,652,Sam Jones,NA,SG,31,NBA,BOS,8
1965,2830,631,Si Green,NA,PG,31,NBA,BAL,8
1965,2831,836,Steve Courtin,NA,SG,22,NBA,PHI,1
1965,2832,788,Terry Dischinger,NA,SG,24,NBA,DET,3
1965,2833,607,Tom Gola,NA,SG,32,NBA,NYK,9
1965,2834,695,Tom Hawkins,NA,SF,28,NBA,CIN,6
1965,2835,633,Tom Heinsohn,NA,SF,30,NBA,BOS,9
1965,2836,813,Tom Hoover,1941,C,24,NBA,NYK,2
1965,2837,751,Tom Meschery,NA,SF,26,NBA,SFW,4
1965,2838,718,Tom Sanders,NA,PF,26,NBA,BOS,5
1965,2839,814,Tom Thacker,1939,PG,25,NBA,CIN,2
1965,2840,837,Wali Jones,1942,SG,22,NBA,BAL,1
1965,2841,752,Walt Bellamy,NA,C,25,NBA,BAL,4
1965,2842,838,Walt Hazzard,NA,SG,22,NBA,LAL,1
1965,2843,680,Wayne Embry,NA,C,27,NBA,CIN,7
1965,2844,790,Wayne Hightower,1940,PF,25,NBA,TOT,3
1965,2845,790,Wayne Hightower,1940,PF,25,NBA,SFW,3
1965,2846,790,Wayne Hightower,1940,PF,25,NBA,BAL,3
1965,2847,719,Willie Jones,NA,PG,28,NBA,DET,5
1965,2848,634,Willie Naulls,NA,SF,30,NBA,BOS,9
1965,2849,839,Willis Reed,NA,C,22,NBA,NYK,1
1965,2850,699,Wilt Chamberlain,NA,C,28,NBA,TOT,6
1965,2851,699,Wilt Chamberlain,NA,C,28,NBA,SFW,6
1965,2852,699,Wilt Chamberlain,NA,C,28,NBA,PHI,6
1965,2853,791,Zelmo Beaty,1939,C,25,NBA,STL,3
1966,2854,720,Adrian Smith,1936,SG,29,NBA,CIN,5
1966,2855,700,Al Attles,NA,PG,29,NBA,SFW,6
1966,2856,609,Al Bianchi,NA,PG,33,NBA,PHI,10
1966,2857,792,Art Heyman,1941,F-G,24,NBA,TOT,3
1966,2858,792,Art Heyman,1941,F-G,24,NBA,CIN,3
1966,2859,792,Art Heyman,1941,F-G,24,NBA,PHI,3
1966,2860,681,Bailey Howell,NA,PF,29,NBA,BAL,7
1966,2861,840,Barry Clemens,NA,SF,22,NBA,NYK,1
1966,2862,756,Ben Warley,1936,SF,29,NBA,TOT,4
1966,2863,756,Ben Warley,1936,SF,29,NBA,PHI,4
1966,2864,756,Ben Warley,1936,SF,29,NBA,BAL,4
1966,2865,757,Bill Bridges,NA,PF,26,NBA,STL,4
1966,2866,841,Bill Buntin,NA,C,23,NBA,DET,1
1966,2867,610,Bill Russell,NA,C,31,NBA,BOS,10
1966,2868,842,Billy Cunningham,1943,SF,22,NBA,PHI,1
1966,2869,701,Bob Boozer,NA,PF,28,NBA,LAL,6
1966,2870,683,Bob Ferry,NA,C,28,NBA,BAL,7
1966,2871,843,Bob Warlick,1941,SG,24,NBA,DET,1
1966,2872,844,Bob Weiss,NA,G,23,NBA,PHI,1
1966,2873,760,Bud Olsen,1940,PF,25,NBA,TOT,4
1966,2874,760,Bud Olsen,1940,PF,25,NBA,CIN,4
1966,2875,760,Bud Olsen,1940,PF,25,NBA,SFW,4
1966,2876,762,Chet Walker,NA,SF,25,NBA,PHI,4
1966,2877,763,Chico Vaughn,1940,PG,25,NBA,TOT,4
1966,2878,763,Chico Vaughn,1940,PG,25,NBA,STL,4
1966,2879,763,Chico Vaughn,1940,PG,25,NBA,DET,4
1966,2880,615,Cliff Hagan,1931,SF,34,NBA,STL,10
1966,2881,662,Connie Dierking,NA,C,29,NBA,CIN,5
1966,2882,703,Darrall Imhoff,NA,C,27,NBA,LAL,6
1966,2883,767,Dave DeBusschere,NA,SF,25,NBA,DET,4
1966,2884,663,Dave Gambee,NA,SF,28,NBA,PHI,8
1966,2885,845,Dave Stallworth,NA,SF,24,NBA,NYK,1
1966,2886,686,Dick Barnett,NA,SG,29,NBA,NYK,6
1966,2887,846,Dick Van Arsdale,NA,SG,22,NBA,NYK,1
1966,2888,793,Don Kojis,NA,SF,27,NBA,DET,3
1966,2889,770,Don Nelson,NA,SF,25,NBA,BOS,4
1966,2890,705,Don Ohl,NA,PG,29,NBA,BAL,6
1966,2891,730,Donnie Butcher,NA,PG,29,NBA,DET,5
1966,2892,794,Eddie Miles,NA,PG,25,NBA,DET,3
1966,2893,664,Elgin Baylor,NA,SF,31,NBA,LAL,8
1966,2894,818,Em Bryant,NA,PG,27,NBA,NYK,2
1966,2895,847,Fred Hetzel,NA,SF,23,NBA,SFW,1
1966,2896,848,Gail Goodrich,NA,SG,22,NBA,LAL,1
1966,2897,819,Gary Bradds,1942,SF,23,NBA,BAL,2
1966,2898,734,Gary Phillips,NA,SG,26,NBA,SFW,5
1966,2899,771,Gene Tormohlen,NA,C,28,NBA,STL,3
1966,2900,772,Gene Wiley,1937,C,28,NBA,LAL,4
1966,2901,820,George Wilson,NA,C,23,NBA,CIN,2
1966,2902,796,Gerry Ward,NA,SG,24,NBA,PHI,3
1966,2903,797,Gus Johnson,1938,SF,27,NBA,BAL,3
1966,2904,665,Guy Rodgers,NA,SG,30,NBA,SFW,8
1966,2905,666,Hal Greer,NA,SG,29,NBA,PHI,8
1966,2906,821,Happy Hairston,NA,PF,23,NBA,CIN,2
1966,2907,822,Howard Komives,NA,PG,24,NBA,NYK,2
1966,2908,596,Jack Twyman,NA,SF,31,NBA,CIN,11
1966,2909,798,Jay Arnette,NA,G,27,NBA,CIN,3
1966,2910,823,Jeff Mullins,NA,SG,23,NBA,STL,2
1966,2911,801,Jerry Lucas,NA,PF,25,NBA,CIN,3
1966,2912,849,Jerry Sloan,NA,SG,23,NBA,BAL,1
1966,2913,710,Jerry West,NA,PG,27,NBA,LAL,6
1966,2914,850,Jesse Branson,1942,SF,24,NBA,PHI,1
1966,2915,825,Jim Barnes,NA,PF,24,NBA,TOT,2
1966,2916,825,Jim Barnes,NA,PF,24,NBA,NYK,2
1966,2917,825,Jim Barnes,NA,PF,24,NBA,BAL,2
1966,2918,802,Jim King,NA,PG,24,NBA,LAL,3
1966,2919,851,Jim Washington,NA,PF,22,NBA,STL,1
1966,2920,826,Joe Caldwell,1941,SF,24,NBA,TOT,2
1966,2921,826,Joe Caldwell,1941,SF,24,NBA,DET,2
1966,2922,826,Joe Caldwell,1941,SF,24,NBA,STL,2
1966,2923,852,Joe Strawder,NA,C,25,NBA,DET,1
1966,2924,777,John Barnhill,1938,PG,27,NBA,TOT,4
1966,2925,777,John Barnhill,1938,PG,27,NBA,STL,4
1966,2926,777,John Barnhill,1938,PG,27,NBA,DET,4
1966,2927,853,John Fairchild,1943,SF,22,NBA,LAL,1
1966,2928,778,John Havlicek,NA,SF,25,NBA,BOS,4
1966,2929,827,John Thompson,NA,C,24,NBA,BOS,2
1966,2930,828,John Tresvant,NA,PF,26,NBA,TOT,2
1966,2931,828,John Tresvant,NA,PF,26,NBA,STL,2
1966,2932,828,John Tresvant,NA,PF,26,NBA,DET,2
1966,2933,742,Johnny Egan,NA,PG,27,NBA,TOT,5
1966,2934,742,Johnny Egan,NA,PG,27,NBA,NYK,5
1966,2935,742,Johnny Egan,NA,PG,27,NBA,BAL,5
1966,2936,691,Johnny Green,NA,PF,32,NBA,TOT,7
1966,2937,691,Johnny Green,NA,PF,32,NBA,NYK,7
1966,2938,691,Johnny Green,NA,PF,32,NBA,BAL,7
1966,2939,854,Jon McGlocklin,NA,SG,22,NBA,CIN,1
1966,2940,671,K.C. Jones,NA,PG,33,NBA,BOS,8
1966,2941,855,Keith Erickson,NA,SF,21,NBA,SFW,1
1966,2942,781,Kevin Loughery,NA,SG,25,NBA,BAL,4
1966,2943,806,Larry Siegfried,NA,PG,26,NBA,BOS,3
1966,2944,782,Len Chappell,1941,PF,25,NBA,NYK,4
1966,2945,712,Lenny Wilkens,NA,PG,28,NBA,STL,6
1966,2946,783,Leroy Ellis,NA,C,25,NBA,LAL,4
1966,2947,831,Luke Jackson,1941,PF,24,NBA,PHI,2
1966,2948,832,McCoy McLemore,NA,SF,23,NBA,SFW,2
1966,2949,833,Mel Counts,NA,C,24,NBA,BOS,2
1966,2950,673,Mike Farmer,NA,SF,29,NBA,STL,7
1966,2951,809,Nate Thurmond,NA,C,24,NBA,SFW,3
1966,2952,713,Oscar Robertson,NA,PG,27,NBA,CIN,6
1966,2953,744,Paul Neumann,NA,PG,28,NBA,SFW,5
1966,2954,834,Paul Silas,NA,PF,22,NBA,STL,2
1966,2955,745,Ray Scott,1938,PF,27,NBA,DET,5
1966,2956,573,Red Kerr,NA,C,33,NBA,BAL,12
1966,2957,628,Richie Guerin,NA,SG,33,NBA,STL,10
1966,2958,856,Rick Barry,1944,SF,21,NBA,SFW,1
1966,2959,811,Rod Thorn,NA,SG,24,NBA,TOT,3
1966,2960,811,Rod Thorn,NA,SG,24,NBA,DET,3
1966,2961,811,Rod Thorn,NA,SG,24,NBA,STL,3
1966,2962,835,Ron Bonham,1942,SG,23,NBA,BOS,2
1966,2963,857,Ron Reed,NA,PF,23,NBA,DET,1
1966,2964,858,Ron Watts,NA,F,22,NBA,BOS,1
1966,2965,694,Rudy LaRusso,NA,PF,28,NBA,LAL,7
1966,2966,652,Sam Jones,NA,SG,32,NBA,BOS,9
1966,2967,631,Si Green,NA,G-F,32,NBA,BOS,9
1966,2968,859,Thales McReynolds,NA,G,22,NBA,BAL,1
1966,2969,607,Tom Gola,NA,SG,33,NBA,NYK,10
1966,2970,695,Tom Hawkins,NA,SF,29,NBA,CIN,7
1966,2971,751,Tom Meschery,NA,PF,27,NBA,SFW,5
1966,2972,718,Tom Sanders,NA,PF,27,NBA,BOS,6
1966,2973,814,Tom Thacker,1939,PG,26,NBA,CIN,3
1966,2974,860,Tom Van Arsdale,NA,SG,22,NBA,DET,1
1966,2975,837,Wali Jones,1942,PG,23,NBA,PHI,2
1966,2976,752,Walt Bellamy,NA,C,26,NBA,TOT,5
1966,2977,752,Walt Bellamy,NA,C,26,NBA,BAL,5
1966,2978,752,Walt Bellamy,NA,C,26,NBA,NYK,5
1966,2979,838,Walt Hazzard,NA,SG,23,NBA,LAL,2
1966,2980,680,Wayne Embry,NA,C,28,NBA,CIN,8
1966,2981,790,Wayne Hightower,1940,PF,26,NBA,BAL,4
1966,2982,861,Will Frazier,1942,PF,23,NBA,SFW,1
1966,2983,634,Willie Naulls,NA,SF,31,NBA,BOS,10
1966,2984,862,Willie Somerset,1942,PG,23,NBA,BAL,1
1966,2985,839,Willis Reed,NA,PF,23,NBA,NYK,2
1966,2986,699,Wilt Chamberlain,NA,C,29,NBA,PHI,7
1966,2987,654,Woody Sauldsberry,NA,PF,31,NBA,BOS,7
1966,2988,791,Zelmo Beaty,1939,C,26,NBA,STL,4
1967,2989,720,Adrian Smith,1936,SG,30,NBA,CIN,6
1967,2990,700,Al Attles,NA,PG,30,NBA,SFW,7
1967,2991,863,Archie Clark,NA,SG,25,NBA,LAL,1
1967,2992,681,Bailey Howell,NA,PF,30,NBA,BOS,8
1967,2993,840,Barry Clemens,NA,SF,23,NBA,CHI,2
1967,2994,756,Ben Warley,1936,SF,30,NBA,BAL,5
1967,2995,757,Bill Bridges,NA,PF,27,NBA,STL,5
1967,2996,864,Bill Melchionni,1944,PG,22,NBA,PHI,1
1967,2997,610,Bill Russell,NA,C,32,NBA,BOS,11
1967,2998,842,Billy Cunningham,1943,SF,23,NBA,PHI,2
1967,2999,701,Bob Boozer,NA,PF,29,NBA,CHI,7
1967,3000,683,Bob Ferry,NA,C,29,NBA,BAL,8
1967,3001,865,Bob Hogsett,1941,PF,26,NBA,DET,1
1967,3002,866,Bob Love,NA,PF,24,NBA,CIN,1
1967,3003,843,Bob Warlick,1941,SG,25,NBA,SFW,2
1967,3004,844,Bob Weiss,NA,PG,24,NBA,PHI,2
1967,3005,760,Bud Olsen,1940,PF,26,NBA,SFW,5
1967,3006,867,Cazzie Russell,NA,SF,22,NBA,NYK,1
1967,3007,762,Chet Walker,NA,SF,26,NBA,PHI,5
1967,3008,763,Chico Vaughn,1940,SG,26,NBA,DET,5
1967,3009,868,Clyde Lee,NA,C,22,NBA,SFW,1
1967,3010,662,Connie Dierking,NA,C,30,NBA,CIN,6
1967,3011,703,Darrall Imhoff,NA,C,28,NBA,LAL,7
1967,3012,869,Dave Bing,NA,PG,23,NBA,DET,1
1967,3013,767,Dave DeBusschere,NA,SF,26,NBA,DET,5
1967,3014,870,Dave Deutsch,NA,G,21,NBA,NYK,1
1967,3015,663,Dave Gambee,NA,SF,29,NBA,PHI,9
1967,3016,871,Dave Schellhase,NA,PG,22,NBA,CHI,1
1967,3017,845,Dave Stallworth,NA,SF,25,NBA,NYK,2
1967,3018,686,Dick Barnett,NA,SG,30,NBA,NYK,7
1967,3019,872,Dick Snyder,NA,SG,22,NBA,STL,1
1967,3020,846,Dick Van Arsdale,NA,SG,23,NBA,NYK,2
1967,3021,793,Don Kojis,NA,SF,28,NBA,CHI,4
1967,3022,770,Don Nelson,NA,SF,26,NBA,BOS,5
1967,3023,705,Don Ohl,NA,SG,30,NBA,BAL,7
1967,3024,873,Dorie Murrey,NA,PF,23,NBA,DET,1
1967,3025,794,Eddie Miles,NA,SG,26,NBA,DET,4
1967,3026,664,Elgin Baylor,NA,SF,32,NBA,LAL,9
1967,3027,818,Em Bryant,NA,PG,28,NBA,NYK,3
1967,3028,874,Erwin Mueller,1944,C,22,NBA,CHI,1
1967,3029,875,Flynn Robinson,1941,PG,25,NBA,CIN,1
1967,3030,847,Fred Hetzel,NA,PF,24,NBA,SFW,2
1967,3031,876,Freddie Crawford,NA,SG,25,NBA,NYK,1
1967,3032,877,Freddie Lewis,1943,PG,23,NBA,CIN,1
1967,3033,848,Gail Goodrich,NA,SG,23,NBA,LAL,2
1967,3034,771,Gene Tormohlen,NA,C,29,NBA,STL,4
1967,3035,707,George Lee,NA,F-G,30,NBA,SFW,6
1967,3036,820,George Wilson,NA,C,24,NBA,TOT,3
1967,3037,820,George Wilson,NA,C,24,NBA,CIN,3
1967,3038,820,George Wilson,NA,C,24,NBA,CHI,3
1967,3039,796,Gerry Ward,NA,SG,25,NBA,CHI,4
1967,3040,797,Gus Johnson,1938,SF,28,NBA,BAL,4
1967,3041,665,Guy Rodgers,NA,PG,31,NBA,CHI,9
1967,3042,666,Hal Greer,NA,SG,30,NBA,PHI,9
1967,3043,878,Hank Finkel,NA,C,24,NBA,LAL,1
1967,3044,821,Happy Hairston,NA,SF,24,NBA,CIN,3
1967,3045,879,Henry Akin,1944,PF,22,NBA,NYK,1
1967,3046,822,Howard Komives,NA,PG,25,NBA,NYK,3
1967,3047,880,Jack Marin,NA,SF,22,NBA,BAL,1
1967,3048,823,Jeff Mullins,NA,SG,24,NBA,SFW,3
1967,3049,881,Jerry Chambers,1943,SF,23,NBA,LAL,1
1967,3050,801,Jerry Lucas,NA,PF,26,NBA,CIN,4
1967,3051,849,Jerry Sloan,NA,SG,24,NBA,CHI,2
1967,3052,710,Jerry West,NA,PG,28,NBA,LAL,7
1967,3053,825,Jim Barnes,NA,PF,25,NBA,LAL,3
1967,3054,882,Jim Barnett,NA,SG,22,NBA,BOS,1
1967,3055,802,Jim King,NA,SG,25,NBA,SFW,4
1967,3056,883,Jim Ware,1944,PF,22,NBA,CIN,1
1967,3057,851,Jim Washington,NA,PF,23,NBA,CHI,2
1967,3058,826,Joe Caldwell,1941,SF,25,NBA,STL,3
1967,3059,884,Joe Ellis,NA,SF,22,NBA,SFW,1
1967,3060,852,Joe Strawder,NA,C,26,NBA,DET,2
1967,3061,777,John Barnhill,1938,PG,28,NBA,BAL,5
1967,3062,885,John Block,NA,PF,22,NBA,LAL,1
1967,3063,778,John Havlicek,NA,SF,26,NBA,BOS,5
1967,3064,828,John Tresvant,NA,PF,27,NBA,DET,3
1967,3065,886,Johnny Austin,1944,SG,22,NBA,BAL,1
1967,3066,742,Johnny Egan,NA,PG,28,NBA,BAL,6
1967,3067,691,Johnny Green,NA,PF,33,NBA,BAL,8
1967,3068,854,Jon McGlocklin,NA,SF,23,NBA,CIN,2
1967,3069,671,K.C. Jones,NA,PG,34,NBA,BOS,9
1967,3070,855,Keith Erickson,NA,SF,22,NBA,CHI,2
1967,3071,781,Kevin Loughery,NA,SG,26,NBA,BAL,5
1967,3072,570,Larry Costello,NA,PG,35,NBA,PHI,11
1967,3073,806,Larry Siegfried,NA,PG,27,NBA,BOS,4
1967,3074,782,Len Chappell,1941,C-PF,26,NBA,TOT,5
1967,3075,782,Len Chappell,1941,PF,26,NBA,CHI,5
1967,3076,782,Len Chappell,1941,C,26,NBA,CIN,5
1967,3077,712,Lenny Wilkens,NA,PG,29,NBA,STL,7
1967,3078,783,Leroy Ellis,NA,C,26,NBA,BAL,5
1967,3079,887,Lou Hudson,NA,SF,22,NBA,STL,1
1967,3080,831,Luke Jackson,1941,PF,25,NBA,PHI,3
1967,3081,888,Matt Guokas,1944,SG,22,NBA,PHI,1
1967,3082,832,McCoy McLemore,NA,SF,24,NBA,CHI,3
1967,3083,833,Mel Counts,NA,C,25,NBA,TOT,3
1967,3084,833,Mel Counts,NA,C,25,NBA,BAL,3
1967,3085,833,Mel Counts,NA,C,25,NBA,LAL,3
1967,3086,889,Nate Bowman,NA,C,23,NBA,CHI,1
1967,3087,809,Nate Thurmond,NA,C,25,NBA,SFW,4
1967,3088,890,Neil Johnson,1943,PF,23,NBA,NYK,1
1967,3089,713,Oscar Robertson,NA,PG,28,NBA,CIN,7
1967,3090,744,Paul Neumann,NA,PG,29,NBA,SFW,6
1967,3091,834,Paul Silas,NA,PF,23,NBA,STL,3
1967,3092,745,Ray Scott,1938,C-PF,28,NBA,TOT,6
1967,3093,745,Ray Scott,1938,C,28,NBA,DET,6
1967,3094,745,Ray Scott,1938,PF,28,NBA,BAL,6
1967,3095,810,Reggie Harding,1942,C,24,NBA,DET,3
1967,3096,628,Richie Guerin,NA,SG,34,NBA,STL,11
1967,3097,856,Rick Barry,1944,SF,22,NBA,SFW,2
1967,3098,811,Rod Thorn,NA,PG,25,NBA,STL,4
1967,3099,857,Ron Reed,NA,PF,24,NBA,DET,2
1967,3100,858,Ron Watts,NA,F,23,NBA,BOS,2
1967,3101,694,Rudy LaRusso,NA,PF,29,NBA,LAL,8
1967,3102,652,Sam Jones,NA,SG,33,NBA,BOS,10
1967,3103,891,Toby Kimball,NA,PF,24,NBA,BOS,1
1967,3104,695,Tom Hawkins,NA,SF,30,NBA,LAL,8
1967,3105,813,Tom Hoover,1941,C,26,NBA,STL,3
1967,3106,751,Tom Meschery,NA,PF,28,NBA,SFW,6
1967,3107,718,Tom Sanders,NA,SF,28,NBA,BOS,7
1967,3108,860,Tom Van Arsdale,NA,SG,23,NBA,DET,2
1967,3109,892,Tommy Kron,1943,SG,23,NBA,STL,1
1967,3110,837,Wali Jones,1942,PG,24,NBA,PHI,3
1967,3111,752,Walt Bellamy,NA,C,27,NBA,NYK,6
1967,3112,838,Walt Hazzard,NA,PG,24,NBA,LAL,3
1967,3113,893,Walt Wesley,NA,C,22,NBA,CIN,1
1967,3114,680,Wayne Embry,NA,C,29,NBA,BOS,9
1967,3115,790,Wayne Hightower,1940,PF,27,NBA,TOT,5
1967,3116,790,Wayne Hightower,1940,PF,27,NBA,BAL,5
1967,3117,790,Wayne Hightower,1940,PF,27,NBA,DET,5
1967,3118,894,Wayne Molis,1943,C,23,NBA,NYK,1
1967,3119,839,Willis Reed,NA,PF,24,NBA,NYK,3
1967,3120,699,Wilt Chamberlain,NA,C,30,NBA,PHI,8
1967,3121,791,Zelmo Beaty,1939,C,27,NBA,STL,5
1968,3122,720,Adrian Smith,1936,SG,31,NBA,CIN,7
1968,3123,700,Al Attles,NA,PG,31,NBA,SFW,8
1968,3124,895,Al Beard,NA,C,25,ABA,NJA,1
1968,3125,896,Al Jackson,NA,G,24,NBA,CIN,1
1968,3126,897,Al Salvadori,NA,F,22,ABA,OAK,1
