seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,gs,mp,fg,fga,fg_percent,x3p,x3pa,x3p_percent,x2p,x2pa,x2p_percent,e_fg_percent,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts
29347,2021,4531,Khem Birch,NA,C,28,4,NBA,TOT,67,22,1529,189,380,0.497,13,52,0.25,176,328,0.537,0.514,91,129,0.705,174,213,387,89,48,50,44,113,482
29348,2021,4531,Khem Birch,NA,C,28,4,NBA,ORL,48,5,952,94,209,0.45,4,21,0.19,90,188,0.479,0.459,63,85,0.741,117,126,243,53,32,28,23,67,255
29349,2021,4531,Khem Birch,NA,C,28,4,NBA,TOR,19,17,577,95,171,0.556,9,31,0.29,86,140,0.614,0.582,28,44,0.636,57,87,144,36,16,22,21,46,227
29350,2021,4107,Khris Middleton,NA,SF,29,9,NBA,MIL,68,68,2269,511,1074,0.476,151,365,0.414,360,709,0.508,0.546,212,236,0.898,54,352,406,370,74,9,178,160,1385
29351,2021,4650,Khyri Thomas,NA,SG,24,3,NBA,HOU,5,2,153,32,66,0.485,9,27,0.333,23,39,0.59,0.553,9,9,1,7,11,18,25,9,6,6,8,82
29352,2021,4855,Killian Hayes,NA,PG,19,1,NBA,DET,26,18,670,71,201,0.353,20,72,0.278,51,129,0.395,0.403,14,17,0.824,6,63,69,138,27,10,83,57,176
29353,2021,4856,Killian Tillie,NA,C,22,1,NBA,MEM,18,1,182,19,57,0.333,10,33,0.303,9,24,0.375,0.421,9,11,0.818,6,18,24,8,5,8,2,20,57
29354,2021,4857,Kira Lewis Jr.,NA,PG,19,1,NBA,NOP,54,0,904,130,337,0.386,40,120,0.333,90,217,0.415,0.445,43,51,0.843,12,59,71,124,38,10,34,88,343
29355,2021,4651,Kostas Antetokounmpo,NA,PF,23,3,NBA,LAL,15,0,56,3,10,0.3,0,0,NA,3,10,0.3,0.3,6,13,0.462,4,15,19,1,2,4,11,8,12
29356,2021,4421,Kris Dunn,NA,PG,26,5,NBA,ATL,4,0,45,1,12,0.083,0,2,0,1,10,0.1,0.083,3,4,0.75,0,6,6,2,2,2,3,10,5
29357,2021,4343,Kristaps Porziņģis,NA,C,25,5,NBA,DAL,43,43,1327,325,683,0.476,97,258,0.376,228,425,0.536,0.547,118,138,0.855,82,299,381,68,20,58,51,115,865
29358,2021,4271,Kyle Anderson,NA,PF,27,7,NBA,MEM,69,69,1887,308,658,0.468,94,261,0.36,214,397,0.539,0.54,144,184,0.783,52,344,396,250,84,57,86,120,854
29359,2021,4751,Kyle Guy,NA,PG,23,2,NBA,SAC,31,0,235,29,88,0.33,13,46,0.283,16,42,0.381,0.403,16,20,0.8,5,30,35,32,6,0,11,20,87
29360,2021,4534,Kyle Kuzma,NA,SF,25,4,NBA,LAL,68,32,1954,335,757,0.443,137,380,0.361,198,377,0.525,0.533,67,97,0.691,108,309,417,127,35,41,113,121,874
29361,2021,3685,Kyle Lowry,NA,PG,34,15,NBA,TOR,46,46,1601,260,596,0.436,131,331,0.396,129,265,0.487,0.546,140,160,0.875,35,212,247,338,45,14,126,143,791
29362,2021,4037,Kyrie Irving,NA,PG,28,10,NBA,BRK,54,54,1886,549,1086,0.506,152,378,0.402,397,708,0.561,0.576,201,218,0.922,52,205,257,324,76,37,130,140,1451
29363,2021,4752,KZ Okpala,NA,PF,21,2,NBA,MIA,37,9,447,36,96,0.375,12,50,0.24,24,46,0.522,0.438,8,15,0.533,21,47,68,19,10,11,15,59,92
29364,2021,4858,Lamar Stevens,NA,PF,23,1,NBA,CLE,40,0,499,62,136,0.456,4,25,0.16,58,111,0.523,0.471,37,51,0.725,24,72,96,25,17,13,23,53,165
29365,2021,3686,LaMarcus Aldridge,NA,C,35,15,NBA,TOT,26,23,674,140,296,0.473,31,80,0.388,109,216,0.505,0.525,41,47,0.872,19,99,118,49,11,29,27,47,352
29366,2021,3686,LaMarcus Aldridge,NA,C,35,15,NBA,SAS,21,18,544,115,248,0.464,27,75,0.36,88,173,0.509,0.518,31,37,0.838,17,77,94,36,8,18,20,36,288
29367,2021,3686,LaMarcus Aldridge,NA,C,35,15,NBA,BRK,5,5,130,25,48,0.521,4,5,0.8,21,43,0.488,0.563,10,10,1,2,22,24,13,3,11,7,11,64
29368,2021,4859,LaMelo Ball,NA,PG,19,1,NBA,CHO,51,31,1469,293,672,0.436,92,261,0.352,201,411,0.489,0.504,125,165,0.758,63,239,302,313,81,18,145,136,803
29369,2021,4652,Landry Shamet,NA,SG,23,3,NBA,BRK,61,12,1403,186,456,0.408,129,333,0.387,57,123,0.463,0.549,66,78,0.846,11,101,112,99,31,10,48,93,567
29370,2021,4272,Langston Galloway,NA,SG,29,7,NBA,PHO,40,0,438,66,147,0.449,36,85,0.424,30,62,0.484,0.571,22,23,0.957,7,35,42,26,8,0,13,25,190
29371,2021,4345,Larry Nance Jr.,NA,PF,28,6,NBA,CLE,35,27,1091,128,272,0.471,41,114,0.36,87,158,0.551,0.546,30,49,0.612,54,181,235,107,61,17,55,72,327
29372,2021,4535,Lauri Markkanen,NA,PF,23,4,NBA,CHI,51,26,1317,250,521,0.48,119,296,0.402,131,225,0.582,0.594,76,92,0.826,35,233,268,45,26,15,52,75,695
29373,2021,3463,LeBron James,NA,PG,36,18,NBA,LAL,45,45,1504,422,823,0.513,104,285,0.365,318,538,0.591,0.576,178,255,0.698,29,317,346,350,48,25,168,70,1126
29374,2021,4653,Lonnie Walker,NA,SG,22,3,NBA,SAS,60,38,1522,256,609,0.42,100,282,0.355,156,327,0.477,0.502,57,70,0.814,14,141,155,101,29,15,65,101,669
29375,2021,4537,Lonzo Ball,NA,PG,23,4,NBA,NOP,55,55,1747,290,700,0.414,172,455,0.378,118,245,0.482,0.537,50,64,0.781,33,230,263,316,82,31,123,103,802
29376,2021,3619,Lou Williams,NA,PG,34,16,NBA,TOT,66,4,1423,265,646,0.41,69,173,0.399,196,473,0.414,0.464,150,173,0.867,21,117,138,225,47,6,108,62,749
29377,2021,3619,Lou Williams,NA,PG,34,16,NBA,LAC,42,3,918,181,430,0.421,45,119,0.378,136,311,0.437,0.473,103,119,0.866,15,73,88,144,39,4,66,42,510
29378,2021,3619,Lou Williams,NA,PG,34,16,NBA,ATL,24,1,505,84,216,0.389,24,54,0.444,60,162,0.37,0.444,47,54,0.87,6,44,50,81,8,2,42,20,239
29379,2021,4753,Louis King,NA,SF,21,2,NBA,SAC,6,1,85,17,34,0.5,4,11,0.364,13,23,0.565,0.559,6,6,1,5,13,18,9,7,3,4,9,44
29380,2021,4754,Luguentz Dort,NA,SG,21,2,NBA,OKC,52,52,1543,247,639,0.387,113,329,0.343,134,310,0.432,0.475,122,164,0.744,38,151,189,88,45,19,79,134,729
29381,2021,4654,Luka Dončić,NA,PG,21,3,NBA,DAL,66,66,2262,647,1351,0.479,192,548,0.35,455,803,0.567,0.55,344,471,0.73,54,473,527,567,64,36,281,152,1830
29382,2021,4755,Luka Šamanić,NA,PF,21,2,NBA,SAS,33,4,308,47,105,0.448,12,43,0.279,35,62,0.565,0.505,16,29,0.552,16,52,68,15,8,8,20,43,122
29383,2021,4538,Luke Kennard,NA,SG,24,4,NBA,LAC,63,17,1232,197,414,0.476,100,224,0.446,97,190,0.511,0.597,26,31,0.839,15,146,161,104,23,9,48,91,520
29384,2021,4539,Luke Kornet,NA,C-PF,25,4,NBA,TOT,31,2,348,44,101,0.436,15,59,0.254,29,42,0.69,0.51,3,6,0.5,14,53,67,24,4,32,7,20,106
29385,2021,4539,Luke Kornet,NA,PF,25,4,NBA,CHI,13,0,94,9,27,0.333,6,23,0.261,3,4,0.75,0.444,2,4,0.5,1,14,15,4,2,7,1,1,26
29386,2021,4539,Luke Kornet,NA,C,25,4,NBA,BOS,18,2,254,35,74,0.473,9,36,0.25,26,38,0.684,0.534,1,2,0.5,13,39,52,20,2,25,6,19,80
29387,2021,4860,Malachi Flynn,NA,PG,22,1,NBA,TOR,47,14,928,127,340,0.374,54,168,0.321,73,172,0.424,0.453,45,56,0.804,10,106,116,137,38,7,43,68,353
29388,2021,4424,Malcolm Brogdon,NA,PG,28,5,NBA,IND,56,56,1930,444,980,0.453,145,374,0.388,299,606,0.493,0.527,153,177,0.864,58,236,294,329,49,15,115,110,1186
29389,2021,4426,Malik Beasley,NA,SG,24,5,NBA,MIN,37,36,1214,264,600,0.44,128,321,0.399,136,279,0.487,0.547,68,80,0.85,28,134,162,88,30,7,60,62,724
29390,2021,4861,Malik Fitts,NA,PF,23,1,NBA,LAC,3,0,11,1,3,0.333,1,2,0.5,0,1,0,0.5,0,0,NA,0,3,3,0,0,0,0,3,3
29391,2021,4541,Malik Monk,NA,SG,22,4,NBA,CHO,42,0,878,173,399,0.434,85,212,0.401,88,187,0.471,0.54,59,72,0.819,14,87,101,87,19,4,55,47,490
29392,2021,4862,Mamadi Diakite,NA,PF,24,1,NBA,MIL,14,1,141,16,40,0.4,1,8,0.125,15,32,0.469,0.413,11,14,0.786,8,26,34,8,7,6,3,16,44
29393,2021,3835,Marc Gasol,NA,C,36,13,NBA,LAL,52,42,993,88,194,0.454,50,122,0.41,38,72,0.528,0.582,36,50,0.72,38,177,215,109,26,58,53,115,262
29394,2021,4042,Marcus Morris,NA,PF,31,10,NBA,LAC,57,29,1502,276,584,0.473,140,296,0.473,136,288,0.472,0.592,73,89,0.82,35,199,234,58,34,15,57,117,765
29395,2021,4275,Marcus Smart,NA,PG,26,7,NBA,BOS,48,45,1581,203,510,0.398,93,282,0.33,110,228,0.482,0.489,128,162,0.79,36,131,167,273,72,23,96,126,627
29396,2021,4544,Markelle Fultz,NA,PG,22,4,NBA,ORL,8,8,215,41,104,0.394,4,16,0.25,37,88,0.42,0.413,17,19,0.895,5,20,25,43,8,2,18,18,103
29397,2021,4043,Markieff Morris,NA,PF,31,10,NBA,LAL,61,27,1200,153,378,0.405,65,209,0.311,88,169,0.521,0.491,36,50,0.72,48,218,266,73,22,19,54,105,407
29398,2021,4863,Markus Howard,NA,SG,21,1,NBA,DEN,37,1,205,40,106,0.377,18,65,0.277,22,41,0.537,0.462,7,9,0.778,1,20,21,18,4,1,18,23,105
29399,2021,4759,Marques Bolden,NA,C,22,2,NBA,CLE,6,0,29,1,3,0.333,0,0,NA,1,3,0.333,0.333,5,8,0.625,3,3,6,0,2,2,2,0,7
29400,2021,4428,Marquese Chriss,NA,PF,23,5,NBA,GSW,2,0,27,5,14,0.357,1,5,0.2,4,9,0.444,0.393,2,4,0.5,3,10,13,2,0,2,2,3,13
29401,2021,4656,Marvin Bagley III,NA,PF,21,3,NBA,SAC,43,42,1112,247,490,0.504,37,108,0.343,210,382,0.55,0.542,77,134,0.575,106,212,318,43,21,21,59,100,608
29402,2021,4864,Mason Jones,NA,SG,22,1,NBA,TOT,32,1,334,52,123,0.423,24,66,0.364,28,57,0.491,0.52,40,64,0.625,7,48,55,42,7,1,29,24,168
29403,2021,4864,Mason Jones,NA,SG,22,1,NBA,HOU,26,1,307,47,114,0.412,23,64,0.359,24,50,0.48,0.513,35,57,0.614,4,47,51,39,6,1,28,22,152
29404,2021,4864,Mason Jones,NA,SG,22,1,NBA,PHI,6,0,27,5,9,0.556,1,2,0.5,4,7,0.571,0.611,5,7,0.714,3,1,4,3,1,0,1,2,16
29405,2021,4180,Mason Plumlee,NA,C,30,8,NBA,DET,56,56,1499,234,381,0.614,0,7,0,234,374,0.626,0.614,113,169,0.669,145,374,519,202,43,50,105,186,581
29406,2021,4760,Matisse Thybulle,NA,SG,23,2,NBA,PHI,65,8,1298,102,243,0.42,43,143,0.301,59,100,0.59,0.508,8,18,0.444,30,94,124,63,105,71,32,127,255
29407,2021,4762,Matt Thomas,NA,SG,26,2,NBA,TOT,45,0,326,50,127,0.394,27,80,0.338,23,47,0.489,0.5,12,14,0.857,7,37,44,19,4,0,14,18,139
29408,2021,4762,Matt Thomas,NA,SG,26,2,NBA,TOR,26,0,192,24,62,0.387,17,41,0.415,7,21,0.333,0.524,6,7,0.857,3,18,21,9,2,0,6,10,71
29409,2021,4762,Matt Thomas,NA,SG,26,2,NBA,UTA,19,0,134,26,65,0.4,10,39,0.256,16,26,0.615,0.477,6,7,0.857,4,19,23,10,2,0,8,8,68
29410,2021,4181,Matthew Dellavedova,NA,PG,30,8,NBA,CLE,13,1,224,14,56,0.25,4,25,0.16,10,31,0.323,0.286,4,4,1,6,18,24,58,4,1,6,21,36
29411,2021,4115,Maurice Harkless,NA,PF-SF,27,9,NBA,TOT,37,23,772,69,165,0.418,23,84,0.274,46,81,0.568,0.488,33,43,0.767,13,76,89,44,30,20,22,86,194
29412,2021,4115,Maurice Harkless,NA,SF,27,9,NBA,MIA,11,3,124,5,13,0.385,5,11,0.455,0,2,0,0.577,0,2,0,2,11,13,7,2,4,3,14,15
