Date,City,State,Dead,Injured,Total,Description
2022-04-09,Miami,Florida,0,4,4,Four people were shot outside a convenience store in the Model City neighborhood during the early morning.
2022-04-07,Latimer,Mississippi,4,0,4,"A man fatally shot his estranged wife, a relative, and another person in a home before shooting himself."
2022-04-06,Philadelphia,Pennsylvania,1,3,4,"A man shot two women in the Frankford neighborhood before being pursued by police to an apartment building, where he barricaded himself inside and engaged in a gunfight with police. The man wounded a SEPTA police officer before fatally shooting himself."
2022-04-04,Hartford,Connecticut,1,3,4,"Four people were shot, one of them fatally, in the Clay Arsenal neighborhood."
2022-04-04,Covington,Kentucky,0,4,4,"A large fight involving multiple juveniles erupted into gunfire. A shooter wounded three juveniles, and an adult man."
2022-04-03,San Francisco,California,2,2,4,"Four people were shot, two fatally, near a playground in the Crocker-Amazon neighborhood."
2022-04-03,Buffalo,New York,0,4,4,Four people were shot as they left a party in the Willert Park neighborhood in the early morning.
2022-04-03,Sacramento,California,6,12,18,"2022 Sacramento shooting: A shootout between the Crips and Bloods, and the Bloods' local ally the G-Mobb gang, ended with one member of each gang being killed, and one Crips member being injured. Three bystanders were killed, while another eleven were wounded."
2022-04-03,Parkin and Wynne,Arkansas,2,2,4,"A man opened fire inside a home in Parkin, killing one and wounding another. Responding police spotted him as he drove west away from the scene, leading to a chase that ended in Wynne, where he engaged in a gunfight, wounding a police officer before being fatally shot."
2022-04-03,Dallas,Texas,1,15,16,"During a concert just after midnight, a person fired a shot into the air, and immediately afterward, another person opened fire into the crowd of concertgoers. Sixteen people were shot, including three teenagers, and one person died."
2022-04-02,Shelby,North Carolina,1,3,4,"Four people were shot behind a bar, one fatally, just after midnight."
2022-04-02,Monroe,Louisiana,1,4,5,"Five people were shot, one fatally, in the parking lot of a bar in the early morning."
2022-04-02,Shreveport,Louisiana,1,3,4,Four people were shot in an early morning shooting outside a bar. One person was found dead by responding police.
2022-04-02,Colorado Springs,Colorado,0,5,5,"Five people were shot in two related shootings in the same neighborhood. Four people were shot in the first shooting, and a fifth was shot in the other."
2022-04-01,Walterboro,South Carolina,0,5,5,An argument led to a gunfight that injured five near midnight.
2022-03-31,Lebanon,Pennsylvania,2,2,4,"Police officers responding to a home robbery were fired upon by the suspect, who wounded two, and killed one. Officers returned fire and killed the suspect."
2022-03-29,Buffalo,New York,0,4,4,"A motorist fleeing a traffic stop opened fire as he was being pursued by police, wounding three officers, before being shot by an officer at the end of a car chase."
2022-03-28,Portland,Oregon,0,4,4,"A shooting during an illegal street-racing event in the St. Johns neighborhood wounded four, including two teenagers, and one child. The suspect, an adult male, was also injured."
2022-03-27,New Orleans,Louisiana,2,2,4,"A shooting at an intersection in the Little Woods neighborhood killed two, and injured two others."
2022-03-26,Virginia Beach,Virginia,0,4,4,"An argument between two groups of people outside a bar in Northwest Virginia Beach just after midnight led to a shooting that injured four. Officers nearby responded and fired at one of the shooters, but they escaped uninjured."
2022-03-26,Hollister,California,2,3,5,"A drive-by shooting in northern Hollister killed two, and injured three."
2022-03-26,Cleveland,Ohio,0,4,4,A shooting at a downtown nightclub during the early morning hours wounded four.
2022-03-25,Colorado Springs,Colorado,2,2,4,"A fight outside The Citadel mall during the late evening escalated into a shooting that killed two, and wounded two others."
2022-03-23,Glendale,Arizona,0,5,5,"An argument between two groups of people at a Tanger Outlets mall led to a shooting that injured five, including a child and two teenagers."
2022-03-23,Williamson,New York,0,4,4,"An attempted burglary at a home led to a gunfight, with two residents being injured, and two robbers being injured."
2022-03-22,Stockton,California,1,3,4,"Four men, including a teenager, were shot in a parking lot just after midnight in the Valley Oak neighborhood. The teenager died as he was frantically driven to a hospital by a family member."
2022-03-21,Waterbury,Connecticut,0,4,4,Four people were shot outside of a bar after an altercation.
2022-03-21,Chicago,Illinois,2,2,4,Four men were shot by someone who approached them and opened fire as they stood on the sidewalk in the South Shore neighborhood. Two of the victims later died from their injuries.
2022-03-20,Milwaukee,Wisconsin,0,4,4,"An argument at a party led to someone opening fire, wounding four people, in the Franklin Heights neighborhood."
2022-03-20,Dallas,Texas,0,10,10,"Crossfire between two gunmen injured 10 victims from a crowd of 1,000 spring break celebration attendees at the 'Space Dallas' party hall."
2022-03-20,Austin,Texas,0,4,4,Four people were shot at the annual SXSW festival in Downtown Austin.
2022-03-20,Houston,Texas,1,3,4,"Four teenagers were shot outside another teen's birthday party being held at a production studio, with one dying from their injuries. The shooting was sparked by an argument in the parking lot of the studio."
2022-03-19,Norfolk,Virginia,2,3,5,"Five people were shot, one fatally, during the early morning hours in Downtown Norfolk."
2022-03-19,Madison Heights,Virginia,1,4,5,"During the early morning hours, five people were shot. A woman was found dead by responding police."
2022-03-19,Dumas,Arkansas,1,26,27,"A gunfight between two people at a car show killed one bystander, and wounded 26 others, including five children."
2022-03-19,Fayetteville,North Carolina,3,2,5,"Five people were shot, three fatally, in the parking lot of a Baymont Inn in the Terry Sanford neighborhood."
2022-03-19,Dallas,Texas,0,10,10,Ten people were shot during a drive-by shooting outside a party venue in the South Dallas neighborhood.
2022-03-18,Fort Worth,Texas,1,3,4,"Four people were shot at a party being hosted at a house in the Far Greater Northside Historical neighborhood, with one dying."
2022-03-18,New Iberia,Louisiana,0,5,5,"Five people, including a baby, were shot in a drive by shooting. The baby and another person were critically injured."
2022-03-17,Lansing,Michigan,0,4,4,Gunfire erupted at a party being held in a parking lot being held in the Eastside neighborhood. Four people were injured.
2022-03-17,Fort Lauderdale,Florida,2,2,4,"As a Broward County Transit bus traveled westward along Broward Boulevard to the Fort Lauderdale Police Department, a shooter opened fire inside, killing two, and wounding two others. The shooting caused the bus driver to hop the median and drive on the wrong side of the road as she drove frantically towards the police station, striking an SUV and taxi cab along the way, injuring three others. The shooter surrendered to responding police."
2022-03-17,Chicago,Illinois,0,4,4,"Four people were shot in a drive-by shooting in the West Garfield Park neighborhood, including a child."
2022-03-16,Irvington,New Jersey,1,3,4,"A shooter opened fire on a group of men standing outside a market in northern Irvington during the late-night hours, killing one, and injuring three."
2022-03-15,Ozark,Alabama,0,5,5,"As a car idled at an intersection, another car pulled up to it and someone inside opened fire, wounding five people inside."
2022-03-15,Wai'anae,Hawaii,1,3,4,"An attempted negotiation between a man and suspected thieves, who he thought stole a gun and cash from his car three days earlier, escalated into a gun battle after one of the suspects shot the man before the man returned fire and killed the suspect. As an employee of the man tried to render first-aid to the first suspect, a second suspect shot them before being shot themselves."
2022-03-14,Albuquerque,New Mexico,2,4,6,"A man shot three people, killing one, in the Glenwood Hills neighborhood. Responding police were attacked by the shooter, who injured two officers, before being shot and killed himself."
2022-03-14,Reading,Pennsylvania,1,3,4,"A fight among a large group of teenagers at a park in southwest Reading led to gunfire, wounding three, and killing one. All of the victims were students of Governor Mifflin School District."
2022-03-13,Chicago,Illinois,0,7,7,"A car pulled up to a group of people outside a Little Caesars in South Chicago and someone in the vehicle opened fire, wounding seven people."
2022-03-13,Columbia,South Carolina,1,4,5,"An early morning shooting during a party being held at an apartment lead to the death of a woman, and injuries to four others, including two teenagers. The apartment complex is located just off the campus of the University of South Carolina, but no students were shot."
2022-03-13,Rochester,New York,2,2,4,"In the early morning hours at a hookah bar, four people were shot—two fatally, in the Brown Square neighborhood."
2022-03-12,Autaugaville,Alabama,1,3,4,"Four people were shot, one fatally, in the evening hours in the central part of the city."
2022-03-12,Baltimore,Maryl,3,1,4,Police responding to a shots fired call found a car in the middle of an intersection between the Gwynn Oak and Howard Park neighborhoods with four men shot inside. Three of the men were pronounced dead at a hospital.
2022-03-11,Columbus,Ohio,1,3,4,"Four people were shot, including a security guard, shortly after midnight after a fight broke out at a bar. One of the victims died from their injuries."
2022-03-09,Aurora,Colorado,1,3,4,Four people were shot at a Quality Inn hotel near the pool in the Peterson neighborhood. A teen boy was found dead by responding police.
2022-03-08,Joplin,Missouri,3,1,4,"Police officers responding to a disturbance at Northpark Mall were fired upon by a shooter, leaving two officers injured. The perpetrator then fled the scene westward where another shooting between officers and the shooter occurred, leaving another officer injured as well as the attacker. One of the officers, as well as the attacker, died at a hospital later the same day, while another officer died a few days later."
