Date,City,State,Dead,Injured,Total,Description
2020-07-04,Baton Rouge,Louisiana,0,4,4,Two adults and two children were injured in a drive-by shooting.
2020-07-03,Baltimore,Maryl,0,4,4,Four women were injured in a late night shooting in southwest Baltimore.
2020-07-03,Hoover,Alabama,1,3,4,A suspected shootout occurred inside the Riverchase Galleria in the afternoon. An 8-year-old boy was killed and two adults and a girl were injured.
2020-07-02,Somerville,Massachusetts,0,4,4,"A man and three women were wounded in a late night shooting, the next day three suspects were arrested."
2020-07-02,Paterson,New Jersey,1,4,5,A man was killed and four others injured shortly after midnight on a street corner.
2020-07-02,Delano,California,2,3,5,A group of five were shot after a man got out of a vehicle and opened fire. Two girls were killed aged 11 and 12-years-old and three adults were wounded.
2020-07-01,Oakland,California,0,4,4,Three men and a woman were wounded in their vehicle on Interstate 580.
2020-06-30,Atlanta,Georgia,1,4,5,"Early in the morning, a group of men sitting on the sidewalk were shot at in a drive-by. One man was killed and four injured."
2020-06-30,Davenport,Iowa,0,5,5,Five men were wounded in an evening shooting. Officers believed the shooting was targeted at the group.
2020-06-30,Chicago,Illinois,0,4,4,Shortly after midnight three men and a woman were shot while waiting in a vehicle at a Shell gas station in River North neighborhood. The shooter was in and later fled in a red sedan.
2020-06-30,Dayton,Ohio,0,4,4,Three men and one women were all wounded in a shooting.
2020-06-30,Greenbrier,Arkansas,0,4,4,"Three adults and one juvenile were wounded, after going to a residence and getting into an altercation. The shooter was a juvenile resident of the home."
2020-06-30,Boston,Massachusetts,1,3,4,Officers responding to a call of shots fired discovered four wounded individuals. A man later died at the hospital.
2020-06-29,Los Angeles,California,0,4,4,Four men were wounded in a public park in Sylmar in a drive-by shooting.
2020-06-29,Sioux Falls,South Dakota,1,3,4,"A man shot and killed another man in a home, after mistaking it as the home of his intended target. He left and entered the correct home and wounded three others."
2020-06-28,Sawyerville,Alabama,0,7,7,"During an early morning field party, seven people were wounded after an argument between two men escalated."
2020-06-28,Philadelphia,Pennsylvania,2,2,4,Two men were killed and two injured in a late night shooting in the Kensington neighborhood.
2020-06-27,Red Bluff,California,2,4,6,Red Bluff shooting. An employee was killed and four injured at a Walmart distribution center. The perpetrator was later killed in a shootout with responding police.
2020-06-27,Roselle,Illinois,1,4,5,"During a party at a rented house, 4 people were wounded and one person was killed when one person began firing a handgun inside the home, and then several people began firing handguns inside the home. Police revealed that over 60 gunshots were fired at the scene."
2020-06-27,Peoria,Illinois,0,4,4,Officers responding to an early morning ShotSpotter alert found two men wounded and identified two women who arrived at the hospital to be a part of the incident.
2020-06-27,New York City,New York,0,4,4,"Early in the morning a man opened fire at a house party in Brooklyn, and injured four people."
2020-06-27,Chicago,Illinois,1,3,4,A man was killed and three others wounded after a large gathering in Douglas.
2020-06-27,Blytheville,Arkansas,3,1,4,"A Missouri man traveled to the area for a house party, where a couple got into a physical domestic fight. Shortly after 911 was called in response to that fight the man opened fire and killed his Uncle and two others, and wounded another."
2020-06-26,Aurora,Colorado,0,5,5,Five people were wounded by a shooter outside a local grocery store. Officers previously thought the incident was a gunfight but later announced it was one shooter.
2020-06-26,Fresno,California,0,4,4,"Four people were wounded at a house party shortly before midnight, after two shooters appeared near a neighboring home."
2020-06-26,Phoenix,Arizona,0,4,4,"Three adults and a 14-year-old boy were wounded in the early morning at a gas station. Prior to the shooting, a large crowd of people and cars had been gathered around the gas station."
2020-06-25,Philadelphia,Pennsylvania,0,4,4,Four men were wounded after a shooting at an intersection in the Kensington neighborhood.
2020-06-25,Bridgeport,Connecticut,1,3,4,"A man was killed, and two adults and a 17-year-old injured while attempting to make a rap music video. Officers believed the shooting was targeted, as the victims refused to cooperate."
2020-06-24,Jackson,Tennessee,0,4,4,Three adults and one juvenile were wounded in an early morning shooting. The suspected shooter was arrested.
2020-06-23,Chicago,Illinois,0,4,4,"Four people were wounded in a drive by shooting in Burnside, while standing on a porch."
2020-06-23,Lake Worth Beach,Florida,0,5,5,Five people were wounded in a drive-by shooting during the evening. Responding police believed the shooter and victims know each other.
2020-06-22,New York City,New York,0,5,5,Five people were shot during a vigil in the Crown Heights area of Brooklyn in the evening.
2020-06-22,Chicago,Illinois,0,4,4,Four people were wounded early in the morning after an individual opened fire from a vehicle in the Back of the Yards neighborhood on the South Side.
2020-06-22,Chicago,Illinois,0,5,5,"Five people were wounded in a drive-by, including a 16-year-old girl, at an early morning gathering in East Garfield Park."
2020-06-22,Minneapolis,Minnesota,0,4,4,Four people were wounded in the Willard-Hay neighborhood during the afternoon.
2020-06-22,Charlotte,North Carolina,3,6,9,"Officers responding to a block party on reports of someone being hit by a car arrived to shots being fired. Three people were killed and six injured by gunfire, with an additional five injured after being hit by cars while attempting to flee."
2020-06-22,San Francisco,California,0,5,5,Police discovered five men wounded by gunfire in the Tenderloin neighborhood.
2020-06-22,Minneapolis,Minnesota,0,4,4,Officers responding to a shooting on West Broadway Avenue discovered four people injured.
2020-06-21,Chicago,Illinois,1,3,4,An argument in Humboldt Park escalated shortly after midnight. A man was killed and three wounded.
2020-06-21,Austin,Texas,0,5,5,Five people were wounded in an early morning shooting.
2020-06-21,Minneapolis,Minnesota,1,11,12,"A group of people fired into a crowd, killing one and injuring 11 others."
2020-06-21,Auburn,Alabama,0,4,4,"Shortly after midnight, officers responded to a home after a complaint of gunshots. They discovered four men wounded."
2020-06-21,Milwaukee,Wisconsin,1,4,5,Early in the morning a shooting occurred at a house party. Five individuals were shot and one died on the way to the hospital in a private vehicle.
2020-06-21,Buffalo,New York,0,4,4,Four men were wounded after a shooting at an early morning gathering of cars.
2020-06-20,Wichita,Kansas,0,5,5,Five people were shot at a motel after a party in one of the rooms had an argument that escalated. Police believe the shooting was intended to be targeted.
2020-06-20,Syracuse,New York,0,9,9,Officers arrived at a large party in a public parking lot after reports of a stolen car was made. An individual opened fire as they arrived and injured nine people including a 17-year-old.
2020-06-20,Pinetops,North Carolina,2,2,4,Early in the morning two people were killed and two wounded in a shooting.
2020-06-20,Saginaw,Michigan,1,3,4,A woman sitting in her car was killed and three others injured in a separate car early in the morning. A shoot-out had occurred in a large gathering nearby.
2020-06-20,New York City,New York,0,4,4,Three women and a man were injured after a fight broke out between two groups gathered at Claremont park.
2020-06-20,Detroit,Michigan,0,4,4,Four people were wounded in a drive-by shooting in the evening.
2020-06-20,Jersey City,New Jersey,1,4,5,One person was killed and four injured shortly after midnight.
2020-06-20,Janesville,Wisconsin,0,4,4,Officers responding to a shots fired call in the early morning found four people wounded at an adult entertainment venue.
2020-06-20,New York City,New York,0,4,4,Four people were wounded at an overnight park party in the Bronx after an argument escalated.
2020-06-18,Albany,New York,0,7,7,"Early in the morning a man was discovered by officers with a gunshot wound. Shortly after transporting the man to the hospital, six other victims were identified at local hospitals to be a part of the same shooting."
2020-06-17,Chicago,Illinois,0,4,4,"Three adults and a nine-year-old child were wounded while standing in an apartment complex parking lot in the Gresham neighborhood. A man walked up and opened fire on the group, resulting in a shoot out."
2020-06-16,Fort Dodge,Iowa,2,2,4,"In an apparent shoot out at a birthday party, one man was killed and two women injured. A second man died in his vehicle while attempting to drive away from the scene with a gunshot wound."
2020-06-15,Decatur,Illinois,0,4,4,An early morning shooting during a block party injured four people. The suspected shooter was arrested after a local traffic stop.
2020-06-15,Chicago,Illinois,0,4,4,A 15-year-old and three adults were gathered outside an apartment when they were injured in a drive-by shooting in the Montclare neighborhood.
2020-06-14,New Orleans,Louisiana,1,3,4,One man was killed and three others injured during the evening.
2020-06-14,Lafayette,Louisiana,0,5,5,Officers responded to an early morning shooting and found five people wounded. All but one were transported to local hospitals.
2020-06-14,Lake Charles,Louisiana,0,4,4,Four people were wounded in an early morning shooting at a local night club. A suspected shooter was arrested.
2020-06-14,Louisville,Kentucky,1,4,5,About 100 people were gathered at a skate park in the early morning when someone opened fire. One person was killed and four injured.
2020-06-14,Minneapolis,Minnesota,1,6,7,Early in the morning six people were wounded and one was killed in an incident. Officers were alerted via a ShotSpotter activation.
2020-06-13,Hesperia,California,0,5,5,"Over 100 people attended a house party when someone opened fire, injuring five people."
2020-06-13,Washington D.C.,Washington D.C.,2,5,7,Shortly before midnight responding officers discovered seven shooting victims. A man and woman later died at local hospitals with five other men wounded.
2020-06-13,Atlanta,Georgia,2,5,7,"An individual shot at a large group of people from a vehicle, killing two people and wounding five."
2020-06-13,Rison,Arkansas,0,4,4,"Shortly before midnight, four individuals were wounded in a shooting."
2020-06-13,Wyandanch,New York,1,7,8,One person was killed and seven others wounded after a shooting at a house party. Local police believe the incident is gang related.
2020-06-13,St. Louis,Missouri,1,5,6,Five individuals were wounded and one killed during an early morning shooting in the JeffVanderLou neighborhood.
2020-06-13,Baltimore,Maryl,0,5,5,Five people were wounded in the Fells Point neighborhood during a large gathering at Broadway Square with many of the crowd drinking alcoholic drinks.
2020-06-12,San Antonio,Texas,0,8,8,"A man denied entry into a bar for being too drunk, stated ""Don't you know who I am?"" to the bouncer before leaving. He returned later with a rifle and opened fire injuring five women and three men."
2020-06-12,New York City,New York,1,3,4,A 19-year-old woman was killed and a man and a two teenagers wounded at a local park in the Bronx late at night.
2020-06-12,Philadelphia,Pennsylvania,0,6,6,"Early in the morning five men and one woman were wounded after multiple men opened fire on a group in the Tioga neighborhood, causing the group to scatter and run away."
2020-06-11,Monroe,Louisiana,6,0,6,"A mother killed her neighbor, and four children aged 12, 8, and 5-years-old and a 5-month-old infant, before committing suicide in a murder-suicide."
2020-06-11,Richmond,Virginia,0,4,4,Shortly after midnight responding officers discovered two men wounded by gunfire. Another man and a woman were taken to the hospital in private vehicles.
2020-06-11,Houston,Texas,2,4,6,"Two men were killed, and three men and a 13-year-old were wounded in a drive-by shooting while standing in an apartment complex parking lot."
2020-06-11,Washington D.C.,Washington D.C.,0,7,7,Seven people including two juveniles were wounded in the Trinidad neighborhood of DC. Officers discovered the victims after hearing gunshots in the early morning.
2020-06-10,Sacramento,California,1,3,4,"Shortly before midnight, officers discovered three adults men and one juvenile boy wounded by gunfire. One adult man died later at the hospital."
2020-06-10,Toledo,Ohio,1,3,4,Early in the morning ShotSpotter alerts caused officers to respond to a graduation party. One 18-year-old was killed and with three others wounded.
2020-06-10,Paso Robles,California,2,5,7,"A man shot and killed an individual and wounded an officer, responding officers killed the suspect and three officers were wounded after a short manhunt."
2020-06-09,Vallejo,California,2,3,5,Two women were killed and two adults and a 10-year-old child were injured at a child's birthday party late at night.
2020-06-09,Scotland Neck,North Carolina,0,5,5,Four adults and a six-year-old child were wounded in a drive-by shooting at a home and vehicle.
2020-06-09,Philadelphia,Pennsylvania,1,6,7,"Just before midnight, a shootout occurred in an apartment complex in the Northern Liberties neighborhood. Six people were wounded and a man was found dead behind some cars near the complex."
2020-06-08,New York City,New York,0,4,4,"A woman, two men and a 17-year-old were wounded after an argument escalated in Brooklyn. The shooter fled the scene."
2020-06-08,Memphis,Tennessee,0,4,4,A home was shot at first then after police investigated the shooters return and opened fire. Four people were injured in the second shooting including an 18-month-old infant.
2020-06-07,Chicago,Illinois,0,6,6,Six men were wounded in a late night drive by shooting while standing on the sidewalk.
2020-06-07,Sikeston,Missouri,2,7,9,Two women were killed and seven other individuals wounded at a house party after a drive-by shooting early in the morning.
2020-06-07,Chicago,Illinois,1,3,4,Officers responding to a shots fired call discovered four wounded victims. One victim later died at the hospital and the other three are uncooperative with investigators.
2020-06-07,Dyersburg,Tennessee,0,5,5,Five people were wounded inside the local American Legion club in the early morning. All individuals are refusing to speak with police.
2020-06-07,Hope,Arkansas,0,6,6,Six people between 15 and 21-years-old were wounded in the early morning during an social gathering. A seventh individual broke her leg running from the gunfire.
2020-06-06,Sacramento,California,1,4,5,One person was killed and four people were wounded near a house party after an altercation escalated.
2020-06-06,Ironton,Ohio,0,4,4,Four men were injured after a fight between a large number of people escalated in a local bar's parking lot.
2020-06-06,Kansas City,Missouri,1,4,5,An argument escalated in the early morning with at least two individuals opening fire. One man died and four others were wounded.
2020-06-05,Denver,Colorado,0,4,4,Four people were wounded in an early morning shooting. A juvenile was later arrested in connection with the shooting.
2020-06-04,Valhermoso,Alabama,7,0,7,Shortly before midnight authorities responded to a home fire. Once the fire was extinguished seven adults were discovered dead by gunshot wounds.
2020-06-02,Dallas,Texas,1,3,4,Four people were wounded after two gunman opened fire in a bar. A female victim later died at the hospital.
2020-06-02,Racine,Wisconsin,0,5,5,Three teenagers and two adults aged between 18 and 20-years-old were wounded at a local beach. Officials do not think there is a connection between it and the protests that occurred that night.
2020-06-02,Chicago,Illinois,0,4,4,Four males were wounded while standing on the sidewalk after the shooter approached them and open fire.
2020-06-01,St. Louis,Missouri,0,4,4,Four St. Louis police officers were wounded during an altercation with protestors near police headquarters.
2020-05-31,Philadelphia,Pennsylvania,0,4,4,A 12-year-old and three adults were wounded in a shooting in the Kensington section of the city.
2020-05-31,Gulfport,Mississippi,1,5,6,An 18-year-old was killed and five others injured after someone opened fire early in the morning at a large gathering of people.
2020-05-31,Saginaw,Michigan,0,6,6,Six people were shot when a man opened fire on a block party. The suspect has not been apprehended.
2020-05-30,Gastonia,North Carolina,1,5,6,Six people were shot in the early morning at a block party after multiple individuals opened fire. One of the victims later died at the hospital.
2020-05-30,Houston,Texas,1,4,5,"One person was killed and four wounded including two and 12-year-old children, during a block party."
2020-05-30,Altha,Florida,1,5,6,"One person was killed and five injured including a law enforcement officer, at a birthday party at a local dragstrip."
2020-05-30,Hiawatha,Iowa,1,3,4,"Four people were shot at a mobile home park; three were hospitalized, and one pronounced dead at the scene."
2020-05-29,Portsmouth,Virginia,0,5,5,"Five individuals were wounded in a shooting, including a 10-year-old boy. All victims left the scene for the hospital via private vehicles, while police were called to the scene."
2020-05-28,Memphis,Tennessee,0,4,4,A road rage incident near I-240 wounded two children and two adults.
2020-05-28,Louisville,Kentucky,0,7,7,"Seven people were injured in a shooting during a protest against police brutality in the aftermath of the death of Breonna Taylor, two seriously."
2020-05-28,Philadelphia,Pennsylvania,1,3,4,Two men approached four people sitting on their porch and opened fire in the evening. A man was killed and two others and a woman were injured.
2020-05-27,Philadelphia,Pennsylvania,0,4,4,Four men were shot and wounded in a drive-by shooting in the morning and all taken to the hospital in private vehicles.
2020-05-27,Cleveland,Ohio,1,3,4,"Four people were wounded outside of a gas station, in the early morning. One of the victims later died at the hospital."
2020-05-27,San Jose,California,0,5,5,A group of five men were wounded outside an apartment complex by a shooter before the individual fled on foot.
2020-05-27,Boston,Massachusetts,1,4,5,Five men were found by responding police with gunshot wounds. One later died at the hospital.
2020-05-26,Chicago,Illinois,2,2,4,A man selling items on a street corner was shot and killed in a drive-by shooting. A pedestrian was also killed while two others were wounded.
2020-05-26,Bowman,South Carolina,3,5,8,A drive-by shooting at a neighborhood cookout in the early morning resulted in three individuals dead and five injured.
2020-05-26,Vicksburg,Mississippi,0,4,4,Shortly after midnight four people aged between 16 and 27 were shot in a Waffle House parking lot.
2020-05-26,Philadelphia,Pennsylvania,0,4,4,Four people were wounded in a late night shooting.
2020-05-26,Los Angeles,California,0,5,5,"Five people were wounded in a shooting outside an apartment complex, ranging in age from mid-teens to early 20s."
2020-05-25,Lake Charles,Louisiana,0,6,6,"A 17-year-old shooter and others engaged in a shootout at a graduation party, three 15-year-olds, a 16-year-old, and a 17-year-old were all injured along with the shooter."
2020-05-24,Jackson,Mississippi,1,4,5,"A man was shot and later died at the hospital, while four others, including the suspect, were wounded after a shooting at a private residence."
2020-05-24,St. Louis,Missouri,0,4,4,Four people were shot in the early morning at an intersection.
2020-05-24,Danville,Alabama,3,1,4,Police responding to calls about gunshots found three people dead and one injured at a private residence.
2020-05-24,Myrtle Beach,South Carolina,0,4,4,Four people were wounded shortly after midnight in a potential gang related shooting. Six people have been arrested in connection.
2020-05-23,Jonesville,South Carolina,2,5,7,A man and 17-year-old were killed and five others wounded at a block party after the state's quarantine order was lifted.
2020-05-23,Charlotte,North Carolina,0,6,6,Six people were shot in a parking lot after an argument escalated.
2020-05-23,Daytona,Florida,0,6,6,Two people were shot and four others wounded by bullet fragments after a shooter opened fire on a crowded beach.
2020-05-23,Chicago,Illinois,1,3,4,A shooter pulled up outside a home and opened fire on four men standing on the porch. One was killed and three injured.
2020-05-23,Mount Morris Township,Michigan,1,3,4,A shooting left one dead and three in critical condition. No suspects have been arrested and the investigation is ongoing.
2020-05-23,Fort Lauderdale,Florida,0,5,5,Five men were wounded outside a Jamaican restaurant in the early morning. All were brought to the hospital by private vehicles and have refused to cooperate with police.
2020-05-23,Rock Island,Illinois,1,4,5,A man was killed and four others injured after a large gathering on a street had a fight escalate into a shooting.
2020-05-23,Washington D.C.,Washington D.C.,1,3,4,Officers responding to a shooting found four individuals who were transported to the hospital. One victim died later at the hospital.
2020-05-23,Houston,Texas,0,4,4,"A fight escalated at a bar, with the perpetrator leaving the bar and driving to the back of the bar and opening fire, wounding four men."
2020-05-22,Cleveland,Ohio,1,3,4,A man was killed and three other individuals wounded after shots were fired near a local deli in the early morning.
2020-05-20,Houston,Texas,2,3,5,"A man shot and killed his pregnant ex-girlfriend and wounded her sister, mother, and boyfriend before committing suicide after being surrounding by police."
2020-05-19,Decatur,Illinois,0,5,5,Five men were wounded shortly after midnight.
2020-05-18,Bakersfield,California,0,5,5,"Five teenagers, aged 18 and 17-years-old, were wounded after a man fired into the apartment from outside the complex."
2020-05-17,District Heights,Maryl,1,3,4,Police responded to a suspected shooting and found an 18-year-old dead on the sidewalk. Three injured victims were identified later.
2020-05-17,St. Matthews,South Carolina,4,1,5,A mother and her 15 and 12-year-old daughters were shot and killed by her husband who wounded another daughter before killing himself in a murder-suicide. Another daughter was uninjured and ran for help.
2020-05-17,Charleston,South Carolina,0,4,4,Three people were wounded when an individual opened fire at a party that was hosted at a short term rental. A fourth wounded individual was walking her dog near the home.
2020-05-16,Bogalusa,Louisiana,0,13,13,Hundreds of people had gathered for a memorial service when multiple shooters began firing wounding thirteen people.
2020-05-14,Albuquerque,New Mexico,0,5,5,"Police responding to a call of shots fired discovered five individuals wounded, including a pregnant woman after an argument had escalated."
2020-05-13,Rockford,Illinois,1,4,5,One person was killed and four injured in a believed targeted shooting at a gas station.
2020-05-13,Garrison,Kentucky,1,4,5,Six people were involved in the repossession of a vehicle and one opened fire killing one and injuring four.
2020-05-11,Montgomery,Alabama,0,4,4,Police responding to a call about a gunshot victim discovered one victim with the other three transported to the hospital via private vehicle.
2020-05-10,Fort Worth,Texas,0,5,5,"Five people were wounded in a public park where hundreds were gathered, with some reporting the gunfire was fireworks."
2020-05-10,Katy,Texas,0,6,6,"A dispute between two neighbors escalated causing five people to be wounded, including a five-year-old girl."
2020-05-10,Baton Rouge,Louisiana,0,5,5,"Multiple gunmen were involved in a shootout at a local food market, wounding five including a minor."
2020-05-09,St. Louis,Missouri,0,4,4,Four people were wounded during a late night shooting.
2020-05-07,Baltimore,Maryl,0,4,4,Four men were discovered shot on the city's west side in the evening.
2020-05-06,Albany,Georgia,1,3,4,A 16-year-old was killed and three others wounded in a vehicle after the car was shot multiple times in the early morning.
2020-05-06,Memphis,Tennessee,2,2,4,Two men were shot and killed in a vehicle; two others wounded after attempting to exit the vehicle and were shot at in a drive-by.
2020-05-05,Hammond,Indiana,1,3,4,A man was killed and three others wounded after an incident of road rage escalated.
2020-05-03,Columbus,Ohio,0,4,4,Four people were wounded after an individual opened fire at a house party.
2020-05-03,Jacksonville,Florida,0,4,4,A man drove up to a street and after exiting the car fired at least 30 shots into a crowd of people wounding four men.
2020-05-03,Chicago,Illinois,0,5,5,Five teenagers - aged 15 through 19 years old - were injured in a drive-by shooting after attending a large gathering.
2020-05-02,Philadelphia,Pennsylvania,0,4,4,A man and three women were injured in a shooting in the evening.
2020-04-29,Indianapolis,Indiana,0,4,4,Four people were wounded in a shooting that involved two vehicles and an additional four people near Perry Park.
2020-04-27,Milwaukee,Wisconsin,5,0,5,"Five people were killed in a home, aged between 14 and 41, with a child being uninjured in the violence. Police are treating the incident as a matter of family violence."
2020-04-26,Troy,New York,0,4,4,Four people were wounded in the cities South End in an early morning shooting.
2020-04-26,Salisbury,North Carolina,1,4,5,One individual was killed and four others - including a juvenile - were injured after a fight escalated into a shooting.
2020-04-25,Orlando,Florida,1,4,5,An 18-year-old athlete who was to play at University of Louisville was killed and four others injured in a late night shooting.
2020-04-25,Memphis,Tennessee,0,7,7,Seven people were discovered wounded after police responded to an aggravated assault call. The individuals were wounded in a drive-by shooting after heading to an early morning party.
2020-04-25,Joliet,Illinois,1,3,4,"One person was killed and three others injured, with one being 17-years-old, in an early morning shooting."
2020-04-24,Fort Wayne,Indiana,0,4,4,Police responding to a shots fired call found four people injured.
2020-04-24,Houston,Texas,3,1,4,Three people were killed and one injured in an apartment by two shooters. Due to the lack of forced entry the victims may have known the shooters.
2020-04-18,Hyattsville,Maryl,2,2,4,Two men were killed and two injured in a late night shooting.
2020-04-17,Springfield,Massachusetts,1,4,5,One man was killed and four others injured after multiple individuals opened fire on a backyard gathering before fleeing in a car and continuing to fire.
2020-04-17,Greensboro,North Carolina,1,3,4,Responding police discovered three adults and a juvenile injured by a shooting. An adult later died in the hospital.
2020-04-15,Jackson,Mississippi,1,3,4,A five-year-old girl was killed and three adults wounded after someone shot into an apartment.
2020-04-11,Bakersfield,California,0,6,6,One juvenile and five adults were wounded after at a large party at an apartment complex was fired upon by at least four shooters.
2020-04-10,Muskegon,Michigan,0,4,4,Police were alerted of shots fired shortly after midnight and arrived to find the suspect had fled and the four wounded had transported themselves to the hospital.
2020-04-08,Detroit,Michigan,0,4,4,One man and three women were injured after an altercation escalated. A male shooter escaped the scene and a female was arrested for pointing a weapon at one of the wounded.
2020-04-08,Anchorage,Alaska,0,4,4,Police responding to a call of shots fired found one person wounded and an additional three connected to the shooting were found in local hospitals.
2020-04-08,Greenwood,South Carolina,1,3,4,A 19-year-old was killed and three others individuals were wounded at an apartment complex.
2020-04-07,Chicago,Illinois,1,3,4,"One man was killed and three other individuals wounded, including a 5-year-old, after an individual exited an alley way and opened fire on the group. One of the group likely returned fire at the shooter."
2020-04-05,New York City,New York,0,4,4,Four men were wounded in an early morning shooting in a Brooklyn apartment.
2020-04-05,Lancaster,South Carolina,1,4,5,One man was killed and four other individuals were wounded in a drive-by shooting in which people standing outside a house and sitting in a car were fired upon.
2020-04-05,Los Angeles,California,1,3,4,One man was killed and two other men and one woman were injured in an afternoon shooting.
2020-04-04,Hialeah,Florida,1,4,5,"A man shot and wounded his ex-girlfriend's relatives before barricading himself with her and their 9-year-old child in the home. During the standoff an officer was wounded along with the ex-girlfriend, while the man was killed by police."
2020-04-04,Lubbock,Texas,2,2,4,Police responding to a shots fired call found an adult male and a teenage female deceased and two seriously wounded individuals.
2020-04-04,Vidor,Texas,0,4,4,"Police officers responding to a shots fired call found four wounded individuals, with the shooter arrested later."
2020-04-03,Louisville,Kentucky,0,4,4,Police responding to calls about a shooting discovered two people wounded and a further two wounded drove themselves to the hospital.
2020-03-31,Macon,Georgia,3,1,4,"A domestic argument escalated when a man shot and killed his child's mother, step-father, and sister before abducting his two-year-old child. The shooter was arrested and the child recovered after an Amber Alert was issued."
2020-03-30,Philadelphia,Pennsylvania,0,5,5,"Five people were wounded at a late night memorial gathering after a man fired into the crowd from half-a-block away. The wounded included a two-year-old, a fourteen-year-old, and an eighteen-year-old."
2020-03-29,Atlanta,Georgia,0,4,4,"Four people were wounded in a late night shooting, with two of the wounded under the age of 18. One of the wounded was also showing signs of the COVID-19 virus."
2020-03-28,Baltimore,Maryl,1,3,4,One man was killed and two others and a teenager wounded in a drive-by shooting by three shooters.
2020-03-23,San Antonio,Texas,0,4,4,"Four people in a car were wounded by shooter in the early morning. Three of the victims had transported themselves to hospitals prior to police arrival. The victim found by officers knew who had shot him, but refused to cooperate with police questions."
2020-03-22,Hanahan,South Carolina,0,4,4,Four people were injured in an early morning shooting.
2020-03-20,St. Louis,Missouri,0,4,4,Three men and a woman were shot and wounded leaving a bar early in the morning. A second woman was injured by the crowd fleeing the scene.
2020-03-20,Norfolk,Virginia,0,4,4,Four people were discovered to be wounded in a shooting after police received a report about a shooting.
2020-03-18,Jacksonville,Florida,1,4,5,Five people were shot by a man wearing all black and potentially a face mask and one individual died at the scene. One of the wounded is a three-year-old child.
2020-03-17,Baltimore,Maryl,0,7,7,Police reported that seven people were injured during a police involved shooting. None of those wounded were police officers.
2020-03-15,Springfield,Missouri,5,2,7,"Springfield, Missouri shooting: A shooter killed four people, including a police officer, and injured two others, including another police officer, before committing suicide at a gas station."
2020-03-15,Moncure,North Carolina,7,0,7,Seven adult members of the same family were killed in an apparent murder suicide and were discovered after reports of shots fired.
2020-03-14,Saginaw,Michigan,2,2,4,Police responding to a shooting found three women and one man injured. Two women later were declared deceased.
2020-03-14,Albuquerque,New Mexico,1,3,4,"Reportedly a group of young men burst into a home and started shooting early in the morning. They wounded a woman, a 16-year-old girl and a 17-year-old girl and killed an adult male."
2020-03-13,New Orleans,Louisiana,0,5,5,"Four men riding in a vehicle shot and wounded five people, including a 15-year-old boy, in a drive by shooting, in the Algiers neighborhood."
2020-03-13,Rockford,Illinois,0,4,4,Three men and one woman were wounded after another man opened fire inside of an apartment. The man was later arrested by police.
2020-03-10,Chester,Pennsylvania,2,2,4,Police responding to a shooting discovered two 15-year-old boys killed and a third juvenile injured. A fourth wounded juvenile involved in the shooting was later identified at a medical center.
2020-03-08,Ceres,California,1,3,4,"Police responded to reports of a shooting and discovered three wounded individuals, one of whom later died. A fourth victim arrived at a hospital in a private vehicle."
2020-03-08,Rosedale,Maryl,1,5,6,"A 13-year-old boy was killed, five others were wounded; a 14-year-old boy and girl, two 12-year-old boys and a 19-year-old man were wounded. The group was shot at in a parking lot after an altercation while attending a Triple Threat Elite Dance event."
2020-03-08,South Holland,Illinois,0,4,4,"Four men were wounded in a vehicle on Bishop Ford Freeway, after another vehicle's occupant fired on them."
2020-03-08,Milwaukee,Wisconsin,1,3,4,An early morning argument escalated and resulted in one man killed and three injured outside a local business.
2020-03-07,Cleveland,Ohio,1,17,18,Seventeen people were wounded and one killed after a shootout between multiple motorcycle clubs after a fight at one of the club's headquarters caused many to be thrown out.
2020-03-07,Albuquerque,New Mexico,0,4,4,Three adults and one child were injured by a shooter while exiting a house party. The shooter was later arrested.
2020-03-07,Chicago,Illinois,0,7,7,Six men and a woman were injured in a drive-by shooting after leaving a house party after a fight broke out in the Greater Grand Crossing neighborhood.
2020-03-06,Washington D.C.,Washington D.C.,0,6,6,"Four males, one female and a five-year-old child were discovered by police wounded in a drive-by shooting."
2020-03-04,Tulare,California,1,5,6,One was killed while five others were injured at a mass shooting during a celebration of life. The gunman is still at large.
2020-02-29,Brighton,Colorado,0,5,5,"Five people were wounded in a drive by shooting, before the perpetrators fled."
2020-02-29,Kansas City,Missouri,1,4,5,Four people were injured and one person was fatally wounded at a shooting.
2020-02-26,Milwaukee,Wisconsin,6,0,6,"Milwaukee brewery shooting: Five people were killed when a gunman opened fire at the local Molson Coors Beverage Company campus, where he had been employed. Afterwards, the gunman committed suicide."
2020-02-25,Chicago,Illinois,1,4,5,"A shooting occurred at a convenience store in the Avalon Park neighborhood where four people were hurt and one person was killed. The four wounded victims were listed in serious-to-critical condition. It was reported that three people, including two men and a woman, exited a vehicle and started firing inside the store. They fled in a white vehicle after the arrival of police."
2020-02-25,Lafayette,Louisiana,0,6,6,Six people were injured in a shooting at a business.
2020-02-23,Houston,Texas,0,7,7,Seven people were shot at a flea market where a dance event took place with adults and children. A suspect was arrested and charged with assault. None of the injured victims were critically wounded.
2020-02-23,Clarkton,North Carolina,3,1,4,Three people were killed and one person was injured in a shooting. A suspect turned himself in to local authorities and was charged with three counts of murder and one count of attempted murder.
2020-02-20,Caldwell,Idaho,2,3,5,"Two people were fatally shot and three others, including a police officer, were wounded in a shooting at an apartment complex. The suspect was among the dead."
