,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
851,Otis Thorpe,SAC,35.0,208.28,111.58363200000001,Providence,USA,1984,1,9,74,10.2,7.3,3.0,-12.5,0.079,0.19899999999999998,0.18100000000000002,0.515,0.168,1997-98
852,Michael Smith,VAN,26.0,203.2,104.32616,Providence,USA,1994,2,35,48,5.2,6.4,1.8,-6.6,0.129,0.20600000000000002,0.12300000000000001,0.524,0.121,1997-98
853,Olden Polynice,SAC,33.0,213.36,113.398,Virginia,USA,1987,1,8,70,7.9,6.3,1.5,-5.9,0.126,0.218,0.207,0.46399999999999997,0.122,1997-98
854,Michael Jordan,CHI,35.0,198.12,97.975872,North Carolina,USA,1984,1,3,82,28.7,5.8,3.5,8.5,0.047,0.125,0.336,0.5329999999999999,0.174,1997-98
855,Michael McDonald,CHH,29.0,208.28,105.23334399999999,New Orleans,USA,1995,2,55,1,0.0,1.0,0.0,-71.4,0.25,0.0,0.25,0.0,0.0,1997-98
856,Malik Rose,SAS,23.0,200.66,113.398,Drexel,USA,1996,2,44,53,3.0,1.7,0.4,-6.8,0.10400000000000001,0.131,0.212,0.485,0.086,1997-98
857,Malik Sealy,DET,28.0,203.2,90.7184,St. John's (NY),USA,1992,1,14,77,7.7,2.8,1.3,4.2,0.035,0.126,0.187,0.505,0.10800000000000001,1997-98
858,Marcus Camby,TOR,24.0,210.82,99.79024,Massachusetts,USA,1996,1,2,63,12.1,7.4,1.8,-7.5,0.106,0.151,0.217,0.44799999999999995,0.095,1997-98
859,Mario Bennett,LAL,24.0,205.74,106.59411999999999,Arizona State,USA,1995,1,27,45,3.9,2.8,0.4,5.0,0.16399999999999998,0.207,0.201,0.573,0.084,1997-98
860,Mario Elie,HOU,34.0,195.58,95.25432,American International,USA,1985,7,160,73,8.4,2.1,3.0,-0.6,0.024,0.069,0.145,0.575,0.17300000000000001,1997-98
861,Mark Bryant,PHX,33.0,205.74,111.13004,Seton Hall,USA,1988,1,21,70,4.2,3.5,0.7,6.5,0.106,0.16,0.134,0.545,0.059000000000000004,1997-98
862,Mark Davis,PHI,25.0,200.66,95.25432,Texas Tech,USA,1995,2,48,71,4.0,2.2,1.0,-4.4,0.079,0.11699999999999999,0.185,0.489,0.141,1997-98
863,Mark Hendrickson,SAC,24.0,205.74,99.79024,Washington State,USA,1996,2,31,48,3.4,3.0,0.9,-7.6,0.049,0.16399999999999998,0.125,0.46799999999999997,0.086,1997-98
864,Mark Jackson,IND,33.0,190.5,83.91452,St. John's (NY),USA,1987,1,18,82,8.3,3.9,8.7,10.2,0.035,0.11599999999999999,0.166,0.501,0.44299999999999995,1997-98
865,Mark Pope,IND,25.0,208.28,106.59411999999999,Kentucky,USA,1996,2,52,28,1.4,0.9,0.3,-0.2,0.055999999999999994,0.115,0.145,0.402,0.062,1997-98
866,Mark Price,ORL,34.0,182.88,81.64656,Georgia Tech,USA,1986,2,25,63,9.5,2.0,4.7,-3.1,0.019,0.086,0.23,0.518,0.363,1997-98
867,Mahmoud Abdul-Rauf,SAC,29.0,185.42,73.481904,Louisiana State,USA,1990,1,3,31,7.3,1.2,1.9,-6.4,0.012,0.067,0.24600000000000002,0.405,0.195,1997-98
868,Mark West,IND,37.0,208.28,111.58363200000001,Old Dominion,USA,1983,2,30,15,1.5,1.0,0.1,-4.5,0.067,0.10300000000000001,0.135,0.486,0.036000000000000004,1997-98
869,Marko Milic,PHX,21.0,198.12,106.59411999999999,None,Slovenia,1997,2,33,33,2.8,0.8,0.4,7.4,0.076,0.099,0.245,0.644,0.113,1997-98
870,Martin Muursepp,DAL,23.0,205.74,106.59411999999999,None,USA,1996,1,25,41,5.7,2.8,0.7,-3.7,0.085,0.133,0.179,0.528,0.079,1997-98
871,Marty Conlon,MIA,30.0,210.82,111.13004,Providence,USA,Undrafted,Undrafted,Undrafted,18,4.9,2.6,0.7,4.4,0.083,0.162,0.191,0.541,0.10099999999999999,1997-98
872,Matt Bullard,HOU,31.0,208.28,106.59411999999999,Iowa,USA,Undrafted,Undrafted,Undrafted,67,7.0,2.2,0.9,-3.1,0.024,0.11800000000000001,0.16699999999999998,0.581,0.08199999999999999,1997-98
873,Matt Geiger,CHH,28.0,215.9,111.13004,Georgia Tech,USA,1992,2,42,78,11.3,6.7,1.0,-1.1,0.128,0.214,0.231,0.544,0.076,1997-98
874,Matt Maloney,HOU,26.0,190.5,90.7184,Pennsylvania,USA,Undrafted,Undrafted,Undrafted,78,8.6,1.8,2.8,-1.9,0.009000000000000001,0.065,0.151,0.539,0.151,1997-98
875,Maurice Taylor,LAC,21.0,205.74,117.93392,Michigan,USA,1997,1,14,71,11.5,4.2,0.7,-9.5,0.08900000000000001,0.136,0.262,0.521,0.069,1997-98
876,Michael Cage,NJN,36.0,205.74,112.490816,San Diego State,USA,1984,1,14,79,1.3,3.9,0.4,2.4,0.106,0.203,0.046,0.531,0.038,1997-98
877,Michael Curry,MIL,29.0,195.58,102.965384,Georgia Southern,USA,Undrafted,Undrafted,Undrafted,82,6.6,1.2,1.7,-3.9,0.016,0.045,0.134,0.5479999999999999,0.11699999999999999,1997-98
878,Michael Finley,DAL,25.0,200.66,97.52228000000001,Wisconsin,USA,1995,1,21,82,21.5,5.3,4.9,-6.7,0.048,0.096,0.256,0.522,0.222,1997-98
879,Mark Strickland,MIA,27.0,208.28,99.79024,Temple,USA,Undrafted,Undrafted,Undrafted,51,6.8,4.2,0.5,1.3,0.10800000000000001,0.17800000000000002,0.18899999999999997,0.5710000000000001,0.052000000000000005,1997-98
880,Dana Barros,BOS,32.0,180.34,73.935496,Boston College,USA,1989,1,16,50,9.3,2.1,4.2,0.3,0.016,0.09,0.192,0.5760000000000001,0.3,1998-99
881,Dan Schayes,ORL,40.0,210.82,117.93392,Syracuse,USA,1981,1,13,19,1.5,0.7,0.2,7.2,0.026000000000000002,0.098,0.131,0.431,0.044000000000000004,1998-99
882,Dan Majerle,MIA,33.0,198.12,99.79024,Central Michigan,USA,1988,1,14,48,7.0,4.3,3.1,8.1,0.017,0.13,0.113,0.529,0.151,1998-99
883,Damon Stoudamire,POR,25.0,177.8,77.56423199999999,Arizona,USA,1995,1,7,50,12.6,3.3,6.2,2.0,0.028999999999999998,0.084,0.215,0.462,0.322,1998-99
884,Cory Carr,CHI,23.0,193.04,95.25432,Texas Tech,USA,1998,2,49,42,4.1,1.2,1.6,-14.0,0.015,0.08199999999999999,0.21,0.37200000000000005,0.20600000000000002,1998-99
885,Dale Ellis,SEA,38.0,200.66,92.98635999999999,Tennessee,USA,1983,1,9,48,10.3,2.4,0.8,-0.7,0.024,0.085,0.175,0.581,0.055,1998-99
886,Dale Davis,IND,30.0,210.82,104.32616,Clemson,USA,1991,1,13,50,8.0,8.3,0.4,6.9,0.13699999999999998,0.205,0.138,0.5589999999999999,0.025,1998-99
887,Cuttino Mobley,HOU,23.0,193.04,86.18248,Rhode Island,USA,1998,2,41,49,9.9,2.3,2.5,3.7,0.019,0.067,0.174,0.537,0.13699999999999998,1998-99
888,Danny Ferry,CLE,32.0,208.28,106.59411999999999,Duke,USA,1989,1,2,50,7.0,2.0,1.1,-0.9,0.021,0.105,0.16899999999999998,0.562,0.10099999999999999,1998-99
889,Damon Jones,BOS,22.0,190.5,83.91452,Houston,USA,Undrafted,Undrafted,Undrafted,24,5.2,1.8,1.8,-3.0,0.018000000000000002,0.12,0.183,0.494,0.209,1998-99
890,Danny Fortson,DEN,23.0,200.66,117.93392,Cincinnati,USA,1997,1,10,50,11.0,11.6,0.6,-7.1,0.16699999999999998,0.312,0.179,0.564,0.038,1998-99
891,David Wesley,CHH,28.0,185.42,91.625584,Baylor,USA,Undrafted,Undrafted,Undrafted,50,14.1,3.2,6.4,2.2,0.015,0.085,0.198,0.561,0.312,1998-99
892,Darrell Armstrong,ORL,31.0,185.42,81.64656,Fayetteville State,USA,Undrafted,Undrafted,Undrafted,50,13.8,3.6,6.7,4.7,0.04,0.10099999999999999,0.225,0.575,0.401,1998-99
893,Darrick Martin,LAC,28.0,180.34,77.11064,UCLA,USA,Undrafted,Undrafted,Undrafted,37,8.0,1.3,3.9,-11.2,0.006,0.057,0.184,0.475,0.257,1998-99
894,David Robinson,SAS,33.0,215.9,113.398,Navy,USA,1987,1,1,49,15.8,10.0,2.1,11.2,0.113,0.235,0.24,0.564,0.12,1998-99
895,David Vaughn,NJN,26.0,205.74,108.86208,Memphis,USA,1995,1,25,10,3.4,3.4,0.1,3.3,0.155,0.196,0.174,0.599,0.015,1998-99
896,David Wingate,NYK,35.0,195.58,84.821704,Georgetown,USA,1986,2,44,20,0.7,0.4,0.3,14.4,0.038,0.07200000000000001,0.11,0.43799999999999994,0.086,1998-99
897,DeJuan Wheat,VAN,25.0,182.88,74.84268,Louisville,USA,1997,2,51,46,4.5,1.0,2.2,-9.9,0.021,0.073,0.20600000000000002,0.479,0.32899999999999996,1998-99
898,Dean Garrett,MIN,32.0,210.82,113.398,Indiana,USA,1988,2,38,49,5.5,5.2,0.6,-3.3,0.099,0.185,0.12,0.5329999999999999,0.04,1998-99
899,Dee Brown,TOR,30.0,187.96,83.91452,Jacksonville,USA,1990,1,19,49,11.2,2.1,2.9,-1.0,0.013000000000000001,0.075,0.19399999999999998,0.529,0.187,1998-99
900,Dell Curry,MIL,35.0,195.58,92.98635999999999,Virginia Tech,USA,1986,1,15,42,10.1,2.0,1.1,2.2,0.026000000000000002,0.08800000000000001,0.222,0.603,0.105,1998-99
901,Dennis Rodman,LAL,38.0,200.66,95.25432,Southeastern Oklahoma State,USA,1986,2,27,23,2.1,11.2,1.3,-1.4,0.114,0.348,0.065,0.38799999999999996,0.063,1998-99
902,Danny Manning,PHX,33.0,208.28,110.676448,Kansas,USA,1988,1,1,50,9.1,4.4,2.3,3.9,0.064,0.16,0.2,0.52,0.168,1998-99
903,Cory Alexander,DEN,26.0,185.42,86.18248,Virginia,USA,1995,1,29,36,7.3,2.1,3.3,-1.1,0.01,0.102,0.2,0.467,0.275,1998-99
904,Charles R. Jones,CHI,23.0,190.5,81.64656,Long Island-Brooklyn,USA,Undrafted,Undrafted,Undrafted,29,3.7,1.4,1.4,-12.2,0.022000000000000002,0.087,0.163,0.40700000000000003,0.156,1998-99
905,Corie Blount,CLE,30.0,208.28,109.769264,Cincinnati,USA,1993,1,25,34,2.9,4.4,0.4,2.7,0.127,0.196,0.126,0.40399999999999997,0.037000000000000005,1998-99
906,Charles Shackleford,CHH,33.0,210.82,111.13004,North Carolina State,USA,1988,2,32,32,3.3,4.0,0.4,-5.4,0.142,0.264,0.16899999999999998,0.521,0.07,1998-99
907,Charles Smith,LAC,23.0,193.04,87.996848,New Mexico,USA,1997,1,26,23,3.7,1.0,0.6,-15.4,0.025,0.069,0.17800000000000002,0.40399999999999997,0.071,1998-99
908,Charlie Ward,NYK,28.0,187.96,86.18248,Florida State,USA,1994,1,26,50,7.6,3.4,5.4,2.6,0.018000000000000002,0.10800000000000001,0.152,0.513,0.289,1998-99
909,Chauncey Billups,DEN,22.0,190.5,91.625584,Colorado,USA,1997,1,3,45,13.9,2.1,3.8,-6.0,0.019,0.059000000000000004,0.203,0.547,0.192,1998-99
910,Cherokee Parks,VAN,26.0,210.82,108.86208,Duke,USA,1995,1,12,48,5.5,5.1,0.8,-12.4,0.076,0.18,0.14400000000000002,0.445,0.057,1998-99
911,Chris Anstey,DAL,24.0,213.36,112.94440800000001,None,USA,1997,1,18,41,3.3,2.4,0.7,-5.4,0.083,0.155,0.18,0.418,0.09300000000000001,1998-99
912,Chris Carr,NJN,25.0,198.12,99.79024,Southern Illinois,USA,1995,2,56,39,5.3,1.8,0.6,-6.4,0.054000000000000006,0.129,0.247,0.465,0.102,1998-99
913,Chris Childs,NYK,31.0,190.5,88.45044,Boise State,USA,Undrafted,Undrafted,Undrafted,48,6.8,2.8,4.0,1.6,0.017,0.102,0.145,0.544,0.267,1998-99
914,Chris Crawford,ATL,24.0,205.74,106.59411999999999,Marquette,USA,1997,2,50,42,6.9,2.1,0.6,0.5,0.055999999999999994,0.077,0.205,0.504,0.059000000000000004,1998-99
915,Chris Dudley,NYK,34.0,210.82,117.93392,Yale,USA,1987,4,75,46,2.5,4.2,0.2,7.5,0.145,0.198,0.107,0.45399999999999996,0.017,1998-99
916,Chris Gatling,MIL,31.0,208.28,104.32616,Old Dominion,USA,1991,1,16,48,5.7,3.7,0.7,-3.1,0.08,0.195,0.223,0.445,0.077,1998-99
917,Corliss Williamson,SAC,25.0,200.66,111.13004,Arkansas,USA,1995,1,13,50,13.2,4.1,1.3,-1.5,0.064,0.08900000000000001,0.217,0.517,0.076,1998-99
918,Chris King,UTA,29.0,203.2,97.52228000000001,Wake Forest,USA,1992,2,45,8,0.5,1.4,0.1,-16.3,0.026000000000000002,0.25,0.14,0.228,0.048,1998-99
919,Chris Morris,PHX,33.0,203.2,103.418976,Auburn,USA,1988,1,4,44,4.2,2.8,0.5,4.0,0.111,0.15,0.161,0.544,0.073,1998-99
920,Chris Mullin,IND,35.0,200.66,97.52228000000001,St. John's (NY),USA,1985,1,7,50,10.1,3.2,1.6,6.2,0.027000000000000003,0.127,0.19399999999999998,0.616,0.11199999999999999,1998-99
921,Chris Webber,SAC,26.0,208.28,111.13004,Michigan,USA,1993,1,1,42,20.0,13.0,4.1,1.3,0.09300000000000001,0.237,0.249,0.491,0.171,1998-99
922,Chris Whitney,WAS,27.0,182.88,79.3786,Clemson,USA,1993,2,47,39,4.8,1.2,1.8,0.7,0.02,0.102,0.214,0.551,0.276,1998-99
923,Christian Laettner,DET,29.0,210.82,111.13004,Duke,USA,1992,1,3,16,7.6,3.4,1.5,3.1,0.07200000000000001,0.132,0.207,0.462,0.14,1998-99
924,Chuck Person,CHH,35.0,203.2,106.59411999999999,Auburn,USA,1986,1,4,50,6.1,2.6,1.2,-1.3,0.021,0.127,0.163,0.5,0.107,1998-99
925,Chucky Brown,CHH,31.0,203.2,97.52228000000001,North Carolina State,USA,1989,2,43,48,8.5,3.6,1.2,1.3,0.037000000000000005,0.133,0.175,0.51,0.086,1998-99
926,Clar. Weatherspoon,MIA,28.0,200.66,120.20188,Southern Mississippi,USA,1992,1,9,49,8.1,5.0,0.7,2.9,0.094,0.191,0.19,0.607,0.065,1998-99
927,Clifford Robinson,PHX,32.0,208.28,102.0582,Connecticut,USA,1989,2,36,50,16.4,4.5,2.6,6.2,0.045,0.10800000000000001,0.218,0.5589999999999999,0.128,1998-99
928,Corey Beck,CHH,28.0,190.5,90.7184,Arkansas,USA,Undrafted,Undrafted,Undrafted,24,1.9,1.2,0.8,4.9,0.042,0.142,0.158,0.493,0.183,1998-99
929,Corey Benjamin,CHI,21.0,198.12,90.7184,Oregon State,USA,1998,1,28,30,3.9,1.3,0.3,-16.4,0.057999999999999996,0.095,0.22699999999999998,0.43799999999999994,0.065,1998-99
930,Chris Mills,GSW,29.0,200.66,97.975872,Arizona,USA,1993,1,22,47,10.3,5.0,2.2,-4.3,0.039,0.146,0.18,0.488,0.13,1998-99
931,Dennis Scott,MIN,30.0,203.2,103.872568,Georgia Tech,USA,1990,1,4,36,6.5,1.6,1.1,-0.1,0.013000000000000001,0.084,0.157,0.516,0.091,1998-99
932,Elden Campbell,CHH,30.0,213.36,115.66596000000001,Clemson,USA,1990,1,27,49,12.6,8.1,1.4,1.3,0.10400000000000001,0.214,0.214,0.528,0.091,1998-99
933,Derek Fisher,LAL,24.0,185.42,90.7184,Arkansas-Little Rock,USA,1996,1,24,50,5.9,1.8,3.9,8.9,0.023,0.07400000000000001,0.149,0.49700000000000005,0.256,1998-99
934,Eric Riley,BOS,29.0,213.36,111.13004,Michigan,USA,1993,2,33,35,2.2,2.8,0.4,2.8,0.121,0.201,0.126,0.5770000000000001,0.06,1998-99
935,Eric Snow,PHI,26.0,190.5,92.532768,Michigan State,USA,1995,2,43,48,8.6,3.4,6.3,3.7,0.017,0.096,0.14,0.499,0.29600000000000004,1998-99
936,Eric Washington,DEN,25.0,193.04,86.18248,Alabama,USA,1997,2,46,38,5.4,2.3,0.8,-6.3,0.05,0.083,0.139,0.517,0.069,1998-99
937,Eric Williams,DEN,26.0,203.2,99.79024,Providence,USA,1995,1,14,38,7.3,2.1,1.0,-9.8,0.049,0.073,0.196,0.494,0.094,1998-99
938,Erick Dampier,GSW,23.0,210.82,120.20188,Mississippi State,USA,1996,1,10,50,8.8,7.6,1.1,-3.5,0.12300000000000001,0.171,0.193,0.439,0.064,1998-99
939,Erick Strickland,DAL,25.0,190.5,95.25432,Nebraska,USA,Undrafted,Undrafted,Undrafted,33,7.5,2.5,1.9,-3.0,0.023,0.14300000000000002,0.221,0.499,0.2,1998-99
940,Ervin Johnson,MIL,31.0,210.82,111.13004,New Orleans,USA,1993,1,23,50,5.1,6.4,0.4,-0.6,0.138,0.226,0.13,0.544,0.031,1998-99
941,Etdrick Bohannon,WAS,26.0,205.74,99.79024,Auburn-Montgomery,USA,Undrafted,Undrafted,Undrafted,2,0.0,0.0,0.0,-14.7,0.0,0.0,0.0,0.0,0.0,1998-99
942,Felipe Lopez,VAN,24.0,198.12,88.45044,St. John's (NY),Dominican Republic,1998,1,24,47,9.3,3.5,1.3,-9.1,0.065,0.09699999999999999,0.196,0.498,0.09300000000000001,1998-99
943,Felton Spencer,GSW,31.0,213.36,120.20188,Louisville,USA,1990,1,6,26,1.6,1.8,0.0,-3.4,0.113,0.17800000000000002,0.139,0.473,0.0,1998-99
944,Fred Hoiberg,IND,26.0,193.04,92.079176,Iowa State,USA,1995,2,52,12,1.6,0.9,0.3,0.1,0.027000000000000003,0.136,0.14400000000000002,0.402,0.077,1998-99
945,Gary Grant,POR,34.0,190.5,83.91452,Michigan,USA,1988,1,15,2,0.0,0.0,1.5,66.6,0.0,0.0,0.073,0.0,0.5,1998-99
946,Gary Payton,SEA,30.0,193.04,81.64656,Oregon State,USA,1990,1,2,50,21.7,4.9,8.7,-0.1,0.035,0.10800000000000001,0.26899999999999996,0.519,0.39799999999999996,1998-99
947,Gary Trent,DAL,24.0,203.2,113.398,Ohio,USA,1995,1,11,45,16.0,7.8,1.7,-1.5,0.106,0.18600000000000003,0.261,0.51,0.106,1998-99
948,George Lynch,PHI,28.0,203.2,103.418976,North Carolina,USA,1993,1,12,43,8.3,6.5,1.8,5.1,0.095,0.15,0.16,0.461,0.1,1998-99
949,George McCloud,PHX,32.0,203.2,102.0582,Florida State,USA,1989,1,7,48,8.9,3.4,1.6,1.4,0.032,0.125,0.153,0.591,0.10099999999999999,1998-99
950,Gerald Brown,PHX,23.0,193.04,95.25432,Pepperdine,USA,Undrafted,Undrafted,Undrafted,33,2.4,0.7,0.9,-12.1,0.022000000000000002,0.078,0.226,0.42,0.23,1998-99
951,Gerald Wilkins,ORL,35.0,198.12,83.91452,Tennessee-Chattanooga,USA,1985,2,47,3,0.7,0.3,0.3,-2.0,0.0,0.053,0.192,0.10099999999999999,0.067,1998-99
952,Gerard King,SAS,26.0,205.74,104.32616,Nicholls State,USA,Undrafted,Undrafted,Undrafted,19,1.2,0.7,0.2,5.7,0.102,0.11599999999999999,0.174,0.525,0.10300000000000001,1998-99
953,Gheorghe Muresan,NJN,28.0,231.14,137.438376,None,USA,1993,2,30,1,0.0,0.0,0.0,-200.0,0.0,0.0,1.0,0.0,0.0,1998-99
954,Glen Rice,LAL,32.0,203.2,99.79024,Michigan,USA,1989,1,4,27,17.5,3.7,2.6,4.2,0.011000000000000001,0.10800000000000001,0.22399999999999998,0.542,0.11800000000000001,1998-99
955,Glenn Robinson,MIL,26.0,200.66,104.32616,Purdue,USA,1994,1,1,47,18.4,5.9,2.1,5.7,0.057999999999999996,0.153,0.28300000000000003,0.523,0.11800000000000001,1998-99
956,Charles Oakley,TOR,35.0,205.74,111.13004,Virginia Union,USA,1985,1,9,50,7.0,7.5,3.4,-0.4,0.068,0.204,0.129,0.479,0.171,1998-99
957,Eric Piatkowski,LAC,28.0,200.66,97.52228000000001,Nebraska,USA,1994,1,15,49,10.5,2.9,1.1,-9.0,0.035,0.098,0.188,0.555,0.07400000000000001,1998-99
958,Eric Murdock,NJN,31.0,185.42,86.18248,Providence,USA,1991,1,21,15,7.9,2.3,4.4,-3.3,0.008,0.08900000000000001,0.171,0.474,0.289,1998-99
959,Eric Montross,DET,27.0,213.36,122.46983999999999,North Carolina,USA,1994,1,9,46,2.1,3.0,0.3,2.2,0.098,0.201,0.094,0.505,0.042,1998-99
960,Elliot Perry,NJN,30.0,182.88,68.945984,Memphis,USA,1991,2,37,35,2.8,1.0,1.3,-7.5,0.024,0.096,0.21100000000000002,0.449,0.305,1998-99
961,Derek Harper,LAL,37.0,193.04,93.439952,Illinois,USA,1983,1,11,45,6.9,1.5,4.2,-2.6,0.013999999999999999,0.052000000000000005,0.14300000000000002,0.506,0.255,1998-99
962,Derek Strong,ORL,31.0,205.74,108.86208,Xavier,USA,1990,2,47,44,5.1,3.7,0.4,2.4,0.107,0.18100000000000002,0.165,0.499,0.042,1998-99
963,Derrick Coleman,CHH,32.0,208.28,117.93392,Syracuse,USA,1990,1,1,37,13.1,8.9,2.1,-4.1,0.078,0.242,0.23399999999999999,0.496,0.128,1998-99
964,Derrick McKey,IND,32.0,208.28,102.0582,Alabama,USA,1987,1,9,13,4.6,3.2,1.0,12.8,0.09,0.13,0.14800000000000002,0.504,0.094,1998-99
965,Detlef Schrempf,SEA,36.0,208.28,106.59411999999999,Washington,USA,1985,1,8,50,15.0,7.4,3.7,2.3,0.05,0.193,0.196,0.573,0.177,1998-99
966,Dickey Simpkins,CHI,27.0,205.74,119.74828799999999,Providence,USA,1994,1,21,50,9.1,6.8,1.3,-10.0,0.086,0.2,0.162,0.528,0.08199999999999999,1998-99
967,Dikembe Mutombo,ATL,33.0,218.44,118.38751200000002,Georgetown,Congo,1991,1,4,50,10.8,12.2,1.1,6.0,0.127,0.265,0.14400000000000002,0.584,0.055999999999999994,1998-99
968,Dirk Nowitzki,DAL,21.0,213.36,107.501304,None,Germany,1998,1,9,47,8.2,3.4,1.0,-1.5,0.052000000000000005,0.139,0.223,0.49200000000000005,0.08199999999999999,1998-99
969,Dominique Wilkins,ORL,39.0,203.2,104.32616,Georgia,USA,1982,1,3,27,5.0,2.6,0.6,-1.6,0.133,0.182,0.301,0.445,0.131,1998-99
970,Don MacLean,SEA,29.0,208.28,106.59411999999999,UCLA,USA,1992,1,19,17,10.9,3.8,0.9,-8.6,0.057999999999999996,0.14400000000000002,0.271,0.47600000000000003,0.078,1998-99
971,Don Reid,DET,25.0,203.2,113.398,Georgetown,USA,1995,2,58,47,5.1,3.6,0.7,5.5,0.084,0.135,0.12300000000000001,0.58,0.057,1998-99
972,Derek Anderson,CLE,24.0,195.58,88.45044,Kentucky,USA,1997,1,13,38,10.8,2.9,3.8,-1.5,0.027000000000000003,0.12,0.23600000000000002,0.529,0.305,1998-99
973,Donyell Marshall,GSW,26.0,205.74,104.32616,Connecticut,USA,1994,1,4,48,11.0,7.1,1.4,-1.2,0.095,0.195,0.218,0.484,0.094,1998-99
974,Doug Overton,PHI,29.0,190.5,86.18248,La Salle,USA,1991,2,40,24,3.8,0.9,1.0,-5.1,0.027999999999999997,0.065,0.198,0.496,0.174,1998-99
975,Doug West,VAN,32.0,198.12,90.7184,Villanova,USA,1989,2,38,14,5.8,1.8,1.4,-6.7,0.021,0.085,0.136,0.5329999999999999,0.109,1998-99
976,Drew Barry,SEA,26.0,195.58,86.636072,Georgia Tech,USA,1996,2,57,17,2.2,1.2,1.7,0.4,0.02,0.09300000000000001,0.12,0.49,0.23800000000000002,1998-99
977,Duane Causwell,MIA,31.0,213.36,115.66596000000001,Temple,USA,1990,1,18,19,2.3,1.8,0.1,-20.5,0.12300000000000001,0.16899999999999998,0.2,0.546,0.028999999999999998,1998-99
978,Duane Ferrell,GSW,34.0,200.66,97.52228000000001,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,8,0.6,0.8,0.0,21.3,0.102,0.024,0.149,0.159,0.0,1998-99
979,Dwayne Schintzius,BOS,30.0,218.44,129.27372,Florida,USA,1990,1,24,16,0.7,1.2,0.5,-29.2,0.10099999999999999,0.17600000000000002,0.175,0.31,0.2,1998-99
980,Earl Boykins,CLE,23.0,165.1,65.77083999999999,Eastern Michigan,USA,Undrafted,Undrafted,Undrafted,22,3.0,0.8,1.5,-10.8,0.037000000000000005,0.057999999999999996,0.22,0.405,0.303,1998-99
981,Ed Gray,ATL,23.0,190.5,95.25432,California,USA,1997,1,22,30,4.9,0.9,0.4,-12.5,0.022000000000000002,0.079,0.304,0.368,0.083,1998-99
982,Eddie Johnson,HOU,40.0,200.66,97.52228000000001,Illinois,USA,1981,2,29,3,4.0,0.7,0.3,-20.8,0.0,0.154,0.292,0.462,0.063,1998-99
983,Eddie Jones,CHH,27.0,198.12,90.7184,Temple,USA,1994,1,10,50,15.6,3.9,3.7,5.8,0.032,0.086,0.19899999999999998,0.546,0.17,1998-99
984,Eldridge Recasner,CHH,31.0,193.04,86.18248,Washington,USA,1992,Undrafted,Undrafted,44,5.0,1.8,2.1,-3.8,0.035,0.095,0.172,0.552,0.23199999999999998,1998-99
985,Doug Christie,TOR,29.0,198.12,92.98635999999999,Pepperdine,USA,1992,1,17,50,15.2,4.1,3.7,-3.3,0.038,0.1,0.226,0.501,0.198,1998-99
986,Charles O'Bannon,DET,24.0,195.58,94.800728,UCLA,USA,1997,2,31,18,3.1,1.9,0.7,11.4,0.11699999999999999,0.10099999999999999,0.191,0.47,0.126,1998-99
987,Anfernee Hardaway,ORL,27.0,200.66,97.52228000000001,Memphis,USA,1993,1,3,50,15.8,5.7,5.3,1.9,0.044000000000000004,0.127,0.22399999999999998,0.488,0.248,1998-99
988,Cedric Henderson,CLE,24.0,200.66,102.0582,Memphis,USA,1997,2,44,50,9.1,3.9,2.3,-3.2,0.037000000000000005,0.121,0.18600000000000003,0.46,0.13699999999999998,1998-99
989,Tony Delk,GSW,25.0,187.96,87.089664,Kentucky,USA,1996,1,16,36,6.8,1.5,2.6,-10.9,0.017,0.07,0.22699999999999998,0.433,0.276,1998-99
990,Tony Battie,BOS,23.0,210.82,108.86208,Texas Tech,USA,1997,1,5,50,6.7,6.0,1.1,1.2,0.096,0.209,0.14300000000000002,0.541,0.077,1998-99
991,Toni Kukoc,CHI,30.0,210.82,105.23334399999999,None,Croatia,1990,2,29,44,18.8,7.0,5.3,-5.1,0.044000000000000004,0.179,0.275,0.491,0.305,1998-99
992,Tom Hammonds,MIN,32.0,205.74,102.0582,Georgia Tech,USA,1989,1,9,49,4.3,2.8,0.4,-1.2,0.083,0.142,0.154,0.5,0.047,1998-99
993,Tom Gugliotta,PHX,29.0,208.28,108.86208,North Carolina State,USA,1992,1,6,43,17.0,8.9,2.8,4.9,0.095,0.188,0.222,0.545,0.134,1998-99
994,Todd Fuller,UTA,24.0,210.82,115.66596000000001,North Carolina State,USA,1996,1,11,42,3.4,2.4,0.1,-1.5,0.077,0.183,0.175,0.486,0.023,1998-99
995,Toby Bailey,PHX,23.0,198.12,96.615096,UCLA,USA,1998,2,45,27,2.9,2.0,0.5,-7.3,0.10099999999999999,0.146,0.185,0.425,0.083,1998-99
996,Tim Thomas,MIL,22.0,208.28,104.32616,Villanova,USA,1997,1,7,50,7.2,2.5,0.9,-3.4,0.07400000000000001,0.11800000000000001,0.212,0.545,0.1,1998-99
997,Tim Legler,WAS,32.0,193.04,99.79024,La Salle,USA,Undrafted,Undrafted,Undrafted,30,4.0,1.3,0.7,-4.2,0.023,0.095,0.154,0.506,0.091,1998-99
