"","Overs","Mdns","Runs","Wkts","Econ","Ave","SR","Opposition","Ground","Start Date","Match_ID","Bowler","Player_ID"
"1121","10.0","0","39","2","3.90","19.50","30.0","v New Zealand","Pallekele","4 Nov 2012","ODI # 3305","Lasith Malinga",49758
"1122","7.0","0","40","1","5.71","40.00","42.0","v New Zealand","Pallekele","6 Nov 2012","ODI # 3306","Lasith Malinga",49758
"1123","6.0","1","38","0","6.33","-","-","v New Zealand","Hambantota","10 Nov 2012","ODI # 3307","Lasith Malinga",49758
"1124","-","-","-","-","-","-","-","v New Zealand","Hambantota","12 Nov 2012","ODI # 3308","Lasith Malinga",49758
"1125","10.0","1","61","1","6.10","61.00","60.0","v Australia","Melbourne","11 Jan 2013","ODI # 3317","Lasith Malinga",49758
"1126","9.0","0","32","3","3.55","10.66","18.0","v Australia","Adelaide","13 Jan 2013","ODI # 3319","Lasith Malinga",49758
"1127","7.0","2","14","3","2.00","4.66","14.0","v Australia","Brisbane","18 Jan 2013","ODI # 3321","Lasith Malinga",49758
"1128","10.0","2","33","2","3.30","16.50","30.0","v Australia","Sydney","20 Jan 2013","ODI # 3324","Lasith Malinga",49758
"1129","10.0","1","49","1","4.90","49.00","60.0","v Australia","Hobart","23 Jan 2013","ODI # 3326","Lasith Malinga",49758
"1130","10.0","0","51","2","5.10","25.50","30.0","v Bangladesh","Hambantota","23 Mar 2013","ODI # 3349","Lasith Malinga",49758
"1131","-","-","-","-","-","-","-","v Bangladesh","Hambantota","25 Mar 2013","ODI # 3351","Lasith Malinga",49758
"1132","6.0","0","29","2","4.83","14.50","18.0","v Bangladesh","Pallekele","28 Mar 2013","ODI # 3352","Lasith Malinga",49758
"1133","10.0","2","34","4","3.40","8.50","15.0","v New Zealand","Cardiff","9 Jun 2013","ODI # 3366","Lasith Malinga",49758
"1134","10.0","2","58","2","5.80","29.00","30.0","v England","The Oval","13 Jun 2013","ODI # 3370","Lasith Malinga",49758
"1135","9.0","0","60","1","6.66","60.00","54.0","v Australia","The Oval","17 Jun 2013","ODI # 3374","Lasith Malinga",49758
"1136","8.0","0","54","0","6.75","-","-","v India","Cardiff","20 Jun 2013","ODI # 3376","Lasith Malinga",49758
"1137","7.0","0","34","0","4.85","-","-","v West Indies","Kingston","28 Jun 2013","ODI # 3378","Lasith Malinga",49758
"1138","7.5","0","40","2","5.10","20.00","23.5","v India","Kingston","2 Jul 2013","ODI # 3382","Lasith Malinga",49758
"1139","8.0","2","42","2","5.25","21.00","24.0","v West Indies","Port of Spain","7 Jul 2013","ODI # 3385","Lasith Malinga",49758
"1140","3.0","1","7","0","2.33","-","-","v India","Port of Spain","9 Jul 2013","ODI # 3387","Lasith Malinga",49758
"1141","10.0","1","58","1","5.80","58.00","60.0","v India","Port of Spain","11 Jul 2013","ODI # 3388","Lasith Malinga",49758
"1142","4.0","1","21","1","5.25","21.00","24.0","v South Africa","Colombo (RPS)","20 Jul 2013","ODI # 3392","Lasith Malinga",49758
"1143","3.0","0","17","1","5.66","17.00","18.0","v South Africa","Colombo (RPS)","23 Jul 2013","ODI # 3394","Lasith Malinga",49758
"1144","10.0","0","57","1","5.70","57.00","60.0","v South Africa","Pallekele","26 Jul 2013","ODI # 3398","Lasith Malinga",49758
"1145","9.0","0","52","3","5.77","17.33","18.0","v South Africa","Pallekele","28 Jul 2013","ODI # 3400","Lasith Malinga",49758
"1146","2.2","0","8","1","3.42","8.00","14.0","v New Zealand","Hambantota","10 Nov 2013","ODI # 3432","Lasith Malinga",49758
"1147","5.0","0","42","0","8.40","-","-","v New Zealand","Hambantota","12 Nov 2013","ODI # 3434","Lasith Malinga",49758
"1148","3.0","0","31","0","10.33","-","-","v New Zealand","Dambulla","16 Nov 2013","ODI # 3435","Lasith Malinga",49758
"1149","10.0","1","59","0","5.90","-","-","v Pakistan","Sharjah","18 Dec 2013","ODI # 3445","Lasith Malinga",49758
"1150","10.0","0","78","1","7.80","78.00","60.0","v Pakistan","Dubai (DSC)","20 Dec 2013","ODI # 3446","Lasith Malinga",49758
"1151","10.0","0","58","1","5.80","58.00","60.0","v Pakistan","Sharjah","22 Dec 2013","ODI # 3447","Lasith Malinga",49758
"1152","7.0","0","40","0","5.71","-","-","v Pakistan","Abu Dhabi","25 Dec 2013","ODI # 3448","Lasith Malinga",49758
"1153","10.0","0","57","4","5.70","14.25","15.0","v Pakistan","Abu Dhabi","27 Dec 2013","ODI # 3450","Lasith Malinga",49758
"1154","8.0","1","37","1","4.62","37.00","48.0","v Bangladesh","Dhaka","17 Feb 2014","ODI # 3469","Lasith Malinga",49758
"1155","8.0","2","45","2","5.62","22.50","24.0","v Bangladesh","Dhaka","20 Feb 2014","ODI # 3470","Lasith Malinga",49758
"1156","9.5","0","52","5","5.28","10.40","11.8","v Pakistan","Fatullah","25 Feb 2014","ODI # 3473","Lasith Malinga",49758
"1157","10.0","0","58","1","5.80","58.00","60.0","v India","Fatullah","28 Feb 2014","ODI # 3476","Lasith Malinga",49758
"1158","5.0","0","23","0","4.60","-","-","v Afghanistan","Dhaka","3 Mar 2014","ODI # 3481","Lasith Malinga",49758
"1159","10.0","0","56","5","5.60","11.20","12.0","v Pakistan","Dhaka","8 Mar 2014","ODI # 3486","Lasith Malinga",49758
"1160","8.0","0","71","0","8.87","-","-","v England","The Oval","22 May 2014","ODI # 3492","Lasith Malinga",49758
"1161","4.0","1","17","1","4.25","17.00","24.0","v England","Chester-le-Street","25 May 2014","ODI # 3493","Lasith Malinga",49758
"1162","3.0","0","13","0","4.33","-","-","v England","Manchester","28 May 2014","ODI # 3494","Lasith Malinga",49758
"1163","10.0","2","52","3","5.20","17.33","20.0","v England","Lord's","31 May 2014","ODI # 3495","Lasith Malinga",49758
"1164","9.1","0","50","3","5.45","16.66","18.3","v England","Birmingham","3 Jun 2014","ODI # 3496","Lasith Malinga",49758
"1165","7.0","0","52","0","7.42","-","-","v South Africa","Colombo (RPS)","6 Jul 2014","ODI # 3500","Lasith Malinga",49758
"1166","6.0","1","24","4","4.00","6.00","9.0","v South Africa","Pallekele","9 Jul 2014","ODI # 3501","Lasith Malinga",49758
"1167","10.0","0","85","0","8.50","-","-","v South Africa","Hambantota","12 Jul 2014","ODI # 3502","Lasith Malinga",49758
"1168","9.0","0","60","1","6.66","60.00","54.0","v Pakistan","Hambantota","23 Aug 2014","ODI # 3512","Lasith Malinga",49758
"1169","6.5","0","56","2","8.19","28.00","20.5","v Pakistan","Hambantota","26 Aug 2014","ODI # 3515","Lasith Malinga",49758
"1170","7.0","2","17","1","2.42","17.00","42.0","v Pakistan","Dambulla","30 Aug 2014","ODI # 3519","Lasith Malinga",49758
"1171","10.0","0","84","0","8.40","-","-","v New Zealand","Christchurch","14 Feb 2015","ODI # 3599","Lasith Malinga",49758
"1172","9.4","1","41","3","4.24","13.66","19.3","v Afghanistan","Dunedin","22 Feb 2015","ODI # 3609","Lasith Malinga",49758
"1173","9.0","0","35","3","3.88","11.66","18.0","v Bangladesh","Melbourne","26 Feb 2015","ODI # 3615","Lasith Malinga",49758
"1174","10.0","0","63","1","6.30","63.00","60.0","v England","Wellington","1 Mar 2015","ODI # 3619","Lasith Malinga",49758
"1175","10.0","0","59","2","5.90","29.50","30.0","v Australia","Sydney","8 Mar 2015","ODI # 3629","Lasith Malinga",49758
"1176","9.0","0","29","2","3.22","14.50","27.0","v Scotland","Hobart","11 Mar 2015","ODI # 3632","Lasith Malinga",49758
"1177","6.0","0","43","1","7.16","43.00","36.0","v South Africa","Sydney","18 Mar 2015","ODI # 3640","Lasith Malinga",49758
"1178","8.0","0","56","0","7.00","-","-","v Pakistan","Dambulla","11 Jul 2015","ODI # 3664","Lasith Malinga",49758
"1179","10.0","0","64","2","6.40","32.00","30.0","v Pakistan","Pallekele","15 Jul 2015","ODI # 3669","Lasith Malinga",49758
"1180","10.0","0","80","1","8.00","80.00","60.0","v Pakistan","Colombo (RPS)","19 Jul 2015","ODI # 3670","Lasith Malinga",49758
"1181","9.0","2","46","1","5.11","46.00","54.0","v Pakistan","Colombo (RPS)","22 Jul 2015","ODI # 3671","Lasith Malinga",49758
"1182","6.0","1","20","0","3.33","-","-","v West Indies","Colombo (RPS)","1 Nov 2015","ODI # 3701","Lasith Malinga",49758
"1183","7.4","0","43","2","5.60","21.50","23.0","v West Indies","Colombo (RPS)","4 Nov 2015","ODI # 3702","Lasith Malinga",49758
"1184","7.0","0","43","2","6.14","21.50","21.0","v West Indies","Pallekele","7 Nov 2015","ODI # 3704","Lasith Malinga",49758
"1185","10.0","0","57","0","5.70","-","-","v South Africa","The Oval","3 Jun 2017","ODI # 3877","Lasith Malinga",49758
"1186","10.0","0","70","2","7.00","35.00","30.0","v India","The Oval","8 Jun 2017","ODI # 3882","Lasith Malinga",49758
"1187","9.5","2","52","1","5.28","52.00","59.0","v Pakistan","Cardiff","12 Jun 2017","ODI # 3888","Lasith Malinga",49758
"1188","9.0","0","51","1","5.66","51.00","54.0","v Zimbabwe","Galle","30 Jun 2017","ODI # 3897","Lasith Malinga",49758
"1189","3.0","1","17","0","5.66","-","-","v Zimbabwe","Galle","2 Jul 2017","ODI # 3899","Lasith Malinga",49758
"1190","9.0","0","71","1","7.88","71.00","54.0","v Zimbabwe","Hambantota","6 Jul 2017","ODI # 3901","Lasith Malinga",49758
"1191","4.0","1","18","0","4.50","-","-","v Zimbabwe","Hambantota","8 Jul 2017","ODI # 3903","Lasith Malinga",49758
"1192","10.0","0","44","2","4.40","22.00","30.0","v Zimbabwe","Hambantota","10 Jul 2017","ODI # 3904","Lasith Malinga",49758
"1193","8.0","0","52","0","6.50","-","-","v India","Dambulla","20 Aug 2017","ODI # 3905","Lasith Malinga",49758
"1194","8.0","0","49","0","6.12","-","-","v India","Pallekele","24 Aug 2017","ODI # 3906","Lasith Malinga",49758
"1195","5.0","0","25","1","5.00","25.00","30.0","v India","Pallekele","27 Aug 2017","ODI # 3907","Lasith Malinga",49758
"1196","10.0","0","82","1","8.20","82.00","60.0","v India","Colombo (RPS)","31 Aug 2017","ODI # 3908","Lasith Malinga",49758
"1197","8.0","1","35","1","4.37","35.00","48.0","v India","Colombo (RPS)","3 Sep 2017","ODI # 3909","Lasith Malinga",49758
"1198","10.0","2","23","4","2.30","5.75","15.0","v Bangladesh","Dubai (DSC)","15 Sep 2018","ODI # 4036","Lasith Malinga",49758
"1199","10.0","0","66","1","6.60","66.00","60.0","v Afghanistan","Abu Dhabi","17 Sep 2018","ODI # 4038","Lasith Malinga",49758
"1200","5.0","0","37","0","7.40","-","-","v England","Dambulla","10 Oct 2018","ODI # 4052","Lasith Malinga",49758
"1201","10.0","1","44","5","4.40","8.80","12.0","v England","Dambulla","13 Oct 2018","ODI # 4053","Lasith Malinga",49758
"1202","4.0","0","39","0","9.75","-","-","v England","Pallekele","17 Oct 2018","ODI # 4054","Lasith Malinga",49758
"1203","5.0","0","15","0","3.00","-","-","v England","Pallekele","20 Oct 2018","ODI # 4055","Lasith Malinga",49758
"1204","10.0","0","78","2","7.80","39.00","30.0","v New Zealand","Mount Maunganui","3 Jan 2019","ODI # 4074","Lasith Malinga",49758
"1205","10.0","0","45","2","4.50","22.50","30.0","v New Zealand","Mount Maunganui","5 Jan 2019","ODI # 4075","Lasith Malinga",49758
"1206","10.0","1","93","3","9.30","31.00","20.0","v New Zealand","Nelson","8 Jan 2019","ODI # 4076","Lasith Malinga",49758
"1207","7.0","0","37","0","5.28","-","-","v South Africa","Johannesburg","3 Mar 2019","ODI # 4104","Lasith Malinga",49758
"1208","9.0","0","39","2","4.33","19.50","27.0","v South Africa","Centurion","6 Mar 2019","ODI # 4107","Lasith Malinga",49758
"1209","10.0","0","68","1","6.80","68.00","60.0","v South Africa","Durban","10 Mar 2019","ODI # 4112","Lasith Malinga",49758
"1210","7.0","0","38","0","5.42","-","-","v South Africa","Port Elizabeth","13 Mar 2019","ODI # 4114","Lasith Malinga",49758
"1211","6.0","0","22","1","3.66","22.00","36.0","v South Africa","Cape Town","16 Mar 2019","ODI # 4115","Lasith Malinga",49758
"1212","2.0","0","10","0","5.00","-","-","v Pakistan","Dambulla","11 Jul 2015","ODI # 3664","Milinda Siriwardana",222354
"1213","5.0","0","22","1","4.40","22.00","30.0","v Pakistan","Pallekele","15 Jul 2015","ODI # 3669","Milinda Siriwardana",222354
"1214","-","-","-","-","-","-","-","v Pakistan","Colombo (RPS)","19 Jul 2015","ODI # 3670","Milinda Siriwardana",222354
"1215","5.5","0","28","1","4.80","28.00","35.0","v Pakistan","Colombo (RPS)","22 Jul 2015","ODI # 3671","Milinda Siriwardana",222354
"1216","2.2","0","19","1","8.14","19.00","14.0","v Pakistan","Hambantota","26 Jul 2015","ODI # 3672","Milinda Siriwardana",222354
"1217","-","-","-","-","-","-","-","v West Indies","Colombo (RPS)","1 Nov 2015","ODI # 3701","Milinda Siriwardana",222354
"1218","7.0","1","27","2","3.85","13.50","21.0","v West Indies","Colombo (RPS)","4 Nov 2015","ODI # 3702","Milinda Siriwardana",222354
"1219","5.0","0","17","0","3.40","-","-","v West Indies","Pallekele","7 Nov 2015","ODI # 3704","Milinda Siriwardana",222354
"1220","5.0","0","45","2","9.00","22.50","15.0","v New Zealand","Christchurch","26 Dec 2015","ODI # 3714","Milinda Siriwardana",222354
"1221","-","-","-","-","-","-","-","v New Zealand","Christchurch","28 Dec 2015","ODI # 3715","Milinda Siriwardana",222354
"1222","5.0","0","33","1","6.60","33.00","30.0","v New Zealand","Nelson","31 Dec 2015","ODI # 3717","Milinda Siriwardana",222354
"1223","2.0","0","11","0","5.50","-","-","v New Zealand","Nelson","2 Jan 2016","ODI # 3718","Milinda Siriwardana",222354
"1224","5.0","0","32","0","6.40","-","-","v New Zealand","Mount Maunganui","5 Jan 2016","ODI # 3721","Milinda Siriwardana",222354
"1225","6.0","0","34","0","5.66","-","-","v Australia","Colombo (RPS)","21 Aug 2016","ODI # 3768","Milinda Siriwardana",222354
"1226","-","-","-","-","-","-","-","v Bangladesh","Dambulla","25 Mar 2017","ODI # 3855","Milinda Siriwardana",222354
"1227","-","-","-","-","-","-","-","v Bangladesh","Dambulla","28 Mar 2017","ODI # 3856","Milinda Siriwardana",222354
"1228","5.0","1","23","0","4.60","-","-","v Bangladesh","Colombo (SSC)","1 Apr 2017","ODI # 3858","Milinda Siriwardana",222354
"1229","10.0","0","39","1","3.90","39.00","60.0","v India","Pallekele","24 Aug 2017","ODI # 3906","Milinda Siriwardana",222354
"1230","9.0","0","43","0","4.77","-","-","v India","Pallekele","27 Aug 2017","ODI # 3907","Milinda Siriwardana",222354
"1231","5.0","0","36","0","7.20","-","-","v India","Colombo (RPS)","31 Aug 2017","ODI # 3908","Milinda Siriwardana",222354
"1232","4.0","0","28","0","7.00","-","-","v India","Colombo (RPS)","3 Sep 2017","ODI # 3909","Milinda Siriwardana",222354
"1233","6.0","0","28","0","4.66","-","-","v Pakistan","Dubai (DSC)","13 Oct 2017","ODI # 3922","Milinda Siriwardana",222354
"1234","2.0","0","9","0","4.50","-","-","v Pakistan","Abu Dhabi","16 Oct 2017","ODI # 3924","Milinda Siriwardana",222354
"1235","2.0","0","12","0","6.00","-","-","v Pakistan","Abu Dhabi","18 Oct 2017","ODI # 3926","Milinda Siriwardana",222354
"1236","5.0","0","34","0","6.80","-","-","v Pakistan","Sharjah","20 Oct 2017","ODI # 3927","Milinda Siriwardana",222354
"1237","-","-","-","-","-","-","-","v Pakistan","Sharjah","23 Oct 2017","ODI # 3930","Milinda Siriwardana",222354
"1238","4.0","0","12","2","3.00","6.00","12.0","v Zimbabwe","Bulawayo","1 Jun 2010","ODI # 2985","Jeevan Mendis",49700
"1239","6.0","0","29","0","4.83","-","-","v India","Harare","5 Jun 2010","ODI # 2988","Jeevan Mendis",49700
"1240","8.0","0","42","0","5.25","-","-","v Zimbabwe","Harare","7 Jun 2010","ODI # 2989","Jeevan Mendis",49700
"1241","9.0","0","36","2","4.00","18.00","27.0","v Zimbabwe","Harare","9 Jun 2010","ODI # 2990","Jeevan Mendis",49700
"1242","1.0","0","10","0","10.00","-","-","v Australia","Brisbane","7 Nov 2010","ODI # 3068","Jeevan Mendis",49700
"1243","2.0","0","18","1","9.00","18.00","12.0","v England","The Oval","28 Jun 2011","ODI # 3165","Jeevan Mendis",49700
"1244","6.0","0","31","2","5.16","15.50","18.0","v England","Leeds","1 Jul 2011","ODI # 3167","Jeevan Mendis",49700
"1245","10.0","0","40","2","4.00","20.00","30.0","v England","Lord's","3 Jul 2011","ODI # 3168","Jeevan Mendis",49700
"1246","2.0","0","20","0","10.00","-","-","v England","Nottingham","6 Jul 2011","ODI # 3169","Jeevan Mendis",49700
"1247","6.0","0","33","0","5.50","-","-","v England","Manchester","9 Jul 2011","ODI # 3170","Jeevan Mendis",49700
"1248","2.0","0","6","0","3.00","-","-","v Scotland","Edinburgh","13 Jul 2011","ODI # 3172","Jeevan Mendis",49700
"1249","9.0","0","37","0","4.11","-","-","v Australia","Pallekele","10 Aug 2011","ODI # 3175","Jeevan Mendis",49700
"1250","3.0","0","12","0","4.00","-","-","v Australia","Hambantota","14 Aug 2011","ODI # 3178","Jeevan Mendis",49700
"1251","1.0","0","5","0","5.00","-","-","v Australia","Hambantota","16 Aug 2011","ODI # 3180","Jeevan Mendis",49700
"1252","8.0","0","35","0","4.37","-","-","v Australia","Colombo (RPS)","22 Aug 2011","ODI # 3184","Jeevan Mendis",49700
"1253","9.0","0","43","0","4.77","-","-","v Pakistan","Dubai (DSC)","14 Nov 2011","ODI # 3213","Jeevan Mendis",49700
"1254","3.0","0","15","0","5.00","-","-","v Pakistan","Dubai (DSC)","18 Nov 2011","ODI # 3214","Jeevan Mendis",49700
"1255","9.0","0","40","2","4.44","20.00","27.0","v Pakistan","Sharjah","20 Nov 2011","ODI # 3215","Jeevan Mendis",49700
"1256","7.0","0","36","3","5.14","12.00","14.0","v Pakistan","Abu Dhabi","23 Nov 2011","ODI # 3216","Jeevan Mendis",49700
"1257","9.0","0","30","2","3.33","15.00","27.0","v Pakistan","Colombo (RPS)","18 Jun 2012","ODI # 3277","Jeevan Mendis",49700
"1258","4.0","0","19","0","4.75","-","-","v India","Colombo (RPS)","28 Jul 2012","ODI # 3293","Jeevan Mendis",49700
"1259","6.0","0","37","1","6.16","37.00","36.0","v India","Colombo (RPS)","31 Jul 2012","ODI # 3294","Jeevan Mendis",49700
"1260","5.0","0","25","0","5.00","-","-","v India","Pallekele","4 Aug 2012","ODI # 3295","Jeevan Mendis",49700
"1261","6.0","0","34","0","5.66","-","-","v New Zealand","Pallekele","4 Nov 2012","ODI # 3305","Jeevan Mendis",49700
"1262","5.0","0","34","2","6.80","17.00","15.0","v New Zealand","Pallekele","6 Nov 2012","ODI # 3306","Jeevan Mendis",49700
"1263","4.0","0","15","3","3.75","5.00","8.0","v New Zealand","Hambantota","10 Nov 2012","ODI # 3307","Jeevan Mendis",49700
"1264","-","-","-","-","-","-","-","v New Zealand","Hambantota","12 Nov 2012","ODI # 3308","Jeevan Mendis",49700
"1265","4.0","0","33","0","8.25","-","-","v Australia","Melbourne","11 Jan 2013","ODI # 3317","Jeevan Mendis",49700
"1266","2.0","0","7","0","3.50","-","-","v Australia","Adelaide","13 Jan 2013","ODI # 3319","Jeevan Mendis",49700
"1267","-","-","-","-","-","-","-","v Australia","Brisbane","18 Jan 2013","ODI # 3321","Jeevan Mendis",49700
"1268","-","-","-","-","-","-","-","v Australia","Sydney","20 Jan 2013","ODI # 3324","Jeevan Mendis",49700
"1269","-","-","-","-","-","-","-","v Australia","Hobart","23 Jan 2013","ODI # 3326","Jeevan Mendis",49700
"1270","-","-","-","-","-","-","-","v Bangladesh","Hambantota","23 Mar 2013","ODI # 3349","Jeevan Mendis",49700
"1271","-","-","-","-","-","-","-","v Bangladesh","Hambantota","25 Mar 2013","ODI # 3351","Jeevan Mendis",49700
"1272","-","-","-","-","-","-","-","v Bangladesh","Pallekele","28 Mar 2013","ODI # 3352","Jeevan Mendis",49700
"1273","3.0","0","28","1","9.33","28.00","18.0","v India","Cardiff","20 Jun 2013","ODI # 3376","Jeevan Mendis",49700
"1274","1.5","1","7","0","3.81","-","-","v West Indies","Kingston","28 Jun 2013","ODI # 3378","Jeevan Mendis",49700
"1275","2.0","0","8","0","4.00","-","-","v West Indies","Port of Spain","7 Jul 2013","ODI # 3385","Jeevan Mendis",49700
"1276","1.0","0","4","0","4.00","-","-","v India","Port of Spain","9 Jul 2013","ODI # 3387","Jeevan Mendis",49700
"1277","6.0","0","34","1","5.66","34.00","36.0","v England","Colombo (RPS)","26 Nov 2014","ODI # 3554","Jeevan Mendis",49700
"1278","5.0","0","22","0","4.40","-","-","v England","Colombo (RPS)","29 Nov 2014","ODI # 3557","Jeevan Mendis",49700
"1279","2.0","0","9","0","4.50","-","-","v England","Hambantota","3 Dec 2014","ODI # 3561","Jeevan Mendis",49700
"1280","7.0","1","39","0","5.57","-","-","v England","Colombo (RPS)","7 Dec 2014","ODI # 3563","Jeevan Mendis",49700
"1281","7.0","0","41","0","5.85","-","-","v England","Pallekele","10 Dec 2014","ODI # 3565","Jeevan Mendis",49700
"1282","4.0","0","22","0","5.50","-","-","v England","Pallekele","13 Dec 2014","ODI # 3567","Jeevan Mendis",49700
"1283","4.0","0","28","0","7.00","-","-","v England","Colombo (RPS)","16 Dec 2014","ODI # 3569","Jeevan Mendis",49700
"1284","1.0","0","5","0","5.00","-","-","v New Zealand","Christchurch","11 Jan 2015","ODI # 3574","Jeevan Mendis",49700
"1285","10.0","0","47","1","4.70","47.00","60.0","v New Zealand","Hamilton","15 Jan 2015","ODI # 3577","Jeevan Mendis",49700
"1286","-","-","-","-","-","-","-","v New Zealand","Auckland","17 Jan 2015","ODI # 3580","Jeevan Mendis",49700
"1287","7.0","0","40","1","5.71","40.00","42.0","v New Zealand","Nelson","20 Jan 2015","ODI # 3585","Jeevan Mendis",49700
"1288","2.0","0","21","0","10.50","-","-","v New Zealand","Dunedin","23 Jan 2015","ODI # 3588","Jeevan Mendis",49700
"1289","5.0","0","27","0","5.40","-","-","v New Zealand","Dunedin","25 Jan 2015","ODI # 3590","Jeevan Mendis",49700
"1290","2.0","0","5","2","2.50","2.50","6.0","v New Zealand","Christchurch","14 Feb 2015","ODI # 3599","Jeevan Mendis",49700
"1291","3.0","0","13","0","4.33","-","-","v Afghanistan","Dunedin","22 Feb 2015","ODI # 3609","Jeevan Mendis",49700
"1292","2.0","0","34","0","17.00","-","-","v New Zealand","Christchurch","28 Dec 2015","ODI # 3715","Jeffrey Vandersay",370040
"1293","10.0","1","55","2","5.50","27.50","30.0","v New Zealand","Nelson","31 Dec 2015","ODI # 3717","Jeffrey Vandersay",370040
"1294","1.0","0","15","0","15.00","-","-","v New Zealand","Nelson","2 Jan 2016","ODI # 3718","Jeffrey Vandersay",370040
"1295","-","-","-","-","-","-","-","v Zimbabwe","Bulawayo","21 Nov 2016","ODI # 3807","Jeffrey Vandersay",370040
"1296","10.0","0","50","3","5.00","16.66","20.0","v Zimbabwe","Bulawayo","27 Nov 2016","ODI # 3810","Jeffrey Vandersay",370040
"1297","7.0","0","51","0","7.28","-","-","v South Africa","Port Elizabeth","28 Jan 2017","ODI # 3828","Jeffrey Vandersay",370040
"1298","10.0","0","61","1","6.10","61.00","60.0","v South Africa","Centurion","10 Feb 2017","ODI # 3834","Jeffrey Vandersay",370040
"1299","10.0","0","47","1","4.70","47.00","60.0","v Pakistan","Dubai (DSC)","13 Oct 2017","ODI # 3922","Jeffrey Vandersay",370040
"1300","9.0","0","44","1","4.88","44.00","54.0","v Pakistan","Abu Dhabi","16 Oct 2017","ODI # 3924","Jeffrey Vandersay",370040
"1301","9.3","1","43","1","4.52","43.00","57.0","v Pakistan","Abu Dhabi","18 Oct 2017","ODI # 3926","Jeffrey Vandersay",370040
"1302","6.2","0","30","1","4.73","30.00","38.0","v Pakistan","Sharjah","23 Oct 2017","ODI # 3930","Jeffrey Vandersay",370040
"1303","6.0","0","42","0","7.00","-","-","v India","Hambantota","24 Jul 2012","ODI # 3292","Isuru Udana",328026
"1304","6.0","0","42","0","7.00","-","-","v India","Colombo (RPS)","28 Jul 2012","ODI # 3293","Isuru Udana",328026
"1305","8.0","0","50","2","6.25","25.00","24.0","v South Africa","Durban","10 Mar 2019","ODI # 4112","Isuru Udana",328026
"1306","2.0","0","15","0","7.50","-","-","v South Africa","Port Elizabeth","13 Mar 2019","ODI # 4114","Isuru Udana",328026
"1307","7.0","1","37","0","5.28","-","-","v South Africa","Cape Town","16 Mar 2019","ODI # 4115","Isuru Udana",328026
"1308","9.0","0","66","0","7.33","-","-","v India","Kolkata","24 Dec 2009","ODI # 2935","Thisara Perera",233514
"1309","-","-","-","-","-","-","-","v India","Delhi","27 Dec 2009","ODI # 2936","Thisara Perera",233514
"1310","6.0","0","27","2","4.50","13.50","18.0","v India","Dhaka","5 Jan 2010","ODI # 2938","Thisara Perera",233514
"1311","10.0","0","32","2","3.20","16.00","30.0","v Bangladesh","Dhaka","8 Jan 2010","ODI # 2940","Thisara Perera",233514
"1312","5.0","1","32","1","6.40","32.00","30.0","v India","Dhaka","10 Jan 2010","ODI # 2941","Thisara Perera",233514
"1313","8.2","0","49","1","5.88","49.00","50.0","v India","Dhaka","13 Jan 2010","ODI # 2943","Thisara Perera",233514
"1314","7.0","0","35","0","5.00","-","-","v India","Bulawayo","30 May 2010","ODI # 2983","Thisara Perera",233514
"1315","1.0","0","16","0","16.00","-","-","v Zimbabwe","Bulawayo","1 Jun 2010","ODI # 2985","Thisara Perera",233514
"1316","4.0","0","33","1","8.25","33.00","24.0","v India","Harare","5 Jun 2010","ODI # 2988","Thisara Perera",233514
"1317","2.0","0","24","0","12.00","-","-","v Zimbabwe","Harare","7 Jun 2010","ODI # 2989","Thisara Perera",233514
"1318","7.4","1","28","5","3.65","5.60","9.2","v India","Dambulla","22 Aug 2010","ODI # 3038","Thisara Perera",233514
"1319","9.0","2","36","3","4.00","12.00","18.0","v India","Dambulla","28 Aug 2010","ODI # 3040","Thisara Perera",233514
"1320","8.0","0","46","5","5.75","9.20","9.6","v Australia","Melbourne","3 Nov 2010","ODI # 3065","Thisara Perera",233514
"1321","8.0","0","39","2","4.87","19.50","24.0","v Australia","Sydney","5 Nov 2010","ODI # 3066","Thisara Perera",233514
"1322","4.4","1","19","0","4.07","-","-","v Australia","Brisbane","7 Nov 2010","ODI # 3068","Thisara Perera",233514
"1323","9.0","2","36","3","4.00","12.00","18.0","v West Indies","Colombo (SSC)","6 Feb 2011","ODI # 3099","Thisara Perera",233514
"1324","7.0","0","24","3","3.42","8.00","14.0","v Canada","Hambantota","20 Feb 2011","ODI # 3102","Thisara Perera",233514
"1325","9.0","0","62","2","6.88","31.00","27.0","v Pakistan","Colombo (RPS)","26 Feb 2011","ODI # 3109","Thisara Perera",233514
"1326","6.0","0","33","1","5.50","33.00","36.0","v Zimbabwe","Pallekele","10 Mar 2011","ODI # 3125","Thisara Perera",233514
"1327","9.0","0","55","1","6.11","55.00","54.0","v India","Mumbai","2 Apr 2011","ODI # 3148","Thisara Perera",233514
"1328","6.0","0","20","1","3.33","20.00","36.0","v Scotland","Edinburgh","13 Jul 2011","ODI # 3172","Thisara Perera",233514
"1329","9.0","1","30","2","3.33","15.00","27.0","v Pakistan","Dubai (DSC)","14 Nov 2011","ODI # 3213","Thisara Perera",233514
"1330","10.0","1","45","1","4.50","45.00","60.0","v Pakistan","Dubai (DSC)","18 Nov 2011","ODI # 3214","Thisara Perera",233514
"1331","10.0","1","36","1","3.60","36.00","60.0","v Pakistan","Sharjah","20 Nov 2011","ODI # 3215","Thisara Perera",233514
