"","Overs","Mdns","Runs","Wkts","Econ","Ave","SR","Opposition","Ground","Start Date","Match_ID","Bowler","Player_ID"
"1879","1.0","0","2","0","2.00","-","-","v New Zealand","Hamilton","15 Jan 2015","ODI # 3577","Angelo Mathews",49764
"1880","6.5","2","21","3","3.07","7.00","13.6","v New Zealand","Auckland","17 Jan 2015","ODI # 3580","Angelo Mathews",49764
"1881","4.0","1","16","1","4.00","16.00","24.0","v New Zealand","Nelson","20 Jan 2015","ODI # 3585","Angelo Mathews",49764
"1882","6.0","0","28","0","4.66","-","-","v New Zealand","Christchurch","14 Feb 2015","ODI # 3599","Angelo Mathews",49764
"1883","7.0","0","41","3","5.85","13.66","14.0","v Afghanistan","Dunedin","22 Feb 2015","ODI # 3609","Angelo Mathews",49764
"1884","5.4","0","36","1","6.35","36.00","34.0","v Bangladesh","Melbourne","26 Feb 2015","ODI # 3615","Angelo Mathews",49764
"1885","10.0","1","43","1","4.30","43.00","60.0","v England","Wellington","1 Mar 2015","ODI # 3619","Angelo Mathews",49764
"1886","7.0","0","59","1","8.42","59.00","42.0","v Australia","Sydney","8 Mar 2015","ODI # 3629","Angelo Mathews",49764
"1887","-","-","-","-","-","-","-","v Scotland","Hobart","11 Mar 2015","ODI # 3632","Angelo Mathews",49764
"1888","-","-","-","-","-","-","-","v South Africa","Sydney","18 Mar 2015","ODI # 3640","Angelo Mathews",49764
"1889","5.0","0","22","1","4.40","22.00","30.0","v Pakistan","Dambulla","11 Jul 2015","ODI # 3664","Angelo Mathews",49764
"1890","10.0","2","36","1","3.60","36.00","60.0","v Pakistan","Pallekele","15 Jul 2015","ODI # 3669","Angelo Mathews",49764
"1891","8.0","0","52","0","6.50","-","-","v Pakistan","Colombo (RPS)","19 Jul 2015","ODI # 3670","Angelo Mathews",49764
"1892","2.4","0","9","0","3.37","-","-","v Pakistan","Colombo (RPS)","22 Jul 2015","ODI # 3671","Angelo Mathews",49764
"1893","3.0","0","9","1","3.00","9.00","18.0","v Pakistan","Hambantota","26 Jul 2015","ODI # 3672","Angelo Mathews",49764
"1894","3.0","0","35","1","11.66","35.00","18.0","v West Indies","Colombo (RPS)","1 Nov 2015","ODI # 3701","Angelo Mathews",49764
"1895","-","-","-","-","-","-","-","v West Indies","Colombo (RPS)","4 Nov 2015","ODI # 3702","Angelo Mathews",49764
"1896","2.0","0","11","1","5.50","11.00","12.0","v West Indies","Pallekele","7 Nov 2015","ODI # 3704","Angelo Mathews",49764
"1897","1.0","0","17","0","17.00","-","-","v New Zealand","Christchurch","26 Dec 2015","ODI # 3714","Angelo Mathews",49764
"1898","-","-","-","-","-","-","-","v New Zealand","Christchurch","28 Dec 2015","ODI # 3715","Angelo Mathews",49764
"1899","2.0","0","17","0","8.50","-","-","v New Zealand","Nelson","31 Dec 2015","ODI # 3717","Angelo Mathews",49764
"1900","-","-","-","-","-","-","-","v New Zealand","Nelson","2 Jan 2016","ODI # 3718","Angelo Mathews",49764
"1901","-","-","-","-","-","-","-","v New Zealand","Mount Maunganui","5 Jan 2016","ODI # 3721","Angelo Mathews",49764
"1902","9.0","0","37","2","4.11","18.50","27.0","v Ireland","Dublin (Malahide)","16 Jun 2016","ODI # 3748","Angelo Mathews",49764
"1903","4.0","1","34","1","8.50","34.00","24.0","v Ireland","Dublin (Malahide)","18 Jun 2016","ODI # 3749","Angelo Mathews",49764
"1904","6.0","0","22","2","3.66","11.00","18.0","v England","Nottingham","21 Jun 2016","ODI # 3751","Angelo Mathews",49764
"1905","-","-","-","-","-","-","-","v England","Birmingham","24 Jun 2016","ODI # 3753","Angelo Mathews",49764
"1906","2.0","0","8","0","4.00","-","-","v England","Bristol","26 Jun 2016","ODI # 3755","Angelo Mathews",49764
"1907","3.0","0","17","0","5.66","-","-","v England","The Oval","29 Jun 2016","ODI # 3757","Angelo Mathews",49764
"1908","-","-","-","-","-","-","-","v England","Cardiff","2 Jul 2016","ODI # 3758","Angelo Mathews",49764
"1909","7.0","0","33","0","4.71","-","-","v Australia","Colombo (RPS)","21 Aug 2016","ODI # 3768","Angelo Mathews",49764
"1910","6.0","0","17","2","2.83","8.50","18.0","v Australia","Colombo (RPS)","24 Aug 2016","ODI # 3769","Angelo Mathews",49764
"1911","7.0","0","30","2","4.28","15.00","21.0","v Australia","Dambulla","28 Aug 2016","ODI # 3772","Angelo Mathews",49764
"1912","-","-","-","-","-","-","-","v Australia","Dambulla","31 Aug 2016","ODI # 3774","Angelo Mathews",49764
"1913","-","-","-","-","-","-","-","v India","The Oval","8 Jun 2017","ODI # 3882","Angelo Mathews",49764
"1914","-","-","-","-","-","-","-","v Pakistan","Cardiff","12 Jun 2017","ODI # 3888","Angelo Mathews",49764
"1915","-","-","-","-","-","-","-","v Zimbabwe","Galle","30 Jun 2017","ODI # 3897","Angelo Mathews",49764
"1916","-","-","-","-","-","-","-","v Zimbabwe","Galle","2 Jul 2017","ODI # 3899","Angelo Mathews",49764
"1917","-","-","-","-","-","-","-","v Zimbabwe","Hambantota","6 Jul 2017","ODI # 3901","Angelo Mathews",49764
"1918","-","-","-","-","-","-","-","v Zimbabwe","Hambantota","8 Jul 2017","ODI # 3903","Angelo Mathews",49764
"1919","-","-","-","-","-","-","-","v Zimbabwe","Hambantota","10 Jul 2017","ODI # 3904","Angelo Mathews",49764
"1920","2.0","0","9","0","4.50","-","-","v India","Dambulla","20 Aug 2017","ODI # 3905","Angelo Mathews",49764
"1921","3.0","0","11","0","3.66","-","-","v India","Pallekele","24 Aug 2017","ODI # 3906","Angelo Mathews",49764
"1922","3.0","0","17","0","5.66","-","-","v India","Pallekele","27 Aug 2017","ODI # 3907","Angelo Mathews",49764
"1923","6.0","2","24","2","4.00","12.00","18.0","v India","Colombo (RPS)","31 Aug 2017","ODI # 3908","Angelo Mathews",49764
"1924","3.0","0","14","0","4.66","-","-","v India","Colombo (RPS)","3 Sep 2017","ODI # 3909","Angelo Mathews",49764
"1925","5.0","2","8","1","1.60","8.00","30.0","v India","Dharamsala","10 Dec 2017","ODI # 3939","Angelo Mathews",49764
"1926","4.0","1","9","0","2.25","-","-","v India","Mohali","13 Dec 2017","ODI # 3941","Angelo Mathews",49764
"1927","3.0","0","30","0","10.00","-","-","v India","Visakhapatnam","17 Dec 2017","ODI # 3942","Angelo Mathews",49764
"1928","-","-","-","-","-","-","-","v Zimbabwe","Dhaka","17 Jan 2018","ODI # 3955","Angelo Mathews",49764
"1929","-","-","-","-","-","-","-","v South Africa","Dambulla","29 Jul 2018","ODI # 4025","Angelo Mathews",49764
"1930","-","-","-","-","-","-","-","v South Africa","Dambulla","1 Aug 2018","ODI # 4027","Angelo Mathews",49764
"1931","-","-","-","-","-","-","-","v South Africa","Pallekele","5 Aug 2018","ODI # 4029","Angelo Mathews",49764
"1932","-","-","-","-","-","-","-","v South Africa","Pallekele","8 Aug 2018","ODI # 4030","Angelo Mathews",49764
"1933","-","-","-","-","-","-","-","v South Africa","Colombo (RPS)","12 Aug 2018","ODI # 4031","Angelo Mathews",49764
"1934","-","-","-","-","-","-","-","v Bangladesh","Dubai (DSC)","15 Sep 2018","ODI # 4036","Angelo Mathews",49764
"1935","-","-","-","-","-","-","-","v Afghanistan","Abu Dhabi","17 Sep 2018","ODI # 4038","Angelo Mathews",49764
"1936","1.0","0","7","0","7.00","-","-","v Ireland","Dublin (Malahide)","16 Jun 2016","ODI # 3748","Dhananjaya de Silva ",465793
"1937","-","-","-","-","-","-","-","v Australia","Colombo (RPS)","21 Aug 2016","ODI # 3768","Dhananjaya de Silva ",465793
"1938","4.0","0","20","0","5.00","-","-","v Australia","Colombo (RPS)","24 Aug 2016","ODI # 3769","Dhananjaya de Silva ",465793
"1939","4.0","0","21","1","5.25","21.00","24.0","v Australia","Dambulla","28 Aug 2016","ODI # 3772","Dhananjaya de Silva ",465793
"1940","4.0","0","21","0","5.25","-","-","v Australia","Dambulla","31 Aug 2016","ODI # 3774","Dhananjaya de Silva ",465793
"1941","7.0","0","35","2","5.00","17.50","21.0","v Australia","Pallekele","4 Sep 2016","ODI # 3776","Dhananjaya de Silva ",465793
"1942","-","-","-","-","-","-","-","v Zimbabwe","Harare","14 Nov 2016","ODI # 3804","Dhananjaya de Silva ",465793
"1943","-","-","-","-","-","-","-","v West Indies","Harare","16 Nov 2016","ODI # 3805","Dhananjaya de Silva ",465793
"1944","1.0","0","4","0","4.00","-","-","v Zimbabwe","Bulawayo","21 Nov 2016","ODI # 3807","Dhananjaya de Silva ",465793
"1945","-","-","-","-","-","-","-","v West Indies","Bulawayo","23 Nov 2016","ODI # 3808","Dhananjaya de Silva ",465793
"1946","-","-","-","-","-","-","-","v Zimbabwe","Bulawayo","27 Nov 2016","ODI # 3810","Dhananjaya de Silva ",465793
"1947","2.0","0","9","0","4.50","-","-","v South Africa","Port Elizabeth","28 Jan 2017","ODI # 3828","Dhananjaya de Silva ",465793
"1948","8.0","0","42","1","5.25","42.00","48.0","v South Africa","Durban","1 Feb 2017","ODI # 3830","Dhananjaya de Silva ",465793
"1949","1.0","0","8","0","8.00","-","-","v South Africa","Johannesburg","4 Feb 2017","ODI # 3831","Dhananjaya de Silva ",465793
"1950","3.0","0","18","0","6.00","-","-","v South Africa","Cape Town","7 Feb 2017","ODI # 3833","Dhananjaya de Silva ",465793
"1951","4.0","0","24","0","6.00","-","-","v South Africa","Centurion","10 Feb 2017","ODI # 3834","Dhananjaya de Silva ",465793
"1952","1.0","0","3","0","3.00","-","-","v Pakistan","Cardiff","12 Jun 2017","ODI # 3888","Dhananjaya de Silva ",465793
"1953","5.0","0","32","0","6.40","-","-","v South Africa","Pallekele","5 Aug 2018","ODI # 4029","Dhananjaya de Silva ",465793
"1954","4.0","0","26","1","6.50","26.00","24.0","v South Africa","Pallekele","8 Aug 2018","ODI # 4030","Dhananjaya de Silva ",465793
"1955","4.0","0","21","1","5.25","21.00","24.0","v South Africa","Colombo (RPS)","12 Aug 2018","ODI # 4031","Dhananjaya de Silva ",465793
"1956","7.0","0","38","2","5.42","19.00","21.0","v Bangladesh","Dubai (DSC)","15 Sep 2018","ODI # 4036","Dhananjaya de Silva ",465793
"1957","5.0","0","22","0","4.40","-","-","v Afghanistan","Abu Dhabi","17 Sep 2018","ODI # 4038","Dhananjaya de Silva ",465793
"1958","-","-","-","-","-","-","-","v England","Dambulla","10 Oct 2018","ODI # 4052","Dhananjaya de Silva ",465793
"1959","4.0","0","19","1","4.75","19.00","24.0","v England","Dambulla","13 Oct 2018","ODI # 4053","Dhananjaya de Silva ",465793
"1960","4.0","0","23","0","5.75","-","-","v England","Pallekele","17 Oct 2018","ODI # 4054","Dhananjaya de Silva ",465793
"1961","4.0","0","18","0","4.50","-","-","v England","Pallekele","20 Oct 2018","ODI # 4055","Dhananjaya de Silva ",465793
"1962","4.0","0","18","1","4.50","18.00","24.0","v England","Colombo (RPS)","23 Oct 2018","ODI # 4058","Dhananjaya de Silva ",465793
"1963","5.0","0","35","0","7.00","-","-","v New Zealand","Nelson","8 Jan 2019","ODI # 4076","Dhananjaya de Silva ",465793
"1964","4.0","0","21","0","5.25","-","-","v South Africa","Johannesburg","3 Mar 2019","ODI # 4104","Dhananjaya de Silva ",465793
"1965","8.0","0","55","2","6.87","27.50","24.0","v South Africa","Centurion","6 Mar 2019","ODI # 4107","Dhananjaya de Silva ",465793
"1966","10.0","1","41","3","4.10","13.66","20.0","v South Africa","Port Elizabeth","13 Mar 2019","ODI # 4114","Dhananjaya de Silva ",465793
"1967","1.0","0","3","0","3.00","-","-","v South Africa","Cape Town","16 Mar 2019","ODI # 4115","Dhananjaya de Silva ",465793
"1968","-","-","-","-","-","-","-","v England","Manchester","9 Jul 2011","ODI # 3170","Dimuth Karunaratne ",227772
"1969","-","-","-","-","-","-","-","v Scotland","Edinburgh","13 Jul 2011","ODI # 3172","Dimuth Karunaratne ",227772
"1970","-","-","-","-","-","-","-","v New Zealand","Hambantota","10 Nov 2013","ODI # 3432","Dimuth Karunaratne ",227772
"1971","-","-","-","-","-","-","-","v New Zealand","Hambantota","12 Nov 2013","ODI # 3434","Dimuth Karunaratne ",227772
"1972","1.4","0","11","0","6.60","-","-","v Pakistan","Dubai (DSC)","20 Dec 2013","ODI # 3446","Dimuth Karunaratne ",227772
"1973","-","-","-","-","-","-","-","v Pakistan","Sharjah","22 Dec 2013","ODI # 3447","Dimuth Karunaratne ",227772
"1974","-","-","-","-","-","-","-","v New Zealand","Christchurch","11 Jan 2015","ODI # 3574","Dimuth Karunaratne ",227772
"1975","-","-","-","-","-","-","-","v New Zealand","Hamilton","15 Jan 2015","ODI # 3577","Dimuth Karunaratne ",227772
"1976","-","-","-","-","-","-","-","v New Zealand","Auckland","17 Jan 2015","ODI # 3580","Dimuth Karunaratne ",227772
"1977","-","-","-","-","-","-","-","v New Zealand","Nelson","20 Jan 2015","ODI # 3585","Dimuth Karunaratne ",227772
"1978","-","-","-","-","-","-","-","v New Zealand","Dunedin","23 Jan 2015","ODI # 3588","Dimuth Karunaratne ",227772
"1979","-","-","-","-","-","-","-","v New Zealand","Dunedin","25 Jan 2015","ODI # 3590","Dimuth Karunaratne ",227772
"1980","-","-","-","-","-","-","-","v New Zealand","Wellington","29 Jan 2015","ODI # 3594","Dimuth Karunaratne ",227772
"1981","-","-","-","-","-","-","-","v New Zealand","Christchurch","14 Feb 2015","ODI # 3599","Dimuth Karunaratne ",227772
"1982","-","-","-","-","-","-","-","v Afghanistan","Dunedin","22 Feb 2015","ODI # 3609","Dimuth Karunaratne ",227772
"1983","-","-","-","-","-","-","-","v Bangladesh","Melbourne","26 Feb 2015","ODI # 3615","Dimuth Karunaratne ",227772
"1984","-","-","-","-","-","-","-","v England","Wellington","1 Mar 2015","ODI # 3619","Dimuth Karunaratne ",227772
"1985","8.0","1","36","1","4.50","36.00","48.0","v Australia","Providence","7 Jun 2016","ODI # 3741","Tabraiz Shamsi",379145
"1986","9.0","0","41","2","4.55","20.50","27.0","v West Indies","Basseterre","15 Jun 2016","ODI # 3747","Tabraiz Shamsi",379145
"1987","10.0","1","36","3","3.60","12.00","20.0","v Australia","Port Elizabeth","9 Oct 2016","ODI # 3792","Tabraiz Shamsi",379145
"1988","10.0","0","60","0","6.00","-","-","v Sri Lanka","Cape Town","7 Feb 2017","ODI # 3833","Tabraiz Shamsi",379145
"1989","7.0","1","39","1","5.57","39.00","42.0","v New Zealand","Hamilton","19 Feb 2017","ODI # 3836","Tabraiz Shamsi",379145
"1990","3.0","1","18","0","6.00","-","-","v India","Centurion","4 Feb 2018","ODI # 3970","Tabraiz Shamsi",379145
"1991","10.0","0","48","0","4.80","-","-","v India","Port Elizabeth","13 Feb 2018","ODI # 3976","Tabraiz Shamsi",379145
"1992","8.3","0","33","4","3.88","8.25","12.7","v Sri Lanka","Dambulla","29 Jul 2018","ODI # 4025","Tabraiz Shamsi",379145
"1993","10.0","0","43","0","4.30","-","-","v Sri Lanka","Dambulla","1 Aug 2018","ODI # 4027","Tabraiz Shamsi",379145
"1994","10.0","0","62","2","6.20","31.00","30.0","v Sri Lanka","Pallekele","5 Aug 2018","ODI # 4029","Tabraiz Shamsi",379145
"1995","10.0","0","72","0","7.20","-","-","v Zimbabwe","Paarl","6 Oct 2018","ODI # 4051","Tabraiz Shamsi",379145
"1996","10.0","0","56","3","5.60","18.66","20.0","v Pakistan","Durban","22 Jan 2019","ODI # 4081","Tabraiz Shamsi",379145
"1997","9.0","0","75","1","8.33","75.00","54.0","v Pakistan","Centurion","25 Jan 2019","ODI # 4084","Tabraiz Shamsi",379145
"1998","4.0","0","29","1","7.25","29.00","24.0","v Sri Lanka","Durban","10 Mar 2019","ODI # 4112","Tabraiz Shamsi",379145
"1999","10.0","0","34","1","3.40","34.00","60.0","v Sri Lanka","Port Elizabeth","13 Mar 2019","ODI # 4114","Tabraiz Shamsi",379145
"2000","10.0","1","41","4","4.10","10.25","15.0","v West Indies","Delhi","24 Feb 2011","ODI # 3106","Imran Tahir",40618
"2001","6.5","0","19","3","2.78","6.33","13.6","v Netherlands","Mohali","3 Mar 2011","ODI # 3115","Imran Tahir",40618
"2002","8.4","1","38","4","4.38","9.50","13.0","v England","Chennai","6 Mar 2011","ODI # 3120","Imran Tahir",40618
"2003","5.0","0","20","1","4.00","20.00","30.0","v Bangladesh","Dhaka","19 Mar 2011","ODI # 3138","Imran Tahir",40618
"2004","9.0","0","32","2","3.55","16.00","27.0","v New Zealand","Dhaka","25 Mar 2011","ODI # 3144","Imran Tahir",40618
"2005","10.0","1","45","3","4.50","15.00","20.0","v Pakistan","Sharjah","30 Oct 2013","ODI # 3425","Imran Tahir",40618
"2006","10.0","1","28","1","2.80","28.00","60.0","v Pakistan","Dubai (DSC)","1 Nov 2013","ODI # 3427","Imran Tahir",40618
"2007","10.0","1","53","4","5.30","13.25","15.0","v Pakistan","Abu Dhabi","6 Nov 2013","ODI # 3430","Imran Tahir",40618
"2008","8.0","0","51","1","6.37","51.00","48.0","v Pakistan","Abu Dhabi","8 Nov 2013","ODI # 3431","Imran Tahir",40618
"2009","7.0","1","30","0","4.28","-","-","v Pakistan","Cape Town","24 Nov 2013","ODI # 3438","Imran Tahir",40618
"2010","8.0","0","33","1","4.12","33.00","48.0","v Pakistan","Port Elizabeth","27 Nov 2013","ODI # 3440","Imran Tahir",40618
"2011","10.0","0","56","2","5.60","28.00","30.0","v Pakistan","Centurion","30 Nov 2013","ODI # 3441","Imran Tahir",40618
"2012","-","-","-","-","-","-","-","v India","Centurion","11 Dec 2013","ODI # 3444","Imran Tahir",40618
"2013","7.0","0","50","3","7.14","16.66","14.0","v Sri Lanka","Colombo (RPS)","6 Jul 2014","ODI # 3500","Imran Tahir",40618
"2014","10.0","1","41","2","4.10","20.50","30.0","v Sri Lanka","Pallekele","9 Jul 2014","ODI # 3501","Imran Tahir",40618
"2015","10.0","0","29","1","2.90","29.00","60.0","v Sri Lanka","Hambantota","12 Jul 2014","ODI # 3502","Imran Tahir",40618
"2016","10.0","1","44","3","4.40","14.66","20.0","v Zimbabwe","Bulawayo","17 Aug 2014","ODI # 3507","Imran Tahir",40618
"2017","9.1","1","26","2","2.83","13.00","27.5","v Zimbabwe","Bulawayo","19 Aug 2014","ODI # 3508","Imran Tahir",40618
"2018","10.0","0","45","2","4.50","22.50","30.0","v Australia","Harare","27 Aug 2014","ODI # 3516","Imran Tahir",40618
"2019","8.0","0","32","1","4.00","32.00","48.0","v Zimbabwe","Harare","29 Aug 2014","ODI # 3518","Imran Tahir",40618
"2020","10.0","0","42","1","4.20","42.00","60.0","v Australia","Harare","2 Sep 2014","ODI # 3522","Imran Tahir",40618
"2021","10.0","0","40","1","4.00","40.00","60.0","v Australia","Harare","6 Sep 2014","ODI # 3526","Imran Tahir",40618
"2022","10.0","1","37","2","3.70","18.50","30.0","v New Zealand","Mount Maunganui","21 Oct 2014","ODI # 3536","Imran Tahir",40618
"2023","8.0","0","32","2","4.00","16.00","24.0","v New Zealand","Mount Maunganui","24 Oct 2014","ODI # 3537","Imran Tahir",40618
"2024","10.0","0","54","1","5.40","54.00","60.0","v Australia","Perth","14 Nov 2014","ODI # 3545","Imran Tahir",40618
"2025","9.0","0","37","0","4.11","-","-","v Australia","Perth","16 Nov 2014","ODI # 3546","Imran Tahir",40618
"2026","6.0","0","40","0","6.66","-","-","v Australia","Canberra","19 Nov 2014","ODI # 3548","Imran Tahir",40618
"2027","6.0","0","30","3","5.00","10.00","12.0","v West Indies","Durban","16 Jan 2015","ODI # 3579","Imran Tahir",40618
"2028","10.0","0","60","1","6.00","60.00","60.0","v West Indies","Johannesburg","18 Jan 2015","ODI # 3583","Imran Tahir",40618
"2029","7.4","0","28","4","3.65","7.00","11.5","v West Indies","East London","21 Jan 2015","ODI # 3587","Imran Tahir",40618
"2030","10.0","0","36","3","3.60","12.00","20.0","v Zimbabwe","Hamilton","15 Feb 2015","ODI # 3601","Imran Tahir",40618
"2031","10.0","0","48","1","4.80","48.00","60.0","v India","Melbourne","22 Feb 2015","ODI # 3610","Imran Tahir",40618
"2032","10.0","2","45","5","4.50","9.00","12.0","v West Indies","Sydney","27 Feb 2015","ODI # 3616","Imran Tahir",40618
"2033","10.0","1","50","0","5.00","-","-","v Ireland","Canberra","3 Mar 2015","ODI # 3621","Imran Tahir",40618
"2034","9.0","1","38","1","4.22","38.00","54.0","v Pakistan","Auckland","7 Mar 2015","ODI # 3626","Imran Tahir",40618
"2035","10.0","0","40","1","4.00","40.00","60.0","v U.A.E.","Wellington","12 Mar 2015","ODI # 3633","Imran Tahir",40618
"2036","8.2","0","26","4","3.12","6.50","12.5","v Sri Lanka","Sydney","18 Mar 2015","ODI # 3640","Imran Tahir",40618
"2037","9.0","1","40","0","4.44","-","-","v New Zealand","Auckland","24 Mar 2015","ODI # 3644","Imran Tahir",40618
