"Season","Player","WS"
1982,"Alex Bradley",0.4
1982,"Alex English*",9.5
1982,"Allan Bristow",2.5
1982,"Allen Leavell",4.8
1982,"Alton Lister",1.7
1982,"Alvan Adams",7.2
1982,"Alvin Scott",3.8
1982,"Andrew Toney",4
1982,"Armond Hill",-0.4
1982,"Artis Gilmore*",12.1
1982,"Ben Poquette",3.4
1982,"Bernard King*",8.7
1982,"Bill Cartwright",5
1982,"Bill Hanzlik",4.1
1982,"Bill Laimbeer",4.7
1982,"Bill Robinzine",-0.2
1982,"Bill Willoughby",2.6
1982,"Billy Knight",4.3
1982,"Billy McKinney",3.3
1982,"Billy Paultz",0.1
1982,"Billy Ray Bates",2.4
1982,"Bob Dandridge",0
1982,"Bob Gross",3.1
1982,"Bob Lanier*",6.6
1982,"Bob McAdoo*",1.5
1982,"Bob Wilkerson",0.7
1982,"Bobby Cattage",0.2
1982,"Bobby Jones",8.2
1982,"Brad Branson",-0.1
1982,"Brad Davis",5.4
1982,"Brad Holland",-0.1
1982,"Brian Taylor",2.3
1982,"Brian Winters",5.5
1982,"Buck Williams",8.9
1982,"Butch Carter",1.3
1982,"Caldwell Jones",5.2
1982,"Calvin Garrett",0.6
1982,"Calvin Murphy*",1.3
1982,"Calvin Natt",9.3
1982,"Campy Russell",3.2
1982,"Carl Bailey",0
1982,"Carl Nicks",-0.3
1982,"Carlos Terry",-0.1
1982,"Cedric Maxwell",9.1
1982,"Cedrick Hordges",0.7
1982,"Charles Bradley",0.2
1982,"Charles Davis",0.9
1982,"Charlie Criss",2.1
1982,"Chris Ford",2.1
1982,"Clarence Kea",0.5
1982,"Clay Johnson",0.1
1982,"Clemon Johnson",4
1982,"Cliff Robinson",3.5
1982,"Clint Richardson",1
1982,"Coby Dietrick",1.7
1982,"Craig Dykema",0.2
1982,"Craig Shelton",0
1982,"Dan Issel*",9.8
1982,"Dan Roundfield",6.5
1982,"Danny Ainge",0.5
1982,"Danny Schayes",1.7
1982,"Danny Vranes",2.4
1982,"Darnell Valentine",1.7
1982,"Darrell Griffith",2.1
1982,"Darryl Dawkins",2.9
1982,"Darwin Cook",3.9
1982,"Dave Corzine",5.2
1982,"Dave Greenwood",6.5
1982,"Dave Robisch",0.7
1982,"David Burns",-0.1
1982,"David Thompson*",2
1982,"Dennis Awtrey",0
1982,"Dennis Johnson*",8.1
1982,"DeWayne Scales",-0.1
1982,"Don Buse",7.1
1982,"Don Collins",3.4
1982,"Don Ford",-0.1
1982,"Dudley Bradley",1.4
1982,"Dwight Jones",3.6
1982,"Earl Cureton",2.1
1982,"Ed Rains",0.6
1982,"Eddie Johnson",4.8
1982,"Eddie Jordan",0.7
1982,"Edgar Jones",2.4
1982,"Elston Turner",1.4
1982,"Elvin Hayes*",5.1
1982,"Eric Fernsten",0.2
1982,"Ernie Grunfeld",4.3
1982,"Foots Walker",4.2
1982,"Frank Johnson",2.1
1982,"Franklin Edwards",0.2
1982,"Fred Brown",3.9
1982,"Freeman Williams",0.4
1982,"Garry Witts",1.1
1982,"Gene Banks",3.5
1982,"Geoff Crompton",0
1982,"Geoff Huston",3
1982,"George Gervin*",10.7
1982,"George Johnson",2.5
1982,"George McGinnis",0.4
1982,"Gerald Henderson",3.6
1982,"Glen Gondrezick",3.6
1982,"Glenn Hagan",0.1
1982,"Greg Ballard",9.4
1982,"Greg Kelser",0.8
1982,"Gus Williams",10.2
1982,"Hank McDowell",0.4
1982,"Harvey Catchings",2.3
1982,"Hawkeye Whitney",-0.1
1982,"Herb Williams",4.6
1982,"Hollis Copeland",0.1
1982,"Howard Wood",0.3
1982,"Isiah Thomas*",2.3
1982,"Jack Sikma",12.6
1982,"Jackie Robinson",0
1982,"Jamaal Wilkes*",7.7
1982,"James Bailey",2.9
1982,"James Donaldson",5.6
1982,"James Edwards",4.3
1982,"James Hardy",2.5
1982,"James Ray",-0.3
1982,"James Silas",2.4
1982,"James Wilkes",1.1
1982,"Jan Van Breda Kolff",1.1
1982,"Jawann Oldham",0
1982,"Jay Vincent",5.6
1982,"Jeff Cook",2
1982,"Jeff Judkins",0.2
1982,"Jeff Lamp",0.6
1982,"Jeff Ruland",7.8
1982,"Jeff Wilkins",1
1982,"Jerome Whitehead",5.3
1982,"Jerry Sichting",1.1
1982,"Jim Brewer",1.8
1982,"Jim Brogan",0.8
1982,"Jim Chones",1.4
1982,"Jim McElroy",0.3
1982,"Jim Paxson",7.5
1982,"Jim Smith",0.6
1982,"Jim Spanarkel",5.2
1982,"Joe Barry Carroll",5.5
1982,"Joe Bryant",1.5
1982,"Joe Cooper",0
1982,"Joe Hassett",1.6
1982,"Joe Meriweather",0.8
1982,"Joel Kramer",1
1982,"John Douglas",0.5
1982,"John Drew",5.5
1982,"John Duren",-0.3
1982,"John Johnson",0.2
1982,"John Lambert",0.6
1982,"John Long",4.7
1982,"John Lucas",3.9
1982,"John McCullough",0.1
1982,"John Roche",0.6
1982,"Johnny Davis",5.1
1982,"Johnny Moore",5.8
1982,"Julius Erving*",13.3
1982,"Junior Bridgeman",2.6
1982,"Kareem Abdul-Jabbar*",10.7
1982,"Keith Herron",-0.3
1982,"Kelly Tripucka",7.5
1982,"Kelvin Ransey",3.7
1982,"Kenny Carr",2.9
1982,"Kenny Dennard",1.1
1982,"Kenny Higgs",1
1982,"Kent Benson",5.2
1982,"Kermit Washington",0.8
1982,"Kevin Grevey",3.6
1982,"Kevin Kunnert",0
1982,"Kevin Loder",1.5
1982,"Kevin McHale*",7.5
1982,"Kevin McKenna",-0.3
1982,"Kevin Restani",0
1982,"Kevin Stacom",-0.1
1982,"Kiki Vandeweghe",7.7
1982,"Kurt Nimphius",1.5
1982,"Kurt Rambis",2.3
1982,"Kyle Macy",9.2
1982,"Larry Bird*",12.5
1982,"Larry Demic",-0.1
1982,"Larry Drew",3
1982,"Larry Kenon",0.2
1982,"Larry Nance",2.4
1982,"Larry Smith",5.2
1982,"Larry Spriggs",0
1982,"Larry Wright",0
1982,"Len Elmore",4.1
1982,"Leon Douglas",1
1982,"Lewis Lloyd",0.1
1982,"Lionel Hollins",3.4
1982,"Lonnie Shelton",5.8
1982,"Lorenzo Romar",2.7
1982,"Louis Orr",4.3
1982,"Lowes Moore",0.2
1982,"M.L. Carr",2.8
1982,"Magic Johnson*",12.9
1982,"Major Jones",1.3
1982,"Mark Aguirre",1.9
1982,"Mark Landsberger",1.7
1982,"Mark Olberding",5.1
1982,"Mark Radford",0.4
1982,"Marques Johnson",6.2
1982,"Marvin Webster",3.2
1982,"Maurice Cheeks",8.6
1982,"Maurice Lucas",7.4
1982,"Mel Bennett",-0.1
1982,"Michael Brooks",4.5
1982,"Michael Cooper",5
1982,"Michael Wiley",2.1
1982,"Micheal Ray Richardson",5.5
1982,"Mickey Dillard",-0.2
1982,"Mickey Johnson",5.5
1982,"Mike Bantom",2.9
1982,"Mike Bratz",2.7
1982,"Mike Dunleavy",2.6
1982,"Mike Evans",-0.1
1982,"Mike Gale",2.4
1982,"Mike Glenn",2.8
1982,"Mike Gminski",1.8
1982,"Mike Harper",2.4
1982,"Mike McGee",0.2
1982,"Mike Mitchell",5.9
1982,"Mike Newlin",1.5
1982,"Mike O'Koren",4.1
1982,"Mike Woodson",5.7
1982,"Mitch Kupchak",2.4
1982,"Moses Malone*",15.4
1982,"Mychal Thompson",8.2
1982,"Norm Nixon",6.6
1982,"Ollie Johnson",0.2
1982,"Ollie Mack",-0.1
1982,"Orlando Woolridge",1.8
1982,"Otis Birdsong",1.6
1982,"Pat Cummings",1.8
1982,"Paul Griffin",0.4
1982,"Paul Mokeski",0.8
1982,"Paul Westphal",0.3
1982,"Pete Verhoeven",2.1
1982,"Petur Gudmundsson",0.6
1982,"Phil Ford",0.9
1982,"Phil Hubbard",2.6
1982,"Phil Smith",1.6
1982,"Purvis Short",5
1982,"Quinn Buckner",4.6
1982,"Randy Smith",2.4
1982,"Ray Blume",-0.1
1982,"Ray Tolbert",0.7
1982,"Ray Williams",7.9
1982,"Raymond Townsend",-0.2
1982,"Reggie Carter",0.3
1982,"Reggie Johnson",3.9
1982,"Reggie King",4.8
1982,"Reggie Theus",5.3
1982,"Rich Kelley",2.5
1982,"Rich Yonakor",0.3
1982,"Richard Washington",-0.5
1982,"Rick Mahorn",5.9
1982,"Rick Robey",1.9
1982,"Rickey Brown",1.8
1982,"Rickey Green",5.7
1982,"Ricky Sobers",1
1982,"Robert Parish*",10
1982,"Robert Reid",5.2
1982,"Robert Smith",0.6
1982,"Rock Lee",0
1982,"Roger Burkman",0.1
1982,"Roger Phegley",1.6
1982,"Rolando Blackman",4.1
1982,"Ron Brewer",3.3
1982,"Ron Davis",-0.1
1982,"Ron Lee",1.6
1982,"Ronnie Lester",3.9
1982,"Rory Sparrow",5.6
1982,"Rudy Macklin",1.4
1982,"Sam Lacey",0.6
1982,"Sam Pellom",1.8
1982,"Sam Williams",2.6
1982,"Sam Worthen",0
1982,"Scott Lloyd",-0.1
1982,"Scott May",4.2
1982,"Scott Wedman",1.6
1982,"Sidney Moncrief",13.4
1982,"Sly Williams",4.2
1982,"Sonny Parker",1.6
1982,"Spencer Haywood*",3.6
1982,"Steve Hawes",3.2
1982,"Steve Hayes",0.9
1982,"Steve Johnson",4.4
1982,"Steve Mix",3.7
1982,"Swen Nater",1.2
1982,"T.R. Dunn",4
1982,"Terry Duerod",0.2
1982,"Terry Tyler",5.5
1982,"Tiny Archibald*",5.2
1982,"Toby Knight",1.1
1982,"Tom Chambers",3.3
1982,"Tom Henderson",2.1
1982,"Tom LaGarde",-0.5
1982,"Tom McMillen",3.7
1982,"Tom Owens",3.2
1982,"Tracy Jackson",0.7
1982,"Tree Rollins",6.4
1982,"Truck Robinson",6.9
1982,"Vinnie Johnson",2.7
1982,"Wally Walker",3.5
1982,"Walter Davis",2.7
1982,"Wayne Cooper",2.9
1982,"Wes Matthews",1.3
1982,"World B. Free",6.9
1983,"Adrian Dantley*",4.3
1983,"Al Wood",2.3
1983,"Albert King",5.7
1983,"Alex English*",10.3
1983,"Allan Bristow",0.2
1983,"Allen Leavell",3.8
1983,"Alton Lister",3.8
1983,"Alvan Adams",6.5
1983,"Alvin Scott",2.9
1983,"Andrew Toney",7.3
1983,"Armond Hill",0.5
1983,"Artis Gilmore*",11
1983,"Audie Norris",-0.1
1983,"Ben Poquette",5
1983,"Bernard King*",7.5
1983,"Bill Cartwright",10.1
1983,"Bill Garnett",3.9
1983,"Bill Hanzlik",1
1983,"Bill Laimbeer",8.5
1983,"Bill Walton*",2
1983,"Bill Willoughby",1.2
1983,"Billy Knight",5.8
1983,"Billy McKinney",2.3
1983,"Billy Paultz",0.3
1983,"Billy Ray Bates",0
1983,"Bob Gross",0.2
1983,"Bob Lanier*",2.3
1983,"Bob McAdoo*",3.5
1983,"Bob Wilkerson",-0.3
1983,"Bobby Jones",6.4
1983,"Brad Branson",1
1983,"Brad Davis",7.3
1983,"Brian Winters",2.1
1983,"Brook Steppe",1.1
1983,"Bruce Flowers",1.7
1983,"Bryan Warrick",0.1
1983,"Buck Williams",11.4
1983,"Butch Carter",3
1983,"Caldwell Jones",2.5
1983,"Calvin Garrett",0
1983,"Calvin Murphy*",1.6
1983,"Calvin Natt",9.8
1983,"Carl Nicks",0.1
1983,"Carlos Terry",0.8
1983,"Cedric Maxwell",6.6
1983,"Charles Bradley",0.2
1983,"Charles Davis",1.5
1983,"Charles Pittman",0.1
1983,"Charlie Criss",2.2
1983,"Chris Engler",0
1983,"Chubby Cox",-0.2
1983,"Chuck Nevitt",0.1
1983,"Clark Kellogg",6.8
1983,"Clay Johnson",0.6
1983,"Clemon Johnson",4.3
1983,"Cliff Levingston",1.3
1983,"Cliff Robinson",4.4
1983,"Clint Richardson",3.3
1983,"Coby Dietrick",0
1983,"Corny Thompson",-0.1
1983,"Craig Hodges",0.8
1983,"Dan Issel*",8.4
1983,"Dan Roundfield",7.4
1983,"Danny Ainge",5.2
1983,"Danny Schayes",2
1983,"Danny Vranes",4.2
1983,"Darnell Valentine",3.4
1983,"Darrell Griffith",2.8
1983,"Darren Tillis",0.5
1983,"Darryl Dawkins",4
1983,"Darwin Cook",6
1983,"Dave Batton",0.7
1983,"Dave Corzine",4
1983,"Dave Cowens*",2.6
1983,"Dave Greenwood",3.6
1983,"Dave Magley",-0.1
1983,"Dave Robisch",0.4
1983,"David Thirdkill",0.3
1983,"David Thompson*",5.4
1983,"Dennis Johnson*",6.6
1983,"Derek Smith",0
1983,"Dominique Wilkins*",5.8
1983,"Don Buse",1.7
1983,"Don Collins",3.5
1983,"Dudley Bradley",1.1
1983,"Dwight Anderson",0
1983,"Dwight Jones",0.6
1983,"Earl Cureton",0.8
1983,"Ed Nealy",4.7
1983,"Ed Rains",0.1
1983,"Ed Sherod",2.5
1983,"Eddie Johnson",3
1983,"Eddie Jordan",-0.8
1983,"Eddie Phillips",0.1
1983,"Edgar Jones",3.4
1983,"Elston Turner",0.1
1983,"Elvin Hayes*",2.4
1983,"Ernie Grunfeld",2.2
1983,"Fat Lever",4.4
1983,"Foots Walker",3.4
1983,"Frank Johnson",3
1983,"Franklin Edwards",2.7
1983,"Fred Brown",3.6
1983,"Freeman Williams",-0.2
1983,"Gene Banks",7.9
1983,"Geoff Crompton",0.2
1983,"Geoff Huston",3.4
1983,"George Gervin*",9.4
1983,"George Johnson",1
1983,"Gerald Henderson",2.3
1983,"Glen Gondrezick",2.5
1983,"Greg Ballard",7.9
1983,"Greg Kelser",3.9
1983,"Gus Williams",8.5
1983,"Guy Morgan",-0.1
1983,"Hank McDowell",0.7
1983,"Harvey Catchings",3.1
1983,"Herb Williams",3.5
1983,"Hutch Jones",0.1
1983,"Isiah Thomas*",7.4
1983,"J.J. Anderson",2.3
1983,"Jack Sikma",9.8
1983,"Jamaal Wilkes*",7.4
1983,"James Bailey",2
1983,"James Donaldson",5.1
1983,"James Edwards",1.4
1983,"James Ray",0.2
1983,"James Wilkes",0.1
1983,"James Worthy*",5.1
1983,"Jan Van Breda Kolff",0.1
1983,"Jawann Oldham",0.3
1983,"Jay Vincent",6
1983,"Jeff Cook",2.2
1983,"Jeff Judkins",0.6
1983,"Jeff Lamp",0.7
1983,"Jeff Ruland",10.1
1983,"Jeff Taylor",-0.2
1983,"Jeff Wilkins",2.4
1983,"Jerome Whitehead",2.1
1983,"Jerry Eaves",2
1983,"Jerry Sichting",2.7
1983,"Jim Brogan",0.4
1983,"Jim Johnstone",-0.1
1983,"Jim Paxson",10.2
1983,"Jim Smith",0.1
1983,"Jim Spanarkel",1
1983,"Jim Zoet",-0.1
1983,"Joe Barry Carroll",7
1983,"Joe Bryant",0
1983,"Joe Cooper",0.2
1983,"Joe Hassett",0
1983,"Joe Kopicki",0.7
1983,"Joe Meriweather",3.8
1983,"Joel Kramer",0.8
1983,"John Bagley",-0.2
1983,"John Douglas",0
1983,"John Drew",3
1983,"John Duren",0.4
1983,"John Greig",0.1
1983,"John Long",0.2
1983,"John Lucas",0.4
1983,"Johnny Davis",3.5
1983,"Johnny High",1.2
1983,"Johnny Moore",6.6
1983,"Jose Slaughter",-0.1
1983,"Julius Erving*",10.9
1983,"Junior Bridgeman",4.8
1983,"Kareem Abdul-Jabbar*",10.9
1983,"Keith Edmonson",-0.3
1983,"Kelly Tripucka",7.1
1983,"Kelvin Ransey",2.2
1983,"Kenny Carr",5.1
1983,"Kenny Dennard",0.3
1983,"Kenny Natt",0.1
1983,"Kent Benson",1.1
1983,"Kevin Grevey",1
1983,"Kevin Loder",0.9
1983,"Kevin McHale*",7.5
1983,"Kevin Porter",0.2
1983,"Kiki Vandeweghe",11
1983,"Kurt Nimphius",2.9
1983,"Kurt Rambis",4.3
1983,"Kyle Macy",6.4
1983,"Larry Bird*",14
1983,"Larry Drew",7.2
1983,"Larry Kenon",0.9
1983,"Larry Nance",10.5
1983,"Larry Smith",3.1
1983,"Larry Spriggs",0.1
1983,"LaSalle Thompson",2.3
1983,"Len Elmore",0.9
1983,"Leon Douglas",0
1983,"Lester Conner",2.7
1983,"Lewis Lloyd",2.6
1983,"Linton Townes",0.7
1983,"Lionel Hollins",0.6
1983,"Lonnie Shelton",4.8
1983,"Lorenzo Romar",2.6
1983,"Louis Orr",3.8
1983,"Lowes Moore",0.2
1983,"M.L. Carr",0.8
1983,"Magic Johnson*",12.5
1983,"Major Jones",0.1
1983,"Marc Iavaroni",1.5
1983,"Mark Aguirre",6.9
1983,"Mark Eaton",0.8
1983,"Mark Landsberger",0.4
1983,"Mark McNamara",-0.2
1983,"Mark Olberding",2.3
1983,"Mark Radford",0
1983,"Marques Johnson",10.7
1983,"Marty Byrnes",1
1983,"Marvin Webster",4
1983,"Maurice Cheeks",9.4
1983,"Maurice Lucas",7.1
1983,"Michael Brooks",4.7
1983,"Michael Cooper",5.2
1983,"Micheal Ray Richardson",2
1983,"Mickey Johnson",4.1
1983,"Mike Bratz",-0.1
1983,"Mike Davis",0.1
1983,"Mike Dunleavy",3.1
1983,"Mike Evans",-0.2
1983,"Mike Glenn",2.9
1983,"Mike Gminski",4.3
1983,"Mike McGee",0.2
1983,"Mike Mitchell",7.6
1983,"Mike O'Koren",2
1983,"Mike Sanders",0.8
1983,"Mike Woodson",7.8
1983,"Moses Malone*",15.1
1983,"Mychal Thompson",5.4
1983,"Norm Nixon",3.9
1983,"Oliver Robinson",0.1
1983,"Orlando Woolridge",3.6
1983,"Otis Birdsong",5.2
1983,"Pat Cummings",4
1983,"Paul Griffin",1.4
1983,"Paul Mokeski",1.4
1983,"Paul Pressey",2
1983,"Paul Westphal",3.7
1983,"Pete Verhoeven",0.8
1983,"Phil Ford",2.4
1983,"Phil Hubbard",3.4
1983,"Phil Smith",1.7
1983,"Purvis Short",5.2
1983,"Quinn Buckner",1.6
1983,"Quintin Dailey",2.1
1983,"Randy Smith",2.5
1983,"Ray Tolbert",1.1
1983,"Ray Williams",0.9
1983,"Reggie Johnson",2.4
1983,"Reggie King",1.6
1983,"Reggie Theus",6.5
1983,"Rich Kelley",2.4
1983,"Richard Anderson",0.5
1983,"Rick Mahorn",6.2
1983,"Rick Robey",0.9
1983,"Rickey Brown",0.7
1983,"Rickey Green",6.6
1983,"Rickey Williams",-0.1
1983,"Ricky Pierce",-0.1
1983,"Ricky Sobers",2.4
1983,"Rob Williams",-0.1
1983,"Robert Parish*",10.8
1983,"Robert Smith",0
1983,"Rod Higgins",3.8
1983,"Roger Phegley",0.8
1983,"Rolando Blackman",5.7
1983,"Ron Brewer",1.6
1983,"Ronnie Lester",1.7
1983,"Rory Sparrow",4.2
1983,"Rory White",1.5
1983,"Rudy Macklin",1.8
1983,"Russ Schoene",1.7
1983,"Sam Lacey",-0.1
1983,"Sam Pellom",0
1983,"Sam Williams",3.7
1983,"Scott Hastings",0.1
1983,"Scott Lloyd",0.3
1983,"Scott May",0.1
1983,"Scott Wedman",2.2
1983,"Sidney Moncrief",13.2
1983,"Sleepy Floyd",2.2
1983,"Sly Williams",3.8
1983,"Spencer Haywood*",0.4
1983,"Steve Hawes",1
1983,"Steve Hayes",1.2
1983,"Steve Johnson",4.4
1983,"Steve Lingenfelter",0
1983,"Steve Mix",2.4
1983,"Swen Nater",-0.1
1983,"T.R. Dunn",4.4
1983,"Terry Cummings",8.7
1983,"Terry Duerod",-0.2
1983,"Terry Teagle",-0.8
1983,"Terry Tyler",5.8
1983,"Tiny Archibald*",2.9
1983,"Tom Chambers",4.3
1983,"Tom Henderson",0.4
1983,"Tom McMillen",2
1983,"Tom Owens",0.6
1983,"Tracy Jackson",1.7
1983,"Tree Rollins",7.3
1983,"Trent Tucker",4
1983,"Truck Robinson",3.3
1983,"Vince Taylor",0.1
1983,"Vinnie Johnson",7.7
1983,"Walker Russell",-0.8
1983,"Wally Walker",0.1
1983,"Walter Davis",8.1
1983,"Wayne Cooper",2.9
1983,"Wes Matthews",0.7
1983,"World B. Free",5.7
1984,"Adrian Dantley*",14.6
1984,"Al Wood",4.4
1984,"Albert King",4.3
1984,"Alex English*",8.2
1984,"Allen Leavell",4.3
1984,"Alton Lister",4
1984,"Alvan Adams",3.3
1984,"Alvin Scott",0.8
1984,"Andrew Toney",6.4
1984,"Anthony Roberts",-0.2
1984,"Armond Hill",0
1984,"Artis Gilmore*",6.7
1984,"Audie Norris",1.1
1984,"Ben Poquette",1.3
1984,"Bernard King*",12.1
1984,"Bill Cartwright",9.8
1984,"Bill Garnett",3.5
1984,"Bill Hanzlik",1.9
1984,"Bill Laimbeer",10.8
1984,"Bill Walton*",2.3
1984,"Bill Willoughby",1.8
1984,"Billy Knight",3.4
1984,"Billy McKinney",0.9
1984,"Billy Paultz",0.3
1984,"Bob Hansen",-0.1
1984,"Bob Lanier*",6.7
1984,"Bob McAdoo*",2.7
1984,"Bob Miller",0.1
1984,"Bobby Jones",6
1984,"Brad Davis",6.2
1984,"Brant Weidner",0
1984,"Brook Steppe",1.3
1984,"Bruce Kuczenski",-0.4
1984,"Bryan Warrick",0
1984,"Buck Williams",7.3
1984,"Butch Carter",2.6
1984,"Byron Scott",2.7
1984,"Caldwell Jones",4.1
1984,"Calvin Garrett",0.6
1984,"Calvin Natt",8.4
1984,"Carlos Clark",0.1
1984,"Cedric Maxwell",6.4
1984,"Charles Bradley",-0.1
1984,"Charles Davis",0.3
1984,"Charles Jones",0
1984,"Charles Pittman",1.7
1984,"Charlie Criss",0.3
1984,"Chris Engler",0
1984,"Clark Kellogg",7
1984,"Clay Johnson",0
1984,"Clemon Johnson",2.2
1984,"Cliff Levingston",5.3
1984,"Cliff Robinson",3.1
1984,"Clint Richardson",1.9
1984,"Clyde Drexler*",2.4
1984,"Craig Ehlo",0
1984,"Craig Hodges",0.5
1984,"Dale Ellis",1.5
1984,"Dan Issel*",6.1
1984,"Dan Roundfield",7.1
1984,"Dane Suttle",0.9
1984,"Danny Ainge",1.8
1984,"Danny Schayes",2.8
1984,"Danny Vranes",3.4
1984,"Darnell Valentine",3.7
1984,"Darrell Griffith",3.5
1984,"Darrell Lockhart",0
1984,"Darrell Walker",2.3
1984,"Darren Daye",1.3
1984,"Darren Tillis",0.5
1984,"Darryl Dawkins",7.9
1984,"Darwin Cook",3.6
1984,"Dave Batton",0
1984,"Dave Corzine",4.7
1984,"Dave Greenwood",5.7
1984,"Dave Robisch",0.1
1984,"David Thirdkill",0
1984,"David Thompson*",1
1984,"Dennis Johnson*",5.7
1984,"Derek Harper",1.3
1984,"Derek Smith",2.6
1984,"DeWayne Scales",0
1984,"Doc Rivers",4.2
1984,"Dominique Wilkins*",7
1984,"Don Buse",2.2
1984,"Don Collins",0.9
1984,"Earl Cureton",1
1984,"Ed Nealy",2
1984,"Eddie Johnson",1.7
1984,"Eddie Jordan",-0.1
1984,"Edgar Jones",3.4
1984,"Elston Turner",0.3
1984,"Elvin Hayes*",0.2
1984,"Ennis Whatley",1.9
1984,"Eric Fernsten",1
1984,"Ernie Grunfeld",1.6
1984,"Fat Lever",4.8
1984,"Foots Walker",0.3
1984,"Frank Johnson",4.3
1984,"Franklin Edwards",0.1
1984,"Fred Brown",2.6
1984,"Fred Roberts",3
1984,"Gene Banks",6.2
1984,"Geoff Crompton",-0.1
1984,"Geoff Huston",2.6
1984,"George Gervin*",5.5
1984,"George Johnson",3.2
1984,"Gerald Henderson",5.3
1984,"Granville Waiters",1.3
1984,"Greg Ballard",5.6
1984,"Greg Kelser",2.5
1984,"Greg Kite",0
1984,"Gus Williams",5.9
1984,"Hank McDowell",0.1
1984,"Harvey Catchings",1.3
1984,"Herb Williams",2.8
1984,"Howard Carter",0.4
1984,"Hutch Jones",-0.1
1984,"Isiah Thomas*",9.1
1984,"J.J. Anderson",0.1
1984,"Jack Sikma",9.7
1984,"Jamaal Wilkes*",6
1984,"James Bailey",2.3
1984,"James Donaldson",5.8
1984,"James Edwards",4.4
1984,"James Worthy*",6.5
1984,"Jawann Oldham",0.5
1984,"Jay Vincent",1.1
1984,"Jeff Cook",3.7
1984,"Jeff Lamp",1
1984,"Jeff Malone",1.3
1984,"Jeff Ruland",9.3
1984,"Jeff Wilkins",2.3
1984,"Jerome Whitehead",1.5
1984,"Jerry Eaves",0.7
1984,"Jerry Sichting",5.2
1984,"Jim Paxson",9.5
1984,"Jim Spanarkel",0.2
1984,"Jim Thomas",1.6
1984,"Joe Barry Carroll",4.7
1984,"Joe Kopicki",1.9
1984,"Joe Meriweather",2.9
1984,"John Bagley",0.9
1984,"John Drew",4.5
1984,"John Garris",0.9
1984,"John Long",5.3
1984,"John Lucas",4.3
1984,"John Paxson",0.6
1984,"John Pinone",0.1
1984,"Johnny Davis",3.3
1984,"Johnny High",-0.1
1984,"Johnny Moore",3.8
1984,"Jon Sundvold",1.2
1984,"Julius Erving*",10.1
1984,"Junior Bridgeman",5.1
1984,"Kareem Abdul-Jabbar*",8.9
1984,"Keith Edmonson",0.7
1984,"Kelly Tripucka",5.7
1984,"Kelvin Ransey",3.8
1984,"Ken Austin",0
1984,"Kenny Carr",6.7
1984,"Kenny Dennard",0.1
1984,"Kent Benson",4.7
1984,"Kevin Grevey",2
1984,"Kevin Loder",0.1
1984,"Kevin McHale*",10.5
1984,"Kevin McKenna",0.6
1984,"Kevin Williams",0.1
1984,"Kiki Vandeweghe",10.3
1984,"Kurt Nimphius",4.8
1984,"Kurt Rambis",1.5
1984,"Kyle Macy",5
1984,"Larry Bird*",13.6
1984,"Larry Drew",4.6
1984,"Larry Micheaux",0.9
1984,"Larry Nance",9.8
1984,"Larry Smith",4
1984,"Larry Spriggs",0.5
1984,"LaSalle Thompson",4.9
1984,"Len Elmore",0.9
1984,"Leo Rautins",-0.1
1984,"Leroy Combs",0.4
1984,"Lester Conner",5.9
1984,"Lewis Lloyd",4.6
1984,"Linton Townes",0
1984,"Lionel Hollins",0.1
1984,"Lonnie Shelton",2.1
1984,"Lorenzo Romar",2.4
1984,"Louis Orr",3.5
1984,"M.L. Carr",0.4
1984,"Magic Johnson*",10.2
1984,"Major Jones",0.9
1984,"Marc Iavaroni",1.4
1984,"Mark Aguirre",9
1984,"Mark Eaton",3.7
1984,"Mark Jones",0
1984,"Mark Landsberger",0.3
1984,"Mark McNamara",1.2
1984,"Mark Olberding",4.1
1984,"Mark West",-0.1
1984,"Marques Johnson",8.6
1984,"Marvin Webster",2.5
1984,"Maurice Cheeks",7.3
1984,"Maurice Lucas",6.4
1984,"Michael Brooks",2.4
1984,"Michael Cooper",6.5
1984,"Michael Wilson",-0.1
1984,"Micheal Ray Richardson",2.4
1984,"Mickey Johnson",3.5
1984,"Mike Bratz",1.9
1984,"Mike Dunleavy",1.4
1984,"Mike Evans",0.9
1984,"Mike Gibson",0.1
1984,"Mike Glenn",3.9
1984,"Mike Gminski",4
1984,"Mike McGee",2.8
1984,"Mike Mitchell",5.5
1984,"Mike O'Koren",1.5
1984,"Mike Sanders",0.6
1984,"Mike Woodson",4.2
1984,"Mitch Kupchak",0
1984,"Mitchell Wiggins",3.3
1984,"Moses Malone*",9.5
1984,"Mychal Thompson",6.9
1984,"Norm Nixon",5.4
1984,"Orlando Woolridge",5.3
1984,"Otis Birdsong",4.5
1984,"Pace Mannion",0.4
1984,"Pat Cummings",4.2
1984,"Paul Mokeski",1.6
1984,"Paul Pressey",3.8
1984,"Paul Thompson",3.7
1984,"Paul Westphal",1.5
1984,"Pete Verhoeven",0.7
1984,"Phil Ford",2.9
1984,"Phil Hubbard",4.6
1984,"Purvis Short",6
1984,"Quinn Buckner",1.3
1984,"Quintin Dailey",3.7
1984,"Ralph Sampson*",6
1984,"Randy Breuer",0.3
1984,"Randy Wittman",1.2
1984,"Ray Tolbert",0.8
1984,"Ray Williams",6.2
1984,"Reggie Johnson",1.6
1984,"Reggie King",3.4
1984,"Reggie Theus",1.8
1984,"Rich Kelley",2.4
